run,event_index,event_id,stave,haar_d1_energy,haar_d2_energy,haar_d4_energy,phase_space_loop_area,subsample_phase,pileup_spacing_proxy_ns,post_peak_frac,clipped_sample_count,saturation_margin_adc,pedestal_state_adc,reconstructed_energy_proxy,area_norm,pid_proxy,pedestal_bin,pileup_bin,saturation_bin
42,0,42:0,B2,0.03736751886698846,0.11840308071975322,0.24208008345765356,-0.47415702700505014,0.3465451707170857,20.0,0.7343153357505798,2,-5165.0,0.0,68211.99942111969,7.442662239074707,high_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,2,42:2,B2,0.028445705142738614,0.1013530495297707,0.3145369827926912,-0.4072552615673337,0.9593433306206052,20.0,0.9478983283042908,1,871.5,0.0,23438.000298261642,7.491769313812256,low_dE_proxy,0,mild_pileup,unsaturated_proxy
42,3,42:3,B2,0.0358304077831198,0.10611212424923513,0.21702728920464395,-0.42405441388701054,0.9331028904437537,20.0,0.5921249985694885,1,-4000.0,0.0,61155.99822998047,7.644499778747559,mid_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,6,42:6,B2,0.024369936095641618,0.09273605989383321,0.3026814302302229,-0.37143358968151075,0.7437136751297349,20.0,0.8499413728713989,1,1441.0,0.0,18111.00001859665,7.07737398147583,low_dE_proxy,0,mild_pileup,unsaturated_proxy
42,8,42:8,B2,0.03636857327155688,0.11221448391842105,0.23255196915460274,-0.45019929961538047,0.19730910551868508,20.0,0.696531355381012,1,-5470.5,0.0,69493.00093245506,7.337838649749756,high_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,11,42:11,B2,0.033768762106401576,0.09926211691459084,0.21909966971105055,-0.4389380487362881,0.13418406721145537,20.0,0.7114225029945374,1,-2137.0,0.0,52714.99904155731,8.589701652526855,mid_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,14,42:14,B2,0.033139286198700185,0.10466127344899667,0.22581215049005982,-0.42142403643255033,0.334729827264455,20.0,0.7098768949508667,1,-4327.5,0.0,64828.99854183197,7.784929275512695,high_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,15,42:15,B2,0.033346680298873076,0.10442270842367446,0.22233640871279167,-0.4171646130014921,0.768444662485797,20.0,0.5699418187141418,1,-4936.0,0.0,66247.0004119873,7.413496017456055,high_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,16,42:16,B2,0.030666965475203097,0.09260259880935172,0.22142312149757767,-0.37124358329661944,0.4266023523534539,20.0,0.7918558716773987,1,-2937.5,0.0,62737.997353076935,9.043314933776855,mid_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,19,42:19,B2,0.03257937921489899,0.09966765751313439,0.21507592316170407,-0.4218653468983361,0.28189668706808524,20.0,0.7136475443840027,1,-2492.0,0.0,55789.99968338013,8.593653678894043,mid_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,20,42:20,B2,0.03990979149533384,0.1455626786916263,0.4166274745976201,-0.5801039966581896,0.3247654544750507,20.0,0.8000921010971069,2,2914.5,0.0,6805.00007557869,6.26900053024292,low_dE_proxy,0,mild_pileup,unsaturated_proxy
42,21,42:21,B2,0.03438949779440755,0.10740312468120958,0.22218848559108326,-0.4288558528873531,0.7217330996496969,20.0,0.5356020927429199,1,-5550.0,0.0,67633.99953842163,7.082094192504883,high_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,22,42:22,B2,0.030629957941045866,0.09704209106341216,0.22345821315880027,-0.39530412595110753,0.38843692891905013,20.0,0.7541167736053467,1,-1344.0,0.0,48094.002197265625,8.999626159667969,mid_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,23,42:23,B2,0.036123061705591944,0.10951909590968792,0.20112838946849357,-0.46263719357991645,0.6631847381591798,20.0,0.6500535011291504,1,-4407.0,0.0,64969.00073003769,7.727964878082275,high_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,25,42:25,B2,0.10005301104739728,0.29120730847420906,0.7789996539991743,-0.9855212552733734,0.4631847381591818,20.0,-0.2083888202905655,1,2498.0,0.0,-32988.00101852417,-21.962717056274414,low_dE_proxy,0,single_like,unsaturated_proxy
42,26,42:26,B2,0.045930649150980926,0.17504686399739747,0.4774259929195871,-0.6743070430106878,0.6631847381591798,20.0,0.8690940737724304,2,2846.5,0.0,3829.0000373125076,3.319462537765503,low_dE_proxy,0,mild_pileup,unsaturated_proxy
42,27,42:27,B2,0.0332547175093008,0.10283887228514592,0.22460301119032167,-0.4125737242637613,0.15665263866490298,20.0,0.6663599610328674,1,-4695.0,0.0,67137.99817085266,7.72144889831543,high_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,28,42:28,B2,0.03467011627537129,0.10476332733111457,0.21848884361436285,-0.41782111264899,0.955803560015954,20.0,0.5909013152122498,1,-4792.5,0.0,63938.999861478806,7.271993160247803,high_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,29,42:29,B2,0.03417210143491995,0.1029050860010294,0.22441410214020982,-0.40924354030677734,0.05741914594056219,20.0,0.6598505973815918,1,-4167.0,0.0,62201.99973678589,7.616260528564453,high_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,30,42:30,B2,0.024610282421572507,0.09356314012446959,0.3081636930863344,-0.37433644771733005,0.19809929656798353,20.0,0.7935284972190857,2,2053.0,0.0,13712.000062465668,7.042629718780518,low_dE_proxy,0,mild_pileup,unsaturated_proxy
42,32,42:32,B2,0.022302567436300318,0.0801022899718215,0.22167575311080512,-0.3628983366666006,0.6631847381591798,20.0,0.8710471987724304,1,2782.5,0.0,7125.999833345413,5.852977275848389,low_dE_proxy,0,mild_pileup,unsaturated_proxy
42,34,42:34,B2,0.0769192310767168,0.2615013369374585,0.49891133181441666,-0.9998630953803381,0.6631847381591798,40.0,0.8913803696632385,1,1569.5,0.0,9466.000094175339,3.89467191696167,low_dE_proxy,0,mild_pileup,unsaturated_proxy
42,36,42:36,B4,0.030004104716014935,0.10416913657550152,0.31313970869916136,-0.41911318932656444,0.10474326321923932,20.0,0.7537410259246826,2,926.0,0.0,25670.999868392944,8.351008415222168,mid_dE_proxy,0,mild_pileup,unsaturated_proxy
42,37,42:37,B2,0.02644794094875753,0.09715392234747272,0.30920585644755777,-0.39112049520634967,0.967986602174487,20.0,0.9428282976150513,1,1026.5,0.0,23033.999442577362,7.746426582336426,low_dE_proxy,0,mild_pileup,unsaturated_proxy
42,39,42:39,B2,0.3667617977803492,0.27193354691316635,0.326242239459665,-1.0862039400235524,0.7193874946942014,20.0,0.8673582077026367,1,-5062.0,0.0,54532.99980258942,6.01776647567749,high_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,40,42:40,B2,0.02831844245950252,0.1007769596153678,0.3182239978918795,-0.40527377340690923,0.9304262417060927,20.0,0.9704268574714661,1,720.0,0.0,26788.000259399414,8.167073249816895,low_dE_proxy,0,mild_pileup,unsaturated_proxy
42,41,42:41,B2,0.028091837084030978,0.10029139711707052,0.3142783159902805,-0.4045723704001317,0.16408610007320767,20.0,0.9692355394363403,1,782.0,0.0,25780.998947143555,8.011497497558594,low_dE_proxy,0,mild_pileup,unsaturated_proxy
42,43,42:43,B2,0.03123361416635299,0.10792261402642164,0.3181319401747282,-0.4359909319678179,0.4008774526845622,30.0,0.9855595827102661,2,537.5,0.0,29990.998423099518,8.661660194396973,low_dE_proxy,0,mild_pileup,unsaturated_proxy
42,44,42:44,B2,0.032854829426828436,0.10535512412906206,0.22349604564228795,-0.4208811081936938,0.6309265304850635,20.0,0.5324066281318665,1,-5172.5,0.0,66934.99909043312,7.297356128692627,high_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,47,42:47,B2,0.08740904227473276,0.2149808347880663,0.34367049749079204,-0.7479439825340886,0.4631847381591818,30.0,-0.23082000017166138,1,969.5,0.0,-35985.99966478348,-11.874608039855957,low_dE_proxy,0,single_like,unsaturated_proxy
42,50,42:50,B2,0.032056060993924974,0.10449464118294571,0.26133995407041405,-0.4263284515526817,0.2776371742399668,40.0,0.8672139048576355,1,-142.0,0.0,35819.99921989441,8.647995948791504,low_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,51,42:51,B2,0.034315149989620486,0.1073771464631324,0.22967239476841445,-0.42996077464366056,0.1406292301416947,20.0,0.6720389127731323,1,-5245.0,0.0,69158.00041675568,7.480584144592285,high_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,52,42:52,B2,0.025000202557810113,0.09478933958149954,0.3107950997139485,-0.37998809493693275,0.37360760566891216,20.0,0.820392906665802,1,2396.5,0.0,10913.00007390976,6.805737495422363,low_dE_proxy,0,mild_pileup,unsaturated_proxy
42,53,42:53,B2,0.0333820864275573,0.10412965642081703,0.2322129311334229,-0.45403194618762954,0.5397176547976734,20.0,0.7925085425376892,2,-2607.5,0.0,57549.000034332275,8.709648132324219,mid_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,56,42:56,B2,0.03519233721684847,0.10287307286935285,0.21050537737538103,-0.4325938056692238,0.014160925419918868,20.0,0.6121039986610413,1,-3386.0,0.0,56980.001017570496,7.714595317840576,mid_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,58,42:58,B2,0.037116987141109996,0.11191000439232071,0.22978831871405167,-0.4485532894189428,0.6646468352673254,30.0,0.6143036484718323,1,-3578.5,0.0,61598.99675798416,8.128125190734863,mid_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,59,42:59,B2,0.03248818852047027,0.09872084413033327,0.21547641610286034,-0.39468267789532685,0.15201446718341938,20.0,0.685309886932373,1,-3277.0,0.0,58185.99886417389,7.995877265930176,mid_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,60,42:60,B2,0.03136359571385712,0.09904717966998969,0.22777028953419778,-0.4203681409646887,0.7565854418427342,20.0,0.7462377548217773,1,-1316.0,0.0,46236.00247192383,8.697517395019531,mid_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,61,42:61,B2,0.07924505114239115,0.1929625308787627,0.2998301668218031,-0.6461238304235066,0.4631847381591818,30.0,-0.22560614347457886,1,618.0,0.0,-35922.00013542175,-10.621525764465332,low_dE_proxy,0,single_like,unsaturated_proxy
42,62,42:62,B2,0.04580858779792336,0.1295378568447036,0.24838623976595528,-0.5418127435688507,0.07205460016172349,20.0,0.5686631798744202,1,-391.0,0.0,24835.999113082886,5.65611457824707,low_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,63,42:63,B2,0.05736242473900972,0.20981608740655916,0.4768901341629111,-0.7978766957818813,0.6631847381591798,20.0,0.7301721572875977,1,2228.5,0.0,3803.9998219013214,2.1473326683044434,low_dE_proxy,0,mild_pileup,unsaturated_proxy
42,64,42:64,B2,0.03346636188815786,0.10335061016971224,0.2201343991104543,-0.40681568271991597,0.5332588808831034,20.0,0.7478347420692444,1,-3043.0,0.0,55689.99889087677,7.90714168548584,mid_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,65,42:65,B2,0.03392397786198331,0.10335032109301995,0.22024952048773058,-0.41026860245113883,0.05635668984927378,20.0,0.6159940361976624,1,-5403.5,0.0,65964.99972009659,7.014941215515137,high_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,67,42:67,B2,0.02277949966096468,0.08803997182331594,0.30707235752002376,-0.35307066793716835,0.6635951067684482,20.0,0.8011850118637085,2,2481.0,0.0,11364.00035238266,7.481237888336182,low_dE_proxy,0,mild_pileup,unsaturated_proxy
42,70,42:70,B2,0.034371604821321844,0.09942385761765589,0.21068117254602445,-0.4324460687274261,0.00927352111431734,30.0,0.7110757231712341,1,-1652.0,0.0,47376.00171661377,8.382165908813477,mid_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,72,42:72,B2,0.017473053073826912,0.06270170059391107,0.2045881276482442,-0.24891131739978653,0.6426683860982707,20.0,0.7260218262672424,1,-3376.5,0.0,66222.00086021423,8.977428436279297,mid_dE_proxy,0,mild_pileup,hard_saturation_proxy
42,73,42:73,B2,0.07563179140494813,0.23781006506501445,0.30732821512961656,-0.9289006661374389,0.6631847381591798,20.0,0.6161401271820068,1,-225.5,0.0,20418.999284505844,4.832327365875244,low_dE_proxy,0,mild_pileup,hard_saturation_proxy
