method,value,ci_low,ci_high,n_pair_residuals,s03c_report_value,delta_ns,pass
analytic_timewalk,1.5510917109777858,1.368478755115034,1.9041957306866792,11460,1.5510917109777833,2.4424906541753444e-15,True
ml_ridge_on_template_phase,1.5369230041797932,1.3432922694352754,1.8276791375743122,11460,1.5369230041797883,4.884981308350689e-15,True
template_phase_base,2.7414145300852155,2.684131421918795,2.9890382815887953,11460,2.7414145300852155,0.0,True
