source,run,path,entries,has_EVENTNO,has_EVT,has_TRIGGER,eventno_min,eventno_max,evt_min,evt_max,trigger_modes,duplicate_EVENTNO,duplicate_EVT
daq_raw_root,27,/home/billy/ccb-data/extracted/root/root/hrdb_run_0027.root,34979,True,True,True,320123.0,355107.0,1.0,16383.0,1:34979,0,18628
daq_raw_root,28,/home/billy/ccb-data/extracted/root/root/hrdb_run_0028.root,5203,True,True,True,355109.0,360312.0,2.0,4815.0,1:5203,0,427
daq_raw_root,29,/home/billy/ccb-data/extracted/root/root/hrdb_run_0029.root,25800,True,True,True,360313.0,386119.0,1.0,16383.0,1:25800,0,9528
daq_raw_root,30,/home/billy/ccb-data/extracted/root/root/hrdb_run_0030.root,5265,True,True,True,386121.0,391388.0,2.0,4909.0,1:5265,0,393
daq_raw_root,31,/home/billy/ccb-data/extracted/root/root/hrdb_run_0031.root,39990,True,True,True,391389.0,431385.0,1.0,16383.0,1:39990,0,23607
daq_raw_root,32,/home/billy/ccb-data/extracted/root/root/hrdb_run_0032.root,41921,True,True,True,431386.0,473310.0,1.0,16383.0,1:41921,0,25538
daq_raw_root,33,/home/billy/ccb-data/extracted/root/root/hrdb_run_0033.root,57173,True,True,True,473311.0,530492.0,1.0,16383.0,1:57173,0,40790
daq_raw_root,34,/home/billy/ccb-data/extracted/root/root/hrdb_run_0034.root,39765,True,True,True,530493.0,570264.0,1.0,16383.0,1:39765,0,23382
daq_raw_root,35,/home/billy/ccb-data/extracted/root/root/hrdb_run_0035.root,27786,True,True,True,570265.0,598052.0,0.0,16383.0,1:27786,0,11464
daq_raw_root,36,/home/billy/ccb-data/extracted/root/root/hrdb_run_0036.root,21764,True,True,True,598053.0,619820.0,1.0,16383.0,1:21764,0,5458
daq_raw_root,37,/home/billy/ccb-data/extracted/root/root/hrdb_run_0037.root,50513,True,True,True,619821.0,670345.0,1.0,16383.0,1:50513,0,34130
daq_raw_root,39,/home/billy/ccb-data/extracted/root/root/hrdb_run_0039.root,30321,True,True,True,670346.0,700677.0,1.0,16383.0,1:30321,0,13942
daq_raw_root,40,/home/billy/ccb-data/extracted/root/root/hrdb_run_0040.root,32613,True,True,True,700678.0,733296.0,1.0,16383.0,1:32613,0,16262
daq_raw_root,41,/home/billy/ccb-data/extracted/root/root/hrdb_run_0041.root,33997,True,True,True,733297.0,767300.0,1.0,16383.0,1:33997,0,17616
daq_raw_root,42,/home/billy/ccb-data/extracted/root/root/hrdb_run_0042.root,33972,True,True,True,767301.0,801277.0,1.0,16383.0,1:33972,0,17589
daq_raw_root,43,/home/billy/ccb-data/extracted/root/root/hrdb_run_0043.root,13,True,True,True,801278.0,801290.0,16000.0,16012.0,1:13,0,0
daq_raw_root,44,/home/billy/ccb-data/extracted/root/root/hrdb_run_0044.root,4294,True,True,True,0.0,4293.0,1.0,16383.0,1:4294,0,328
daq_raw_root,45,/home/billy/ccb-data/extracted/root/root/hrdb_run_0045.root,48181,True,True,True,4294.0,52491.0,1.0,16383.0,1:48181,0,31798
daq_raw_root,46,/home/billy/ccb-data/extracted/root/root/hrdb_run_0046.root,1441,True,True,True,52492.0,53932.0,14805.0,16126.0,1:1441,0,119
daq_raw_root,47,/home/billy/ccb-data/extracted/root/root/hrdb_run_0047.root,10970,True,True,True,53933.0,64905.0,1.0,16383.0,1:10970,0,783
daq_raw_root,48,/home/billy/ccb-data/extracted/root/root/hrdb_run_0048.root,31713,True,True,True,64906.0,96621.0,1.0,16383.0,1:31713,0,15361
daq_raw_root,49,/home/billy/ccb-data/extracted/root/root/hrdb_run_0049.root,32354,True,True,True,96622.0,128984.0,1.0,16383.0,1:32354,0,16033
daq_raw_root,50,/home/billy/ccb-data/extracted/root/root/hrdb_run_0050.root,44804,True,True,True,128985.0,173791.0,1.0,16383.0,1:44804,0,28421
daq_raw_root,51,/home/billy/ccb-data/extracted/root/root/hrdb_run_0051.root,20569,True,True,True,173792.0,194361.0,1.0,16383.0,1:20569,0,4360
daq_raw_root,52,/home/billy/ccb-data/extracted/root/root/hrdb_run_0052.root,10005,True,True,True,194363.0,204369.0,1.0,16383.0,1:10005,0,721
daq_raw_root,53,/home/billy/ccb-data/extracted/root/root/hrdb_run_0053.root,39612,True,True,True,204370.0,243982.0,0.0,16383.0,1:39612,0,23228
daq_raw_root,54,/home/billy/ccb-data/extracted/root/root/hrdb_run_0054.root,37413,True,True,True,243983.0,281401.0,0.0,16383.0,1:37413,0,21029
daq_raw_root,55,/home/billy/ccb-data/extracted/root/root/hrdb_run_0055.root,24416,True,True,True,281402.0,305820.0,1.0,16383.0,1:24416,0,8081
daq_raw_root,56,/home/billy/ccb-data/extracted/root/root/hrdb_run_0056.root,51823,True,True,True,305821.0,357650.0,1.0,16383.0,1:51823,0,35440
daq_raw_root,57,/home/billy/ccb-data/extracted/root/root/hrdb_run_0057.root,31284,True,True,True,357651.0,388936.0,1.0,16383.0,1:31284,0,14932
daq_raw_root,58,/home/billy/ccb-data/extracted/root/root/hrdb_run_0058.root,34141,True,True,True,388937.0,423152.0,1.0,16383.0,1:34141,0,17759
daq_raw_root,59,/home/billy/ccb-data/extracted/root/root/hrdb_run_0059.root,42303,True,True,True,423153.0,465455.0,0.0,16383.0,1:42303,0,25919
daq_raw_root,60,/home/billy/ccb-data/extracted/root/root/hrdb_run_0060.root,36074,True,True,True,465456.0,501529.0,1.0,16383.0,1:36074,0,19691
daq_raw_root,61,/home/billy/ccb-data/extracted/root/root/hrdb_run_0061.root,36535,True,True,True,501530.0,538066.0,1.0,16383.0,1:36535,0,20152
daq_raw_root,62,/home/billy/ccb-data/extracted/root/root/hrdb_run_0062.root,37584,True,True,True,538067.0,575650.0,0.0,16383.0,1:37584,0,21200
daq_raw_root,63,/home/billy/ccb-data/extracted/root/root/hrdb_run_0063.root,37030,True,True,True,575651.0,612681.0,1.0,16383.0,1:37030,0,20649
daq_raw_root,64,/home/billy/ccb-data/extracted/root/root/hrdb_run_0064.root,35943,True,True,True,612682.0,648626.0,1.0,16383.0,1:35943,0,19560
daq_raw_root,65,/home/billy/ccb-data/extracted/root/root/hrdb_run_0065.root,38424,True,True,True,648627.0,687050.0,1.0,16383.0,1:38424,0,22043
