g4_entry,primary_pdg,primary_ekin_mev,primary_time_ns,truth_stave,truth_layer,pid_label,pid_name,dominant_pdg,g4_total_edep_mev,g4_dominant_edep_mev,g4_first_time_ns,g4_energy_weighted_time_ns,g4_n_sci_hits,g4_n_bstack_layers,g4_track_length_sum_mm,g4_pseudo_run_index,g4_pseudo_run
1666,2212,107.02675639680811,0.0,B2,0,1,deuteron,1000010020,64.2540007787407,39.658331422483265,8.65884364549901,11.463729633936543,5,1,225.83846137787563,0,50
528,2212,136.73812036400972,0.0,B8,6,0,proton,2212,70.73141928156191,22.02634734017771,7.566201972636676,8.127942975499332,4,4,467.76579887104975,0,50
1109,2212,125.41098775373473,0.0,B2,0,0,proton,2212,13.511292921764841,13.511292921764841,7.97212887839008,7.97212887839008,1,1,113.24887909057978,0,50
596,2212,170.14215583862483,0.0,B2,0,0,proton,2212,15.932732409568512,10.140343925477422,7.020585436929101,7.115785091649382,2,2,230.41565454541688,0,50
264,2212,56.45378633886568,0.0,B4,2,1,deuteron,1000010020,61.219176745029,38.35276607990288,10.306087644976603,10.564745237759224,2,2,225.76877487535984,0,50
908,2212,168.10876453647143,0.0,B8,6,0,proton,2212,53.78998794398504,17.7776631008573,6.96817545990164,7.44231253895648,4,4,472.41048312647825,0,50
2222,2212,141.39548624752618,0.0,B6,4,0,proton,2212,53.342516105273866,24.73970007318278,7.434062195456238,7.811405406042369,3,3,342.3984494955548,0,50
706,2212,104.08566675431933,0.0,B4,2,0,proton,2212,98.94467488275517,44.123524401535974,8.664406158713652,10.230962347799386,3,2,336.35107262583165,0,50
2031,2212,75.7000871220566,0.0,B2,0,1,deuteron,1000010020,35.67815229265487,35.67815229265487,11.199851997067082,11.199851997067082,1,1,109.9922081983577,0,50
1424,2212,77.62836760777297,0.0,B2,0,1,deuteron,1000010020,69.49959976499571,35.80001691035598,10.25810757659928,10.767494474592262,2,1,218.90167326104194,0,50
2001,2212,126.8979407750742,0.0,B6,4,0,proton,2212,53.68392960280064,24.662044182580786,7.848325271237589,8.232766673072716,3,3,348.2137322425209,0,50
820,2212,92.32471539710475,0.0,B2,0,1,deuteron,1000010020,90.01737838339677,63.42499475449196,9.199247829906339,11.217473047800574,2,1,219.06855059429796,0,50
1413,2212,120.04358422891337,0.0,B2,0,1,deuteron,1000010020,64.53583511889053,64.53583511889053,14.540068416406529,14.540068416406529,1,1,111.70013296508175,0,50
39,2212,161.432585121701,0.0,B8,6,0,proton,2212,54.84422009024439,18.19445441904784,7.051953220867518,7.5315523139714475,4,4,469.34754254287327,0,50
1921,2212,116.49922239489253,0.0,B2,0,1,deuteron,1000010020,52.86260694965771,52.86260694965771,13.977076658350592,13.977076658350592,1,1,111.02327514909305,0,50
1343,2212,102.21575408803845,0.0,B4,2,0,proton,2212,48.03034455127802,30.929417592055113,8.681827233340751,8.911294712718815,2,2,226.88596521638712,0,50
1983,2212,157.6069619253435,0.0,B8,6,0,proton,2212,77.06631344574518,32.84853039504952,7.064181262326605,7.645401073904577,4,4,464.0992219373819,0,50
1611,2212,162.11305849289917,0.0,B8,6,0,proton,2212,56.37608502401241,19.174949319848896,7.040723816622227,7.520257874350651,4,4,468.91808362321865,0,50
395,2212,131.1854710196906,0.0,B6,4,0,proton,2212,53.13240888805184,24.32905975195099,7.708895001404772,8.085246922984735,3,3,346.0149888645153,0,50
247,2212,147.81318640467543,0.0,B2,0,1,deuteron,1000010020,116.54408045482002,40.01137217610791,7.242271727979617,11.436671231293793,5,4,574.4987734604612,0,50
1337,2212,76.99734786655866,0.0,B2,0,0,proton,2212,77.5219076248498,42.04931607523974,9.951764575671865,10.485585300096396,2,1,219.02829350361972,0,50
1557,2212,170.19545874930003,0.0,B4,2,0,proton,2212,23.094155185108843,12.340934734633057,6.977377972172158,7.116934091634721,2,2,229.90485553715854,0,50
1708,2212,136.90023365451373,0.0,B8,6,0,proton,2212,78.29482312917284,30.663095213778334,7.532838202266391,8.1335119966389,4,4,465.2414317493839,0,50
1782,2212,156.82011851763377,0.0,B8,6,0,proton,2212,81.80506370017989,38.15661102154914,7.09615956808887,7.706866131969514,4,4,464.5803235497664,0,50
