stratum,value,method,energy_fractional_bias,energy_fractional_sigma68,saturation_onset_bias,time_sigma68_ns,pileup_miss_rate,false_split_rate,calibration_slope,n_events,n_positive,pid_macro_f1,pid_auc
pileup_stratum,clean,1d_cnn,,,,,,0.19210526315789472,0.8378338723510954,380,0,0.557294528828611,0.5904203323558163
pileup_stratum,pileup,1d_cnn,-0.029048540566171444,0.08602882247369373,-0.0804783554443094,9.709540032848462,0.3368421052631579,,0.9103159420313495,380,380,0.5432065897007688,0.7937604044639004
pileup_stratum,clean,gradient_boosted_trees,,,,,,0.2,0.8879233926868907,380,0,0.5817543859649122,0.6473607038123167
pileup_stratum,pileup,gradient_boosted_trees,-0.011204563775959575,0.06944299912714089,-0.04186424076138971,7.837234467635058,0.30526315789473685,,0.9226061105216673,380,380,0.551270044221482,0.809174425057032
pileup_stratum,clean,mlp,,,,,,0.22105263157894736,0.9278472851198458,380,0,0.5473430372759231,0.5972934995112416
pileup_stratum,pileup,mlp,-0.03894934983500574,0.14155318370591835,-0.10733990670813179,11.222976032667482,0.41578947368421054,,0.8871128272724578,380,380,0.5351626930574299,0.7655219187372835
pileup_stratum,clean,ridge,,,,,,0.19736842105263158,0.9769385832207489,380,0,0.6045729273577374,0.6621761974584555
pileup_stratum,pileup,ridge,-0.0056883058278897536,0.07349475558068595,-0.06230186690681626,9.499976725596763,0.33421052631578946,,0.9135798332676404,380,380,0.5739494979038705,0.8305074295579258
pileup_stratum,clean,template_residual_boosted_stack_new,,,,,,0.1868421052631579,0.889205566236007,380,0,0.5683219733852645,0.6374022482893451
pileup_stratum,pileup,template_residual_boosted_stack_new,-0.007805422912011676,0.062213372204218714,-0.04138932315237094,7.757859693958935,0.3157894736842105,,0.9334928286375013,380,380,0.5493380448725707,0.8097293297983847
pileup_stratum,clean,tiny_sequence_transformer,,,,,,0.29473684210526313,0.8341922050828477,380,0,0.5470989091113043,0.5902065004887586
pileup_stratum,pileup,tiny_sequence_transformer,-0.0783278921045846,0.08677450559556706,-0.10879976060425467,16.670461025208816,0.28421052631578947,,0.8719967205520754,380,380,0.4988374309129026,0.8060916209384057
pileup_stratum,clean,two_pulse_template_cfd_baseline,,,,,,0.2,1.0367664287478993,380,0,0.5223978919631094,0.5957313245448839
pileup_stratum,pileup,two_pulse_template_cfd_baseline,-0.0015988991823502354,0.09023799913487077,0.033597758935157186,9.372082451254656,0.5631578947368421,,1.0477368041929116,380,380,0.4451712196998846,0.8312354312354312
clip_depth_bin,uncensored,1d_cnn,-0.02546310252894851,0.08249803000367333,,9.394532039672141,0.3516483516483517,0.19210526315789472,0.9475104207696502,744,364,0.6065420778796575,0.7091351579443195
clip_depth_bin,shallow,1d_cnn,-0.058582494249275884,0.10562464230508481,-0.058582494249275884,7.451497428796916,0.0,,0.4697375092195365,8,8,0.2727272727272727,
clip_depth_bin,moderate,1d_cnn,-0.06375115318635924,0.09685170894943165,-0.06375115318635924,8.928955962378414,0.0,,2.5431903437281513,5,5,0.16666666666666669,
clip_depth_bin,deep,1d_cnn,-0.12303421556686868,0.014601039129451307,-0.12303421556686868,8.290702672355799,0.0,,1.1433606572206942,3,3,0.25,
clip_depth_bin,uncensored,gradient_boosted_trees,-0.008648614051298048,0.0672453324489944,,7.527451656598754,0.31868131868131866,0.2,0.9406271058644285,744,364,0.6389904128350616,0.7499582936714326
clip_depth_bin,shallow,gradient_boosted_trees,-0.024475317080114765,0.057309773469128744,-0.024475317080114765,7.454201874613352,0.0,,0.9364435889789364,8,8,0.2727272727272727,
clip_depth_bin,moderate,gradient_boosted_trees,-0.04705597886875901,0.04627667265291356,-0.04705597886875901,7.6483883947664815,0.0,,2.2550892254732244,5,5,0.16666666666666669,
clip_depth_bin,deep,gradient_boosted_trees,-0.091303315150776,0.02646927214036643,-0.091303315150776,5.312427558786144,0.0,,0.7474215426524469,3,3,0.25,
clip_depth_bin,uncensored,mlp,-0.02875258541616755,0.14336640827095154,,11.200591551808914,0.4340659340659341,0.22105263157894736,0.9472676146105197,744,364,0.5919324962377543,0.7012453019047526
clip_depth_bin,shallow,mlp,-0.07669866514666901,0.06284091616907511,-0.07669866514666901,9.254551911927148,0.0,,0.12083537294669836,8,8,0.1111111111111111,
clip_depth_bin,moderate,mlp,-0.11455000291856664,0.035966335310806355,-0.11455000291856664,8.599099119229956,0.0,,1.0367286738820638,5,5,0.0,
clip_depth_bin,deep,mlp,-0.11370130518393666,0.10034582385117088,-0.11370130518393666,6.563849979248459,0.0,,2.4800707685928822,3,3,0.25,
clip_depth_bin,uncensored,ridge,-0.0015123367018095581,0.07393433651213378,,9.493121768481029,0.3489010989010989,0.19736842105263158,0.9564833550666992,744,364,0.6453247978830008,0.7635300236499416
clip_depth_bin,shallow,ridge,-0.013416195960035508,0.04862525328634325,-0.013416195960035508,10.439201084830083,0.0,,1.0408218844914636,8,8,0.2,
clip_depth_bin,moderate,ridge,-0.0975253833025706,0.02316244074381006,-0.0975253833025706,9.064499419354837,0.0,,1.1257192019453413,5,5,0.0,
