run,depth_idx,negative_rows,positive_rows,matched_pairs,median_distance,p90_distance
31,0,6588,6588,2,0.2757899561581962,0.28975839086877536
31,1,94,94,0,,
31,2,34,34,0,,
31,3,18,18,0,,
32,0,6680,6680,4,0.3231550373954405,0.33325061940363393
32,1,99,99,0,,
32,2,31,31,0,,
32,3,18,18,0,,
33,0,11789,11789,2,0.20036478069981242,0.2300106304918491
33,1,83,83,0,,
33,2,37,37,0,,
33,3,24,24,0,,
34,0,8240,8240,2,0.2583091520970233,0.31968440981790536
34,1,58,58,0,,
34,2,29,29,0,,
34,3,18,18,0,,
35,0,2664,2664,15,0.2329006728533764,0.324723450751961
35,1,59,59,1,0.20743549921533316,0.20743549921533316
35,2,22,22,0,,
35,3,12,12,0,,
36,0,2380,2380,5,0.24231013669315443,0.28606068841338317
36,1,49,49,0,,
36,2,23,23,0,,
37,0,5491,5491,19,0.309372385448979,0.3457076624028205
37,1,151,151,1,0.22816192472038624,0.22816192472038624
37,2,62,62,0,,
37,3,30,30,0,,
39,0,3138,3138,15,0.31111875241933434,0.33682029113970274
39,1,97,97,0,,
39,2,37,37,0,,
39,3,19,19,0,,
40,0,3232,3232,21,0.25400307389785076,0.3405412097633188
40,1,100,100,0,,
40,2,42,42,0,,
40,3,20,20,0,,
41,0,3560,3560,13,0.2173289924336954,0.34111894548841254
41,1,116,116,0,,
41,2,42,42,0,,
41,3,22,22,0,,
42,0,4072,4072,5,0.33656536291878514,0.3478323924430238
42,1,106,106,0,,
42,2,43,43,0,,
42,3,22,22,0,,
44,0,449,449,2,0.28935500857756835,0.32923016647078573
44,1,13,13,0,,
45,0,5463,5463,18,0.25541978367454427,0.33413318009575677
45,1,148,148,0,,
45,2,53,53,0,,
45,3,30,30,0,,
46,0,167,167,0,,
47,0,1259,1259,0,,
47,1,12,12,0,,
48,0,3117,3117,20,0.29374393376309726,0.32859410402168476
48,1,91,91,0,,
48,2,36,36,0,,
48,3,17,17,0,,
49,0,3288,3288,10,0.28095135678538863,0.3206721695563481
49,1,94,94,1,0.3232966161892929,0.3232966161892929
49,2,41,41,0,,
49,3,19,19,0,,
50,0,8351,8351,14,0.2513622614972543,0.32888849039058776
50,1,101,101,0,,
50,2,45,45,0,,
50,3,26,26,0,,
51,0,3474,3474,1,0.339596687998504,0.339596687998504
51,1,44,44,0,,
51,2,21,21,0,,
51,3,12,12,0,,
52,0,1687,1687,1,0.3470820866278015,0.3470820866278015
52,1,22,22,0,,
53,0,7664,7664,5,0.2375754898201671,0.2996307806572887
53,1,84,84,0,,
53,2,37,37,0,,
53,3,22,22,0,,
54,0,7238,7238,6,0.30871805305494593,0.333167448395287
54,1,79,79,0,,
54,2,38,38,0,,
54,3,20,20,0,,
55,0,4090,4090,7,0.27492778484894487,0.3055012595332201
55,1,55,55,0,,
55,2,24,24,0,,
55,3,16,16,0,,
56,0,9469,9469,11,0.2756522859640549,0.33599816548993455
56,1,125,125,0,,
56,2,53,53,0,,
56,3,35,35,0,,
57,0,3038,3038,14,0.31523978817004883,0.3360520752203437
57,1,96,96,1,0.17833165714956586,0.17833165714956586
57,2,38,38,0,,
57,3,20,20,0,,
58,0,3803,3803,0,,
58,1,89,89,0,,
58,2,35,35,0,,
58,3,22,22,0,,
59,0,2260,2260,19,0.2813551264281163,0.34467464670841874
59,1,566,566,3,0.25256014430426676,0.27376788408925046
59,2,359,359,2,0.3339359492167041,0.3465635297361002
59,3,208,208,5,0.28227027164611446,0.31640979070381337
60,0,1468,1468,12,0.24509091983488582,0.2973674060985419
60,1,484,484,13,0.2589977543958482,0.335433194448107
60,2,307,307,2,0.24207770720637153,0.2570266384117398
60,3,209,209,6,0.2902473803092793,0.32363811507665846
61,0,1663,1663,16,0.243227669913197,0.3184963356284589
61,1,500,500,9,0.2597833260785316,0.309055984249929
61,2,350,350,3,0.3043048867866966,0.32604447837666295
61,3,243,243,2,0.17913872051935809,0.21571341290534682
62,0,1871,1871,16,0.2918998519236039,0.32829225496678294
62,1,489,489,4,0.3047401798649285,0.3438836826641414
62,2,339,339,6,0.3004770070791304,0.3170186364311408
62,3,211,211,1,0.3031346350142076,0.3031346350142076
63,0,2994,2994,19,0.21057813476224907,0.314893076759879
63,1,373,373,1,0.20490329107165145,0.20490329107165145
63,2,176,176,0,,
63,3,100,100,0,,
64,0,2560,2560,16,0.22582914090144118,0.29127202630828664
64,1,248,248,0,,
64,2,110,110,1,0.28362265171663203,0.28362265171663203
64,3,60,60,0,,
65,0,2742,2742,25,0.24228750479023303,0.3286163507185628
65,1,132,132,1,0.30750805984933627,0.30750805984933627
65,2,50,50,0,,
65,3,20,20,0,,
