run,depth_idx,negative_rows,positive_rows,matched_pairs,median_distance,p90_distance
31,0,6588,6588,25,0.4952237315560798,0.5202271296969384
31,1,94,94,1,0.39104047168154593,0.39104047168154593
31,2,34,34,0,,
31,3,18,18,0,,
32,0,6680,6680,28,0.48583151170936734,0.5402893648862339
32,1,99,99,2,0.5364467431422336,0.5459766520419121
32,2,31,31,0,,
32,3,18,18,0,,
33,0,11789,11789,3,0.3898439746243533,0.5120633045292814
33,1,83,83,1,0.5370072408198386,0.5370072408198386
33,2,37,37,1,0.5146625140062626,0.5146625140062626
33,3,24,24,0,,
34,0,8240,8240,3,0.42091614901659147,0.46498224741695926
34,1,58,58,3,0.49796554353435046,0.5294124859207053
34,2,29,29,0,,
34,3,18,18,1,0.4843601616714281,0.4843601616714281
35,0,2664,2664,34,0.45503643369915403,0.5296019945409678
35,1,59,59,1,0.20743549921533316,0.20743549921533316
35,2,22,22,0,,
35,3,12,12,0,,
36,0,2380,2380,20,0.47720313434410344,0.5365788229498248
36,1,49,49,1,0.4887347513329125,0.4887347513329125
36,2,23,23,0,,
37,0,5491,5491,51,0.42451736126209594,0.5300282705623381
37,1,151,151,3,0.40671761194689926,0.5004438226187664
37,2,62,62,0,,
37,3,30,30,0,,
39,0,3138,3138,36,0.4385466502310862,0.49846013629193087
39,1,97,97,1,0.5155067422677339,0.5155067422677339
39,2,37,37,0,,
39,3,19,19,0,,
40,0,3232,3232,41,0.4589821191257155,0.5331936379110139
40,1,100,100,1,0.534932300356755,0.534932300356755
40,2,42,42,0,,
40,3,20,20,0,,
41,0,3560,3560,31,0.4181638713646929,0.5091870752149242
41,1,116,116,3,0.5043686671348743,0.5287604287662064
41,2,42,42,0,,
41,3,22,22,0,,
42,0,4072,4072,19,0.4875931757447584,0.5320834229277376
42,1,106,106,1,0.4685118169591336,0.4685118169591336
42,2,43,43,0,,
42,3,22,22,0,,
44,0,449,449,5,0.4657327254639427,0.522758237159909
44,1,13,13,0,,
45,0,5463,5463,43,0.4236956116230331,0.5079979317869481
45,1,148,148,0,,
45,2,53,53,0,,
45,3,30,30,0,,
46,0,167,167,0,,
47,0,1259,1259,8,0.5020423258311584,0.5359121338695395
47,1,12,12,0,,
48,0,3117,3117,48,0.44656291632132483,0.5286230274231379
48,1,91,91,0,,
48,2,36,36,0,,
48,3,17,17,0,,
49,0,3288,3288,33,0.44850412210270507,0.5336343211510309
49,1,94,94,1,0.3232966161892929,0.3232966161892929
49,2,41,41,0,,
49,3,19,19,0,,
50,0,8351,8351,34,0.4868398152513592,0.5408535872978539
50,1,101,101,0,,
50,2,45,45,0,,
50,3,26,26,1,0.5493526212952089,0.5493526212952089
51,0,3474,3474,16,0.5246349006826498,0.543951098738966
51,1,44,44,0,,
51,2,21,21,0,,
51,3,12,12,0,,
52,0,1687,1687,8,0.5097665734989454,0.5449372187900915
52,1,22,22,0,,
53,0,7664,7664,18,0.5275758473801256,0.5462610638842207
53,1,84,84,4,0.5255831438185414,0.543471202032646
53,2,37,37,0,,
53,3,22,22,0,,
54,0,7238,7238,10,0.4605684148372827,0.5479280455637973
54,1,79,79,1,0.49935941689136754,0.49935941689136754
54,2,38,38,0,,
54,3,20,20,0,,
55,0,4090,4090,24,0.4968121262481644,0.5366358865933364
55,1,55,55,0,,
55,2,24,24,0,,
55,3,16,16,0,,
56,0,9469,9469,30,0.508008352684462,0.5409300731160013
56,1,125,125,1,0.5227433490129471,0.5227433490129471
56,2,53,53,0,,
56,3,35,35,0,,
57,0,3038,3038,32,0.41401692498445863,0.5161101001558566
57,1,96,96,1,0.17833165714956586,0.17833165714956586
57,2,38,38,0,,
57,3,20,20,1,0.37528990832205866,0.37528990832205866
58,0,3803,3803,0,,
58,1,89,89,0,,
58,2,35,35,0,,
58,3,22,22,0,,
59,0,2260,2260,34,0.4012543435479914,0.49164515057940233
59,1,566,566,19,0.4376525484286363,0.5043757633064275
59,2,359,359,6,0.4393247533506649,0.49160774814959457
59,3,208,208,11,0.4211629477657972,0.5360332129247625
60,0,1468,1468,24,0.41234219363712965,0.5209191845555776
60,1,484,484,28,0.4791937317672511,0.5376826389540471
60,2,307,307,12,0.48204619154557005,0.5350103964191008
60,3,209,209,10,0.4638753286470984,0.5171912344278585
61,0,1663,1663,31,0.4146695609076091,0.5181336755793091
61,1,500,500,20,0.4150754316951436,0.5041855255677701
61,2,350,350,10,0.4862993857327616,0.5329119549110242
61,3,243,243,12,0.5111192312955275,0.5332782748283638
62,0,1871,1871,30,0.4459478880741794,0.5162085606067658
62,1,489,489,20,0.4478105825074156,0.495997332329097
62,2,339,339,14,0.4902544981281485,0.5455165960598553
62,3,211,211,9,0.5090661257054245,0.5304932727395429
63,0,2994,2994,35,0.3814743885556306,0.5326685389395044
63,1,373,373,5,0.524155966550311,0.542694333649371
63,2,176,176,4,0.5033457018822367,0.5319263760907899
63,3,100,100,1,0.3677047638244433,0.3677047638244433
64,0,2560,2560,34,0.43632448864675394,0.5303940483691262
64,1,248,248,7,0.4942675064284547,0.5443534322676433
64,2,110,110,2,0.41346639347510605,0.5173413868818852
64,3,60,60,0,,
65,0,2742,2742,36,0.41441584128654896,0.5140391410240563
65,1,132,132,4,0.4745099735131012,0.5343628967322746
65,2,50,50,1,0.49298089830630865,0.49298089830630865
65,3,20,20,0,,
