method,n_events,n_runs,positive_fraction,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,ap_ci_low,ap_ci_high,brier_isotonic,brier_ci_low,brier_ci_high,ece_isotonic,ece_ci_low,ece_ci_high,purity_at_80pct_eff,purity_ci_low,purity_ci_high,bootstrap_valid
traditional PSD/calibrated-cut logistic,2098,31,0.5,0.9841548671802369,0.9754861963338879,0.9914218176355598,0.9660858780608124,0.9447767019820673,0.9843579222414319,0.03423287426548289,0.024970378692623744,0.04662724393731208,0.017871397187215518,0.011196572832234157,0.03179355987328458,0.9824355971896955,0.972272596292383,0.9903402725914862,300
ridge logistic waveform+latent,2098,31,0.5,0.9978371520927372,0.9946002838267806,0.9996628532736888,0.9947977123601837,0.9835638366417853,0.9996822397496813,0.008121396897465662,0.003919457397281069,0.014001041698829144,0.005720846717908325,0.003947342546173867,0.011557121199729983,0.996437054631829,0.991331720729998,1.0,300
gradient-boosted trees waveform+latent,2098,31,0.5,0.9992093791263367,0.9977759504355166,0.9998870298370143,0.9990383122122696,0.997195983981293,0.999886407693875,0.007274711585045061,0.00371656276475165,0.013576137410605286,0.007905926618810745,0.0048048312509940535,0.015829717945463683,0.9988095238095238,0.9960980093074853,1.0,300
MLP waveform+latent,2098,31,0.5,0.9945410809332234,0.9901692887880357,0.9976216351100309,0.9907768512066373,0.9805951009601196,0.9975668048226306,0.022602996699946653,0.014212733115664164,0.03151338653249544,0.011212515413665022,0.0090911610441121,0.025913948352866752,0.9952550415183867,0.9899956872574083,0.9988951082050943,300
1D-CNN waveform+handshape,2098,31,0.5,0.9201436567215043,0.8786168790233354,0.9557628371459185,0.920366943166558,0.8732472694970641,0.9557950077430614,0.12332503725750035,0.09370421602173412,0.15755781122510315,0.06527951075701881,0.0544445666255255,0.1261278826042867,0.8457661290322581,0.7590250447227191,0.9238254536253886,300
new residual-fusion ridge,2098,31,0.5,0.99274718943367,0.9856195251216848,0.9970588462552774,0.9883092374725062,0.971344599731275,0.9972426907501163,0.01862458602599311,0.012415107026599018,0.026091173331108844,0.008394748667159098,0.006068435021190184,0.017998074920201845,0.9870588235294118,0.9734068169552041,0.9953221590077439,300
leakage sentinel: matched nuisance-only logistic,2098,31,0.5,0.9416212816963998,0.9056256978035344,0.9644184515494927,0.8801081076950825,0.8137474865275799,0.9284312211643538,0.06272050333876593,0.04796036871367055,0.08314029794840934,0.021561383756515083,0.015858128675884754,0.05315121298150162,0.9089924160346695,0.8612746708748568,0.9456649831649832,300
leakage sentinel: run-family/event logistic,2098,31,0.5,0.49471783468026653,0.4920758247506806,0.4973595748610578,0.4952388005419688,0.4936095741972776,0.49820658750136526,0.2511493021914837,0.25005592824346784,0.2537945560270098,0.00819273603333954,0.0023784729895684497,0.01549807557530066,0.4991076740035693,0.49590243902439024,0.5023831394162074,300
leakage sentinel: shuffled-label GBT,2098,31,0.5,0.5264094634592298,0.4732647849825062,0.5879856942087764,0.5330066445105386,0.4910265038859803,0.585009039503039,0.2510439157878018,0.24595659172289414,0.2564719172984157,0.030776023401669773,0.005209661115598878,0.07175120271503194,0.5029976019184652,0.4800667949833452,0.5267498359331617,300
