run,event_index,weak_label,weak_label_name,depth_idx,event_fraction,propensity_logit
60,19181,1,high_calibrated_range_energy_residual,1,0.5317863,3.7234671989000376
62,10533,1,high_calibrated_range_energy_residual,2,0.28031936,0.7572081694633859
60,5420,0,low_calibrated_range_energy_residual,1,0.15026754,2.9769169128830604
60,10499,1,high_calibrated_range_energy_residual,0,0.29108098,-1.2767565380304235
49,3948,1,high_calibrated_range_energy_residual,0,0.12204018,1.1224942746344193
49,24156,1,high_calibrated_range_energy_residual,0,0.74670786,0.4281370944909633
48,12486,1,high_calibrated_range_energy_residual,0,0.3937435,0.9828260959524948
59,22096,1,high_calibrated_range_energy_residual,0,0.52233934,-1.5027368156789906
39,6248,1,high_calibrated_range_energy_residual,0,0.20609578,3.7367239587615573
62,35059,1,high_calibrated_range_energy_residual,0,0.93304056,-2.0581721112287807
35,25267,1,high_calibrated_range_energy_residual,0,0.9094738,0.587513880076723
65,2415,1,high_calibrated_range_energy_residual,0,0.06287098,-4.371302544904018
63,401,1,high_calibrated_range_energy_residual,0,0.010829935,-1.7713641367308532
65,25623,1,high_calibrated_range_energy_residual,0,0.66705716,-2.5298941540588804
45,5493,0,low_calibrated_range_energy_residual,0,0.11401706,-0.04361366156222076
62,13333,0,low_calibrated_range_energy_residual,2,0.354837,1.280647764813418
57,27984,1,high_calibrated_range_energy_residual,0,0.8946006,5.638066437318147
51,10436,1,high_calibrated_range_energy_residual,0,0.5074148,4.301954597486605
64,22165,0,low_calibrated_range_energy_residual,0,0.616688,0.5458584267210257
34,36645,0,low_calibrated_range_energy_residual,0,0.9215854,4.061743928336047
39,15941,0,low_calibrated_range_energy_residual,0,0.52582794,-0.9220410155642788
61,9772,1,high_calibrated_range_energy_residual,2,0.26750615,0.807627715497593
42,24864,0,low_calibrated_range_energy_residual,0,0.73206925,1.6171133432262148
55,16468,1,high_calibrated_range_energy_residual,0,0.6745863,5.408460649789318
59,17202,0,low_calibrated_range_energy_residual,3,0.40664744,2.3054960868857117
31,20477,0,low_calibrated_range_energy_residual,0,0.5120658,1.8550386039126643
50,22078,1,high_calibrated_range_energy_residual,0,0.4927905,5.299439036403538
34,15100,0,low_calibrated_range_energy_residual,1,0.37975,3.85713651238855
44,1973,0,low_calibrated_range_energy_residual,0,0.45969245,1.700484192144525
62,391,1,high_calibrated_range_energy_residual,1,0.010405855,0.964596209216382
65,13694,1,high_calibrated_range_energy_residual,0,0.3565032,1.2497519672636745
60,27234,1,high_calibrated_range_energy_residual,2,0.7550528,1.7969119209449937
56,30851,0,low_calibrated_range_energy_residual,0,0.5954067,5.077073063644764
62,30721,0,low_calibrated_range_energy_residual,3,0.8175915,1.084937366213132
62,19969,1,high_calibrated_range_energy_residual,2,0.5314438,3.587964021823767
60,22611,0,low_calibrated_range_energy_residual,0,0.62688184,-1.9597795321131437
62,6506,1,high_calibrated_range_energy_residual,0,0.17314704,-1.7097657860054383
34,24390,1,high_calibrated_range_energy_residual,0,0.6133843,4.417414985499874
35,15872,0,low_calibrated_range_energy_residual,0,0.57130516,-0.24414514409120702
62,12164,0,low_calibrated_range_energy_residual,2,0.32372588,0.8936365468869016
56,2100,1,high_calibrated_range_energy_residual,0,0.040528804,5.663259842474627
37,27955,1,high_calibrated_range_energy_residual,0,0.5534328,4.24310526558679
37,7915,1,high_calibrated_range_energy_residual,0,0.15669544,3.0944270194009187
41,24397,0,low_calibrated_range_energy_residual,0,0.71770656,1.962947294980454
61,29615,1,high_calibrated_range_energy_residual,2,0.8107035,2.285311102780273
37,41380,0,low_calibrated_range_energy_residual,0,0.8192113,2.1808739523404115
59,10769,0,low_calibrated_range_energy_residual,1,0.25457424,0.3942456321394981
59,23286,1,high_calibrated_range_energy_residual,0,0.5504704,-1.8223446631949258
49,19083,0,low_calibrated_range_energy_residual,0,0.5898918,-1.323359982040639
48,31451,0,low_calibrated_range_energy_residual,0,0.99180096,2.6871863192849212
62,7597,0,low_calibrated_range_energy_residual,3,0.20218231,1.0495028076527457
40,14029,1,high_calibrated_range_energy_residual,0,0.43035063,0.8522033843088868
64,15709,1,high_calibrated_range_energy_residual,0,0.43706527,-2.4869243296234473
50,16668,1,high_calibrated_range_energy_residual,0,0.37203696,4.409975853213449
55,13364,0,low_calibrated_range_energy_residual,0,0.5474357,2.248619188442393
59,5683,1,high_calibrated_range_energy_residual,1,0.13434353,2.353947052587097
62,32356,1,high_calibrated_range_energy_residual,0,0.8611044,-1.0834828223908355
57,29762,0,low_calibrated_range_energy_residual,0,0.95144016,-1.1551191976413626
61,32440,0,low_calibrated_range_energy_residual,0,0.8880372,-0.2788964857858377
59,10821,0,low_calibrated_range_energy_residual,0,0.2558035,-4.093527184972046
56,46552,1,high_calibrated_range_energy_residual,0,0.89842707,5.247175207285876
65,10205,0,low_calibrated_range_energy_residual,0,0.26567218,-4.016142890537423
54,3151,1,high_calibrated_range_energy_residual,0,0.08422656,5.3045357592261775
60,12379,0,low_calibrated_range_energy_residual,2,0.3432033,1.06011142070816
57,20286,1,high_calibrated_range_energy_residual,0,0.64850867,-0.12250055523384858
61,18576,0,low_calibrated_range_energy_residual,0,0.50851357,-3.401574716634235
59,25318,0,low_calibrated_range_energy_residual,0,0.598506,-1.2274857777253636
45,42691,1,high_calibrated_range_energy_residual,0,0.88612825,2.468894432710409
65,8512,0,low_calibrated_range_energy_residual,1,0.22159742,1.1832600045156867
42,2274,1,high_calibrated_range_energy_residual,0,0.06695324,3.852088187375252
61,29755,0,low_calibrated_range_energy_residual,1,0.814536,1.3431104412420187
39,1490,1,high_calibrated_range_energy_residual,0,0.049148966,3.5264512789265994
59,36983,1,high_calibrated_range_energy_residual,0,0.87426126,-0.1028171570811654
32,13487,1,high_calibrated_range_energy_residual,1,0.32181633,3.5442584808962208
64,32657,1,high_calibrated_range_energy_residual,0,0.9086028,-1.9167965086006935
50,4017,1,high_calibrated_range_energy_residual,0,0.08966117,4.538914800295485
50,9289,1,high_calibrated_range_energy_residual,0,0.20733449,4.69294098117347
35,13173,1,high_calibrated_range_energy_residual,0,0.47415593,-0.7976957151957299
60,6003,0,low_calibrated_range_energy_residual,3,0.16643101,2.3816650385294476
55,22455,0,low_calibrated_range_energy_residual,0,0.9198345,3.360445189005885
34,20332,1,high_calibrated_range_energy_residual,3,0.51132965,8.020644001774775
40,8465,1,high_calibrated_range_energy_residual,0,0.25967056,2.4525143140879337
48,15839,0,low_calibrated_range_energy_residual,0,0.49947968,1.1947094904008964
39,6357,1,high_calibrated_range_energy_residual,0,0.20969126,0.6230476328406896
37,45299,1,high_calibrated_range_energy_residual,0,0.8967968,4.746825379343598
31,23658,0,low_calibrated_range_energy_residual,0,0.5916127,3.52593809139786
60,784,0,low_calibrated_range_energy_residual,1,0.021736117,1.6974061220936218
61,33833,0,low_calibrated_range_energy_residual,3,0.9261703,0.3853214703247192
63,35291,1,high_calibrated_range_energy_residual,1,0.9531153,1.4902470019259362
60,29402,1,high_calibrated_range_energy_residual,3,0.81515986,2.7693441243622914
33,9037,1,high_calibrated_range_energy_residual,0,0.15806966,4.654627086490547
59,16055,0,low_calibrated_range_energy_residual,0,0.37953287,-3.420480558747062
47,9963,1,high_calibrated_range_energy_residual,0,0.9085355,3.832807397046805
36,7448,0,low_calibrated_range_energy_residual,0,0.34229514,-0.38126372331318076
41,1364,0,low_calibrated_range_energy_residual,0,0.040125906,-0.46371649326611136
48,28657,1,high_calibrated_range_energy_residual,0,0.9036927,1.5479196658054457
61,18815,0,low_calibrated_range_energy_residual,1,0.51505613,2.9423439183619524
37,16573,0,low_calibrated_range_energy_residual,0,0.32810026,3.1106562213429547
37,28559,0,low_calibrated_range_energy_residual,0,0.5653904,1.1666384217668075
59,24554,0,low_calibrated_range_energy_residual,0,0.58044535,-3.5304672688788434
59,33930,0,low_calibrated_range_energy_residual,1,0.80208975,1.6144656593338667
50,19018,1,high_calibrated_range_energy_residual,0,0.42448997,5.3750239438262515
48,19179,0,low_calibrated_range_energy_residual,0,0.6048059,-0.6305062844215348
31,6570,1,high_calibrated_range_energy_residual,0,0.16429518,5.119428723966526
52,4553,0,low_calibrated_range_energy_residual,0,0.45525447,2.900609504707292
54,18035,1,high_calibrated_range_energy_residual,0,0.48207745,4.645125042355637
59,39259,1,high_calibrated_range_energy_residual,1,0.9280649,2.621318824814928
63,9945,0,low_calibrated_range_energy_residual,0,0.2685878,-1.1850952552275682
36,224,1,high_calibrated_range_energy_residual,0,0.010294591,2.4945373505372554
55,17730,0,low_calibrated_range_energy_residual,0,0.7262822,4.461140975420421
53,14522,1,high_calibrated_range_energy_residual,0,0.36665237,4.645115624588366
62,24549,1,high_calibrated_range_energy_residual,0,0.6533333,-2.3897324165155025
57,11105,1,high_calibrated_range_energy_residual,0,0.35500783,0.7094206825918999
45,47152,1,high_calibrated_range_energy_residual,0,0.9787243,4.9081245921190435
55,2497,1,high_calibrated_range_energy_residual,0,0.10228576,4.530987905753577
65,10170,0,low_calibrated_range_energy_residual,0,0.264761,-4.26048760652697
34,37331,1,high_calibrated_range_energy_residual,0,0.9388376,4.591750780275654
48,13256,0,low_calibrated_range_energy_residual,0,0.41802529,2.219546063453269
48,13187,0,low_calibrated_range_energy_residual,0,0.4158494,-1.7654271382648483
37,35941,0,low_calibrated_range_energy_residual,0,0.7115339,1.1432528557333388
48,28259,1,high_calibrated_range_energy_residual,0,0.8911419,0.8826328372595919
60,25057,1,high_calibrated_range_energy_residual,1,0.69469625,2.6672636944616905
35,18497,1,high_calibrated_range_energy_residual,0,0.6657908,2.747692063965092
37,29906,1,high_calibrated_range_energy_residual,0,0.59205735,3.0556865144114282
55,12276,1,high_calibrated_range_energy_residual,0,0.50286746,4.329330434262637
53,18194,1,high_calibrated_range_energy_residual,0,0.45936325,3.6698521399081465
60,14712,0,low_calibrated_range_energy_residual,3,0.4078849,1.5440346063061015
49,16687,0,low_calibrated_range_energy_residual,0,0.5158269,2.7110262415554214
48,20812,0,low_calibrated_range_energy_residual,0,0.6563022,-1.580627621709107
48,9966,0,low_calibrated_range_energy_residual,0,0.3142758,1.6412961874613257
35,19780,0,low_calibrated_range_energy_residual,0,0.71197176,2.903294510049735
48,4324,0,low_calibrated_range_energy_residual,0,0.13635647,1.5813403499282248
59,26178,0,low_calibrated_range_energy_residual,0,0.618836,0.5522485701194216
61,24425,1,high_calibrated_range_energy_residual,1,0.6686285,2.92232227397792
40,14742,1,high_calibrated_range_energy_residual,0,0.45222247,4.073089232353854
62,253,0,low_calibrated_range_energy_residual,0,0.0067332,-2.681022690955826
31,6052,1,high_calibrated_range_energy_residual,0,0.15134162,4.130791056108545
59,8334,1,high_calibrated_range_energy_residual,2,0.19701196,2.1612857127705545
39,25419,1,high_calibrated_range_energy_residual,0,0.83846813,1.240852897438571
64,13441,1,high_calibrated_range_energy_residual,1,0.3739636,3.027896546572765
60,13649,0,low_calibrated_range_energy_residual,0,0.3784136,-2.324727824391456
59,2186,1,high_calibrated_range_energy_residual,0,0.051676042,-3.694029522689752
64,14378,0,low_calibrated_range_energy_residual,0,0.40003338,-2.44283570413605
37,40258,1,high_calibrated_range_energy_residual,0,0.79699874,3.132952051356585
59,40216,0,low_calibrated_range_energy_residual,0,0.9506879,-5.749927064318193
36,4184,0,low_calibrated_range_energy_residual,0,0.19228825,0.05897929122753811
42,18823,0,low_calibrated_range_energy_residual,0,0.55420446,2.305512035892639
45,35682,1,high_calibrated_range_energy_residual,0,0.74064386,2.936284001946309
64,33085,1,high_calibrated_range_energy_residual,1,0.9205108,1.4434400327061536
39,24942,0,low_calibrated_range_energy_residual,0,0.8227339,-0.24778576234256972
40,28866,1,high_calibrated_range_energy_residual,0,0.88548726,2.9973410851203006
62,17320,0,low_calibrated_range_energy_residual,2,0.46094477,1.5781889635241937
37,17360,0,low_calibrated_range_energy_residual,0,0.3436807,3.0401099084252983
40,17010,1,high_calibrated_range_energy_residual,0,0.52179515,5.108721229655904
61,32179,1,high_calibrated_range_energy_residual,3,0.8808924,3.058112076841545
35,12195,0,low_calibrated_range_energy_residual,0,0.43895328,-1.504054978078115
50,31901,0,low_calibrated_range_energy_residual,0,0.7120441,4.484413319549507
60,33995,1,high_calibrated_range_energy_residual,0,0.9424991,-1.6705939638979999
64,19755,0,low_calibrated_range_energy_residual,2,0.5496355,-0.5027631141491139
64,5333,0,low_calibrated_range_energy_residual,0,0.14837794,-3.9009465726380337
65,1594,1,high_calibrated_range_energy_residual,0,0.04149745,-4.44320949119628
40,5788,0,low_calibrated_range_energy_residual,0,0.17755146,0.7432551111910063
63,21241,1,high_calibrated_range_energy_residual,2,0.57366246,2.1109256807496046
32,2545,1,high_calibrated_range_energy_residual,1,0.060726814,5.2704667100785985
33,39422,0,low_calibrated_range_energy_residual,1,0.6895454,5.1710715046285625
62,18077,1,high_calibrated_range_energy_residual,0,0.48109114,0.5543895179328607
42,25760,1,high_calibrated_range_energy_residual,0,0.75845015,4.095011182249585
64,29381,1,high_calibrated_range_energy_residual,0,0.8174559,2.765565086979352
60,2283,1,high_calibrated_range_energy_residual,1,0.06329535,2.562587886008205
45,30373,1,high_calibrated_range_energy_residual,0,0.6304461,5.0345692775979405
31,30672,1,high_calibrated_range_energy_residual,0,0.7670109,4.754741347388313
39,24373,1,high_calibrated_range_energy_residual,0,0.8039649,1.5403747411105126
37,43134,1,high_calibrated_range_energy_residual,0,0.8539357,2.2743429021413517
37,36932,0,low_calibrated_range_energy_residual,0,0.731153,3.9266119636168817
50,20965,0,low_calibrated_range_energy_residual,0,0.46794787,4.210880675894883
55,21797,0,low_calibrated_range_energy_residual,0,0.89288056,4.9719664366233465
50,24972,0,low_calibrated_range_energy_residual,0,0.5573858,2.2773937291083803
37,2090,0,low_calibrated_range_energy_residual,0,0.041376308,1.97959632265325
49,30269,1,high_calibrated_range_energy_residual,0,0.93567234,2.1362873982052615
48,25578,0,low_calibrated_range_energy_residual,0,0.80659705,-0.10160075230770146
61,30227,0,low_calibrated_range_energy_residual,0,0.8274569,-2.6550323337294466
64,5195,0,low_calibrated_range_energy_residual,1,0.14453842,2.314341255257941
54,11523,1,high_calibrated_range_energy_residual,0,0.30801103,5.248637709962964
40,3994,0,low_calibrated_range_energy_residual,0,0.1225191,1.8122289129321438
61,32686,1,high_calibrated_range_energy_residual,0,0.8947714,-1.351993041291774
36,16659,1,high_calibrated_range_energy_residual,0,0.7656142,1.469940542994971
54,16891,0,low_calibrated_range_energy_residual,1,0.4514982,2.8183152887581864
41,16576,0,low_calibrated_range_energy_residual,0,0.4876298,0.12004496739117056
65,26900,1,high_calibrated_range_energy_residual,0,0.700302,-3.6634649224463063
50,1719,1,high_calibrated_range_energy_residual,0,0.03836882,4.587025863500707
45,2534,0,low_calibrated_range_energy_residual,0,0.052597713,-0.42172546085484025
40,11271,0,low_calibrated_range_energy_residual,0,0.34574682,-1.4489295856798652
42,29225,0,low_calibrated_range_energy_residual,0,0.86046994,2.0285642145070644
48,21502,0,low_calibrated_range_energy_residual,0,0.67806125,2.611157239209547
61,31188,1,high_calibrated_range_energy_residual,1,0.85376406,5.121064533275222
56,13244,1,high_calibrated_range_energy_residual,0,0.25560167,5.293401111286981
40,6914,1,high_calibrated_range_energy_residual,0,0.2120924,0.4946086702017185
48,30967,1,high_calibrated_range_energy_residual,0,0.9765381,4.06735604542401
50,16844,0,low_calibrated_range_energy_residual,0,0.37596536,4.440430607082427
59,9896,1,high_calibrated_range_energy_residual,1,0.23393694,1.1514219923888245
39,860,1,high_calibrated_range_energy_residual,0,0.028367858,1.6439018674988608
60,26709,0,low_calibrated_range_energy_residual,0,0.74049735,-3.0827218184751044
39,25350,0,low_calibrated_range_energy_residual,0,0.83619213,2.0393877225229504
59,21427,1,high_calibrated_range_energy_residual,0,0.5065245,-3.2192175430745396
57,29824,1,high_calibrated_range_energy_residual,0,0.9534222,0.9380353347404702
40,28305,0,low_calibrated_range_energy_residual,0,0.86827815,0.16301730754409782
57,17022,0,low_calibrated_range_energy_residual,0,0.5441642,1.755497851347955
60,29720,0,low_calibrated_range_energy_residual,0,0.8239763,-1.0288661980706006
35,9451,1,high_calibrated_range_energy_residual,0,0.3401843,0.3434238851333057
32,2478,0,low_calibrated_range_energy_residual,1,0.05912811,2.026214957336479
60,3175,1,high_calibrated_range_energy_residual,0,0.08802573,-1.8055352658249368
50,13888,1,high_calibrated_range_energy_residual,0,0.30998617,4.394311022567308
61,16672,1,high_calibrated_range_energy_residual,3,0.45639202,2.797297593552966
48,13923,0,low_calibrated_range_energy_residual,0,0.439059,-0.7466082239421877
50,15084,0,low_calibrated_range_energy_residual,0,0.3366814,3.6224919519713494
35,22830,1,high_calibrated_range_energy_residual,0,0.8217551,0.15745729348063237
59,31128,0,low_calibrated_range_energy_residual,0,0.7358517,-2.7543047553809568
