run,group,n_scored_events,metric,value,ci_low,ci_high,bootstrap_unit
44,high_20nA,652,trad_candidate_rate_score_gt_0p015,0.5966257668711656,0.5582055214723927,0.6365414110429447,events_within_heldout_source_run
44,high_20nA,652,trad_secondary_fraction,0.3262004774207522,0.3040708196213591,0.34695431421341777,events_within_heldout_source_run
44,high_20nA,652,trad_recovered_delay_ns,27.56610576923077,26.57977764423077,28.62995793269231,events_within_heldout_source_run
44,high_20nA,652,ml_candidate_rate_score_gt_0p5,0.06595092024539877,0.04754601226993865,0.08742331288343558,events_within_heldout_source_run
44,high_20nA,652,ml_secondary_fraction,0.058133849781673505,0.053512378092997796,0.06293017483647094,events_within_heldout_source_run
44,high_20nA,652,ml_recovered_delay_ns,6.428420897473138,5.886425636590204,7.130392827246595,events_within_heldout_source_run
45,high_20nA,1120,trad_candidate_rate_score_gt_0p015,0.4669642857142857,0.43924107142857144,0.4955580357142857,events_within_heldout_source_run
45,high_20nA,1120,trad_secondary_fraction,0.24820105258621084,0.2332531046476477,0.26537681932200513,events_within_heldout_source_run
45,high_20nA,1120,trad_recovered_delay_ns,32.4187306501548,31.46217105263158,33.47600619195046,events_within_heldout_source_run
45,high_20nA,1120,ml_candidate_rate_score_gt_0p5,0.06607142857142857,0.05178571428571429,0.08035714285714286,events_within_heldout_source_run
45,high_20nA,1120,ml_secondary_fraction,0.06943351975455954,0.06601733317127523,0.0731640968806389,events_within_heldout_source_run
45,high_20nA,1120,ml_recovered_delay_ns,8.628157961685686,8.18075932322162,9.127401390357578,events_within_heldout_source_run
46,low_2nA,417,trad_candidate_rate_score_gt_0p015,0.7170263788968825,0.6786570743405276,0.7601918465227818,events_within_heldout_source_run
46,low_2nA,417,trad_secondary_fraction,0.3664449907012664,0.3392974454229691,0.3904111872108122,events_within_heldout_source_run
46,low_2nA,417,trad_recovered_delay_ns,28.137417218543046,26.91080298013245,29.30546357615894,events_within_heldout_source_run
46,low_2nA,417,ml_candidate_rate_score_gt_0p5,0.03836930455635491,0.02158273381294964,0.05995203836930456,events_within_heldout_source_run
46,low_2nA,417,ml_secondary_fraction,0.04198709930763191,0.03651707964243008,0.04755978643256263,events_within_heldout_source_run
46,low_2nA,417,ml_recovered_delay_ns,3.2371260298023143,2.8460058435303943,3.63497477873127,events_within_heldout_source_run
47,low_2nA,675,trad_candidate_rate_score_gt_0p015,0.5585185185185185,0.519962962962963,0.5955555555555555,events_within_heldout_source_run
47,low_2nA,675,trad_secondary_fraction,0.2953851830591177,0.27658388637827785,0.31363053590945766,events_within_heldout_source_run
47,low_2nA,675,trad_recovered_delay_ns,28.467153284671532,27.29896593673966,29.659975669099754,events_within_heldout_source_run
47,low_2nA,675,ml_candidate_rate_score_gt_0p5,0.022222222222222223,0.011851851851851851,0.03262962962962959,events_within_heldout_source_run
47,low_2nA,675,ml_secondary_fraction,0.05612381413072229,0.05260927658833076,0.05998987281617091,events_within_heldout_source_run
47,low_2nA,675,ml_recovered_delay_ns,6.3626635350374645,5.87454941637613,6.85823868668954,events_within_heldout_source_run
48,high_20nA,1086,trad_candidate_rate_score_gt_0p015,0.4686924493554328,0.4401012891344383,0.4972375690607735,events_within_heldout_source_run
48,high_20nA,1086,trad_secondary_fraction,0.2461593452452823,0.22910363749625837,0.26638491910393775,events_within_heldout_source_run
