run,group,n_scored_events,metric,value,ci_low,ci_high,bootstrap_unit
48,high_20nA,1086,trad_recovered_delay_ns,32.22267536704731,31.317292006525285,33.19055872756933,events_within_heldout_source_run
48,high_20nA,1086,ml_candidate_rate_score_gt_0p5,0.05432780847145488,0.0423572744014733,0.06721915285451197,events_within_heldout_source_run
48,high_20nA,1086,ml_secondary_fraction,0.06627430009784184,0.06284977700335603,0.0698686997309631,events_within_heldout_source_run
48,high_20nA,1086,ml_recovered_delay_ns,7.853729455037876,7.417406763292596,8.267355526662312,events_within_heldout_source_run
49,high_20nA,1107,trad_candidate_rate_score_gt_0p015,0.48509485094850946,0.45528455284552843,0.5130984643179766,events_within_heldout_source_run
49,high_20nA,1107,trad_secondary_fraction,0.2535813219522202,0.23739496582260317,0.2707588821279251,events_within_heldout_source_run
49,high_20nA,1107,trad_recovered_delay_ns,32.74045801526717,31.69465648854962,33.92404580152672,events_within_heldout_source_run
49,high_20nA,1107,ml_candidate_rate_score_gt_0p5,0.057813911472448055,0.04333785004516712,0.07136404697380307,events_within_heldout_source_run
49,high_20nA,1107,ml_secondary_fraction,0.05789874824002809,0.05511577465377856,0.060870835532350044,events_within_heldout_source_run
49,high_20nA,1107,ml_recovered_delay_ns,6.9585101751985405,6.6186291587238175,7.364883637819913,events_within_heldout_source_run
50,high_20nA,996,trad_candidate_rate_score_gt_0p015,0.41967871485943775,0.3855421686746988,0.45082831325301204,events_within_heldout_source_run
50,high_20nA,996,trad_secondary_fraction,0.22587410659906332,0.20969877633911388,0.24259063219139684,events_within_heldout_source_run
50,high_20nA,996,trad_recovered_delay_ns,28.954372623574145,27.789923954372625,30.071649239543724,events_within_heldout_source_run
50,high_20nA,996,ml_candidate_rate_score_gt_0p5,0.05622489959839357,0.042143574297188756,0.071285140562249,events_within_heldout_source_run
50,high_20nA,996,ml_secondary_fraction,0.05556824240292279,0.05177949957283538,0.05944630853601383,events_within_heldout_source_run
50,high_20nA,996,ml_recovered_delay_ns,6.604815092736147,6.217042747538157,6.986130800185647,events_within_heldout_source_run
51,high_20nA,903,trad_candidate_rate_score_gt_0p015,0.4739756367663344,0.4440476190476191,0.5094130675526024,events_within_heldout_source_run
51,high_20nA,903,trad_secondary_fraction,0.2502488103171032,0.23460637896690653,0.26987080499776317,events_within_heldout_source_run
51,high_20nA,903,trad_recovered_delay_ns,29.273084479371317,28.13261296660118,30.384823182711198,events_within_heldout_source_run
51,high_20nA,903,ml_candidate_rate_score_gt_0p5,0.06976744186046512,0.05534330011074197,0.08751384274640085,events_within_heldout_source_run
51,high_20nA,903,ml_secondary_fraction,0.07014750919600939,0.06576092020710554,0.07420612143116763,events_within_heldout_source_run
51,high_20nA,903,ml_recovered_delay_ns,8.005397459744884,7.428024740207047,8.530337620209446,events_within_heldout_source_run
52,high_20nA,703,trad_candidate_rate_score_gt_0p015,0.5320056899004267,0.4950213371266003,0.5676031294452346,events_within_heldout_source_run
52,high_20nA,703,trad_secondary_fraction,0.28741688119507736,0.2666974994225787,0.3085029098872789,events_within_heldout_source_run
52,high_20nA,703,trad_recovered_delay_ns,27.874692874692876,26.817874692874692,28.912929975429975,events_within_heldout_source_run
52,high_20nA,703,ml_candidate_rate_score_gt_0p5,0.044096728307254626,0.029871977240398292,0.059743954480796585,events_within_heldout_source_run
52,high_20nA,703,ml_secondary_fraction,0.05078862024072422,0.0468772717897127,0.05522249966014738,events_within_heldout_source_run
52,high_20nA,703,ml_recovered_delay_ns,5.497154572413136,5.071782509199867,5.899666569143502,events_within_heldout_source_run
53,high_20nA,929,trad_candidate_rate_score_gt_0p015,0.48439181916038754,0.4510226049515608,0.5145317545748116,events_within_heldout_source_run
53,high_20nA,929,trad_secondary_fraction,0.2574053127558995,0.24045549113483958,0.2740839816116183,events_within_heldout_source_run
53,high_20nA,929,trad_recovered_delay_ns,29.26360225140713,28.216932457786115,30.328799249530956,events_within_heldout_source_run
53,high_20nA,929,ml_candidate_rate_score_gt_0p5,0.05166846071044134,0.038751345532831,0.06781485468245425,events_within_heldout_source_run
53,high_20nA,929,ml_secondary_fraction,0.061616238827475765,0.0579530254134809,0.0659212116666464,events_within_heldout_source_run
53,high_20nA,929,ml_recovered_delay_ns,6.742806096411471,6.205822345731317,7.282507994934481,events_within_heldout_source_run
54,high_20nA,927,trad_candidate_rate_score_gt_0p015,0.48975188781014023,0.45738942826321466,0.5188781014023732,events_within_heldout_source_run
54,high_20nA,927,trad_secondary_fraction,0.2562251845402365,0.23886417363830512,0.2755468758156064,events_within_heldout_source_run
54,high_20nA,927,trad_recovered_delay_ns,30.18018018018018,29.188626126126128,31.30675675675676,events_within_heldout_source_run
54,high_20nA,927,ml_candidate_rate_score_gt_0p5,0.04746494066882417,0.034492988133764835,0.061488673139158574,events_within_heldout_source_run
54,high_20nA,927,ml_secondary_fraction,0.06235694283760967,0.05865357383495081,0.06564246767467798,events_within_heldout_source_run
54,high_20nA,927,ml_recovered_delay_ns,7.902259912436914,7.3879030059349935,8.414411981438507,events_within_heldout_source_run
55,high_20nA,950,trad_candidate_rate_score_gt_0p015,0.4463157894736842,0.41578947368421054,0.47789473684210526,events_within_heldout_source_run
55,high_20nA,950,trad_secondary_fraction,0.2396992931017854,0.22216322016868426,0.2583751893698231,events_within_heldout_source_run
55,high_20nA,950,trad_recovered_delay_ns,29.556840077071293,28.54455684007707,30.703757225433524,events_within_heldout_source_run
55,high_20nA,950,ml_candidate_rate_score_gt_0p5,0.035789473684210524,0.02526315789473684,0.049473684210526316,events_within_heldout_source_run
55,high_20nA,950,ml_secondary_fraction,0.05942919393196196,0.05613567532165699,0.06260047800074992,events_within_heldout_source_run
55,high_20nA,950,ml_recovered_delay_ns,7.220617991921154,6.748429817643288,7.696347858350283,events_within_heldout_source_run
56,high_20nA,1052,trad_candidate_rate_score_gt_0p015,0.4372623574144487,0.40679657794676805,0.4686311787072243,events_within_heldout_source_run
56,high_20nA,1052,trad_secondary_fraction,0.2366433859844471,0.2204092097605676,0.25468598837944756,events_within_heldout_source_run
56,high_20nA,1052,trad_recovered_delay_ns,28.101933216168717,27.019771528998245,29.22682337434095,events_within_heldout_source_run
56,high_20nA,1052,ml_candidate_rate_score_gt_0p5,0.04657794676806084,0.03517110266159696,0.060836501901140684,events_within_heldout_source_run
56,high_20nA,1052,ml_secondary_fraction,0.06783859028786318,0.0639256565608218,0.07176711745993349,events_within_heldout_source_run
56,high_20nA,1052,ml_recovered_delay_ns,7.912678111724601,7.511825759430631,8.372750971216403,events_within_heldout_source_run
57,high_20nA,1100,trad_candidate_rate_score_gt_0p015,0.48,0.45543181818181816,0.5109545454545453,events_within_heldout_source_run
57,high_20nA,1100,trad_secondary_fraction,0.2511737339901416,0.23276021945161363,0.2688453707445669,events_within_heldout_source_run
57,high_20nA,1100,trad_recovered_delay_ns,32.04113924050633,30.870253164556964,32.990803006329116,events_within_heldout_source_run
57,high_20nA,1100,ml_candidate_rate_score_gt_0p5,0.06818181818181818,0.05361363636363636,0.08272727272727273,events_within_heldout_source_run
57,high_20nA,1100,ml_secondary_fraction,0.06903466399633479,0.06538200510509401,0.07224068086459375,events_within_heldout_source_run
57,high_20nA,1100,ml_recovered_delay_ns,8.065083266796124,7.603209395297426,8.542849105936861,events_within_heldout_source_run
