event_index,run,group,current_nA,eventno,stratum,amp_bin,baseline_bin,p02_topology,ref_stave,ref_amp_adc,downstream,trad_secondary_fraction,trad_secondary_primary_ratio,trad_score_sse_improvement,trad_failed,trad_t1_sample,trad_t2_sample,trad_delay_sample,trad_delay_ns,trad_amp1_adc,trad_amp2_adc,trad_total_fit_amp_adc,ml_overlap_score,ml_secondary_fraction,ml_delay_sample,ml_delay_ns
15,44,high_20nA,20.0,29,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,2067.5,0,0.0,0.0,0.0,True,,,,,,,,0.338089203138458,0.09048104884131665,1.3317528058976724,13.317528058976723
27,44,high_20nA,20.0,71,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B6,1504.5,1,0.0,0.0,0.0,True,,,,,,,,0.276447995027954,0.08411781420877348,1.2945398529381213,12.945398529381213
49,44,high_20nA,20.0,119,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,1060.0,0,0.0,0.0,0.0,True,,,,,,,,0.338089203138458,0.09048104884131665,1.3317528058976724,13.317528058976723
72,44,high_20nA,20.0,171,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,1699.5,0,0.0,0.0,0.0,True,,,,,,,,0.3266602842886548,0.08363156979516972,1.2721674708855724,12.721674708855723
91,44,high_20nA,20.0,220,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,1792.5,0,0.0,0.0,0.0,True,,,,,,,,0.338089203138458,0.09048104884131665,1.3317528058976724,13.317528058976723
102,44,high_20nA,20.0,258,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B8,2352.0,1,0.0,0.0,0.0,True,,,,,,,,0.37518929320786565,0.08022730881708645,1.291375907030951,12.91375907030951
106,44,high_20nA,20.0,263,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,1511.5,0,0.0,0.0,0.0,True,,,,,,,,0.3222627842939257,0.07848186491423835,1.2002433685329117,12.002433685329116
190,44,high_20nA,20.0,425,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,1672.0,0,0.0,0.0,0.0,True,,,,,,,,0.2542349052309254,0.08393094617697901,1.305081001924191,13.05081001924191
207,44,high_20nA,20.0,467,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,1202.5,0,0.0,0.0,0.0,True,,,,,,,,0.34107416485408604,0.09474778694512179,1.409838512364703,14.09838512364703
214,44,high_20nA,20.0,488,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,2235.5,0,0.0,0.0,0.0,True,,,,,,,,0.3156715134584649,0.062164882142068945,0.868884695944953,8.68884695944953
238,44,high_20nA,20.0,532,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,1115.5,0,0.0,0.0,0.0,True,,,,,,,,0.338089203138458,0.09048104884131665,1.3317528058976724,13.317528058976723
262,44,high_20nA,20.0,598,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,1076.5,0,0.0,0.0,0.0,True,,,,,,,,0.338089203138458,0.09048104884131665,1.3317528058976724,13.317528058976723
274,44,high_20nA,20.0,621,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,1318.0,0,0.0,0.0,0.0,True,,,,,,,,0.31051427138756893,0.08363156979516972,1.2721674708855724,12.721674708855723
294,44,high_20nA,20.0,664,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,1475.0,0,0.0,0.0,0.0,True,,,,,,,,0.276447995027954,0.08411781420877348,1.2945398529381213,12.945398529381213
349,44,high_20nA,20.0,789,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,1584.5,0,0.0,0.0,0.0,True,,,,,,,,0.3219019520329358,0.07336819998840628,1.039373896747623,10.39373896747623
375,44,high_20nA,20.0,844,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,2291.5,0,0.0,0.0,0.0,True,,,,,,,,0.338089203138458,0.09048104884131665,1.3317528058976724,13.317528058976723
388,44,high_20nA,20.0,871,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,2428.0,0,0.0,0.0,0.0,True,,,,,,,,0.338089203138458,0.09048104884131665,1.3317528058976724,13.317528058976723
400,44,high_20nA,20.0,902,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,1636.0,0,0.0,0.0,0.0,True,,,,,,,,0.3285792404638448,0.0825308655255719,1.2485972950601174,12.485972950601173
402,44,high_20nA,20.0,907,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,2242.0,0,0.0,0.0,0.0,True,,,,,,,,0.338089203138458,0.09048104884131665,1.3317528058976724,13.317528058976723
