method_metric,value,ci_low,ci_high,bootstrap_unit,n_bootstrap,n_scored_events
trad_secondary_fraction,0.03158538627349211,0.018889965559131923,0.0439563896813622,source_run_within_current_group,600,12617
ml_secondary_fraction,0.007285829435931546,0.0034933143848864577,0.011903635154727544,source_run_within_current_group,600,12617
ml_overlap_score,0.024460770476721856,0.0067795765338648775,0.04181800245924334,source_run_within_current_group,600,12617
