event_index,run,group,eventno,stratum,ref_stave,ref_amp_adc
0,44,high_20nA,0,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,2392.0
11,44,high_20nA,23,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,2283.5
19,44,high_20nA,36,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1078.5
29,44,high_20nA,74,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1092.5
31,44,high_20nA,84,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1515.5
35,44,high_20nA,93,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1028.0
39,44,high_20nA,102,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1778.5
41,44,high_20nA,107,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1094.0
45,44,high_20nA,113,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1864.5
46,44,high_20nA,114,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1718.0
51,44,high_20nA,123,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1855.0
55,44,high_20nA,129,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1075.0
64,44,high_20nA,146,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1364.5
68,44,high_20nA,154,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,2267.0
69,44,high_20nA,157,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,2393.0
70,44,high_20nA,158,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1710.0
77,44,high_20nA,180,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1521.5
81,44,high_20nA,195,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1222.0
89,44,high_20nA,218,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,2022.5
90,44,high_20nA,219,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1692.0
107,44,high_20nA,265,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1249.0
