method,subset,n,bias_median_frac,res68_abs_frac,mae_frac,full_rms_frac,within_5pct,within_10pct,run_block_bias_ci95,run_block_res68_ci95,run_block_mae_ci95,run_block_full_rms_ci95,run_block_within_10pct_ci95
gbt_full,heldout_all,26860,0.0008059820953582278,0.016084271139484144,0.021708973987950766,0.058092606729247966,0.9071481757259866,0.9628443782576321,"[0.00023553139450545451, 0.0013930648517884855]","[0.016070648011954167, 0.016094421825499687]","[0.020011120691490247, 0.02331052306038979]","[0.04414439916843595, 0.06870144281360359]","[0.9576761684271451, 0.9683233624789078]"
gbt_full,unsaturated_control,24561,0.0008475092238354655,0.016560430095817664,0.021967695030742217,0.05415710949268208,0.9036684174097146,0.962175807173975,"[0.0003405234479160998, 0.0012851033367684505]","[0.01607399740115357, 0.01714675388827302]","[0.01983738144853864, 0.024205973908461992]","[0.04367574818111893, 0.06332758391103296]","[0.9549135843700426, 0.9690877304513669]"
gbt_full,saturated,2299,0.0006086651667853149,0.01135544834836095,0.018944968971856435,0.08996781042075275,0.9443236189647672,0.9699869508481949,"[-0.0001757928512703043, 0.005346807041651079]","[0.01046360743992261, 0.01689634767300445]","[0.017497615305722698, 0.024826835742818427]","[0.055583452644972955, 0.09656972856352176]","[0.947136563876652, 0.975609756097561]"
gbt_full,run_57,13822,0.00023553139450545451,0.01607069102562975,0.02331052306038979,0.06870144281360359,0.8983504557951092,0.9576761684271451,,,,,
gbt_full,run_65,13038,0.0013930648517884855,0.01609470792286179,0.020011120691490247,0.04414439916843595,0.9164749194661758,0.9683233624789078,,,,,
strong_traditional_rising,heldout_all,26860,0.011768439870850425,0.1771630894001182,282.0127902266496,45723.958258418636,0.2095681310498883,0.452680565897245,"[-0.008548223937100445, 0.035755439904168795]","[0.14877420276965705, 0.21555415370818537]","[0.6490900299019855, 547.4172123916904]","[30.726277734313424, 63739.89326010339]","[0.4148642429820525, 0.48835190276371004]"
strong_traditional_rising,unsaturated_control,24561,-0.0002762819287546804,0.1725857476919433,305.78186666614397,47814.757885265106,0.20919343674931803,0.4550303326411791,"[-0.025817341781218903, 0.030006140057125305]","[0.14479291731116614, 0.20556939746699937]","[0.40461848929856026, 626.6357775835207]","[13.452718360834478, 68471.67468389396]","[0.4222027972027972, 0.4895215830341488]"
strong_traditional_rising,saturated,2299,0.1023776332444488,0.23743391385428478,28.07965128344756,1154.0475929897664,0.21357111787733798,0.4275772074815137,"[0.0871201668635607, 0.2618371942142981]","[0.1807738628596481, 0.391067191411804]","[7.425367269887672, 33.16206046618804]","[148.64907435726653, 1286.1226765091285]","[0.21145374449339208, 0.4807588075880759]"
strong_traditional_rising,run_57,13822,-0.008548223937100445,0.14877483742833283,547.4172123916904,63739.893260103396,0.2205903631891188,0.48835190276371004,,,,,
strong_traditional_rising,run_65,13038,0.035755439904168795,0.21557992575639492,0.6490900299019855,30.726277734313424,0.19788311090658076,0.4148642429820525,,,,,
ridge_rising,heldout_all,26860,-0.015799668881037687,0.20926881924791166,0.5204205002406777,21.47956870863248,0.1543186895011169,0.3244973938942666,"[-0.052911751586457674, 0.03345232683380556]","[0.20021616347838758, 0.22683637582930624]","[0.3113322547878092, 0.7176490159558057]","[4.056888933264119, 29.68247598741486]","[0.31799355729406353, 0.3306323252785415]"
ridge_rising,unsaturated_control,24561,-0.03493331217805702,0.20615965837494085,0.3531670994368846,7.293618550082462,0.14962745816538414,0.3191238141769472,"[-0.07994351231078303, 0.02551481194119776]","[0.1978935710057189, 0.22014602344203357]","[0.27195473937140324, 0.4384953401535932]","[0.6020370998429718, 10.426359281661037]","[0.3163563496702012, 0.32175778766687857]"
ridge_rising,saturated,2299,0.1249471482468601,0.28830836549936656,2.3072455446695423,69.44094194427804,0.2044367116137451,0.38190517616354935,"[0.10437038443943404, 0.3085961413740719]","[0.23210452429718326, 0.47981930499547365]","[1.402800655668983, 2.529802715187838]","[21.50826522709446, 76.77742876474582]","[0.21365638766519823, 0.4233062330623306]"
ridge_rising,run_57,13822,-0.052911751586457674,0.2002161892902827,0.7176490159558057,29.682475987414865,0.16148169584720012,0.3306323252785415,,,,,
ridge_rising,run_65,13038,0.03345232683380556,0.22683913258482286,0.3113322547878092,4.056888933264119,0.1467249578156159,0.31799355729406353,,,,,
gbt_rising,heldout_all,26860,0.008138525421357328,0.03853927064326953,0.062708791029756,0.1813557581024697,0.7564408041697692,0.8865227103499628,"[0.004753966388610825, 0.012870804853180554]","[0.033947637126944076, 0.0428175258776777]","[0.06006599281712511, 0.06551050577856596]","[0.17597695020661258, 0.1868890312104693]","[0.8859788742584286, 0.8870992483509741]"
gbt_rising,unsaturated_control,24561,0.009372818201405439,0.04064783867764041,0.06544237345442558,0.18704287158331098,0.7432922112291844,0.881153047514352,"[0.006085500541810151, 0.013271302657988752]","[0.03692053494550701, 0.04353954664202981]","[0.06466411507669198, 0.06618309187385624]","[0.18513280947110008, 0.18884285699288253]","[0.8762628371044502, 0.885807374443738]"
gbt_rising,saturated,2299,-0.00015404597328323857,0.019555889682210087,0.033504998975684895,0.10250355629830335,0.8969117007394519,0.9438886472379295,"[-0.0011254910935619181, 0.004825429471850849]","[0.018433820139232966, 0.025105248626997555]","[0.030216827341335264, 0.04686772290822907]","[0.09749311440324712, 0.12074466791505772]","[0.9229074889867841, 0.9490514905149051]"
gbt_rising,run_57,13822,0.004753966388610825,0.033947680664703175,0.06006599281712511,0.17597695020661258,0.7799160758211546,0.8859788742584286,,,,,
gbt_rising,run_65,13038,0.012870804853180554,0.04281803840342128,0.06551050577856596,0.18688903121046926,0.731553919312778,0.8870992483509741,,,,,
mlp_full,heldout_all,26860,0.0013803989142403368,0.021544205028555086,0.03531922401689272,0.2167661490009809,0.8626954579300075,0.9345495160089352,"[-0.0010571579108472602, 0.004546732497412361]","[0.01911924979522627, 0.023893644661493074]","[0.03238791549583447, 0.038084265291495334]","[0.10254545852659436, 0.2852907667576311]","[0.9254087686297208, 0.9442399140972542]"
mlp_full,unsaturated_control,24561,0.002797807021333894,0.02241638593102032,0.034816015277507384,0.08941245764475271,0.8556654859329832,0.9302959977199625,"[0.0006072680964713698, 0.005366177264830779]","[0.020289897788278045, 0.024007627989083895]","[0.03209588267880371, 0.03767400547723077]","[0.07649853718745597, 0.10122121809445161]","[0.9166736244468565, 0.943261284170375]"
mlp_full,saturated,2299,-0.006722421973700679,0.015506610394533469,0.04069517436401898,0.6808544659835616,0.937799043062201,0.9799913005654632,"[-0.010890214882548245, -0.0061754529450797685]","[0.014209933709234396, 0.021043607073233047]","[0.040482499129127616, 0.04074750745704918]","[0.3738716296577083, 0.7370455811398264]","[0.9713656387665198, 0.9821138211382113]"
mlp_full,run_57,13822,-0.0010571579108472602,0.01911939357196307,0.038084265291495334,0.2852907667576311,0.8555925336420199,0.9254087686297208,,,,,
mlp_full,run_65,13038,0.004546732497412361,0.023894295885126995,0.03238791549583447,0.10254545852659437,0.8702254947077772,0.9442399140972542,,,,,
mlp_rising,heldout_all,26860,0.0033629430439551158,0.05310901882995604,0.07576985691218087,0.20819098501670383,0.6520104244229338,0.8658227848101265,"[-0.008629680129212587, 0.017196746486007244]","[0.05164710520398769, 0.05418525889772159]","[0.07406634624943145, 0.07737674245847856]","[0.20784037900465674, 0.20852116394800194]","[0.8643466936767472, 0.8673876361405124]"
mlp_rising,unsaturated_control,24561,-0.0001059739716632665,0.054139764862145584,0.07767084602508571,0.20916642009315806,0.6458613248646228,0.8587598224827979,"[-0.0099782822091238, 0.011872949927844902]","[0.05205353206357429, 0.05591627868670163]","[0.07459800472178567, 0.08089942037264586]","[0.20842562028687184, 0.20986905806722683]","[0.8505468815229189, 0.8665766052129689]"
mlp_rising,saturated,2299,0.035110545535229465,0.048062606933735014,0.055460942774705334,0.19746960352124424,0.7177033492822966,0.941278816876903,"[0.01874375540126341, 0.03756012006031237]","[0.04210148946169996, 0.048783374333361364]","[0.05450893032949111, 0.059329803923208066]","[0.14039010766356144, 0.20914033371906923]","[0.8898678414096917, 0.9539295392953929]"
mlp_rising,run_57,13822,0.017196746486007244,0.05418540243714571,0.07737674245847856,0.20852116394800196,0.6379684560845029,0.8643466936767472,,,,,
mlp_rising,run_65,13038,-0.008629680129212587,0.05164733954075926,0.07406634624943145,0.20784037900465674,0.6668967633072557,0.8673876361405124,,,,,
cnn1d_full,heldout_all,26860,0.0024187810835799217,0.015194881344859974,0.026053993843030802,0.12961763221948996,0.897319434102755,0.947096053611318,"[0.0012536493215720887, 0.003955322450466474]","[0.013902439476177026, 0.01651573552908477]","[0.02385850961791563, 0.02812494763604568]","[0.0690989272631145, 0.16776372292886058]","[0.9387932281869483, 0.9558981438870993]"
cnn1d_full,unsaturated_control,24561,0.0031590707872059037,0.01588981749964456,0.026173321272208016,0.07128222856738099,0.8916167908472782,0.9434469280566752,"[0.002137112337482313, 0.004239695910930914]","[0.014917924361672573, 0.016716650385231954]","[0.0238633198953049, 0.028600394606678157]","[0.06031454326471504, 0.08122570911142904]","[0.9312014694831761, 0.9551017164653528]"
cnn1d_full,saturated,2299,-0.0027035324812365855,0.009391553346773263,0.024779178276253262,0.3768354231753867,0.9582427142235754,0.9860809047411918,"[-0.003667578836677672, -0.0026361240103106574]","[0.008843046329950343, 0.011371088279038337]","[0.02372517805257077, 0.02503853659687757]","[0.19048633190693487, 0.409901791973393]","[0.9779735682819384, 0.9880758807588076]"
cnn1d_full,run_57,13822,0.0012536493215720887,0.013902746649170948,0.02812494763604568,0.16776372292886058,0.8910432643611633,0.9387932281869483,,,,,
cnn1d_full,run_65,13038,0.003955322450466474,0.01651650040701811,0.023858509617915625,0.06909892726311449,0.9039730019941709,0.9558981438870993,,,,,
cnn1d_rising,heldout_all,26860,-0.0034878280130567845,0.0356516988140365,0.06554259034509075,0.21503721402482578,0.7626954579300075,0.8788160833953834,"[-0.003948962031282039, -0.002873092205453943]","[0.030856858142176303, 0.040385438611974175]","[0.06379936291754638, 0.06739064138846536]","[0.1994360379287758, 0.22878046070659439]","[0.8750575241601473, 0.8823614527564752]"
cnn1d_rising,unsaturated_control,24561,-0.0028377362516742153,0.03807447275906873,0.06789418320424492,0.2012768714208164,0.7497658890110338,0.872521477138553,"[-0.0030654812196583277, -0.002648190394087606]","[0.03440052219751707, 0.04112145847895435]","[0.06777090497976526, 0.06801151499815725]","[0.19939715643846548, 0.20323312252066988]","[0.8715037154546214, 0.8734901462174189]"
cnn1d_rising,saturated,2299,-0.006739396094552958,0.01631188739850255,0.04041972291852022,0.32778323546205007,0.9008264462809917,0.9460635058721183,"[-0.006752886831812598, -0.006438378286440002]","[0.015633651706882256, 0.01927946157646897]","[0.03801770477164093, 0.05018122838326098]","[0.20051075670409946, 0.3521178202915978]","[0.9185022026431718, 0.9528455284552846]"
cnn1d_rising,run_57,13822,-0.003948962031282039,0.03085690452492135,0.06379936291754638,0.22878046070659439,0.7859209955143973,0.8823614527564752,,,,,
cnn1d_rising,run_65,13038,-0.002873092205453943,0.040388410533005105,0.06739064138846536,0.1994360379287758,0.7380733241294677,0.8750575241601473,,,,,
wavegate_residual_full,heldout_all,26860,0.001795868748890661,0.014770690869056144,0.024884129789270275,0.07251929694662011,0.9013775130305287,0.9466865227103499,"[0.0013113414196377223, 0.0023906568016675636]","[0.013919090385288855, 0.015577778470262758]","[0.023418913418474154, 0.0262662373744562]","[0.060779766292824375, 0.08206799437798847]","[0.9406742873679641, 0.9530602853198343]"
wavegate_residual_full,unsaturated_control,24561,0.0020988407448149417,0.015520281304952378,0.025895952842617507,0.06894026233001939,0.8956068563983551,0.9430397785106469,"[0.001591336043472782, 0.0025956226105813595]","[0.015171207372129297, 0.015808264166364973]","[0.023737439323908118, 0.02816386084290463]","[0.0615473341084268, 0.07593639388653833]","[0.9331218168155632, 0.9524793388429752]"
wavegate_residual_full,saturated,2299,-0.0004274655609302813,0.008426220154698098,0.014074479500770351,0.10328553922167966,0.9630274032187908,0.9856459330143541,"[-0.0007919511806051883, -0.0003186140963175514]","[0.008365269340756931, 0.009244443232412986]","[0.013947626923720766, 0.014589992726885971]","[0.0330395329612482, 0.11412425318745335]","[0.9691629955947136, 0.9897018970189702]"
wavegate_residual_full,run_57,13822,0.0013113414196377223,0.013919097660935709,0.0262662373744562,0.08206799437798847,0.8922008392417885,0.9406742873679641,,,,,
wavegate_residual_full,run_65,13038,0.0023906568016675636,0.015578468616549816,0.023418913418474154,0.060779766292824375,0.9111059978524314,0.9530602853198343,,,,,
wavegate_residual_rising,heldout_all,26860,-0.007634802099979075,0.053246765154135796,0.07458262948091601,0.20340157969115155,0.6609084139985107,0.8461280714817573,"[-0.010573035453617183, -0.005260001531068341]","[0.04890607303186979, 0.057210061104953115]","[0.07190382991032565, 0.07742251041853684]","[0.19721304244252968, 0.20907127244010662]","[0.8405430280717902, 0.851396324699754]"
wavegate_residual_rising,unsaturated_control,24561,-0.010724685059014357,0.057202981696864504,0.07807884459859608,0.19754173122323396,0.6363747404421644,0.836081592769024,"[-0.01162376369632728, -0.00960858186662903]","[0.055642525018846985, 0.058365012416262706]","[0.07763375304837979, 0.07850246677731038]","[0.19616734483989165, 0.19884099964995108]","[0.834432662603323, 0.8376509853782581]"
wavegate_residual_rising,saturated,2299,0.005611451121084106,0.017773376154200594,0.037231372627788625,0.2578223405049394,0.9230100043497173,0.9534580252283602,"[0.005017446136233735, 0.008784695940242563]","[0.016427676381264744, 0.023218490050833977]","[0.03470746707863226, 0.04748821346081394]","[0.14498797703881833, 0.27866910453683574]","[0.920704845814978, 0.9615176151761518]"
wavegate_residual_rising,run_57,13822,-0.005260001531068341,0.04890624308193015,0.07190382991032565,0.20907127244010662,0.6862248589205614,0.851396324699754,,,,,
wavegate_residual_rising,run_65,13038,-0.010573035453617183,0.057210624883738195,0.07742251041853683,0.19721304244252968,0.6340696425832183,0.8405430280717902,,,,,
