method,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,ap_ci_low,ap_ci_high,brier,brier_ci_low,brier_ci_high,notes
traditional fold-selected timing/template,0.6059536273904444,0.5986050279033194,0.6180687648497231,0.5706808660114394,0.5618667518550922,0.5830829829839941,0.23950757656764776,0.23707684889421768,0.24169949008513625,"Fold-local best signed timing, curvature, shape-summary, or matched-template score."
direct D_t/curvature cross-check,0.5305223552231033,0.5174895067781523,0.5371194059648857,0.5814487265220658,0.5660578550729507,0.5979867394646599,0.2442204433738515,0.24080669966030765,0.24780430632009695,Not label-defining here; target is injected two-pulse truth.
all-three shape-only RF,0.8221175214248854,0.8008298365962809,0.8443612631222326,0.8358897593182552,0.814710073529654,0.8603727059014608,0.17724225037541674,0.16476946974180556,0.19046806639245692,"Best params={'n_estimators': 500, 'max_depth': 7, 'min_samples_leaf': 8}; excludes timing, run/event ids, injection params, amplitudes, and topology flags."
