method,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,ap_ci_low,ap_ci_high,brier,brier_ci_low,brier_ci_high,notes
bounded two-pulse fit outputs,0.607549494244439,0.5931212994008946,0.6223126459198285,0.6328208840983969,0.5992280687311237,0.6543994169293054,0.23942880587121507,0.2346877722556859,0.24684178491182923,"Fold-local score selected from constrained-fit outputs only: secondary fraction/amplitude, delay, chi2/ndf, SSE, and fractional SSE improvement."
direct D_t/curvature cross-check,0.5305223552231033,0.5151755087932347,0.537398326647905,0.5814487265220658,0.5654372656296709,0.5971845931208222,0.2442204433738515,0.2411282413125869,0.24774492686789018,"Diagnostic only; label is injected truth, not a D_t tail threshold."
shape-only RF,0.8217744846244941,0.7989020370151718,0.8460638387586439,0.8348096804826297,0.814541830127789,0.8613036939743399,0.17504317720953205,0.16119257623716363,0.18979981995120937,"Best params={'n_estimators': 500, 'max_depth': 7, 'min_samples_leaf': 8}; excludes timing, ids, injection parameters, amplitudes, topology flags, and fit outputs."
