method,run_family,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns,calibration_slope,q_template_mse,failure_rate_abs_gt_5ns
traditional_median_template_cfd_timewalk_shape,sample_i_analysis,1290,0.07574407212476042,0.800826087818336,0.8499727763674702,0.0,0.0,0.9950226564927518,0.19719328079252235,0.0
gradient_boosted_trees,sample_i_analysis,1290,1.070696161650563,3.258674487604214,5.733031068675742,0.2775193798449612,0.13023255813953488,1.0053052757410699,0.19719328079252235,0.2775193798449612
mlp,sample_i_analysis,1290,0.6060209732437443,4.2502902340718585,5.847173390586492,0.3015503875968992,0.1387596899224806,0.9959217654659767,0.19719328079252235,0.3015503875968992
ridge,sample_i_analysis,1290,0.3246758602067681,4.269674391824638,5.622346970931743,0.2875968992248062,0.12403100775193798,1.0048188145188754,0.19719328079252235,0.2875968992248062
compact_waveform_transformer,sample_i_analysis,1290,-1.6920853823869768,6.348215943859945,7.1464626978836,0.38527131782945734,0.1682170542635659,0.9941870860026376,0.19719328079252235,0.38527131782945734
pedestal_memory_fusion_cnn_new,sample_i_analysis,1290,1.3731504245726365,6.4683635452366754,7.6927077176406256,0.4565891472868217,0.16666666666666666,1.0284712426056408,0.19719328079252235,0.4565891472868217
1d_cnn,sample_i_analysis,1290,-1.3024725680214466,7.007867034238972,7.785234217917611,0.44883720930232557,0.18604651162790697,1.0198647878327172,0.19719328079252235,0.44883720930232557
traditional_median_template_cfd_timewalk_shape,sample_i_calib,627,-0.029153334662995467,0.8212626517140478,0.835034168597453,0.0,0.0,0.9956679333280769,0.1949230800425719,0.0
gradient_boosted_trees,sample_i_calib,627,1.9586815419519241,3.8602251344590917,4.021208166328311,0.28548644338118023,0.05263157894736842,1.0191381043495897,0.1949230800425719,0.28548644338118023
mlp,sample_i_calib,627,1.5607502370893087,4.852623003678918,4.782227275774529,0.31100478468899523,0.09090909090909091,1.0093151150591553,0.1949230800425719,0.31100478468899523
ridge,sample_i_calib,627,1.1893095194674927,4.999395915112537,4.873283676636081,0.2934609250398724,0.11323763955342903,1.0104008853454152,0.1949230800425719,0.2934609250398724
pedestal_memory_fusion_cnn_new,sample_i_calib,627,1.9921241197838455,5.3653277830224795,6.103480456503236,0.42902711323763953,0.11802232854864433,1.0335486180697,0.1949230800425719,0.42902711323763953
compact_waveform_transformer,sample_i_calib,627,-0.8415111437226699,5.447834975968471,6.133828799221414,0.35566188197767146,0.049441786283891544,1.0126917787851442,0.1949230800425719,0.35566188197767146
1d_cnn,sample_i_calib,627,0.34071476795962674,6.208769368209607,7.175685197721797,0.43221690590111644,0.09569377990430622,1.0407660355557198,0.1949230800425719,0.43221690590111644
traditional_median_template_cfd_timewalk_shape,sample_ii_analysis,2599,0.38696557834971834,0.9285232817760275,0.8928414286011283,0.0,0.0,0.9957035659695354,0.15962870148514893,0.0
gradient_boosted_trees,sample_ii_analysis,2599,-1.2453697820995444,3.5350011264155654,3.4471266782935075,0.15236629472874183,0.005771450557906887,1.0046656223219599,0.15962870148514893,0.15236629472874183
mlp,sample_ii_analysis,2599,-1.3502085449572778,4.1536316187789755,4.218983202147488,0.23662947287418237,0.011542901115813775,0.9972900432626959,0.15962870148514893,0.23662947287418237
ridge,sample_ii_analysis,2599,-1.8406113487078626,4.356405014877361,4.022438815557365,0.24086186994998077,0.008080030781069641,1.0009170745634535,0.15962870148514893,0.24086186994998077
pedestal_memory_fusion_cnn_new,sample_ii_analysis,2599,-0.9778278152941073,5.004528272142652,5.673170876600477,0.3039630627164294,0.07195075028857253,1.022761085506427,0.15962870148514893,0.3039630627164294
1d_cnn,sample_ii_analysis,2599,-2.796034919264784,5.055390685252549,5.938882338701485,0.3774528664871104,0.11735282801077337,1.0141780598125443,0.15962870148514893,0.3774528664871104
compact_waveform_transformer,sample_ii_analysis,2599,-3.4969235301977584,5.319270309442048,5.612921995770813,0.3963062716429396,0.11889188149288188,0.999713808370165,0.15962870148514893,0.3963062716429396
traditional_median_template_cfd_timewalk_shape,sample_ii_calib,680,0.7564769798421214,0.5359483017334332,0.6103335493269252,0.0,0.0,0.9945989278197399,0.15043506948860497,0.0
gradient_boosted_trees,sample_ii_calib,680,0.7393527659347612,3.476469441444518,3.2158194686555945,0.08970588235294118,0.004411764705882353,1.006848673199875,0.15043506948860497,0.08970588235294118
pedestal_memory_fusion_cnn_new,sample_ii_calib,680,0.14057917131609887,3.7143115020663533,4.65906099830763,0.17352941176470588,0.025,1.0460557347604627,0.15043506948860497,0.17352941176470588
mlp,sample_ii_calib,680,-0.16895098532102315,3.992801719137989,3.7848940719754443,0.18676470588235294,0.0029411764705882353,1.0072928667773,0.15043506948860497,0.18676470588235294
1d_cnn,sample_ii_calib,680,-1.6516234936310052,4.080681322289505,5.341774133001235,0.27941176470588236,0.06911764705882353,1.0387841484472566,0.15043506948860497,0.27941176470588236
compact_waveform_transformer,sample_ii_calib,680,-1.4778513812065333,4.336489000006766,5.068002790675728,0.24705882352941178,0.05588235294117647,1.0152552178137924,0.15043506948860497,0.24705882352941178
ridge,sample_ii_calib,680,-0.986788766568587,4.376770800036611,3.960181754010631,0.2323529411764706,0.0,1.0052726085129708,0.15043506948860497,0.2323529411764706
