method,run,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns,calibration_slope,q_template_mse,failure_rate_abs_gt_5ns
compact_waveform_transformer,65,615,-2.52445530768013,4.88309127716305,5.261088068610213,0.33658536585365856,0.07804878048780488,1.0097052193778417,0.14996565067701711,0.33658536585365856
gradient_boosted_trees,42,627,1.9586815419519241,3.8602251344590917,4.021208166328311,0.28548644338118023,0.05263157894736842,1.0191381043495897,0.1949230800425719,0.28548644338118023
gradient_boosted_trees,50,650,1.8292454412723695,7.241929854835675,7.23423118060839,0.29846153846153844,0.2,0.9934115142327401,0.17392730184569788,0.29846153846153844
gradient_boosted_trees,57,640,0.5347343433397489,4.251788754260475,4.342037233866854,0.25625,0.059375,1.020800855819231,0.22082279066039093,0.25625
gradient_boosted_trees,58,624,-3.830322893311399,2.893757692426531,3.06233690491606,0.2948717948717949,0.011217948717948718,1.0238540154381293,0.18183610538151504,0.2948717948717949
gradient_boosted_trees,60,680,-0.13741848745312163,4.105403806531831,3.623434033473387,0.18823529411764706,0.0058823529411764705,1.01297367749413,0.16241506324483646,0.18823529411764706
gradient_boosted_trees,62,680,-0.26145113648421336,2.9898558632884487,3.0023734317570896,0.05,0.004411764705882353,1.0108058958949164,0.14520315768968006,0.05
gradient_boosted_trees,64,680,0.7393527659347612,3.476469441444518,3.2158194686555945,0.08970588235294118,0.004411764705882353,1.006848673199875,0.15043506948860497,0.08970588235294118
gradient_boosted_trees,65,615,-1.121387087698145,3.278440007917088,3.105037683753623,0.08130081300813008,0.0016260162601626016,1.0062573258372292,0.14996565067701711,0.08130081300813008
mlp,42,627,1.5607502370893087,4.852623003678918,4.782227275774529,0.31100478468899523,0.09090909090909091,1.0093151150591553,0.1949230800425719,0.31100478468899523
mlp,50,650,0.9654982525041165,6.981718172521034,6.748164462069756,0.3076923076923077,0.2123076923076923,0.9845646221944715,0.17392730184569788,0.3076923076923077
mlp,57,640,0.37193808340349443,5.325497320622319,5.023082893731733,0.2953125,0.0640625,1.011589552394935,0.22082279066039093,0.2953125
mlp,58,624,-3.5897323745496648,3.886928159160986,4.25314751950552,0.328525641025641,0.035256410256410256,1.0106908232680394,0.18183610538151504,0.328525641025641
mlp,60,680,-0.7577117980932768,4.373265541433025,4.077651015787057,0.25,0.004411764705882353,1.0100013557366205,0.16241506324483646,0.25
mlp,62,680,-0.6228839399644449,3.853877834456963,3.898578011386782,0.175,0.0058823529411764705,1.0057551447810136,0.14520315768968006,0.175
mlp,64,680,-0.16895098532102315,3.992801719137989,3.7848940719754443,0.18676470588235294,0.0029411764705882353,1.0072928667773,0.15043506948860497,0.18676470588235294
mlp,65,615,-0.9530268493290244,4.103476214225543,3.813976263208733,0.1967479674796748,0.0016260162601626016,1.0007702734111281,0.14996565067701711,0.1967479674796748
pedestal_memory_fusion_cnn_new,42,627,1.9921241197838455,5.3653277830224795,6.103480456503236,0.42902711323763953,0.11802232854864433,1.0335486180697,0.1949230800425719,0.42902711323763953
pedestal_memory_fusion_cnn_new,50,650,0.7528373970096762,8.827947814745556,8.879531809727382,0.46307692307692305,0.24769230769230768,1.0153326129090212,0.17392730184569788,0.46307692307692305
pedestal_memory_fusion_cnn_new,57,640,2.8749834960728338,5.656957887873785,5.925255709658114,0.45,0.084375,1.046277674217056,0.22082279066039093,0.45
pedestal_memory_fusion_cnn_new,58,624,-2.867284941462869,6.107510423676498,6.280828207522467,0.4310897435897436,0.1233974358974359,1.0320310424121817,0.18183610538151504,0.4310897435897436
pedestal_memory_fusion_cnn_new,60,680,-0.8273945208566413,4.590544739045377,5.500292600481265,0.2647058823529412,0.08235294117647059,1.020404101552785,0.16241506324483646,0.2647058823529412
pedestal_memory_fusion_cnn_new,62,680,-0.7225501832342669,4.4665300089703734,5.325117739139725,0.2647058823529412,0.05,1.018665120081247,0.14520315768968006,0.2647058823529412
pedestal_memory_fusion_cnn_new,64,680,0.14057917131609887,3.7143115020663533,4.65906099830763,0.17352941176470588,0.025,1.0460557347604627,0.15043506948860497,0.17352941176470588
pedestal_memory_fusion_cnn_new,65,615,-0.21868750281272753,4.44074228413626,5.20446247776119,0.26178861788617885,0.032520325203252036,1.0399580762042022,0.14996565067701711,0.26178861788617885
ridge,42,627,1.1893095194674927,4.999395915112537,4.873283676636081,0.2934609250398724,0.11323763955342903,1.0104008853454152,0.1949230800425719,0.2934609250398724
ridge,50,650,0.2734863439882629,6.39479591556454,5.929933508208561,0.3,0.12615384615384614,0.9963195103463349,0.17392730184569788,0.3
ridge,57,640,0.3620691709706567,5.613512318328599,5.260400724305006,0.275,0.121875,1.0174677629308648,0.22082279066039093,0.275
ridge,58,624,-3.3323342153419717,4.422021126190293,3.886145927572775,0.27884615384615385,0.03365384615384615,1.0126913552051289,0.18183610538151504,0.27884615384615385
ridge,60,680,-1.8290616747642865,4.628070445612375,4.130699891279811,0.23676470588235293,0.0,1.0043333415925644,0.16241506324483646,0.23676470588235293
ridge,62,680,-1.190928079888549,4.10708318440997,3.6240852983245,0.18823529411764706,0.0,1.0104239965944344,0.14520315768968006,0.18823529411764706
ridge,64,680,-0.986788766568587,4.376770800036611,3.960181754010631,0.2323529411764706,0.0,1.0052726085129708,0.15043506948860497,0.2323529411764706
ridge,65,615,-1.382904715222768,4.7075821421482065,3.95520248331698,0.26504065040650404,0.0,1.0048869069021795,0.14996565067701711,0.26504065040650404
traditional_median_template_cfd_timewalk_shape,42,627,-0.029153334662995467,0.8212626517140478,0.835034168597453,0.0,0.0,0.9956679333280769,0.1949230800425719,0.0
traditional_median_template_cfd_timewalk_shape,50,650,0.325680923100803,0.5831296232085031,0.6450996642525868,0.0,0.0,0.9941648183846682,0.17392730184569788,0.0
traditional_median_template_cfd_timewalk_shape,57,640,-0.37646252601376895,0.8280417798927477,0.8454743078570185,0.0,0.0,0.9962299945432634,0.22082279066039093,0.0
traditional_median_template_cfd_timewalk_shape,58,624,0.7553007092207983,0.8527895098575596,0.8394535774954117,0.0,0.0,0.9930458215510282,0.18183610538151504,0.0
traditional_median_template_cfd_timewalk_shape,60,680,-0.18186555593351272,0.7542585158702628,0.7128494122042828,0.0,0.0,0.9961912017696571,0.16241506324483646,0.0
traditional_median_template_cfd_timewalk_shape,62,680,0.6979382498593321,1.2891428685941817,1.0850553133088412,0.0,0.0,0.9973318124383493,0.14520315768968006,0.0
traditional_median_template_cfd_timewalk_shape,64,680,0.7564769798421214,0.5359483017334332,0.6103335493269252,0.0,0.0,0.9945989278197399,0.15043506948860497,0.0
traditional_median_template_cfd_timewalk_shape,65,615,0.3348442644187095,0.6860351824425456,0.7146436097346381,0.0,0.0,0.994574520579921,0.14996565067701711,0.0
