method,stratum,level,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns,calibration_slope,q_template_mse,failure_rate_abs_gt_5ns
1d_cnn,baseline_innovation_bin,high_innovation,1806,-1.695666014769607,6.453298386831303,7.926771871068431,0.4318936877076412,0.16279069767441862,1.013718018556342,0.3398577218827958,0.4318936877076412
compact_waveform_transformer,baseline_innovation_bin,high_innovation,1806,-2.13152090136078,5.934766828463951,6.805458437242344,0.3992248062015504,0.132890365448505,0.9967431447671071,0.3398577218827958,0.3992248062015504
gradient_boosted_trees,baseline_innovation_bin,high_innovation,1806,0.3210196336776505,3.6731865392638188,4.564429038504461,0.19490586932447398,0.05260243632336656,1.0093828929395583,0.3398577218827958,0.19490586932447398
mlp,baseline_innovation_bin,high_innovation,1806,-0.08038492211499348,4.341804969100367,5.070682247555091,0.2563676633444075,0.055924695459579184,0.999956086838619,0.3398577218827958,0.2563676633444075
pedestal_memory_fusion_cnn_new,baseline_innovation_bin,high_innovation,1806,-0.17079969567990894,5.649251307046018,7.364411760091592,0.3588039867109635,0.12070874861572536,1.0248833755610847,0.3398577218827958,0.3588039867109635
ridge,baseline_innovation_bin,high_innovation,1806,-0.6634274006153307,4.500845828097998,4.784915342976368,0.2702104097452935,0.05426356589147287,1.0046066428705127,0.3398577218827958,0.2702104097452935
traditional_median_template_cfd_timewalk_shape,baseline_innovation_bin,high_innovation,1806,0.24608641327928227,0.9368446286262182,0.9139185982769995,0.0,0.0,0.996011992278455,0.3398577218827958,0.0
1d_cnn,baseline_innovation_bin,low_innovation,1616,-2.2576260288496615,4.70228640695816,5.778516713816023,0.35457920792079206,0.10334158415841584,1.034873721391361,0.07916688582652132,0.35457920792079206
compact_waveform_transformer,baseline_innovation_bin,low_innovation,1616,-2.5951914197212984,4.865444434605177,5.637167223852553,0.34715346534653463,0.0952970297029703,1.0040067384451825,0.07916688582652132,0.34715346534653463
gradient_boosted_trees,baseline_innovation_bin,low_innovation,1616,-0.26610661263640645,3.767450402800703,4.182636663269909,0.1974009900990099,0.03403465346534654,1.015977328289814,0.07916688582652132,0.1974009900990099
mlp,baseline_innovation_bin,low_innovation,1616,-0.6658724814172707,4.037142152611221,4.537959869392774,0.24133663366336633,0.04517326732673267,1.0090747612354045,0.07916688582652132,0.24133663366336633
pedestal_memory_fusion_cnn_new,baseline_innovation_bin,low_innovation,1616,0.1320027850238663,5.003211083426681,5.585221222367404,0.32054455445544555,0.07797029702970297,1.0323544093369352,0.07916688582652132,0.32054455445544555
ridge,baseline_innovation_bin,low_innovation,1616,-1.1385955697207923,4.072480517085243,4.527780287559995,0.2271039603960396,0.043316831683168314,1.0161899500177622,0.07916688582652132,0.2271039603960396
traditional_median_template_cfd_timewalk_shape,baseline_innovation_bin,low_innovation,1616,0.35516575854859966,0.8358546868122213,0.8621902329458793,0.0,0.0,0.9928639276772199,0.07916688582652132,0.0
1d_cnn,baseline_innovation_bin,mid_innovation,1774,-2.162852949656786,5.2221318269051125,5.923147086409424,0.3765501691093574,0.1076662908680947,1.0313582892231328,0.08571037914611743,0.3765501691093574
compact_waveform_transformer,baseline_innovation_bin,mid_innovation,1774,-2.572151932967855,5.294862230927851,5.820930753005948,0.35851183765501693,0.1133032694475761,1.0128138627528582,0.08571037914611743,0.35851183765501693
gradient_boosted_trees,baseline_innovation_bin,mid_innovation,1774,0.2753621489281981,3.7278441301781995,4.290582975406046,0.18207440811724915,0.03889515219842165,1.0098020386597732,0.08571037914611743,0.18207440811724915
mlp,baseline_innovation_bin,mid_innovation,1774,-0.07995339633678489,4.4022093139911265,4.771903952045841,0.2666290868094701,0.05298759864712514,1.0008217983331114,0.08571037914611743,0.2666290868094701
pedestal_memory_fusion_cnn_new,baseline_innovation_bin,mid_innovation,1774,0.06571910762543798,5.229435647692723,5.708492592537176,0.3382187147688839,0.08399098083427282,1.035717602577105,0.08571037914611743,0.3382187147688839
ridge,baseline_innovation_bin,mid_innovation,1774,-0.6753782287801826,4.563915898039702,4.790809529663363,0.27282976324689967,0.04735062006764374,1.0057907549938367,0.08571037914611743,0.27282976324689967
traditional_median_template_cfd_timewalk_shape,baseline_innovation_bin,mid_innovation,1774,0.34099180880793645,0.889813883054564,0.8732952468539255,0.0,0.0,0.9926531363592979,0.08571037914611743,0.0
1d_cnn,curvature_energy_bin,curved,1513,-1.6960082621842645,6.607234684913675,7.7336447344785695,0.4507600793126239,0.15928618638466624,0.9810677223287552,0.30631870291838514,0.4507600793126239
compact_waveform_transformer,curvature_energy_bin,curved,1513,-3.8675286505920834,6.10491874180089,6.641221600814607,0.495703899537343,0.18638466622604097,1.0004691124454832,0.30631870291838514,0.495703899537343
gradient_boosted_trees,curvature_energy_bin,curved,1513,0.22277006810702815,3.7391299121947545,4.3391696920235905,0.19233311302048908,0.036351619299405155,1.001453114122507,0.30631870291838514,0.19233311302048908
mlp,curvature_energy_bin,curved,1513,-0.10496913224016602,4.392045598782676,4.777761928711139,0.2656972901520159,0.040978189028420355,0.9938432239804367,0.30631870291838514,0.2656972901520159
