ablation,n_features,sigma68_ns,sigma68_ns_ci_low,sigma68_ns_ci_high,bias_ns,tail_fraction_abs_gt_5ns,delta_sigma68_vs_full_ns
drop_derivative_features,42,3.7460515011168316,3.310804202829046,4.322527297771319,0.15885417780876576,0.19322555812163203,-0.02696178625396728
full_derivative_gradient_boosted_trees,85,3.773013287370799,3.330317254350221,4.365124804412224,0.15425852574286725,0.19091608929946113,0.0
derivative_only,43,4.032671142082857,3.4457515107781185,4.9417212758589715,0.29094058629528385,0.2317167051578137,0.25965785471205827
amplitude_cfd_no_derivative,5,4.082784449900913,3.5529657739134346,5.029431751399966,0.3748184651029769,0.23652809853733642,0.3097711625301143
late_tail_curvature_window_only,17,4.585860312640588,4.1003404101469325,5.199101787973842,0.35893567831603357,0.28098537336412627,0.8128470252697895
onset_derivative_window_only,14,4.859255224257311,3.9367702790017987,5.8843010536209155,0.23587750510373562,0.3096612779060816,1.0862419368865117
pretrigger_derivative_only,7,18.590282907101585,16.34881234817087,19.136620793148346,-2.919366866441888,0.5921862971516552,14.817269619730787
