event,track_id,pdg,particle,y_deuteron,pseudo_run,total_edep_MeV,early_edep_MeV,downstream_edep_MeV,early_fraction,deepest_layer,n_layers_hit,layer_centroid,max_layer_edep_MeV,B2_edep_MeV,B4_edep_MeV,B6_edep_MeV,B8_edep_MeV,edep_l0,edep_l1,edep_l2,edep_l3,edep_l4,edep_l5,edep_l6,edep_l7
13472,2,1000010020,deuteron,1,4,94.066261,94.066261,0,1,1,2,0.66991794,63.016676,94.066261,0,0,0,31.049585,63.016676,0,0,0,0,0,0
13474,1,2212,proton,0,4,123.29164,22.704026,100.58761,0.18414895,7,8,4.122187,25.167501,22.704026,24.809383,31.065419,44.712811,10.526391,12.177635,12.018344,12.791039,15.127711,15.937708,19.54531,25.167501
13482,1,2212,proton,0,4,89.747962,40.017286,49.730677,0.44588517,3,4,1.4643898,39.931636,40.017286,49.730677,0,0,17.851675,22.165611,39.931636,9.7990406,0,0,0,0
13483,1,2212,proton,0,4,121.82898,21.867111,99.961865,0.17949023,7,8,4.1416571,24.993618,21.867111,25.196072,29.965744,44.800048,10.637683,11.229428,11.787622,13.408449,14.078814,15.88693,19.80643,24.993618
13487,2,1000010020,deuteron,1,4,65.184041,65.184041,0,1,0,1,0,65.184041,65.184041,0,0,0,65.184041,0,0,0,0,0,0,0
13495,1,2212,proton,0,4,143.09177,22.77608,120.31569,0.15917115,7,8,4.2013406,32.819556,22.77608,28.382665,37.954674,53.978347,11.046945,11.729136,13.175971,15.206694,17.326154,20.628519,32.819556,21.158791
13497,2,1000010020,deuteron,1,4,88.84283,88.84283,0,1,1,2,0.63120784,56.078291,88.84283,0,0,0,32.764539,56.078291,0,0,0,0,0,0
13498,2,1000010020,deuteron,1,4,130.96424,50.383535,80.58071,0.38471214,3,4,1.7622901,42.104474,50.383535,80.58071,0,0,22.852434,27.531101,38.476236,42.104474,0,0,0,0
13499,1,2212,proton,0,4,55.794879,22.370523,33.424356,0.40094222,4,5,1.9626368,12.488736,22.370523,24.026938,9.3974179,0,10.997727,11.372796,11.538202,12.488736,9.3974179,0,0,0
13503,2,1000010020,deuteron,1,4,79.500232,79.500232,0,1,1,2,0.49621812,40.050777,79.500232,0,0,0,40.050777,39.449456,0,0,0,0,0,0
13503,1,2212,proton,0,4,85.970804,32.813214,53.15759,0.38167857,3,4,1.8225378,32.513547,32.813214,53.15759,0,0,14.956902,17.856312,20.644043,32.513547,0,0,0,0
13509,2,1000010020,deuteron,1,4,80.230449,48.444888,31.785561,0.60382172,2,3,1.1208287,31.785561,48.444888,31.785561,0,0,22.091423,26.353466,31.785561,0,0,0,0,0
13518,2,1000010020,deuteron,1,4,88.31966,88.31966,0,1,1,2,0.62446477,55.152516,88.31966,0,0,0,33.167144,55.152516,0,0,0,0,0,0
13518,1,2212,proton,0,4,58.677402,58.677402,0,1,1,2,0.51372593,30.144103,58.677402,0,0,0,28.533299,30.144103,0,0,0,0,0,0
13531,2,1000010020,deuteron,1,4,61.079137,61.079137,0,1,0,1,0,61.079137,61.079137,0,0,0,61.079137,0,0,0,0,0,0,0
13534,2,1000010020,deuteron,1,4,73.496886,73.496886,0,1,1,2,0.3760867,45.855685,73.496886,0,0,0,45.855685,27.641202,0,0,0,0,0,0
13536,1,2212,proton,0,4,137.06969,25.54862,111.52107,0.18639147,6,7,3.7617885,37.084377,25.54862,29.88863,44.54806,37.084377,12.134363,13.414257,13.353095,16.535535,19.346442,25.201618,37.084377,0
13542,1,2212,proton,0,4,128.86673,27.083687,101.78305,0.21016818,5,6,3.2144522,43.299746,27.083687,34.444817,67.338229,0,12.999801,14.083886,15.835046,18.60977,24.038483,43.299746,0,0
13543,1,2212,proton,0,4,8.3883786,8.3883786,0,1,0,1,0,8.3883786,8.3883786,0,0,0,8.3883786,0,0,0,0,0,0,0
13546,2,1000010020,deuteron,1,4,72.807295,72.807295,0,1,1,2,0.37445889,45.543956,72.807295,0,0,0,45.543956,27.263339,0,0,0,0,0,0
13547,1,2212,proton,0,4,95.695284,21.473668,74.221616,0.2243963,7,8,3.4606507,17.602726,21.473668,24.709069,28.473943,21.038604,11.283936,10.189732,11.81508,12.893989,13.371128,15.102814,17.602726,3.4358786
13557,1,2212,proton,0,4,51.34527,21.695776,29.649495,0.42254672,4,5,1.8374962,12.160852,21.695776,23.931884,5.7176105,0,10.244098,11.451678,11.771032,12.160852,5.7176105,0,0,0
13560,1,2212,proton,0,4,135.12614,26.034675,109.09147,0.19266942,6,7,3.5452568,31.582021,26.034675,33.447763,52.368118,23.275585,12.324063,13.710612,15.705041,17.742721,20.786098,31.582021,23.275585,0
13561,1,2212,proton,0,4,134.49624,25.738712,108.75753,0.19137124,6,7,3.5829329,30.710688,25.738712,32.539432,50.955274,25.262821,12.427376,13.311336,15.147342,17.39209,20.244586,30.710688,25.262821,0
13564,2,1000010020,deuteron,1,4,3.0537561,3.0537561,0,1,0,1,0,3.0537561,3.0537561,0,0,0,3.0537561,0,0,0,0,0,0,0
13569,1,2212,proton,0,4,130.826,28.509077,102.31692,0.21791598,5,6,3.190304,43.836615,28.509077,34.579028,67.737896,0,13.68114,14.827937,15.97851,18.600517,23.901281,43.836615,0,0
13572,2,1000010020,deuteron,1,4,87.684847,87.684847,0,1,1,2,0.60455419,53.010242,87.684847,0,0,0,34.674605,53.010242,0,0,0,0,0,0
13572,1,2212,proton,0,4,51.120816,51.120816,0,1,1,2,0.25816476,37.923223,51.120816,0,0,0,37.923223,13.197594,0,0,0,0,0,0
13573,2,1000010020,deuteron,1,4,88.890621,88.890621,0,1,1,2,0.62453354,55.515174,88.890621,0,0,0,33.375447,55.515174,0,0,0,0,0,0
13577,2,1000010020,deuteron,1,4,68.75041,68.75041,0,1,1,2,0.54009101,37.131478,68.75041,0,0,0,31.618932,37.131478,0,0,0,0,0,0
13577,1,2212,proton,0,4,30.602055,30.602055,0,1,0,1,0,30.602055,30.602055,0,0,0,30.602055,0,0,0,0,0,0,0
13578,2,1000010020,deuteron,1,4,75.47112,75.47112,0,1,1,2,0.43510096,42.633563,75.47112,0,0,0,42.633563,32.837556,0,0,0,0,0,0
13578,1,2212,proton,0,4,55.075113,55.075113,0,1,1,2,0.41482693,32.228473,55.075113,0,0,0,32.228473,22.84664,0,0,0,0,0,0
13581,2,1000010020,deuteron,1,4,74.05166,74.05166,0,1,1,2,0.40621834,43.970517,74.05166,0,0,0,43.970517,30.081143,0,0,0,0,0,0
13583,1,2212,proton,0,4,131.76479,26.949041,104.81575,0.20452384,6,7,3.3917554,38.899941,26.949041,32.633916,60.908721,11.273113,12.814939,14.134102,15.295412,17.338504,22.00878,38.899941,11.273113,0
13587,1,2212,proton,0,4,132.58899,25.289929,107.29906,0.19073929,6,7,3.5081007,36.179603,25.289929,32.457157,58.012259,16.829644,12.137459,13.15247,14.594918,17.862238,21.832656,36.179603,16.829644,0
13591,1,2212,proton,0,4,134.49449,25.988807,108.50568,0.19323325,6,7,3.5865716,30.648613,25.988807,31.832598,51.361696,25.311387,12.494456,13.494351,14.581749,17.250849,20.713082,30.648613,25.311387,0
13595,1,2212,proton,0,4,46.635565,24.313381,22.322184,0.52134848,3,4,1.4188107,12.861268,24.313381,22.322184,0,0,12.251626,12.061755,12.861268,9.4609164,0,0,0,0
13596,2,1000010020,deuteron,1,4,55.723049,55.723049,0,1,0,1,0,55.723049,55.723049,0,0,0,55.723049,0,0,0,0,0,0,0
13596,1,2212,proton,0,4,87.866268,38.71833,49.147938,0.44065067,3,4,1.4294468,43.356611,38.71833,49.147938,0,0,17.205378,21.512952,43.356611,5.7913269,0,0,0,0
13615,1,2212,proton,0,4,64.241826,64.241826,0,1,1,2,0.60143878,38.637525,64.241826,0,0,0,25.604301,38.637525,0,0,0,0,0,0
13617,1,2212,proton,0,4,19.250689,19.250689,0,1,1,2,0.45553831,10.481263,19.250689,0,0,0,10.481263,8.7694265,0,0,0,0,0,0
13619,2,1000010020,deuteron,1,4,39.998143,39.998143,0,1,1,2,0.43217813,22.71182,39.998143,0,0,0,22.71182,17.286323,0,0,0,0,0,0
13624,1,2212,proton,0,4,137.51922,26.199677,111.31954,0.19051648,6,7,3.685893,33.214113,26.199677,31.212694,46.892731,33.214113,12.573018,13.626659,14.937976,16.274719,19.193986,27.698745,33.214113,0
13627,1,2212,proton,0,4,125.62228,22.149316,103.47297,0.17631678,7,8,4.1992099,27.984096,22.149316,25.125838,30.395889,47.951239,10.683189,11.466127,12.469442,12.656396,14.53085,15.865039,19.967143,27.984096
13629,2,1000010020,deuteron,1,4,68.752008,68.752008,0,1,1,2,0.21612417,53.893037,68.752008,0,0,0,53.893037,14.858971,0,0,0,0,0,0
13631,2,1000010020,deuteron,1,4,76.532891,76.532891,0,1,1,2,0.47583786,40.115644,76.532891,0,0,0,40.115644,36.417247,0,0,0,0,0,0
13631,1,2212,proton,0,4,27.320332,27.320332,0,1,0,1,0,27.320332,27.320332,0,0,0,27.320332,0,0,0,0,0,0,0
13634,2,1000010020,deuteron,1,4,87.37935,87.37935,0,1,1,2,0.61125376,53.410956,87.37935,0,0,0,33.968393,53.410956,0,0,0,0,0,0
13634,1,2212,proton,0,4,52.535793,52.535793,0,1,1,2,0.35425009,33.924984,52.535793,0,0,0,33.924984,18.610809,0,0,0,0,0,0
13639,1,2212,proton,0,4,104.25348,20.584582,83.668897,0.19744743,7,8,3.8053874,16.76928,20.584582,24.204491,30.01034,29.454066,9.9678324,10.616749,11.878067,12.326424,14.088161,15.92218,16.76928,12.684785
13651,2,1000010020,deuteron,1,4,51.861658,51.861658,0,1,0,1,0,51.861658,51.861658,0,0,0,51.861658,0,0,0,0,0,0,0
13651,1,2212,proton,0,4,93.926518,37.576495,56.350023,0.40006268,3,4,1.7026882,29.924222,37.576495,56.350023,0,0,16.774771,20.801723,29.924222,26.425801,0,0,0,0
13653,1,2212,proton,0,4,137.68518,26.275466,111.40972,0.19083728,6,7,3.669248,32.235757,26.275466,31.407607,47.766351,32.235757,12.451574,13.823891,14.85828,16.549328,20.233661,27.532691,32.235757,0
13654,2,1000010020,deuteron,1,4,11.761036,11.761036,0,1,0,1,0,11.761036,11.761036,0,0,0,11.761036,0,0,0,0,0,0,0
13654,1,2212,proton,0,4,28.311489,28.311489,0,1,0,1,0,28.311489,28.311489,0,0,0,28.311489,0,0,0,0,0,0,0
13661,1,2212,proton,0,4,127.939,27.354753,100.58425,0.2138109,5,6,3.1784895,41.492794,27.354753,34.850717,65.733529,0,13.290083,14.06467,16.390966,18.459751,24.240735,41.492794,0,0
13663,2,1000010020,deuteron,1,4,77.348464,77.348464,0,1,1,2,0.46521152,41.365067,77.348464,0,0,0,41.365067,35.983397,0,0,0,0,0,0
13663,1,2212,proton,0,4,15.258159,15.258159,0,1,0,1,0,15.258159,15.258159,0,0,0,15.258159,0,0,0,0,0,0,0
13669,1,2212,proton,0,4,120.88587,22.139204,98.746667,0.18314137,7,8,4.0819801,24.074303,22.139204,26.495603,29.105791,43.145272,10.461993,11.677211,12.615184,13.880419,13.570007,15.535785,19.070969,24.074303
13673,1,2212,proton,0,4,146.23401,23.636938,122.59707,0.16163777,7,8,4.2597999,29.211753,23.636938,28.595262,36.444891,57.556916,12.045362,11.591576,13.561724,15.033539,16.799148,19.645743,29.211753,28.345162
13674,1,2212,proton,0,4,72.805762,27.257187,45.548576,0.37438227,4,5,1.9799325,19.960928,27.257187,36.045665,9.5029106,0,13.17059,14.086596,16.084737,19.960928,9.5029106,0,0,0
13687,1,2212,proton,0,4,137.91011,25.226554,112.68356,0.18292026,6,7,3.7557246,37.182043,25.226554,31.146609,44.354906,37.182043,12.543044,12.68351,14.474676,16.671933,18.563048,25.791858,37.182043,0
13695,1,2212,proton,0,4,135.65345,26.300298,109.35315,0.19387858,6,7,3.5923763,29.55971,26.300298,32.302099,50.138685,26.912368,12.771341,13.528957,14.705669,17.596429,20.578975,29.55971,26.912368,0
13701,2,1000010020,deuteron,1,4,63.486614,63.486614,0,1,0,1,0,63.486614,63.486614,0,0,0,63.486614,0,0,0,0,0,0,0
13702,2,1000010020,deuteron,1,4,27.048613,27.048613,0,1,1,2,0.19832477,21.684203,27.048613,0,0,0,21.684203,5.3644101,0,0,0,0,0,0
13706,1,2212,proton,0,4,38.442333,25.213324,13.229009,0.65587392,2,3,1.0278038,13.229009,25.213324,13.229009,0,0,12.160165,13.053159,13.229009,0,0,0,0,0
13712,1,2212,proton,0,4,0.96536973,0.96536973,0,1,0,1,0,0.96536973,0.96536973,0,0,0,0.96536973,0,0,0,0,0,0,0
13718,2,1000010020,deuteron,1,4,72.429706,72.429706,0,1,1,2,0.34515787,47.430023,72.429706,0,0,0,47.430023,24.999683,0,0,0,0,0,0
13721,2,1000010020,deuteron,1,4,72.996384,72.996384,0,1,1,2,0.36949146,46.024843,72.996384,0,0,0,46.024843,26.971541,0,0,0,0,0,0
13728,1,2212,proton,0,4,143.87787,24.785493,119.09237,0.17226759,7,8,4.1310775,34.301899,24.785493,28.006078,38.005757,53.080539,12.041192,12.744301,12.776227,15.229851,16.906347,21.09941,34.301899,18.77864
13729,1,2212,proton,0,4,142.63657,24.851224,117.78535,0.17422757,6,7,3.9373228,48.400262,24.851224,28.456513,40.928576,48.400262,11.931299,12.919926,13.686768,14.769745,18.04091,22.887665,48.400262,0
13731,2,1000010020,deuteron,1,4,10.615015,10.615015,0,1,0,1,0,10.615015,10.615015,0,0,0,10.615015,0,0,0,0,0,0,0
13732,1,2212,proton,0,4,145.9928,24.357514,121.63529,0.16684051,7,8,4.2131104,30.006288,24.357514,28.878384,36.843617,55.913289,11.668619,12.688895,13.554603,15.323781,16.290468,20.553149,30.006288,25.907001
13733,2,1000010020,deuteron,1,4,7.9812282,7.9812282,0,1,0,1,0,7.9812282,7.9812282,0,0,0,7.9812282,0,0,0,0,0,0,0
13733,1,2212,proton,0,4,132.99786,23.802106,109.19575,0.17896609,6,7,3.8972281,44.544731,23.802106,27.446917,37.204104,44.544731,11.896077,11.90603,12.961787,14.48513,16.250909,20.953195,44.544731,0
13734,1,2212,proton,0,4,5.7689857,5.7689857,0,1,0,1,0,5.7689857,5.7689857,0,0,0,5.7689857,0,0,0,0,0,0,0
13740,2,1000010020,deuteron,1,4,43.047264,43.047264,0,1,0,1,0,43.047264,43.047264,0,0,0,43.047264,0,0,0,0,0,0,0
13741,1,2212,proton,0,4,115.5319,21.640294,93.891605,0.18731012,7,8,4.0324019,21.99336,21.640294,24.898217,29.691159,39.302229,10.590357,11.049937,11.775863,13.122354,14.360208,15.330951,17.30887,21.99336
13743,2,1000010020,deuteron,1,4,67.448106,67.448106,0,1,1,2,0.37252745,42.321835,67.448106,0,0,0,42.321835,25.126271,0,0,0,0,0,0
13746,2,1000010020,deuteron,1,4,23.952947,23.952947,0,1,0,1,0,23.952947,23.952947,0,0,0,23.952947,0,0,0,0,0,0,0
13746,1,2212,proton,0,4,63.480989,63.480989,0,1,1,2,0.60260693,38.254084,63.480989,0,0,0,25.226905,38.254084,0,0,0,0,0,0
13756,1,2212,proton,0,4,138.39783,25.890395,112.50744,0.18707225,6,7,3.7343821,36.392529,25.890395,30.510916,45.603994,36.392529,12.717195,13.1732,14.308401,16.202516,19.942293,25.661701,36.392529,0
13759,2,1000010020,deuteron,1,4,84.190093,84.190093,0,1,1,2,0.57002261,47.990256,84.190093,0,0,0,36.199837,47.990256,0,0,0,0,0,0
13759,1,2212,proton,0,4,32.289854,32.289854,0,1,0,1,0,32.289854,32.289854,0,0,0,32.289854,0,0,0,0,0,0,0
13771,2,1000010020,deuteron,1,4,49.473617,49.473617,0,1,0,1,0,49.473617,49.473617,0,0,0,49.473617,0,0,0,0,0,0,0
13771,1,2212,proton,0,4,89.637198,41.588953,48.048244,0.46396981,2,3,1.3288073,48.048244,41.588953,48.048244,0,0,18.574876,23.014077,48.048244,0,0,0,0,0
13773,2,1000010020,deuteron,1,4,132.38891,49.979758,82.409148,0.37752225,3,4,1.7909712,45.264517,49.979758,82.409148,0,0,22.957849,27.021909,37.144632,45.264517,0,0,0,0
13783,2,1000010020,deuteron,1,4,75.345489,75.345489,0,1,1,2,0.44517537,41.803533,75.345489,0,0,0,41.803533,33.541956,0,0,0,0,0,0
13784,2,1000010020,deuteron,1,4,76.061191,76.061191,0,1,1,2,0.4363992,42.868148,76.061191,0,0,0,42.868148,33.193043,0,0,0,0,0,0
13792,2,1000010020,deuteron,1,4,54.700888,54.700888,0,1,0,1,0,54.700888,54.700888,0,0,0,54.700888,0,0,0,0,0,0,0
13792,1,2212,proton,0,4,89.349993,39.803256,49.546737,0.44547576,3,4,1.4146404,43.929707,39.803256,49.546737,0,0,18.115647,21.68761,43.929707,5.6170298,0,0,0,0
13798,1,2212,proton,0,4,1.8570232,1.8570232,0,1,0,1,0,1.8570232,1.8570232,0,0,0,1.8570232,0,0,0,0,0,0,0
13799,1,2212,proton,0,4,144.39216,23.598662,120.7935,0.16343451,7,8,4.1005769,34.362607,23.598662,30.419597,38.829979,51.543922,11.254239,12.344423,14.969441,15.450156,17.137361,21.692618,34.362607,17.181316
13801,1,2212,proton,0,4,114.94238,22.282764,92.659612,0.1938603,7,8,3.9955141,21.619699,22.282764,24.975669,28.667704,39.016239,11.110767,11.171997,12.013081,12.962588,13.887691,14.780013,17.39654,21.619699
13802,2,1000010020,deuteron,1,4,64.443102,64.443102,0,1,0,1,0,64.443102,64.443102,0,0,0,64.443102,0,0,0,0,0,0,0
13803,2,1000010020,deuteron,1,4,90.440391,90.440391,0,1,1,2,0.62920566,56.905605,90.440391,0,0,0,33.534785,56.905605,0,0,0,0,0,0
13807,2,1000010020,deuteron,1,4,132.55419,47.672449,84.881745,0.35964497,3,4,1.8461201,48.771762,47.672449,84.881745,0,0,21.496744,26.175705,36.109983,48.771762,0,0,0,0
13808,1,2212,proton,0,4,127.46723,26.854072,100.61316,0.21067432,5,6,3.2154147,41.751147,26.854072,33.68388,66.929277,0,11.809305,15.044767,15.704657,17.979223,25.17813,41.751147,0,0
13810,1,2212,proton,0,4,137.35926,26.831031,110.52823,0.1953347,6,7,3.6485449,30.797582,26.831031,31.119981,48.61067,30.797582,12.45297,14.378061,14.43889,16.681091,19.976516,28.634154,30.797582,0
13819,2,1000010020,deuteron,1,4,77.702836,77.702836,0,1,1,2,0.48568673,39.9636,77.702836,0,0,0,39.9636,37.739236,0,0,0,0,0,0
13824,2,1000010020,deuteron,1,4,76.202063,76.202063,0,1,1,2,0.46640535,40.661014,76.202063,0,0,0,40.661014,35.54105,0,0,0,0,0,0
13825,2,1000010020,deuteron,1,4,125.75824,51.93037,73.827868,0.41293812,3,4,1.633286,44.788741,51.93037,73.827868,0,0,23.226058,28.704312,44.788741,29.039127,0,0,0,0
13826,2,1000010020,deuteron,1,4,96.255396,50.796008,45.459388,0.52772115,3,4,1.2778658,41.218962,50.796008,45.459388,0,0,22.953733,27.842275,41.218962,4.2404264,0,0,0,0
13827,2,1000010020,deuteron,1,4,72.339647,72.339647,0,1,1,2,0.35129128,46.92736,72.339647,0,0,0,46.92736,25.412287,0,0,0,0,0,0
13829,2,1000010020,deuteron,1,4,65.882958,65.882958,0,1,1,2,0.088949313,60.022715,65.882958,0,0,0,60.022715,5.8602439,0,0,0,0,0,0
13830,2,1000010020,deuteron,1,4,38.29987,38.29987,0,1,1,2,0.4023204,22.891051,38.29987,0,0,0,22.891051,15.408819,0,0,0,0,0,0
13832,1,2212,proton,0,4,118.88653,21.903961,96.982568,0.18424258,7,8,4.0555193,23.007861,21.903961,26.245707,29.250184,41.486677,10.419494,11.484467,12.32123,13.924477,13.932594,15.31759,18.478816,23.007861
13835,1,2212,proton,0,4,21.474569,21.474569,0,1,1,2,0.4527937,11.751019,21.474569,0,0,0,11.751019,9.7235495,0,0,0,0,0,0
13838,2,1000010020,deuteron,1,4,80.795929,80.795929,0,1,1,2,0.51902547,41.935145,80.795929,0,0,0,38.860784,41.935145,0,0,0,0,0,0
13842,2,1000010020,deuteron,1,4,70.59206,70.59206,0,1,1,2,0.27471848,51.199116,70.59206,0,0,0,51.199116,19.392944,0,0,0,0,0,0
13856,2,1000010020,deuteron,1,4,68.456037,68.456037,0,1,1,2,0.23419817,52.423759,68.456037,0,0,0,52.423759,16.032279,0,0,0,0,0,0
13865,2,1000010020,deuteron,1,4,82.101689,82.101689,0,1,1,2,0.54794898,44.987537,82.101689,0,0,0,37.114153,44.987537,0,0,0,0,0,0
13868,2,1000010020,deuteron,1,4,125.14307,51.369964,73.773101,0.4104899,3,4,1.6451487,43.536487,51.369964,73.773101,0,0,23.273827,28.096137,43.536487,30.236614,0,0,0,0
13869,2,1000010020,deuteron,1,4,80.413623,80.413623,0,1,1,2,0.52921608,42.556182,80.413623,0,0,0,37.857441,42.556182,0,0,0,0,0,0
13869,1,2212,proton,0,4,48.885408,48.885408,0,1,1,2,0.14023575,42.029926,48.885408,0,0,0,42.029926,6.8554821,0,0,0,0,0,0
13876,2,1000010020,deuteron,1,4,84.513777,84.513777,0,1,1,2,0.58728195,49.633416,84.513777,0,0,0,34.880362,49.633416,0,0,0,0,0,0
13876,1,2212,proton,0,4,89.157959,40.957112,48.200847,0.45937696,2,3,1.3300492,48.200847,40.957112,48.200847,0,0,18.774333,22.182779,48.200847,0,0,0,0,0
13877,2,1000010020,deuteron,1,4,63.799195,63.799195,0,1,0,1,0,63.799195,63.799195,0,0,0,63.799195,0,0,0,0,0,0,0
13879,2,1000010020,deuteron,1,4,50.987966,48.477047,2.5109187,0.95075468,2,3,0.61046802,26.104685,48.477047,2.5109187,0,0,22.372362,26.104685,2.5109187,0,0,0,0,0
13882,1,2212,proton,0,4,40.650064,25.786946,14.863118,0.63436422,3,4,1.0659252,14.366523,25.786946,14.863118,0,0,12.679851,13.107095,14.366523,0.4965952,0,0,0,0
13891,2,1000010020,deuteron,1,4,67.267942,67.267942,0,1,1,2,0.15789471,56.64669,67.267942,0,0,0,56.64669,10.621252,0,0,0,0,0,0
13896,2,1000010020,deuteron,1,4,84.984666,84.984666,0,1,1,2,0.58706223,49.891287,84.984666,0,0,0,35.093379,49.891287,0,0,0,0,0,0
13896,1,2212,proton,0,4,55.063502,55.063502,0,1,1,2,0.42295595,31.774066,55.063502,0,0,0,31.774066,23.289436,0,0,0,0,0,0
13897,1,2212,proton,0,4,133.23344,26.204238,107.0292,0.19667914,6,7,3.5484762,32.761142,26.204238,31.355425,53.616184,22.057594,12.751484,13.452754,14.314776,17.040649,20.855041,32.761142,22.057594,0
13908,1,2212,proton,0,4,122.91234,22.952299,99.960045,0.18673714,7,8,4.1027266,24.830164,22.952299,24.742699,31.470177,43.74717,10.924469,12.027831,12.108509,12.634189,14.535741,16.934436,18.917006,24.830164
13909,2,1000010020,deuteron,1,4,94.901686,52.781621,42.120065,0.55617159,2,3,1.1950677,42.120065,52.781621,42.120065,0,0,23.607807,29.173814,42.120065,0,0,0,0,0
13913,2,1000010020,deuteron,1,4,8.9086404,8.9086404,0,1,0,1,0,8.9086404,8.9086404,0,0,0,8.9086404,0,0,0,0,0,0,0
13919,2,1000010020,deuteron,1,4,74.749503,74.749503,0,1,1,2,0.42091386,43.286402,74.749503,0,0,0,43.286402,31.463102,0,0,0,0,0,0
13919,1,2212,proton,0,4,49.896328,49.896328,0,1,1,2,0.23660752,38.090481,49.896328,0,0,0,38.090481,11.805847,0,0,0,0,0,0
13938,1,2212,proton,0,4,70.495377,21.405785,49.089592,0.30364807,5,6,2.59046,14.354168,21.405785,24.014082,25.07551,0,10.459366,10.946419,11.396596,12.617486,14.354168,10.721342,0,0
13939,1,2212,proton,0,4,12.862181,12.862181,0,1,1,2,0.18380157,10.498092,12.862181,0,0,0,10.498092,2.3640891,0,0,0,0,0,0
13942,2,1000010020,deuteron,1,4,82.62003,82.62003,0,1,1,2,0.54796075,45.272533,82.62003,0,0,0,37.347497,45.272533,0,0,0,0,0,0
13944,2,1000010020,deuteron,1,4,80.425574,80.425574,0,1,1,2,0.5189183,41.734302,80.425574,0,0,0,38.691272,41.734302,0,0,0,0,0,0
13947,2,1000010020,deuteron,1,4,63.78262,63.78262,0,1,0,1,0,63.78262,63.78262,0,0,0,63.78262,0,0,0,0,0,0,0
13947,1,2212,proton,0,4,60.596647,60.596647,0,1,1,2,0.54297185,32.902273,60.596647,0,0,0,27.694373,32.902273,0,0,0,0,0,0
13951,2,1000010020,deuteron,1,4,48.443857,0,48.443857,0,7,2,6.3224393,32.823652,0,0,0,48.443857,0,0,0,0,0,0,32.823652,15.620205
13958,2,1000010020,deuteron,1,4,39.550552,39.550552,0,1,0,1,0,39.550552,39.550552,0,0,0,39.550552,0,0,0,0,0,0,0
13958,1,2212,proton,0,4,130.6167,26.626204,103.9905,0.20384991,5,6,3.2718937,47.116276,26.626204,34.011003,69.979498,0,12.578573,14.04763,15.75094,18.260063,22.863221,47.116276,0,0
13960,2,1000010020,deuteron,1,4,126.37854,52.408975,73.96957,0.41469836,3,4,1.6358074,43.617917,52.408975,73.96957,0,0,23.968811,28.440164,43.617917,30.351653,0,0,0,0
13962,2,1000010020,deuteron,1,4,87.518401,87.518401,0,1,1,2,0.60553482,52.995439,87.518401,0,0,0,34.522962,52.995439,0,0,0,0,0,0
13962,1,2212,proton,0,4,53.442002,53.442002,0,1,1,2,0.37784351,33.249289,53.442002,0,0,0,33.249289,20.192714,0,0,0,0,0,0
13967,2,1000010020,deuteron,1,4,52.952092,52.952092,0,1,0,1,0,52.952092,52.952092,0,0,0,52.952092,0,0,0,0,0,0,0
13967,1,2212,proton,0,4,92.794391,39.128229,53.666162,0.42166588,3,4,1.6133112,32.432099,39.128229,53.666162,0,0,17.988387,21.139842,32.432099,21.234063,0,0,0,0
13969,2,1000010020,deuteron,1,4,17.221569,17.221569,0,1,0,1,0,17.221569,17.221569,0,0,0,17.221569,0,0,0,0,0,0,0
13973,1,2212,proton,0,4,48.78936,48.78936,0,1,0,1,0,48.78936,48.78936,0,0,0,48.78936,0,0,0,0,0,0,0
13975,2,1000010020,deuteron,1,4,74.355034,74.355034,0,1,1,2,0.43050762,42.344625,74.355034,0,0,0,42.344625,32.010409,0,0,0,0,0,0
13992,2,1000010020,deuteron,1,4,31.748312,31.748312,0,1,1,2,0.28876532,22.5805,31.748312,0,0,0,22.5805,9.1678112,0,0,0,0,0,0
14001,2,1000010020,deuteron,1,4,91.917346,91.917346,0,1,1,2,0.64994266,59.741005,91.917346,0,0,0,32.176341,59.741005,0,0,0,0,0,0
14001,1,2212,proton,0,4,41.519868,41.519868,0,1,0,1,0,41.519868,41.519868,0,0,0,41.519868,0,0,0,0,0,0,0
14004,1,2212,proton,0,4,135.10032,25.959236,109.14109,0.19214785,6,7,3.5887949,31.189901,25.959236,32.164517,51.716436,25.260136,12.458659,13.500578,14.763236,17.40128,20.526534,31.189901,25.260136,0
14011,2,1000010020,deuteron,1,4,88.474424,88.474424,0,1,1,2,0.62799756,55.561723,88.474424,0,0,0,32.912702,55.561723,0,0,0,0,0,0
14011,1,2212,proton,0,4,62.802507,62.802507,0,1,1,2,0.57308229,35.991004,62.802507,0,0,0,26.811503,35.991004,0,0,0,0,0,0
14014,2,1000010020,deuteron,1,4,39.143966,39.143966,0,1,1,2,0.38524118,24.064098,39.143966,0,0,0,24.064098,15.079868,0,0,0,0,0,0
14015,2,1000010020,deuteron,1,4,132.38153,48.130425,84.2511,0.36357358,3,4,1.8289129,47.54413,48.130425,84.2511,0,0,22.062475,26.06795,36.70697,47.54413,0,0,0,0
14017,1,2212,proton,0,4,136.63391,25.016975,111.61693,0.18309493,6,7,3.7172762,33.765465,25.016975,31.254825,46.596642,33.765465,12.010663,13.006311,14.683681,16.571144,19.757139,26.839503,33.765465,0
