stratum,value,method,detection_ap,detection_auc,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive
spacing_bin,"(-0.001, 10.0]",1d_cnn,,,2.16030987688403,11.447461955256506,0.25,0.48484848484848486,,-0.015004844719117533,0.07986048372423099,132,132
spacing_bin,"(10.0, 25.0]",1d_cnn,,,0.9281724119439305,7.09364912426034,0.04807692307692308,0.5229357798165137,,-0.01791269222540439,0.0811146266437853,109,109
spacing_bin,"(25.0, 45.0]",1d_cnn,,,-0.9272120982403687,10.713877125559218,0.15294117647058825,0.22727272727272727,,-0.0352234890830297,0.08115916619671752,110,110
spacing_bin,"(45.0, 70.0]",1d_cnn,,,1.4919771429669382,14.19239679109058,0.27848101265822783,0.11235955056179775,,-0.023165786602437417,0.07161151459282229,89,89
spacing_bin,"(-0.001, 10.0]",analytic_clipped_template_sideband_traditional,,,1.5772334686425094,11.319351967679243,0.1891891891891892,0.7196969696969697,,0.07986139787070767,0.10475491950346999,132,132
spacing_bin,"(10.0, 25.0]",analytic_clipped_template_sideband_traditional,,,0.7057349483079678,9.086710552895942,0.12162162162162163,0.6605504587155964,,0.08105174852063479,0.103592956803114,109,109
spacing_bin,"(25.0, 45.0]",analytic_clipped_template_sideband_traditional,,,1.1250581086658284,9.695292781223364,0.14150943396226415,0.5181818181818182,,0.06281496082868464,0.07501147058893078,110,110
spacing_bin,"(45.0, 70.0]",analytic_clipped_template_sideband_traditional,,,0.18466707154264128,7.507293501007797,0.1171875,0.2808988764044944,,0.04398195035440017,0.13019433263430602,89,89
spacing_bin,"(-0.001, 10.0]",gradient_boosted_trees,,,0.6055601389693255,7.393189874930503,0.1,0.3939393939393939,,0.029992357456508405,0.05911378756949001,132,132
spacing_bin,"(10.0, 25.0]",gradient_boosted_trees,,,0.8859951569217062,5.378922241563453,0.0390625,0.41284403669724773,,0.010767387413343203,0.07090472315881663,109,109
spacing_bin,"(25.0, 45.0]",gradient_boosted_trees,,,-1.229646018661148,7.824932129347308,0.10112359550561797,0.19090909090909092,,-0.014642287861580295,0.06928060494001154,110,110
spacing_bin,"(45.0, 70.0]",gradient_boosted_trees,,,-1.0095486040675983,7.773323161917993,0.1419753086419753,0.0898876404494382,,-0.024293649199119482,0.06604214648414425,89,89
spacing_bin,"(-0.001, 10.0]",mlp,,,0.02004405290956246,10.923237691058794,0.2077922077922078,0.4166666666666667,,0.008519487870076201,0.1237741211670435,132,132
spacing_bin,"(10.0, 25.0]",mlp,,,-2.7431928473307288,8.492507141732073,0.1111111111111111,0.42201834862385323,,0.0033272028842110907,0.10339049127117408,109,109
spacing_bin,"(25.0, 45.0]",mlp,,,-5.744988565704063,10.174933535621633,0.21604938271604937,0.2636363636363636,,-0.018707425063972275,0.09960767910811368,110,110
spacing_bin,"(45.0, 70.0]",mlp,,,-1.6016610960320365,10.281688842594683,0.189873417721519,0.11235955056179775,,-0.01954328891779137,0.08603591733060943,89,89
spacing_bin,"(-0.001, 10.0]",ridge,,,1.0050257039615307,9.778768467699841,0.15555555555555556,0.3181818181818182,,0.042961305354936294,0.051789273197896266,132,132
spacing_bin,"(10.0, 25.0]",ridge,,,0.8037586480363723,6.638662183041459,0.07575757575757576,0.3944954128440367,,0.027400859839177047,0.07322562468431149,109,109
spacing_bin,"(25.0, 45.0]",ridge,,,-2.533743387029639,9.767456263029949,0.12658227848101267,0.2818181818181818,,-0.00874001201922697,0.05791796728306365,110,110
spacing_bin,"(45.0, 70.0]",ridge,,,-2.32505056321898,10.491171308396972,0.1794871794871795,0.12359550561797752,,-0.028789719646378064,0.07675690106967681,89,89
spacing_bin,"(-0.001, 10.0]",saturation_residual_fusion_new,,,0.7100183133145421,7.690048327002388,0.07971014492753623,0.4772727272727273,,0.03007550879006237,0.05718876375303577,132,132
spacing_bin,"(10.0, 25.0]",saturation_residual_fusion_new,,,0.8839008262162285,6.124874412937941,0.029850746268656716,0.3853211009174312,,0.01491725663183927,0.07328869383520448,109,109
spacing_bin,"(25.0, 45.0]",saturation_residual_fusion_new,,,-0.4725089101068214,7.88188658786329,0.0755813953488372,0.21818181818181817,,-0.000997922161899718,0.06948336671467897,110,110
spacing_bin,"(45.0, 70.0]",saturation_residual_fusion_new,,,-1.4512832772371986,8.186384148631713,0.12962962962962962,0.0898876404494382,,-0.02418342565942256,0.07100547695382395,89,89
spacing_bin,"(-0.001, 10.0]",tiny_sequence_transformer,,,-10.22357321174721,11.756134383872613,0.3333333333333333,0.5227272727272727,,-0.0040209751101300175,0.07917179437093841,132,132
spacing_bin,"(10.0, 25.0]",tiny_sequence_transformer,,,-11.479736715982817,9.977023430318766,0.375,0.5229357798165137,,0.012129848289656377,0.05737135163319981,109,109
spacing_bin,"(25.0, 45.0]",tiny_sequence_transformer,,,-9.082861337603907,15.362959368391676,0.39375,0.2727272727272727,,-0.04886487557015449,0.08491610537414106,110,110
spacing_bin,"(45.0, 70.0]",tiny_sequence_transformer,,,-6.733952212757792,18.553465875410584,0.3670886075949367,0.11235955056179775,,-0.115425153202391,0.0875238913249999,89,89
ratio_bin,"(-0.001, 0.35]",1d_cnn,,,-0.3868413789099545,11.620423265473004,0.19444444444444445,0.4953271028037383,,-0.015862679522769402,0.08502176848582188,107,107
ratio_bin,"(0.35, 0.625]",1d_cnn,,,0.07596928255130031,10.781979365341325,0.19863013698630136,0.35398230088495575,,-0.0345343870162002,0.08124008737346027,113,113
ratio_bin,"(0.625, 0.875]",1d_cnn,,,1.0890765857768692,10.424393912408672,0.18243243243243243,0.26732673267326734,,-0.022950981945050124,0.08046050696059878,101,101
ratio_bin,"(0.875, 1.05]",1d_cnn,,,1.8233172357990668,11.562947702076517,0.1927710843373494,0.3025210084033613,,-0.021311388594421884,0.06965730718972862,119,119
ratio_bin,"(-0.001, 0.35]",analytic_clipped_template_sideband_traditional,,,-0.3442164205461262,11.566311206847764,0.22857142857142856,0.6728971962616822,,0.08547657702720782,0.13555594417230662,107,107
ratio_bin,"(0.35, 0.625]",analytic_clipped_template_sideband_traditional,,,0.9702472834169207,9.566238040117074,0.13157894736842105,0.49557522123893805,,0.051744688557871045,0.0899632884866665,113,113
ratio_bin,"(0.625, 0.875]",analytic_clipped_template_sideband_traditional,,,0.4515862268030846,8.381417230931044,0.10869565217391304,0.5445544554455446,,0.07193402813432256,0.10981604940703313,101,101
ratio_bin,"(0.875, 1.05]",analytic_clipped_template_sideband_traditional,,,2.6236804276813164,7.4425697159953845,0.11320754716981132,0.5546218487394958,,0.07362383186641973,0.0860353284658434,119,119
ratio_bin,"(-0.001, 0.35]",gradient_boosted_trees,,,-1.8797602592556206,8.004057768075596,0.1875,0.40186915887850466,,0.02707671069012049,0.06537482813065708,107,107
ratio_bin,"(0.35, 0.625]",gradient_boosted_trees,,,-0.6622709140977934,6.85761401358149,0.06493506493506493,0.3185840707964602,,0.00040150150176931996,0.07716085654706643,113,113
ratio_bin,"(0.625, 0.875]",gradient_boosted_trees,,,0.18688942440932443,6.509378484871467,0.0949367088607595,0.21782178217821782,,-0.009968793360339656,0.06453973352524857,101,101
ratio_bin,"(0.875, 1.05]",gradient_boosted_trees,,,2.0312889769441123,7.538880592417414,0.06914893617021277,0.21008403361344538,,-0.013708624599085574,0.058464414564236206,119,119
ratio_bin,"(-0.001, 0.35]",mlp,,,-4.084600611776534,12.536720126158741,0.26785714285714285,0.4766355140186916,,0.018880393134912653,0.11703953682790905,107,107
ratio_bin,"(0.35, 0.625]",mlp,,,-4.358847803321626,10.076532320684782,0.19078947368421054,0.3274336283185841,,-0.0024668877570702607,0.0981573117644973,113,113
ratio_bin,"(0.625, 0.875]",mlp,,,-1.7830328146120245,8.443834552305784,0.13924050632911392,0.21782178217821782,,-0.0127846714532732,0.10539571911848647,101,101
ratio_bin,"(0.875, 1.05]",mlp,,,-2.1682997990775554,10.754423405377185,0.16853932584269662,0.25210084033613445,,-0.023378629623373975,0.0873636523110606,119,119
ratio_bin,"(-0.001, 0.35]",ridge,,,-3.8969919844208323,9.204483563894446,0.211864406779661,0.4485981308411215,,0.022765301650579148,0.06662769638286205,107,107
ratio_bin,"(0.35, 0.625]",ridge,,,-1.7792378853336333,8.422438255978799,0.15432098765432098,0.2831858407079646,,0.006719808312960986,0.06589610170745581,113,113
ratio_bin,"(0.625, 0.875]",ridge,,,0.899841576271081,8.180613568582121,0.13125,0.2079207920792079,,0.009798776631591686,0.0798808720790132,101,101
ratio_bin,"(0.875, 1.05]",ridge,,,1.734215424714658,8.77064925812418,0.08064516129032258,0.2184873949579832,,0.0005569045492422966,0.0682615832586225,119,119
ratio_bin,"(-0.001, 0.35]",saturation_residual_fusion_new,,,-3.095369559349246,8.556801585355538,0.14912280701754385,0.4672897196261682,,0.03007550879006237,0.07761213781709664,107,107
