fold,heldout_runs,bad_rate,ap_bad,auc_bad
0,62,0.31153846153846154,0.936716426219311,0.9506862542244294
1,61,0.3,0.9386047842855847,0.945970695970696
2,60,0.27692307692307694,0.9380672584516239,0.9529403073286054
3,59,0.3346153846153846,0.9608239081119166,0.9679755497973557
4,58,0.3,0.9414850481224876,0.9499859115243731
