method,bin,bin_value,n_positive,n_accepted,coverage,abstention_rate,accepted_time_rms_ns,charge_fractional_bias,charge_fractional_res68,bad_recovery_rate,risk_coverage_auc
traditional_train_quality_cuts,true_sep_sample,0.5,49,3,0.061224489795918366,0.9387755102040817,13.546185733601543,0.00497835515671373,0.08058941409927163,0.3333333333333333,0.14224153131496234
traditional_train_quality_cuts,true_sep_sample,0.75,63,3,0.047619047619047616,0.9523809523809523,9.86204367541821,0.01900738909218503,0.017647067659661123,0.3333333333333333,0.21600950507139266
traditional_train_quality_cuts,true_sep_sample,1.0,80,3,0.0375,0.9625,22.83701653186163,0.008699090565651048,0.008131358891773072,0.3333333333333333,0.5117120533570485
traditional_train_quality_cuts,true_sep_sample,1.5,74,12,0.16216216216216217,0.8378378378378378,10.920769106854015,0.005886058601414769,0.053534312444045454,0.3333333333333333,0.2483270015716555
traditional_train_quality_cuts,true_sep_sample,2.0,61,15,0.2459016393442623,0.7540983606557377,5.966513495340024,-0.018890591263619864,0.039914981242693014,0.06666666666666667,0.09284665013076404
traditional_train_quality_cuts,true_sep_sample,3.0,55,22,0.4,0.6,7.746731155473213,-0.026184360993062678,0.0558717422626633,0.045454545454545456,0.25267289620700045
traditional_train_quality_cuts,true_sep_sample,4.0,77,47,0.6103896103896104,0.38961038961038963,7.899073698416101,-0.04666037900973521,0.08956438598960195,0.0851063829787234,0.11910493849548841
traditional_train_quality_cuts,true_sep_sample,5.0,72,56,0.7777777777777778,0.2222222222222222,5.354376645538562,-0.03333265209010848,0.0649742297040998,0.05357142857142857,0.17098509106671977
traditional_train_quality_cuts,true_sep_sample,6.0,69,45,0.6521739130434783,0.34782608695652173,4.996844817549731,-0.03321816664417182,0.062055900045707664,0.06666666666666667,0.12810514824428093
ml_isotonic_failure_gate,true_sep_sample,0.5,49,30,0.6122448979591837,0.3877551020408163,7.802136389720833,-0.0009223469910548175,0.06389081049540779,0.1,0.13284521426158297
ml_isotonic_failure_gate,true_sep_sample,0.75,63,40,0.6349206349206349,0.36507936507936506,8.966968103741673,0.014929533894471773,0.06831061566420693,0.2,0.224623037846906
ml_isotonic_failure_gate,true_sep_sample,1.0,80,48,0.6,0.4,6.617102107321154,0.005439831790788364,0.048270801642298126,0.08333333333333333,0.12541936837921497
ml_isotonic_failure_gate,true_sep_sample,1.5,74,48,0.6486486486486487,0.35135135135135137,7.381914215599964,0.004836783973928879,0.07226132817233012,0.14583333333333334,0.17250787305887605
ml_isotonic_failure_gate,true_sep_sample,2.0,61,45,0.7377049180327869,0.26229508196721313,6.483338500835468,-0.01744183437289629,0.04818756714831393,0.08888888888888889,0.14359398880048585
ml_isotonic_failure_gate,true_sep_sample,3.0,55,42,0.7636363636363637,0.23636363636363636,7.378186643587421,-0.01831851566498898,0.07177754496277432,0.09523809523809523,0.08831506663272022
ml_isotonic_failure_gate,true_sep_sample,4.0,77,64,0.8311688311688312,0.16883116883116883,8.644063950480248,-0.021188228154122007,0.06065176504030425,0.15625,0.1343780037995666
ml_isotonic_failure_gate,true_sep_sample,5.0,72,62,0.8611111111111112,0.1388888888888889,8.63862488397956,-0.03785494931693456,0.04977474707533606,0.12903225806451613,0.06412809821904092
ml_isotonic_failure_gate,true_sep_sample,6.0,69,58,0.8405797101449275,0.15942028985507245,11.577535813520441,-0.019052624639301893,0.05825291615252728,0.25862068965517243,0.16760855928470927
