method,bootstrap_unit,n_source_units,bootstrap_replicates,detection_ap,detection_ap_ci_low,detection_ap_ci_high,time_sigma68_ns,time_sigma68_ns_ci_low,time_sigma68_ns_ci_high,pileup_miss_rate,pileup_miss_rate_ci_low,pileup_miss_rate_ci_high,false_split_rate,false_split_rate_ci_low,false_split_rate_ci_high,energy_fractional_sigma68,energy_fractional_sigma68_ci_low,energy_fractional_sigma68_ci_high
template_residual_boosted_stack_new,source_run:stave:is_overlap:spacing_bin:ratio_bin,202,400,0.8539546988581137,0.7988036538531206,0.9152503859983898,7.326267700490242,6.701516263156676,8.147732825305496,0.33055555555555555,0.28318505487140827,0.38305950687529633,0.16666666666666666,0.13834016516969075,0.1920855306526038,0.0641499005004299,0.05196591840361322,0.07161606291593298
gradient_boosted_trees,source_run:stave:is_overlap:spacing_bin:ratio_bin,202,400,0.8421511761305108,0.7782950207510767,0.8999100429001593,7.970934163232069,7.057766407646056,8.4737958120181,0.3277777777777778,0.27057840406357525,0.3857083825265643,0.2,0.1547519175455417,0.24184180859201995,0.06556461371910965,0.05779662427302936,0.07324191479629827
ridge,source_run:stave:is_overlap:spacing_bin:ratio_bin,202,400,0.8337065162029531,0.7604936902399893,0.908566774688679,9.883479335113392,8.556878774520644,10.883337461365567,0.29444444444444445,0.2479295670408289,0.34442594115683095,0.20555555555555555,0.16877705627705628,0.2410154878073975,0.07412669926213046,0.06445238189263827,0.08074976811419975
two_pulse_template_cfd_baseline,source_run:stave:is_overlap:spacing_bin:ratio_bin,202,400,0.6545415207533914,0.563580250020488,0.7579622131123394,11.405215729992506,8.426077472207806,14.549973387463472,0.5916666666666667,0.5288733907286877,0.6549959081376912,0.2361111111111111,0.16666666666666666,0.3123763954664875,0.09121356985203838,0.07410730173024561,0.10087054984680016
1d_cnn,source_run:stave:is_overlap:spacing_bin:ratio_bin,202,400,0.796162940515092,0.7221848265357224,0.8633715959055005,10.290125209374576,9.34133940532991,10.986750244389324,0.24722222222222223,0.20058740098479982,0.2933446327683616,0.2972222222222222,0.2612235258128947,0.33601346153846157,0.09167468996807399,0.08234148659334642,0.09913904561401725
mlp,source_run:stave:is_overlap:spacing_bin:ratio_bin,202,400,0.7699941960956963,0.6872200866915797,0.8674721955501921,12.540047545683068,10.655597302957375,14.372326728910267,0.6,0.5400456019211022,0.6538649025069638,0.11666666666666667,0.08710773294368888,0.14706103161985515,0.12717818495978594,0.1076724604097939,0.1450024023920399
tiny_sequence_transformer,source_run:stave:is_overlap:spacing_bin:ratio_bin,202,400,0.7715851322700678,0.6855557929205562,0.8567614530077146,13.896451608002568,12.3680578801623,15.272612822684534,0.28888888888888886,0.24922490122676827,0.33700758978156237,0.2722222222222222,0.24021202914175568,0.30173538230884556,0.14199554696480327,0.12463070845413378,0.1521779940313916
