sentinel,n,accepted_fraction,precision_vs_oracle,recall_vs_oracle,f1_vs_oracle,charge_res68_if_accepted,q_template_median_shift,timing_tail_delta
traditional_duplicate_envelope,177508,0.015300718840840976,1.0,1.0,1.0,0.015703729890888675,0.0,0.0
run_family_only_high_knee,177508,0.8145154021227212,0.018785057717712317,1.0,0.03687737187625171,0.013129733255473867,0.0,-1.1267097820944622e-05
saturation_only,177508,1.0,0.015300718840840976,1.0,0.030140269886363636,0.016983115658143737,-0.0006213512036793989,-1.6900646731415198e-05
shuffled_target_rate_matched,177508,0.015357054329945692,0.016874541452677916,0.016936671575846832,0.016905549430356485,0.01726038133259468,0.0,0.0
amplitude_only_ge_8k,177508,0.504968790139036,0.00271096434468294,0.08946980854197349,0.005262474012474013,0.02108975772896778,0.0,-1.1267097820944622e-05
