method,timing_efficiency,timing_efficiency_ci_low,timing_efficiency_ci_high,tail_capture,tail_capture_ci_low,tail_capture_ci_high,tail_fraction_after,tail_fraction_after_ci_low,tail_fraction_after_ci_high,sigma68_after_ns,sigma68_after_ns_ci_low,sigma68_after_ns_ci_high,auc,auc_ci_low,auc_ci_high,average_precision,average_precision_ci_low,average_precision_ci_high
traditional_quantile,0.8997382198952879,0.8806790712034943,0.9175388150883562,0.3160919540229885,0.2415025091753426,0.4227448739922553,0.0115410726408689,0.0070905691255209,0.0147436289113516,1.564926134079283,1.5168287072502626,1.608194957344634,0.7011703035598982,0.6562952651400938,0.7629099736999925,0.0506435053264315,0.0335078113670661,0.0847839048775056
ridge,0.8994764397905759,0.8893481189523682,0.9111088636728298,0.4885057471264368,0.3547147995889003,0.6658033573141483,0.0086340706247574,0.0044465341054488,0.011961510268789,1.5608343926734525,1.5202734410175185,1.6181460340578937,0.7315568469530962,0.6462730642128109,0.8350822800049197,0.148636130236924,0.0735581512371921,0.2726013291090577
gradient_boosted_trees,0.8965095986038394,0.8861545944323664,0.9054158750652392,0.5172413793103449,0.4018752245044574,0.6160773787486116,0.0081759781973914,0.0049474651357236,0.0108444972677194,1.62649556852736,1.570355972065391,1.6689102131128537,0.7469324216148172,0.6859408361132637,0.7928650976610216,0.2476960991796785,0.1467205847798262,0.346119646061196
mlp,0.8985165794066318,0.8842258407480655,0.9117853749000356,0.4827586206896552,0.407046568627451,0.6205538839179665,0.0087404098281052,0.0052823887256264,0.0114293337894466,1.645667518774144,1.584433916358962,1.6990777623072972,0.7123905927596188,0.6516008112824845,0.7931053208237955,0.2483671179838908,0.1485466032933514,0.3607042999803418
1d_cnn,0.9067190226876092,0.881550230873712,0.934834673815907,0.5114942528735632,0.3976070244196563,0.6294319600499376,0.0081801559041478,0.0040556724981587,0.0113013401883195,1.6061839490116112,1.544848575319812,1.682445012203357,0.722008856461367,0.6577604899359374,0.7913523517175245,0.3218106079802303,0.2020695679536383,0.4811415333120353
siamese_cnn_meta,0.8982547993019198,0.8822345504832992,0.912582068487344,0.5114942528735632,0.3864650974025974,0.6499999999999997,0.0082572372255682,0.0045631532446914,0.0115760973170134,1.606667043042256,1.5577100234492125,1.6699298037734682,0.7418671490056851,0.660749564874503,0.8080905751968342,0.3087145793201901,0.2088444258418608,0.432968937761313
