alpha,cv_rmse_ns,cv_rmse_std_ns,method,selected,pool,cfd_fraction,amplitude_cut_adc
0.1,1.4961081764254869,0.43874132133050603,ridge,True,cfd0.20_cut1000,0.2,1000.0
0.01,1.4973564777585953,0.4308063319324908,ridge,False,cfd0.20_cut1000,0.2,1000.0
1.0,1.4998974164848562,0.4995847732420645,ridge,False,cfd0.20_cut1000,0.2,1000.0
10.0,1.6751782713298176,0.7010578787441718,ridge,False,cfd0.20_cut1000,0.2,1000.0
100.0,1.905935444810325,0.9262011308213137,ridge,False,cfd0.20_cut1000,0.2,1000.0
1000.0,2.000040782216338,1.1332061390296775,ridge,False,cfd0.20_cut1000,0.2,1000.0
