pool,method,n_pairs,median_ns,robust_width_ns,full_rms_ns,within_abs_2ns,tail_fraction_abs_gt_5ns,robust_ci_low_ns,robust_ci_high_ns,core_sigma_ns,core_sigma_err_ns,core_mean_ns,chi2_ndf,atom_mode,model_family
full_features,ridge,127,-0.2165435900734458,1.5701332343635297,2.76312843243234,0.7952755905511811,0.047244094488188976,1.2446085249736167,1.856191006618174,2.396801968470979,0.9976085803177925,-0.1910411644684609,2.582289126199671,full_features,ridge
full_features,gradient_boosted_trees,127,0.12667158824785218,0.9904716467093306,1.5370320883685826,0.8818897637795275,0.015748031496062992,0.7186757199609064,1.3542809173495054,0.6209469322849578,0.060711774810241786,-0.14721134541461425,41.22118699860689,full_features,gradient_boosted_trees
drop_leading_edge_samples,ridge,127,-0.4949920046628886,1.5583002562309667,2.7805393690870575,0.7716535433070866,0.03937007874015748,1.228726840785614,1.862225572523267,1.6705143634406263,0.36153343041551866,-0.15045808329708957,1.6174467507730614,drop_leading_edge_samples,ridge
drop_leading_edge_samples,gradient_boosted_trees,127,-0.01690176570813895,1.4117101993458756,1.7783859032704477,0.8503937007874016,0.023622047244094488,1.259868381345311,1.6970579890913933,1.6759057222127682,0.3243467387298538,-0.1604777374302475,1.055182627636293,drop_leading_edge_samples,gradient_boosted_trees
drop_tail_samples,ridge,127,0.219279563057166,1.2235466148225589,2.237395691585736,0.8031496062992126,0.06299212598425197,0.9650126962105737,1.956551193649189,1.3788020689293305,0.2113123651220621,0.013501980182890486,0.9829901984144606,drop_tail_samples,ridge
drop_tail_samples,gradient_boosted_trees,127,0.11461411755853401,1.0225979741604936,1.5092534937523019,0.8740157480314961,0.015748031496062992,0.7644525109752074,1.3840281320931602,0.6119975644822078,0.06307822669230481,-0.23252743473315848,46.03703790555154,drop_tail_samples,gradient_boosted_trees
amplitude_only,ridge,127,0.4319423500281001,1.7845897542724907,2.1560934170868977,0.6929133858267716,0.031496062992125984,1.5766202540322873,2.3945111771561383,1.9594057068440263,0.5140008097794823,-0.24286404201081918,1.1106281322046272,amplitude_only,ridge
amplitude_only,gradient_boosted_trees,127,0.10640567906256937,1.7093992811083276,2.0078206444175026,0.7716535433070866,0.031496062992125984,1.4295571009892405,2.1109753407259215,2.371656070009128,0.9285232591468757,-0.3599013421449574,1.3565048979221344,amplitude_only,gradient_boosted_trees
waveform_shuffled_control,ridge,127,0.42109722473438094,1.6295392278692262,1.8488544561430353,0.7716535433070866,0.031496062992125984,1.4295517730539533,1.8519111388030687,2.131635664075708,0.6105813367326117,0.2776967296661624,0.9027493167600521,waveform_shuffled_control,ridge
waveform_shuffled_control,gradient_boosted_trees,127,0.35605431031994694,1.7426095178674652,2.444553540011767,0.7559055118110236,0.03937007874015748,1.4830948291255146,2.512651212368568,2.146988184698768,0.6856772897476937,-0.16640529164112944,1.7130654184468062,waveform_shuffled_control,gradient_boosted_trees
