pool,comparison,ci_low_ns,ci_high_ns,p_value,cfd_fraction,amplitude_cut_adc
cfd0.20_cut1000,ridge_minus_constrained_monotone_timewalk,-0.23739161155565403,0.9403803715596658,0.704,0.2,1000.0
cfd0.20_cut1000,gradient_boosted_trees_minus_constrained_monotone_timewalk,-0.8965465618923467,-0.0956504727528639,0.024,0.2,1000.0
cfd0.20_cut1000,mlp_minus_constrained_monotone_timewalk,-1.157495681933732,-0.6594827104798684,0.0,0.2,1000.0
cfd0.20_cut1000,cnn_1d_minus_constrained_monotone_timewalk,-0.19464551963208535,0.6266779528791124,0.304,0.2,1000.0
cfd0.20_cut1000,gated_residual_cnn_new_minus_constrained_monotone_timewalk,0.3799921552760781,1.0852952220079213,0.0,0.2,1000.0
