bin,bin_value,method,detection_ap,detection_auc,time_rms_ns,time_sigma68_ns,charge_fractional_bias,charge_fractional_res68,failure_rate,n_events,n_positive
true_sep_sample,0.5,constrained_template_fit,,,16.41827451759229,6.499353371286322,-0.01266677210913879,0.09786110890528023,0.18571428571428572,70,70
true_sep_sample,0.5,compact_18_sample_cnn,,,12.648518652234241,11.435783654690894,0.014731222429996164,0.06126180564630558,0.35714285714285715,70,70
true_sep_sample,0.75,constrained_template_fit,,,17.92700084284604,3.344226298510388,-0.02633738131766055,0.15211019257095643,0.27586206896551724,58,58
true_sep_sample,0.75,compact_18_sample_cnn,,,10.138325931137588,8.772227743928479,0.012409429448822333,0.08042596094178324,0.3793103448275862,58,58
true_sep_sample,1.0,constrained_template_fit,,,13.720727762050148,7.599883913189808,-0.006388527892826134,0.088617533923047,0.22972972972972974,74,74
true_sep_sample,1.0,compact_18_sample_cnn,,,10.872314408579099,8.509873892287388,0.014470061901827147,0.08235694570478314,0.3918918918918919,74,74
true_sep_sample,1.5,constrained_template_fit,,,15.304080657922238,9.476043305451064,-0.0038803481522113256,0.08388410970636481,0.3333333333333333,63,63
true_sep_sample,1.5,compact_18_sample_cnn,,,10.504300277862532,9.292435061495553,0.027151933894828444,0.06371972466755749,0.25396825396825395,63,63
true_sep_sample,2.0,constrained_template_fit,,,14.407767197357627,8.39213228927838,-0.018707952775362344,0.08555445586111039,0.18840579710144928,69,69
true_sep_sample,2.0,compact_18_sample_cnn,,,8.657082689956223,6.928300903787029,0.022803171047449146,0.08495507397159659,0.2898550724637681,69,69
true_sep_sample,3.0,constrained_template_fit,,,12.64959870644344,10.012646424966066,-0.053607979553420414,0.08824330648128237,0.1044776119402985,67,67
true_sep_sample,3.0,compact_18_sample_cnn,,,7.289530852790839,6.678174025004266,0.011465721399756292,0.06680454695396293,0.13432835820895522,67,67
true_sep_sample,4.0,constrained_template_fit,,,8.958275962298405,5.730877968626552,-0.032035846829007515,0.09520054147659848,0.06451612903225806,62,62
true_sep_sample,4.0,compact_18_sample_cnn,,,8.545888921715767,7.395791962238845,0.025352019395857926,0.09757954454422825,0.016129032258064516,62,62
true_sep_sample,5.0,constrained_template_fit,,,10.398484963390338,5.988699989332444,-0.044524492537971715,0.0853515234552597,0.10526315789473684,76,76
true_sep_sample,5.0,compact_18_sample_cnn,,,8.331467883664347,7.757001941878462,0.010398649113067808,0.08356979463352306,0.13157894736842105,76,76
true_sep_sample,6.0,constrained_template_fit,,,15.25954730975928,5.7391533606612795,-0.0703147505409128,0.08117455439859378,0.03278688524590164,61,61
true_sep_sample,6.0,compact_18_sample_cnn,,,12.810704795512668,11.637903839747121,-0.03531608870694386,0.07500891520193069,0.08196721311475409,61,61
