heldout_run,candidate,sign,train_auc,train_ap,selected
62,q_std,high_bad,0.7841098801032024,0.13495052457641304,
62,q_std,low_bad,0.21589011989679768,0.023589009134531276,
62,q_ds_mean,high_bad,0.6858400364243435,0.05608393991029294,
62,q_ds_mean,low_bad,0.3141599635756564,0.024891263690755876,
62,q_ds_max,high_bad,0.7479131886477463,0.09171782427642308,
62,q_ds_max,low_bad,0.25208681135225375,0.022892922153255446,
62,q_ds_std,high_bad,0.8153741083624222,0.2578800818500375,
62,q_ds_std,low_bad,0.18462589163757775,0.0215277658628765,
62,q_b2_minus_ds_mean,high_bad,0.5411219215567041,0.044079705559458705,
62,q_b2_minus_ds_mean,low_bad,0.45887807844329587,0.04652194235070273,
62,q_ds_span,high_bad,0.8121869782971619,0.24698522936496237,
62,q_ds_span,low_bad,0.18781302170283806,0.021552420786933268,
62,__selected__,high_bad,,,q_ds_std
63,q_mean,high_bad,0.7040559037533318,0.0524938664210738,
63,q_mean,low_bad,0.29594409624666806,0.021231757750635353,
63,q_max,high_bad,0.7456955550752827,0.08590873687955307,
63,q_max,low_bad,0.25430444492471727,0.020051352712317217,
63,q_std,high_bad,0.7990778762337006,0.17739270101082208,
63,q_std,low_bad,0.20092212376629925,0.020424539488140547,
63,q_ds_mean,high_bad,0.6866940422159786,0.04983940976376273,
63,q_ds_mean,low_bad,0.3133059577840213,0.021592364219908566,
63,q_ds_max,high_bad,0.7525394424032851,0.09250060748509956,
63,q_ds_max,low_bad,0.24746055759671495,0.01980305934734912,
63,q_ds_std,high_bad,0.8180966789136229,0.23749330180611394,
63,q_ds_std,low_bad,0.18190332108637708,0.018736659446272785,
63,q_b2_minus_ds_mean,high_bad,0.5812409812409812,0.06716398675449144,
63,q_b2_minus_ds_mean,low_bad,0.4187590187590188,0.03777735979287536,
63,q_ds_span,high_bad,0.8145666738707588,0.2273986434754855,
63,q_ds_span,low_bad,0.1854333261292414,0.018774352331493237,
63,__selected__,high_bad,,,q_ds_std
65,q_mean,high_bad,0.6977864503933167,0.05148967589127537,
65,q_mean,low_bad,0.30221354960668334,0.021672851443300386,
65,q_max,high_bad,0.7380328068784683,0.08192628070343858,
65,q_max,low_bad,0.26196719312153177,0.020486260416365837,
65,q_std,high_bad,0.7917555948533448,0.164843703149465,
65,q_std,low_bad,0.20824440514665526,0.020510090508413015,
65,q_ds_mean,high_bad,0.6839441429355448,0.049252339297100135,
65,q_ds_mean,low_bad,0.31605585706445516,0.021933675478660607,
65,q_ds_max,high_bad,0.7473626440636625,0.0877074799227947,
65,q_ds_max,low_bad,0.25263735593633757,0.020129349224810827,
65,q_ds_std,high_bad,0.8149887188243186,0.21597577150881964,
65,q_ds_std,low_bad,0.18501128117568147,0.018896225457286857,
65,q_b2_minus_ds_mean,high_bad,0.5679653150952615,0.06413364636545618,
65,q_b2_minus_ds_mean,low_bad,0.4320346849047386,0.03817130934013836,
65,q_ds_span,high_bad,0.8121836697359595,0.20704202445212447,
65,q_ds_span,low_bad,0.18781633026404052,0.018917785811212524,
65,__selected__,high_bad,,,q_ds_std
