heldout_run,candidate,sign,train_auc,train_ap,selected
58,q_mean,high_bad,0.7006595017098193,0.051974565723419866,
58,q_mean,low_bad,0.2993404982901807,0.02162953207681933,
58,q_max,high_bad,0.7395578895945285,0.08227213456933792,
58,q_max,low_bad,0.2604421104054714,0.020481552088587877,
58,q_std,high_bad,0.7918905715681485,0.1650280932808657,
58,q_std,low_bad,0.20810942843185148,0.02046071425818737,
58,q_ds_mean,high_bad,0.6873473375671715,0.04978884529667804,
58,q_ds_mean,low_bad,0.3126526624328286,0.02187174872010651,
58,q_ds_max,high_bad,0.7491450903761603,0.08790306051251354,
58,q_ds_max,low_bad,0.2508549096238398,0.020115193796702558,
58,q_ds_std,high_bad,0.815400586223742,0.21577479947490377,
58,q_ds_std,low_bad,0.18459941377625794,0.01890079516867093,
58,q_b2_minus_ds_mean,high_bad,0.5666850119244177,0.06415337789761945,
58,q_b2_minus_ds_mean,low_bad,0.4333149880755825,0.038725108041563774,
58,q_ds_span,high_bad,0.8124694675134343,0.20662879758405273,
58,q_ds_span,low_bad,0.1875305324865657,0.018925773154366127,
58,__selected__,high_bad,,,q_ds_std
59,q_mean,high_bad,0.7156590867073396,0.052126067366390014,
59,q_mean,low_bad,0.28434091329266037,0.020045606600710007,
59,q_max,high_bad,0.7494915880939175,0.0881057671948737,
59,q_max,low_bad,0.2505084119060824,0.019104898833715744,
59,q_std,high_bad,0.7980218154926975,0.18542782364022858,
59,q_std,low_bad,0.20197818450730265,0.01993452488395193,
59,q_ds_mean,high_bad,0.7077093732667776,0.04979704647761732,
59,q_ds_mean,low_bad,0.29229062673322237,0.02012096955068701,
59,q_ds_max,high_bad,0.7720465890183028,0.11210023131034186,
59,q_ds_max,low_bad,0.22795341098169716,0.018424782240595065,
59,q_ds_std,high_bad,0.834165280088741,0.24333570439916738,
59,q_ds_std,low_bad,0.165834719911259,0.017523608208563697,
59,q_b2_minus_ds_mean,high_bad,0.5516666666666667,0.06757744347569947,
59,q_b2_minus_ds_mean,low_bad,0.44833333333333336,0.040395268192911525,
59,q_ds_span,high_bad,0.8296357921981882,0.22622950018261037,
59,q_ds_span,low_bad,0.17036420780181177,0.01758162920207384,
59,__selected__,high_bad,,,q_ds_std
60,q_mean,high_bad,0.7104939536790327,0.05399707160531517,
60,q_mean,low_bad,0.2895060463209674,0.019921747481322506,
60,q_max,high_bad,0.7493338798934207,0.0929658320379009,
60,q_max,low_bad,0.25066612010657924,0.018816337259533356,
60,q_std,high_bad,0.7946300471408075,0.19562000177384534,
60,q_std,low_bad,0.20536995285919246,0.019946772600445088,
60,q_ds_mean,high_bad,0.7124410739905718,0.05157903311692923,
60,q_ds_mean,low_bad,0.28755892600942823,0.019978133799483957,
60,q_ds_max,high_bad,0.7743390038942406,0.10268921983903379,
60,q_ds_max,low_bad,0.22566099610575938,0.01842132990810335,
60,q_ds_std,high_bad,0.8314203730272597,0.24483614430117281,
60,q_ds_std,low_bad,0.16857962697274032,0.017800614104458764,
60,q_b2_minus_ds_mean,high_bad,0.5192662430825989,0.06620746318098242,
60,q_b2_minus_ds_mean,low_bad,0.48073375691740106,0.04315496402722906,
60,q_ds_span,high_bad,0.8308054929288788,0.2357101187331597,
60,q_ds_span,low_bad,0.16919450707112113,0.017734840838893817,
60,__selected__,high_bad,,,q_ds_std
61,q_mean,high_bad,0.6860236220472441,0.046812827481351404,
61,q_mean,low_bad,0.3139763779527559,0.01949585769686494,
61,q_max,high_bad,0.7200506186726658,0.08037784076364367,
61,q_max,low_bad,0.2799493813273341,0.0186493947067507,
61,q_std,high_bad,0.7838863892013499,0.13672996408399002,
61,q_std,low_bad,0.21611361079865016,0.017176245106237213,
61,q_ds_mean,high_bad,0.6532620922384702,0.04002276861342965,
61,q_ds_mean,low_bad,0.3467379077615298,0.020340253910459734,
61,q_ds_max,high_bad,0.7041619797525309,0.05939920881230021,
61,q_ds_max,low_bad,0.295838020247469,0.019107399407391385,
61,q_ds_std,high_bad,0.7826209223847019,0.13258018643788433,
61,q_ds_std,low_bad,0.21737907761529807,0.017088070482250653,
61,q_b2_minus_ds_mean,high_bad,0.6490560721329952,0.11429154942891637,
61,q_b2_minus_ds_mean,low_bad,0.3509439278670048,0.026363133815941443,
61,q_ds_span,high_bad,0.780793025871766,0.13156755337161924,
61,q_ds_span,low_bad,0.21920697412823398,0.017117085146758953,
61,__selected__,high_bad,,,q_std
62,q_mean,high_bad,0.6947184701775686,0.0554199524949146,
62,q_mean,low_bad,0.30528152982243134,0.02474893329911543,
62,q_max,high_bad,0.7321293064197907,0.06654474810652895,
62,q_max,low_bad,0.26787069358020943,0.02348796248519176,
