subset,consumer,method,method_label,n,pull_width68,accepted_coverage68,accepted_coverage95,tail_frac_abs_gt1p96,accepted_loss,consumer_loss_ci_low,consumer_loss_ci_high,random_loss,random_coverage68,random_coverage95,accepted_minus_random_loss
s06c_accepted_support,pid_pull,traditional,S02/S03/S04 atom robust-width baseline,6190,1.4492987856169257,0.4339256865912762,0.7431340872374798,0.2568659127625202,0.2904486041719225,0.1612621779226212,0.47091988469135715,0.8372661026934562,0.35479543930248153,0.5871898054996647,-0.5468174985215337
s06c_accepted_support,pid_pull,cnn1d,1D-CNN residual scale model,6190,1.1032274426960893,0.35993537964458805,0.8930533117932149,0.10694668820678514,0.14746873290051787,0.10034045217187688,0.235298087937744,0.13424601427288035,0.3983903420523139,0.9044265593561368,0.01322271862763752
s06c_accepted_support,pid_pull,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,6190,0.9658483344349615,0.5050080775444264,0.9360258481421648,0.06397415185783521,0.0724453459683206,0.056207436273608705,0.0917905309155109,0.05595738364802605,0.5409121395036888,0.9349429912810194,0.01648796232029455
s06c_accepted_support,pid_pull,mlp,MLP residual scale model,6190,1.2326619399719094,0.42649434571890144,0.81421647819063,0.18578352180936994,0.20260603250218698,0.11926763216370764,0.2791651888290337,0.15463033512005883,0.4782025486250838,0.8360160965794768,0.047975697382128146
s06c_accepted_support,pid_pull,gradient_boosted_trees,HistGradientBoosting residual scale model,6190,1.21419297228099,0.4184168012924071,0.794184168012924,0.20581583198707593,0.21002433177493374,0.10786345245834886,0.35555545830563196,0.16182343760277407,0.4517102615694165,0.8313212608987257,0.04820089417215967
s06c_accepted_support,pid_pull,ridge,Ridge residual scale model,6190,1.2498124697545039,0.4284329563812601,0.7819063004846527,0.21809369951534732,0.2225641011352346,0.11235113842687916,0.3909413187187729,0.15720902946704807,0.4517102615694165,0.8303152246814218,0.06535507166818652
s06c_accepted_support,range_energy_pull,traditional,S02/S03/S04 atom robust-width baseline,6190,1.3608438073111946,0.45977382875605816,0.7667205169628433,0.2332794830371567,0.2500796091916125,0.13133971933856844,0.4167498211111397,0.7532584799284324,0.3702213279678068,0.6052984574111334,-0.5031788707368199
s06c_accepted_support,range_energy_pull,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,6190,0.9180402684328764,0.5705977382875606,0.945718901453958,0.054281098546042,0.06315342062716175,0.04426028199959441,0.08148203863851908,0.0477597684524356,0.602280348759222,0.9439973172367538,0.015393652174726158
s06c_accepted_support,range_energy_pull,cnn1d,1D-CNN residual scale model,6190,1.0511469155435644,0.42261712439418414,0.9075928917609046,0.09240710823909531,0.11150837494114274,0.08023439570644324,0.1808364449749171,0.09190599134928938,0.47484909456740443,0.9178403755868545,0.01960238359185336
s06c_accepted_support,range_energy_pull,gradient_boosted_trees,HistGradientBoosting residual scale model,6190,1.137310378448879,0.4436187399030695,0.8284329563812601,0.1715670436187399,0.1673788044800723,0.08564219352180331,0.3008187855920428,0.12931715564109655,0.49932930918846413,0.8494299128101945,0.03806164883897575
s06c_accepted_support,range_energy_pull,mlp,MLP residual scale model,6190,1.166572350522021,0.4546042003231018,0.841357027463651,0.15864297253634896,0.16548589685215426,0.09705440061641919,0.23841699596124089,0.11548889807915187,0.5214621059691482,0.8571428571428571,0.049996998773002385
s06c_accepted_support,range_energy_pull,ridge,Ridge residual scale model,6190,1.1866830946968143,0.45621970920840066,0.8145395799676898,0.18546042003231017,0.1835184294225085,0.08466534124380183,0.33751005897329683,0.118986353786395,0.4919517102615694,0.8591549295774648,0.06453207563611352
