method,bootstrap_unit,n_source_units,bootstrap_replicates,detection_ap,detection_ap_ci_low,detection_ap_ci_high,time_sigma68_ns,time_sigma68_ns_ci_low,time_sigma68_ns_ci_high,pileup_miss_rate,pileup_miss_rate_ci_low,pileup_miss_rate_ci_high,false_split_rate,false_split_rate_ci_low,false_split_rate_ci_high,energy_fractional_sigma68,energy_fractional_sigma68_ci_low,energy_fractional_sigma68_ci_high
gradient_boosted_trees,source_run:stave:is_overlap:spacing_bin:ratio_bin,210,400,0.8516232067096587,0.7832555815962815,0.905253764143027,8.459203729676343,7.529031075530316,9.143743689723388,0.2916666666666667,0.24264166666666667,0.3392048054919908,0.16666666666666666,0.123955525606469,0.20980055658627086,0.0692756382943322,0.060161618933702414,0.07850604477153558
template_residual_boosted_stack_new,source_run:stave:is_overlap:spacing_bin:ratio_bin,210,400,0.8523646531123321,0.7844875942413384,0.9126701987963256,7.926888870307713,7.268854587492663,9.043438757439,0.2916666666666667,0.24437541308658292,0.34870993095405106,0.18611111111111112,0.14591104174795164,0.23001923076923075,0.07114073530139213,0.06364704771545315,0.08432639857839606
ridge,source_run:stave:is_overlap:spacing_bin:ratio_bin,210,400,0.819028398588623,0.7391307527643067,0.8972427591401584,9.861277353674971,8.989872371597158,10.885042805840243,0.2833333333333333,0.23382263807864231,0.33515839610101905,0.19444444444444445,0.14485673880964092,0.24337172588606748,0.07656869991810669,0.06759299761428328,0.0853239841376767
1d_cnn,source_run:stave:is_overlap:spacing_bin:ratio_bin,210,400,0.8293408351961099,0.759315732983617,0.9021033952353467,10.038103814170753,9.186706844821614,10.95138059724308,0.2611111111111111,0.21097125038028597,0.3190700309570008,0.225,0.1585591170943594,0.29024451490920544,0.08202409166352445,0.07100807356957023,0.08873373444049856
two_pulse_template_cfd_baseline,source_run:stave:is_overlap:spacing_bin:ratio_bin,210,400,0.6865985955735991,0.6045120054893393,0.7872437654098837,9.033375716348301,7.141451425656562,11.67866309392833,0.5694444444444444,0.5055458341008167,0.631455877628685,0.175,0.1181726750261233,0.23772676208704333,0.08415118463155423,0.06903880295727507,0.0969818330728124
mlp,source_run:stave:is_overlap:spacing_bin:ratio_bin,210,400,0.8409612065680085,0.7702710975378155,0.9032687227647175,12.010631549291833,10.875592704312457,13.018150043776004,0.3,0.24669643249901024,0.35922128093014005,0.15,0.10540573455553422,0.20408163265306123,0.1290053057566541,0.10652737282673894,0.14684542350331414
tiny_sequence_transformer,source_run:stave:is_overlap:spacing_bin:ratio_bin,210,400,0.8041564034904141,0.7223908628876823,0.8855213493869017,16.246435753585143,14.699030240762132,18.24720859527588,0.42777777777777776,0.3749817251461988,0.4871913580246913,0.1388888888888889,0.09015121537591861,0.19149664820751966,0.13168334802786646,0.11425889410464424,0.15685292755147087
