method,detection_ap,detection_auc,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive,detection_ap_ci_low,detection_ap_ci_high,detection_auc_ci_low,detection_auc_ci_high,time_bias_ns_ci_low,time_bias_ns_ci_high,time_sigma68_ns_ci_low,time_sigma68_ns_ci_high,late_tail_rate_abs_gt_15ns_ci_low,late_tail_rate_abs_gt_15ns_ci_high,pileup_miss_rate_ci_low,pileup_miss_rate_ci_high,false_split_rate_ci_low,false_split_rate_ci_high,energy_fractional_bias_ci_low,energy_fractional_bias_ci_high,energy_fractional_sigma68_ci_low,energy_fractional_sigma68_ci_high,winner_score
template_residual_boosted_stack_new,0.8523646531123321,0.8225385802469135,-1.0672824616137566,7.926888870307713,0.11176470588235295,0.2916666666666667,0.18611111111111112,-0.0039956036010682485,0.07114073530139213,720,360,0.8430600198783599,0.8716753210798057,0.804891975308642,0.8490354938271605,-1.7036741949644174,-0.5475292145709343,7.530452819262734,8.483400773950695,0.10121457489878542,0.12449429460580912,0.21659722222222225,0.35840277777777774,0.14722222222222223,0.2222222222222222,-0.020201571552992,0.003958471624051213,0.06620672362950658,0.07946406554876848,0.17429851289335818
gradient_boosted_trees,0.8516232067096587,0.8249074074074074,-0.49418935006460885,8.459203729676343,0.11372549019607843,0.2916666666666667,0.16666666666666666,0.0030057365452881213,0.0692756382943322,720,360,0.8412782415061746,0.8653761219870434,0.8046645447530864,0.8544093364197531,-0.9059572270188987,-0.18976001806176868,7.850191687371801,8.946498388330122,0.10365853658536585,0.12648221343873517,0.23055555555555557,0.3501388888888887,0.13597222222222222,0.19722222222222222,-0.016922854225134464,0.013892143181961603,0.06360723489410923,0.07232464671140255,0.1767843422577623
ridge,0.819028398588623,0.8250231481481481,-0.4571506487483479,9.861277353674971,0.13178294573643412,0.2833333333333333,0.19444444444444445,0.001593374945641974,0.07656869991810669,720,360,0.7933505314302736,0.8438331376359639,0.8091280864197531,0.8441975308641976,-1.5131615453612168,0.7281887605268984,9.30379935192361,10.702152889206413,0.1191682879377432,0.14315077755240024,0.2222222222222222,0.34444444444444444,0.13881944444444447,0.25,-0.019918632234212075,0.012876201904340615,0.06462886682535797,0.08182558999288948,0.19907036234374528
1d_cnn,0.8293408351961099,0.8121604938271606,-0.6280326153868199,10.038103814170753,0.16541353383458646,0.2611111111111111,0.225,0.025930925715648652,0.08202409166352445,720,360,0.8014469446478323,0.8605130553002702,0.7846219135802469,0.8405817901234569,-1.298876250445531,0.12337785624215059,9.452117365487384,10.503624545042225,0.14201606973252856,0.19133574007220217,0.21388888888888888,0.30277777777777776,0.17222222222222222,0.28888888888888886,0.0101151150672695,0.038194680775745705,0.0666238708860192,0.09076875588802592,0.20671068536078754
two_pulse_template_cfd_baseline,0.6865985955735991,0.6365277777777777,0.9879496700700985,9.033375716348301,0.19032258064516128,0.5694444444444444,0.175,0.011569168970086892,0.08415118463155423,720,360,0.6524782506334523,0.7209572071158298,0.6019674961419753,0.6728510802469135,0.06722166622932235,1.7006472514864646,6.927422714614346,10.694783276588682,0.1570138888888889,0.24143035390199633,0.5055555555555555,0.6279166666666666,0.1332638888888889,0.21944444444444444,0.0010740275826596258,0.022819239299788033,0.06696454037452178,0.10037536365168755,0.21170716401725947
mlp,0.8409612065680085,0.8328009259259259,-0.8407775334218037,12.010631549291833,0.2222222222222222,0.3,0.15,-0.005274270236855958,0.1290053057566541,720,360,0.8153857353927645,0.8618025524916954,0.818371913580247,0.8561057098765432,-1.440873417432309,0.189565034779502,11.394657879367253,12.942738910093738,0.21572481815306768,0.228515625,0.24722222222222223,0.35,0.10555555555555556,0.19444444444444445,-0.02394757822141985,0.012116856192775234,0.109228089555647,0.14847553435317282,0.27161162124957244
tiny_sequence_transformer,0.8041564034904141,0.7975617283950619,-5.038579294997696,16.246435753585143,0.3616504854368932,0.42777777777777776,0.1388888888888889,0.11741165446083748,0.13168334802786646,720,360,0.7761804391888736,0.8384433700787332,0.7687037037037037,0.8264506172839506,-7.938422741980215,-2.0177257474188792,14.63871765121094,18.072704088599764,0.3104265402843602,0.39851485148514854,0.38055555555555554,0.4777777777777778,0.09444444444444444,0.18055555555555555,0.09493948467907883,0.13323834176973293,0.1200863901676335,0.14812836146598604,0.3224810388970512
