delta,value,ci_low,ci_high
ml_minus_traditional_roc_auc,0.15321601219250824,0.11441774008745932,0.22153631434859633
ml_minus_traditional_average_precision,0.3455480289945184,0.21091933022752657,0.4868016582373953
ml_minus_traditional_brier,0.0017978270249859145,-0.005141108805120725,0.0072389859249807065
ml_minus_traditional_ece,0.04075022200352346,0.034397166396723494,0.04395302069886839
