method,heldout_run,threshold,clean_efficiency,tail_rejection,n_clean,n_tail
traditional_matched_q_hand,59,0.21833023168146592,0.9783950617283951,0.25,324,8
traditional_matched_q_hand,60,0.19268212094902992,0.8849840255591054,0.4444444444444444,313,9
traditional_matched_q_hand,61,0.23551980853080753,0.9922630560928434,0.47058823529411764,517,17
traditional_matched_q_hand,62,0.19622018318623316,0.9083769633507853,0.16666666666666666,382,6
traditional_matched_q_hand,63,0.20762798003852367,0.949438202247191,0.3333333333333333,178,9
ml_qtemplate_shape_rf,59,0.3652045658082048,0.9598765432098766,0.875,324,8
ml_qtemplate_shape_rf,60,0.3352971855421746,0.9265175718849841,0.8888888888888888,313,9
ml_qtemplate_shape_rf,61,0.36705796175055416,0.9593810444874274,0.7647058823529411,517,17
ml_qtemplate_shape_rf,62,0.337369177295506,0.93717277486911,0.8333333333333334,382,6
ml_qtemplate_shape_rf,63,0.36110774734218754,0.9606741573033708,0.8888888888888888,178,9
amplitude_only_rf,59,0.4024943116644988,0.9290123456790124,0.625,324,8
amplitude_only_rf,60,0.40430351357453725,0.9329073482428115,0.4444444444444444,313,9
amplitude_only_rf,61,0.4325302622784606,0.9748549323017408,0.47058823529411764,517,17
amplitude_only_rf,62,0.4066962456517233,0.9476439790575916,0.6666666666666666,382,6
amplitude_only_rf,63,0.4064517912739988,0.9438202247191011,0.5555555555555556,178,9
topology_only_rf,59,0.5520481480514171,1.0,0.0,324,8
topology_only_rf,60,0.5520481480514171,1.0,0.0,313,9
topology_only_rf,61,0.5400317428211938,0.26305609284332687,0.7647058823529411,517,17
topology_only_rf,62,0.5520481480514171,1.0,0.0,382,6
topology_only_rf,63,0.5520481480514171,1.0,0.0,178,9
downstream_only_q_rf,59,0.5649137271651664,0.9598765432098766,0.5,324,8
downstream_only_q_rf,60,0.5655241036502144,0.9616613418530351,0.5555555555555556,313,9
downstream_only_q_rf,61,0.5671095799510226,0.9593810444874274,0.47058823529411764,517,17
downstream_only_q_rf,62,0.5385681760573118,0.9319371727748691,0.3333333333333333,382,6
downstream_only_q_rf,63,0.5519873185583035,0.9382022471910112,0.3333333333333333,178,9
shuffled_label_q_rf,59,0.49261695367155217,0.9537037037037037,0.0,324,8
shuffled_label_q_rf,60,0.49501595299778384,0.9680511182108626,0.0,313,9
shuffled_label_q_rf,61,0.4971846897197263,0.965183752417795,0.0,517,17
shuffled_label_q_rf,62,0.4828881089614332,0.900523560209424,0.16666666666666666,382,6
shuffled_label_q_rf,63,0.494925189720855,0.9775280898876404,0.0,178,9
