heldout_run,candidate,sign,train_auc,train_ap,selected
59,q_max_resid,high_bad,0.7760133356729251,0.11865815457611827,
59,q_max_resid,low_bad,0.22398666432707492,0.017367333261885876,
59,q_ds_max_resid,high_bad,0.7709598175118443,0.16573729217600472,
59,q_ds_max_resid,low_bad,0.2290401824881558,0.017350880693411938,
59,q_ds_mean_resid,high_bad,0.7456220389542025,0.09927536963799839,
59,q_ds_mean_resid,low_bad,0.2543779610457975,0.01795912626014764,
59,q_ds_span_resid,high_bad,0.8041761712581155,0.26690277202933915,
59,q_ds_span_resid,low_bad,0.19582382874188456,0.016920533954256047,
59,q_b2_minus_ds_mean_resid,high_bad,0.6007194244604317,0.043985118922379336,
59,q_b2_minus_ds_mean_resid,low_bad,0.39928057553956836,0.02763548889145396,
59,__selected__,high_bad,,,q_ds_span_resid
60,q_max_resid,high_bad,0.7818165596002855,0.12161163430848894,
60,q_max_resid,low_bad,0.2181834403997145,0.01670518432767838,
60,q_ds_max_resid,high_bad,0.782762312633833,0.1821963374376643,
60,q_ds_max_resid,low_bad,0.21723768736616703,0.016602585637982135,
60,q_ds_mean_resid,high_bad,0.7536224125624553,0.09916992690006773,
60,q_ds_mean_resid,low_bad,0.24637758743754465,0.017243283616796324,
60,q_ds_span_resid,high_bad,0.804764453961456,0.28492713186567076,
60,q_ds_span_resid,low_bad,0.19523554603854393,0.016370268925748416,
60,q_b2_minus_ds_mean_resid,high_bad,0.6288900785153462,0.04835522333184958,
60,q_b2_minus_ds_mean_resid,low_bad,0.3711099214846538,0.02327271421213109,
60,__selected__,high_bad,,,q_ds_span_resid
61,q_max_resid,high_bad,0.7731829573934837,0.08221468993424846,
61,q_max_resid,low_bad,0.2268170426065163,0.01602634942579753,
61,q_ds_max_resid,high_bad,0.7483030492898914,0.10227836222212652,
61,q_ds_max_resid,low_bad,0.2516969507101086,0.016368049073524685,
61,q_ds_mean_resid,high_bad,0.7245718462823727,0.06167349102403924,
61,q_ds_mean_resid,low_bad,0.27542815371762747,0.016912528884520026,
61,q_ds_span_resid,high_bad,0.8105419799498748,0.1686911503652868,
61,q_ds_span_resid,low_bad,0.18945802005012533,0.015227107227363786,
61,q_b2_minus_ds_mean_resid,high_bad,0.6545008354218881,0.047540574158912496,
61,q_b2_minus_ds_mean_resid,low_bad,0.3454991645781119,0.019858744721237796,
61,__selected__,high_bad,,,q_ds_span_resid
62,q_max_resid,high_bad,0.7714225853760737,0.10312595575206662,
62,q_max_resid,low_bad,0.22857741462392622,0.019015213635675675,
62,q_ds_max_resid,high_bad,0.77472239681542,0.12920841872162941,
62,q_ds_max_resid,low_bad,0.22527760318457993,0.018856815413735697,
62,q_ds_mean_resid,high_bad,0.7452161463789371,0.07682547473125333,
62,q_ds_mean_resid,low_bad,0.25478385362106293,0.019624433231717336,
62,q_ds_span_resid,high_bad,0.8131852783015574,0.24660757160057456,
62,q_ds_span_resid,low_bad,0.18681472169844263,0.018147540111328818,
62,q_b2_minus_ds_mean_resid,high_bad,0.6004434667225365,0.04689916725335628,
62,q_b2_minus_ds_mean_resid,low_bad,0.3995565332774635,0.028482618050177853,
62,__selected__,high_bad,,,q_ds_span_resid
63,q_max_resid,high_bad,0.7941080729166666,0.1418383419259886,
63,q_max_resid,low_bad,0.20589192708333331,0.015092348120732778,
63,q_ds_max_resid,high_bad,0.78583984375,0.16592684494604537,
63,q_ds_max_resid,low_bad,0.21416015625,0.015133798892720565,
63,q_ds_mean_resid,high_bad,0.7572428385416666,0.0827509365132308,
63,q_ds_mean_resid,low_bad,0.24275716145833334,0.015694699774765522,
63,q_ds_span_resid,high_bad,0.8172037760416666,0.2823841567955058,
63,q_ds_span_resid,low_bad,0.18279622395833334,0.014770085562228674,
63,q_b2_minus_ds_mean_resid,high_bad,0.646484375,0.04475359743412281,
63,q_b2_minus_ds_mean_resid,low_bad,0.353515625,0.02193326326301292,
63,__selected__,high_bad,,,q_ds_span_resid
