method,base_sigma68_ns,base_full_rms_ns,base_tail_frac_abs_gt5ns,base_n_pair_values,kept_sigma68_ns,kept_full_rms_ns,kept_tail_frac_abs_gt5ns,kept_n_pair_values,delta_sigma68_ns,delta_full_rms_ns,delta_tail_frac_abs_gt5ns,delta_sigma68_ns_ci_low,delta_sigma68_ns_ci_high,delta_full_rms_ns_ci_low,delta_full_rms_ns_ci_high,delta_tail_frac_abs_gt5ns_ci_low,delta_tail_frac_abs_gt5ns_ci_high
traditional_matched_q_hand,1.501598207569122,12.05428039086015,0.020936429387133613,2627,1.4947310287952427,9.490037944930261,0.013900245298446443,2446,-0.006867178773879434,-2.5642424459298887,-0.00703618408868717,-0.02098463558197019,0.015948451042177014,-4.033792099390869,-1.0380454815573206,-0.011681671758363776,-0.0025087528208875467
ml_qtemplate_shape_rf,1.501598207569122,12.05428039086015,0.020936429387133613,2627,1.4779239301681517,3.796293361722266,0.0032626427406199023,2452,-0.02367427740097039,-8.257987029137883,-0.01767378664651371,-0.033183389902115,-0.009372294510602465,-10.19060814240124,-6.844481420760636,-0.023096209835893187,-0.012443172660243333
amplitude_only_rf,1.501598207569122,12.05428039086015,0.020936429387133613,2627,1.469530156183243,9.154270205625265,0.010922330097087379,2472,-0.03206805138587909,-2.900010185234885,-0.010014099290046234,-0.052098706722259136,-0.021042929697036916,-3.799572414949724,-2.427959968459021,-0.0132706034197408,-0.007422796757976813
downstream_only_q_rf,1.501598207569122,12.05428039086015,0.020936429387133613,2627,1.4955545740127565,9.599735995276783,0.01282051282051282,2496,-0.006043633556365613,-2.4545443955833672,-0.008115916566620793,-0.014635934495926817,0.005790676689148233,-3.0183508564834085,-1.8072370629102341,-0.010044355627585533,-0.0051013277428371764
shuffled_label_q_rf,1.501598207569122,12.05428039086015,0.020936429387133613,2627,1.5125998957633975,12.119795049760917,0.021369212504946576,2527,0.011001688194275383,0.06551465890076713,0.00043278311781296333,0.001739135551452442,0.02037404422760014,-0.26386233978238505,0.22622197563445573,-0.0003037511352411773,0.0008669278402235294
