method,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,ap_ci_low,ap_ci_high,brier,brier_ci_low,brier_ci_high,ece,ece_ci_low,ece_ci_high
traditional_matched_q_hand,0.8082537565784773,0.7500856653075242,0.8499835109225923,0.23177445626293755,0.12355859647102062,0.4496641287082879,0.026156744382677264,0.02082868140640274,0.03571356063684416,0.01811544531472957,0.0077087726521639765,0.03634959564693334
ml_qtemplate_shape_rf,0.9614697687709856,0.9471552235324568,0.9836116264687693,0.577322485257456,0.44406327231553705,0.664527569094575,0.02795457140766318,0.023842014832734026,0.03297908440015013,0.05886566731825303,0.046299381782022295,0.07226363511862584
amplitude_only_rf,0.8517014740551996,0.8394660105704392,0.8943654646324549,0.2836900177672842,0.2345236782055476,0.3896799673926699,0.04618679761654922,0.04100902081545537,0.05140478677573803,0.10590482631779292,0.08557311547759737,0.1279902444760658
topology_only_rf,0.565135855975996,0.5141272409828387,0.6327088496865432,0.03295919277448694,0.026983919432261808,0.04502308818127264,0.23984483815936627,0.23428390036316613,0.24915854452681,0.44792256132161123,0.4266147861242711,0.4695440986378297
downstream_only_q_rf,0.8759436096492272,0.8316964769647696,0.9086570477247502,0.30583572231659634,0.20953912345009024,0.4355641956521544,0.05973234104251024,0.050853037348468584,0.0718810561260373,0.12368255898626865,0.10321911378521244,0.15330943831333435
shuffled_label_q_rf,0.36260805372323957,0.3195656871218669,0.45464263897373247,0.020734627645019925,0.018158329792445433,0.029125852832949488,0.1094154777442937,0.09446187326425866,0.12034515686494379,0.2491106704957529,0.211547854263014,0.27862200274108834
leaky_dt_ceiling,0.9999999999999999,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.8461284071112365,0.8308757816868624,0.8568614468265053,0.8783884221562187,0.8633968786297286,0.8885049058681055
