method,bootstrap_unit,n_source_units,bootstrap_replicates,detection_ap,detection_ap_ci_low,detection_ap_ci_high,time_sigma68_ns,time_sigma68_ns_ci_low,time_sigma68_ns_ci_high,pileup_miss_rate,pileup_miss_rate_ci_low,pileup_miss_rate_ci_high,false_split_rate,false_split_rate_ci_low,false_split_rate_ci_high,energy_fractional_sigma68,energy_fractional_sigma68_ci_low,energy_fractional_sigma68_ci_high
template_residual_boosted_stack_new,source_run:stave:is_overlap:spacing_bin:ratio_bin,202,400,0.8443056088609824,0.7808896231452042,0.9092432382242924,7.813122823688599,6.9196094798955965,8.681398610726317,0.325,0.26909024459816017,0.37571760599752707,0.17777777777777778,0.15175535846267552,0.20376515122909034,0.06265420992508917,0.052602266910139,0.0728433545917188
gradient_boosted_trees,source_run:stave:is_overlap:spacing_bin:ratio_bin,202,400,0.8421511761305109,0.7782950207510766,0.8999100429001593,7.970934163232069,7.057766407646056,8.4737958120181,0.3277777777777778,0.27057840406357525,0.3857083825265643,0.2,0.1547519175455417,0.24184180859201995,0.06556461371910965,0.05779662427302936,0.07324191479629827
ridge,source_run:stave:is_overlap:spacing_bin:ratio_bin,202,400,0.8337065162029532,0.7604936902399894,0.908566774688679,9.883479335113414,8.556878774520744,10.883337461365567,0.29444444444444445,0.2479295670408289,0.34442594115683095,0.20555555555555555,0.16877705627705628,0.2410154878073975,0.07412669926213039,0.06445238189263813,0.08074976811419969
two_pulse_template_cfd_baseline,source_run:stave:is_overlap:spacing_bin:ratio_bin,202,400,0.6545415207533914,0.563580250020488,0.7579622131123394,11.405215729992506,8.426077472207806,14.549973387463472,0.5916666666666667,0.5288733907286877,0.6549959081376912,0.2361111111111111,0.16666666666666666,0.3123763954664875,0.09121356985203852,0.07410730173024592,0.10087054984679997
1d_cnn,source_run:stave:is_overlap:spacing_bin:ratio_bin,202,400,0.7960591534099072,0.7223829164406367,0.8634255870788776,10.450801605195544,9.43828776471545,11.23227852394545,0.25,0.20512616269105527,0.294452479338843,0.30833333333333335,0.2669661433705315,0.34395810290247525,0.09144913164115356,0.08331818578104945,0.10055504338472447
mlp,source_run:stave:is_overlap:spacing_bin:ratio_bin,202,400,0.7699941960956963,0.6872200866915799,0.8674721955501921,12.540047545683072,10.655597302957398,14.372326728910256,0.6,0.5400456019211022,0.6538649025069638,0.11666666666666667,0.08710773294368888,0.14706103161985515,0.1271781849597859,0.10767246040979393,0.14500240239203985
tiny_sequence_transformer,source_run:stave:is_overlap:spacing_bin:ratio_bin,202,400,0.7715851322700678,0.6855557929205562,0.8567614530077146,13.896451608002568,12.368056816815438,15.272617161902676,0.28888888888888886,0.24922490122676827,0.33700758978156237,0.2722222222222222,0.24021202914175568,0.30173538230884556,0.14199542665809384,0.12463072239159166,0.15217807343952086
