variant,label_stale,variant_kind,run,stave,n,s01_q_median,s01_q_p95,s02_timing_tail_proxy,s04_charge_proxy,p04_q_high_fraction,autoencoder_median,amp_median,peak_mean,n_base,s01_q_median_base,s01_q_p95_base,s02_timing_tail_proxy_base,s04_charge_proxy_base,p04_q_high_fraction_base,autoencoder_median_base,amp_median_base,peak_mean_base,delta_n,reldelta_n,delta_s01_q_median,reldelta_s01_q_median,delta_s01_q_p95,reldelta_s01_q_p95,delta_s02_timing_tail_proxy,reldelta_s02_timing_tail_proxy,delta_s04_charge_proxy,reldelta_s04_charge_proxy,delta_p04_q_high_fraction,reldelta_p04_q_high_fraction,delta_autoencoder_median,reldelta_autoencoder_median,delta_amp_median,reldelta_amp_median,delta_peak_mean,reldelta_peak_mean,byte_sha256,content_sha256,source_byte_match,source_content_match,row_count,source_row_count,row_count_match,byte_mismatch,content_mismatch,row_count_mismatch,traditional_byte_sentinel,traditional_content_sentinel,traditional_replay_sentinel
content_exact,0,benign,31,B2,26948,0.0360453923865702,0.33124334193099386,0.10323586165949236,8.000986561848642,0.009907970906931868,0.0139417185,6754.5,5.863514917619118,26948,0.0360453923865702,0.33124334193099386,0.10323586165949236,8.000986561848642,0.009907970906931868,0.0139417185,6754.5,5.863514917619118,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444106423193316a63b3f0e58ba7ffc5625c88e302ee0d5c2515258dd75edc5f,dbeb2df1c71a87fad8a949683b6420956999eb2de8f4173038f7ae7a389a28f3,False,True,640737,640737,True,1,0,0,1,0,0
content_exact,0,benign,31,B4,592,0.0376518418359548,0.3934969381878377,0.4375,7.338123927381155,0.010135135135135136,0.044632311,2957.25,8.89695945945946,592,0.0376518418359548,0.3934969381878377,0.4375,7.338123927381155,0.010135135135135136,0.044632311,2957.25,8.89695945945946,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444106423193316a63b3f0e58ba7ffc5625c88e302ee0d5c2515258dd75edc5f,dbeb2df1c71a87fad8a949683b6420956999eb2de8f4173038f7ae7a389a28f3,False,True,640737,640737,True,1,0,0,1,0,0
content_exact,0,benign,31,B6,237,0.03026201913346695,0.19378048914358428,0.459915611814346,7.055043704228679,0.012658227848101266,0.031050982,2805.5,9.143459915611814,237,0.03026201913346695,0.19378048914358428,0.459915611814346,7.055043704228679,0.012658227848101266,0.031050982,2805.5,9.143459915611814,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444106423193316a63b3f0e58ba7ffc5625c88e302ee0d5c2515258dd75edc5f,dbeb2df1c71a87fad8a949683b6420956999eb2de8f4173038f7ae7a389a28f3,False,True,640737,640737,True,1,0,0,1,0,0
content_exact,0,benign,31,B8,94,0.0302759553243392,0.0928767467972454,0.4574468085106383,7.415076315686055,0.010638297872340425,0.0301280695,2681.0,9.180851063829786,94,0.0302759553243392,0.0928767467972454,0.4574468085106383,7.415076315686055,0.010638297872340425,0.0301280695,2681.0,9.180851063829786,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444106423193316a63b3f0e58ba7ffc5625c88e302ee0d5c2515258dd75edc5f,dbeb2df1c71a87fad8a949683b6420956999eb2de8f4173038f7ae7a389a28f3,False,True,640737,640737,True,1,0,0,1,0,0
content_exact,0,benign,32,B2,27316,0.0360648185614368,0.3400607582008774,0.10444428173963977,8.013132380006457,0.00992092546492898,0.0141812745,6663.0,5.870076145848587,27316,0.0360648185614368,0.3400607582008774,0.10444428173963977,8.013132380006457,0.00992092546492898,0.0141812745,6663.0,5.870076145848587,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444106423193316a63b3f0e58ba7ffc5625c88e302ee0d5c2515258dd75edc5f,dbeb2df1c71a87fad8a949683b6420956999eb2de8f4173038f7ae7a389a28f3,False,True,640737,640737,True,1,0,0,1,0,0
content_exact,0,benign,32,B4,605,0.0429055049213187,0.31510711000445646,0.42644628099173554,7.395884370406663,0.009917355371900827,0.041247237,3068.0,8.75206611570248,605,0.0429055049213187,0.31510711000445646,0.42644628099173554,7.395884370406663,0.009917355371900827,0.041247237,3068.0,8.75206611570248,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444106423193316a63b3f0e58ba7ffc5625c88e302ee0d5c2515258dd75edc5f,dbeb2df1c71a87fad8a949683b6420956999eb2de8f4173038f7ae7a389a28f3,False,True,640737,640737,True,1,0,0,1,0,0
content_exact,0,benign,32,B6,224,0.0330515967198694,0.35590539515613645,0.42857142857142855,6.989909428608915,0.013392857142857142,0.0378437725,2743.5,8.897321428571429,224,0.0330515967198694,0.35590539515613645,0.42857142857142855,6.989909428608915,0.013392857142857142,0.0378437725,2743.5,8.897321428571429,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444106423193316a63b3f0e58ba7ffc5625c88e302ee0d5c2515258dd75edc5f,dbeb2df1c71a87fad8a949683b6420956999eb2de8f4173038f7ae7a389a28f3,False,True,640737,640737,True,1,0,0,1,0,0
content_exact,0,benign,32,B8,95,0.0337718869667838,0.39449512977962486,0.4,7.239252336448598,0.010526315789473684,0.037845116,2744.0,8.926315789473684,95,0.0337718869667838,0.39449512977962486,0.4,7.239252336448598,0.010526315789473684,0.037845116,2744.0,8.926315789473684,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444106423193316a63b3f0e58ba7ffc5625c88e302ee0d5c2515258dd75edc5f,dbeb2df1c71a87fad8a949683b6420956999eb2de8f4173038f7ae7a389a28f3,False,True,640737,640737,True,1,0,0,1,0,0
content_exact,0,benign,33,B2,47724,0.033688547695213,0.07824635295177451,0.1015841086245914,8.34382499876344,0.009994971083731456,0.012493455,6394.5,5.973179113234432,47724,0.033688547695213,0.07824635295177451,0.1015841086245914,8.34382499876344,0.009994971083731456,0.012493455,6394.5,5.973179113234432,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444106423193316a63b3f0e58ba7ffc5625c88e302ee0d5c2515258dd75edc5f,dbeb2df1c71a87fad8a949683b6420956999eb2de8f4173038f7ae7a389a28f3,False,True,640737,640737,True,1,0,0,1,0,0
content_exact,0,benign,33,B4,559,0.0338972788415121,0.2334126708061933,0.5992844364937389,6.843490980009752,0.01073345259391771,0.060798068,2934.0,10.23076923076923,559,0.0338972788415121,0.2334126708061933,0.5992844364937389,6.843490980009752,0.01073345259391771,0.060798068,2934.0,10.23076923076923,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444106423193316a63b3f0e58ba7ffc5625c88e302ee0d5c2515258dd75edc5f,dbeb2df1c71a87fad8a949683b6420956999eb2de8f4173038f7ae7a389a28f3,False,True,640737,640737,True,1,0,0,1,0,0
