method,metric,value,ci_low,ci_high,bootstrap_unit
traditional_byte_hash,balanced_accuracy,0.5,0.5,0.5,run
traditional_byte_hash,false_alarm_rate,1.0,1.0,1.0,run
traditional_byte_hash,stale_detection_rate,1.0,1.0,1.0,run
traditional_content_replay,balanced_accuracy,0.8272727272727272,0.8151515151515151,0.8424242424242424,run
traditional_content_replay,false_alarm_rate,0.0,0.0,0.0,run
traditional_content_replay,stale_detection_rate,0.6545454545454544,0.6242424242424243,0.6848484848484849,run
