split,method,method_prefix,threshold,n_events,n_positive,n_accepted_positive,failure_rate,time_rms_ns,time_sigma68_ns,charge_fractional_bias,charge_fractional_res68,detection_ap,detection_auc,failure_rate_ci_low,failure_rate_ci_high,time_rms_ns_ci_low,time_rms_ns_ci_high,time_sigma68_ns_ci_low,time_sigma68_ns_ci_high,charge_fractional_bias_ci_low,charge_fractional_bias_ci_high,charge_fractional_res68_ci_low,charge_fractional_res68_ci_high
heldout,bounded_template_fit_score,trad,-0.2,1200,600,492,0.18000000000000005,13.832628007152188,6.463134846680857,-0.025125336541145796,0.09223603512700242,0.7526723370081942,0.7092125,0.18000000000000005,0.18000000000000005,13.790322692062249,13.874804330775094,6.250957602268048,6.617520114727947,-0.03419696927288085,-0.02018941907490479,0.08912149277854392,0.09644504903938628
heldout,bounded_template_fit_score,trad,-0.1,1200,600,490,0.18333333333333335,13.606522445357095,6.453645194662761,-0.02446959898919046,0.09198359903783329,0.7526723370081942,0.7092125,0.18333333333333335,0.18333333333333335,13.562367439154393,13.650534625331623,6.181951550508491,6.59544808561888,-0.033746512004455116,-0.019344702096471187,0.08912149277854392,0.0963315447071387
heldout,bounded_template_fit_score,trad,0.0,1200,600,481,0.19833333333333336,13.577560558185954,6.421994054883058,-0.02418955234435685,0.09175939295384992,0.7526723370081942,0.7092125,0.18999999999999995,0.20666666666666667,13.487079545087965,13.669324522539771,6.130661207857369,6.555881452724535,-0.03354269177376155,-0.019344702096471187,0.09000212188272215,0.09425395312499954
heldout,bounded_template_fit_score,trad,0.05,1200,600,442,0.2633333333333333,13.639203322193362,6.6329101381474525,-0.02281986688916583,0.09518780971082123,0.7526723370081942,0.7092125,0.2533333333333333,0.2733333333333333,13.447962379102567,13.832953986965478,6.629070800307613,6.783990371417556,-0.029177075215430923,-0.016960058325482197,0.08817085753089329,0.0995793136246253
heldout,bounded_template_fit_score,trad,0.1,1200,600,414,0.31000000000000005,13.728114286811392,6.932390398489659,-0.02334440098980408,0.09284960282724405,0.7526723370081942,0.7092125,0.29666666666666663,0.32333333333333336,13.477112401258871,13.984233658162568,6.8550677242804845,6.959175858045636,-0.029220263214718385,-0.021034136053338395,0.08865109625902087,0.09845004092034962
heldout,bounded_template_fit_score,trad,0.15,1200,600,400,0.33333333333333337,13.78585070832083,6.999127710718083,-0.023110488957668623,0.09376358353351633,0.7526723370081942,0.7092125,0.31333333333333335,0.3533333333333334,13.332512451004106,14.251452977122328,6.818129806094586,7.091687349184355,-0.0282043700027884,-0.021202045098642437,0.08837961457474391,0.10069237060242195
heldout,bounded_template_fit_score,trad,0.2,1200,600,380,0.3666666666666667,13.509526460760835,6.899599215815011,-0.022529870585521215,0.09339093150578846,0.7526723370081942,0.7092125,0.33999999999999997,0.3933333333333333,13.489469477934323,13.531312929825866,6.782440846168578,7.0686604084210725,-0.0282043700027884,-0.01878525906369536,0.08853746449946398,0.09830582104347478
heldout,bounded_template_fit_score,trad,0.25,1200,600,362,0.3966666666666666,13.185401593154936,6.83787550256429,-0.020808096242839767,0.09335348873194865,0.7526723370081942,0.7092125,0.3766666666666667,0.41666666666666663,12.879388564813786,13.504736857709794,6.792850417576082,6.854464352252142,-0.029220263214718385,-0.01644732379902221,0.08809598264413288,0.09783453436707099
heldout,bounded_template_fit_score,trad,0.3,1200,600,348,0.42000000000000004,13.165308925645475,6.87055818418599,-0.019845708270419274,0.0933966992674378,0.7526723370081942,0.7092125,0.4,0.43999999999999995,12.82215476746093,13.523314843293829,6.800806395699693,6.943443173972877,-0.024557641777427926,-0.015758751929498972,0.0880149493376717,0.09794159397846156
heldout,bounded_template_fit_score,trad,0.35,1200,600,334,0.44333333333333336,13.00352000038468,6.826178079364455,-0.020556361672834866,0.09415762042572931,0.7526723370081942,0.7092125,0.42333333333333334,0.4633333333333334,12.803232943290535,13.215352439071225,6.63632728901955,6.968958508007201,-0.029220263214718385,-0.015070180059975735,0.09010436246402961,0.09811613579209612
heldout,bounded_template_fit_score,trad,0.4,1200,600,316,0.4733333333333334,12.497398312621927,6.912775192603859,-0.022706824048851305,0.0937105261680207,0.7526723370081942,0.7092125,0.45333333333333337,0.4933333333333333,12.077713834959221,12.87416365832371,6.214130302528232,7.262263196192484,-0.034533785479186424,-0.015758751929498972,0.09072787980349192,0.09627205703852959
heldout,bounded_template_fit_score,trad,0.45,1200,600,304,0.4933333333333333,12.409666602636163,6.689806962258366,-0.02334440098980408,0.09402504893528338,0.7526723370081942,0.7092125,0.47,0.5166666666666666,12.230730162436299,12.570627292281673,6.232480193640608,7.052446223225385,-0.03777557880432476,-0.017472792851942184,0.09177917957236828,0.09627205703852959
heldout,bounded_template_fit_score,trad,0.5,1200,600,281,0.5316666666666667,11.869986467523459,6.758308382760035,-0.026472370129020116,0.09047057563205566,0.7526723370081942,0.7092125,0.5266666666666666,0.5366666666666666,11.652345723902181,12.088278936316819,6.327147260000947,7.101301484697933,-0.03777557880432476,-0.019797885087433006,0.08505186014760177,0.09582824162117445
heldout,bounded_template_fit_score,trad,0.6,1200,600,239,0.6016666666666667,10.583701275402893,6.16521821713265,-0.03415035931564558,0.08385270036630568,0.7526723370081942,0.7092125,0.5966666666666667,0.6066666666666667,10.378058235707993,10.790503471623204,5.889837966547123,6.544525558298703,-0.03838002403323063,-0.030629794396161036,0.08293767787954201,0.08922905492309102
