split,method,method_prefix,threshold,n_events,n_positive,n_accepted_positive,failure_rate,time_rms_ns,time_sigma68_ns,charge_fractional_bias,charge_fractional_res68,detection_ap,detection_auc,failure_rate_ci_low,failure_rate_ci_high,time_rms_ns_ci_low,time_rms_ns_ci_high,time_sigma68_ns_ci_low,time_sigma68_ns_ci_high,charge_fractional_bias_ci_low,charge_fractional_bias_ci_high,charge_fractional_res68_ci_low,charge_fractional_res68_ci_high
heldout,bounded_template_fit_score,trad,0.7,1200,600,191,0.6816666666666666,8.685147534196913,5.632882419749131,-0.05046677334836454,0.07838489604800689,0.7526723370081942,0.7092125,0.6799999999999999,0.6833333333333333,8.280070780867213,9.076141380369934,5.398021541724935,6.070736576834013,-0.06760219397425642,-0.03966908772842132,0.07542507950509394,0.07973323181114522
heldout,bounded_template_fit_score,trad,0.8,1200,600,144,0.76,6.737928092322595,4.89109638435696,-0.049133790467474174,0.07321322069296687,0.7526723370081942,0.7092125,0.7566666666666666,0.7633333333333333,6.6927929800879165,6.781538464131705,4.89109638435696,5.062649718465657,-0.06654734890021469,-0.04279498129341963,0.06682250865827984,0.07513628263217882
heldout,compact_cnn_probability,ml,0.05,1200,600,592,0.013333333333333308,10.180571650616448,8.261867902766568,0.004941073865756471,0.0841647914952008,0.8684145380015449,0.8542555555555557,0.00666666666666671,0.020000000000000018,10.00692166469508,10.349035829219451,8.074304790984925,8.345554829107753,-0.0016771635264608803,0.009155438231377436,0.08170665586981622,0.0884485188158336
heldout,compact_cnn_probability,ml,0.1,1200,600,583,0.02833333333333332,10.208657101603542,8.234530851974029,0.0054006828799475935,0.08487085616578971,0.8684145380015449,0.8542555555555557,0.020000000000000018,0.036666666666666625,10.04608104368191,10.365983455316815,8.058822715239149,8.355206998188471,-0.000734416671244781,0.009423425433813633,0.08220040212733737,0.09041477634691313
heldout,compact_cnn_probability,ml,0.15,1200,600,570,0.050000000000000044,10.257182190669397,8.226629545386501,0.004829433765570004,0.08362247026521291,0.8684145380015449,0.8542555555555557,0.043333333333333335,0.05666666666666664,10.109725766340949,10.400536574168806,8.02393733499181,8.379139409660748,-0.000734416671244781,0.0083110704334504,0.08202768718084195,0.08666259423610365
heldout,compact_cnn_probability,ml,0.2,1200,600,560,0.06666666666666665,10.272895368544068,8.238347486667738,0.005220560907913518,0.08347735750872198,0.8684145380015449,0.8542555555555557,0.053333333333333344,0.07999999999999996,10.12483416069914,10.414769230938562,7.9916915014089165,8.423741016309094,0.0008997509617982493,0.008016800217913414,0.08145632155798671,0.08653197149260475
heldout,compact_cnn_probability,ml,0.25,1200,600,540,0.09999999999999998,10.067977759004778,8.169723239552654,0.005427590444341731,0.08134320343006304,0.8684145380015449,0.8542555555555557,0.09999999999999998,0.09999999999999998,10.057924283351765,10.078021205672897,7.920946042394337,8.37729082566697,0.00048792091782314277,0.009155438231377436,0.07772277223080878,0.08653197149260475
heldout,compact_cnn_probability,ml,0.3,1200,600,528,0.12,10.073000160143057,8.207698838162763,0.0055568846765629,0.08065460121046948,0.8684145380015449,0.8542555555555557,0.1166666666666667,0.1233333333333333,10.043568385624951,10.102125029457001,7.96556728701046,8.37729082566697,0.0007501025781303426,0.009322326136151549,0.07719436946097916,0.08623493700788068
heldout,compact_cnn_probability,ml,0.35,1200,600,506,0.15666666666666662,10.043649309009572,8.148655382968597,0.008016800217913414,0.08217507898689802,0.8684145380015449,0.8542555555555557,0.15333333333333332,0.16000000000000003,9.967207433241596,10.118918630074852,7.920946042394337,8.460032210878172,0.0008997509617982493,0.010114552314405986,0.078537439716415,0.08653197149260475
heldout,compact_cnn_probability,ml,0.4,1200,600,490,0.18333333333333335,10.013616245353864,8.210966053206167,0.008016800217913414,0.07864476507503497,0.8684145380015449,0.8542555555555557,0.18000000000000005,0.18666666666666665,9.996123913979662,10.031221077547965,7.920946042394337,8.526416725552199,0.00048792091782314277,0.01031122567663881,0.07483580090499513,0.08449022358983282
heldout,compact_cnn_probability,ml,0.45,1200,600,478,0.20333333333333337,9.980072451630841,8.205551054877802,0.009155438231377436,0.07828879315284154,0.8684145380015449,0.8542555555555557,0.20333333333333337,0.20333333333333337,9.927513067317772,10.032356481796116,7.920946042394337,8.547810495055819,0.0013585056319927427,0.011012849774587196,0.07389812819491237,0.0834949140688063
heldout,compact_cnn_probability,ml,0.5,1200,600,463,0.2283333333333334,10.009265624734077,8.232626046519629,0.011012849774587196,0.07982517706341302,0.8684145380015449,0.8542555555555557,0.21999999999999997,0.2366666666666667,9.875745487557458,10.143885757889946,7.924448930830528,8.558625879764463,0.005454498008735868,0.013872458956218003,0.07490279608420944,0.08544771329987608
heldout,compact_cnn_probability,ml,0.55,1200,600,445,0.2583333333333333,9.967573862588518,8.208923377577712,0.011166603861113587,0.0797005736104725,0.8684145380015449,0.8542555555555557,0.2533333333333333,0.2633333333333333,9.841373200981344,10.093877662011032,7.911268881518231,8.580556454713117,0.005454498008735868,0.01430731248161252,0.07425610630548304,0.08543511950811288
heldout,compact_cnn_probability,ml,0.6,1200,600,420,0.30000000000000004,9.910231648489193,8.197600345851486,0.0116230591963523,0.08043507589911708,0.8684145380015449,0.8542555555555557,0.29666666666666663,0.30333333333333334,9.859935005876627,9.95980115247121,7.892077773015123,8.562794284183465,0.005454498008735868,0.014470061901827147,0.0749045996317733,0.08477024678963087
heldout,compact_cnn_probability,ml,0.65,1200,600,404,0.32666666666666666,9.811088989053019,8.135423948524194,0.010728947490084715,0.08106816933853027,0.8684145380015449,0.8542555555555557,0.32666666666666666,0.32666666666666666,9.803765135787756,9.818407379231486,7.882053731907051,8.353523546092617,0.006892426165923131,0.012839934691314564,0.07582194667829462,0.08543511950811288
heldout,compact_cnn_probability,ml,0.7,1200,600,385,0.3583333333333333,9.863040991388482,8.162432326041277,0.011166603861113587,0.08165426484728228,0.8684145380015449,0.8542555555555557,0.3533333333333334,0.3633333333333333,9.818249489654907,9.908328747127836,7.907337519185087,8.526681689239517,0.005454498008735868,0.01430731248161252,0.07526212080550221,0.08738228854653093
heldout,compact_cnn_probability,ml,0.75,1200,600,359,0.4016666666666666,9.806717391440412,8.024863658889782,0.012520589827691081,0.08193054827889981,0.8684145380015449,0.8542555555555557,0.3966666666666666,0.4066666666666666,9.68425339838905,9.925678089204702,7.762767816640311,8.33266493476009,0.0070861408516402335,0.014144563061397894,0.07505236470886975,0.08802346368309802
heldout,compact_cnn_probability,ml,0.8,1200,600,327,0.45499999999999996,9.77522663415377,7.983784326876219,0.01501370820026301,0.08096433709881559,0.8684145380015449,0.8542555555555557,0.44666666666666666,0.4633333333333334,9.751927422701089,9.799191418657859,7.5341594743250795,8.39462613148671,0.014742895789114615,0.015111310498699584,0.07582194667829462,0.08727721396917618
heldout,compact_cnn_probability,ml,0.85,1200,600,284,0.5266666666666666,9.778778885116301,8.1984316780124,0.013872458956218003,0.08303168891638639,0.8684145380015449,0.8542555555555557,0.5166666666666666,0.5366666666666666,9.697685607761072,9.855890214004983,7.801234297939992,8.338460687837541,0.013600354851038112,0.014742895789114615,0.08011341611019174,0.08671692116643546
heldout,compact_cnn_probability,ml,0.9,1200,600,243,0.595,9.447932998776885,7.9293884614045425,0.014144563061397894,0.08320878020515654,0.8684145380015449,0.8542555555555557,0.5900000000000001,0.6,9.223311895698858,9.662044399237049,7.354946361340251,8.456110547317248,0.005454498008735868,0.014579135630830452,0.07880777602336245,0.08687626440776006
heldout,compact_cnn_probability,ml,0.95,1200,600,170,0.7166666666666667,8.963454694834576,7.265106821481044,0.01053403242909717,0.08074208109646888,0.8684145380015449,0.8542555555555557,0.7166666666666667,0.7166666666666667,8.890783094445347,9.03554182659949,6.417260344165849,7.77909100117034,0.0007501025781303426,0.01501370820026301,0.07617745760004668,0.08367714747243737
