bin,bin_value,method,method_prefix,threshold,n_events,n_positive,n_accepted_positive,failure_rate,time_rms_ns,time_sigma68_ns,charge_fractional_bias,charge_fractional_res68,detection_ap,detection_auc
true_sep_sample,0.5,compact_cnn_probability,ml,0.05,70,70,68,0.02857142857142858,11.438366250591693,10.727666317507756,-0.0007852555181054119,0.07270540941152286,,
true_sep_sample,0.5,compact_cnn_probability,ml,0.1,70,70,66,0.05714285714285716,11.544582559057579,10.761420173726632,-0.0007852555181054119,0.0702797012587233,,
true_sep_sample,0.5,compact_cnn_probability,ml,0.15,70,70,63,0.09999999999999998,11.667854035471736,10.95800390414652,-0.0026199103816769796,0.06979256793215953,,
true_sep_sample,0.5,compact_cnn_probability,ml,0.2,70,70,63,0.09999999999999998,11.667854035471736,10.95800390414652,-0.0026199103816769796,0.06979256793215953,,
true_sep_sample,0.5,compact_cnn_probability,ml,0.25,70,70,60,0.1428571428571429,11.809781993947492,10.800400935624836,0.004052617089162943,0.07009711257109245,,
true_sep_sample,0.5,compact_cnn_probability,ml,0.3,70,70,56,0.19999999999999996,11.942634375747927,11.064262159286477,0.007683452633155065,0.07076607260666441,,
true_sep_sample,0.5,compact_cnn_probability,ml,0.35,70,70,50,0.2857142857142857,12.507704767496296,11.252812456813363,0.011339144747126006,0.06526028418252935,,
true_sep_sample,0.5,compact_cnn_probability,ml,0.4,70,70,48,0.3142857142857143,12.555386821197969,11.315858838964601,0.011339144747126006,0.06308947111768748,,
true_sep_sample,0.5,compact_cnn_probability,ml,0.45,70,70,47,0.3285714285714286,12.484793996714501,11.218810082057697,0.012233244288669778,0.0615785289407383,,
true_sep_sample,0.5,compact_cnn_probability,ml,0.5,70,70,45,0.3571428571428571,12.648518652234241,11.435783654690894,0.014731222429996164,0.06126180564630558,,
true_sep_sample,0.5,compact_cnn_probability,ml,0.55,70,70,39,0.44285714285714284,12.629077179222989,11.393796204414626,0.014731222429996164,0.05993880830951326,,
true_sep_sample,0.5,compact_cnn_probability,ml,0.6,70,70,29,0.5857142857142856,13.640831165006622,13.36235522964196,0.012233244288669778,0.06126491708282031,,
true_sep_sample,0.5,compact_cnn_probability,ml,0.65,70,70,25,0.6428571428571428,13.777671538541584,11.897109720510775,0.010445045205582234,0.06221413195225076,,
true_sep_sample,0.5,compact_cnn_probability,ml,0.7,70,70,19,0.7285714285714286,14.596792191999018,11.547289724866555,0.024208694866232828,0.06824408158385131,,
true_sep_sample,0.5,compact_cnn_probability,ml,0.75,70,70,16,0.7714285714285715,14.946038958455118,11.515320397708866,0.023029784481600337,0.06694262355733267,,
true_sep_sample,0.5,compact_cnn_probability,ml,0.8,70,70,8,0.8857142857142857,15.525725567502004,14.19589158213925,0.037650058320306344,0.03939548997686776,,
true_sep_sample,0.5,compact_cnn_probability,ml,0.85,70,70,4,0.9428571428571428,19.058667722183973,15.555049009593295,0.03593694065173707,0.027935275532745652,,
true_sep_sample,0.5,compact_cnn_probability,ml,0.9,70,70,1,0.9857142857142858,22.536416358311094,12.130419635772705,0.024208694866232828,0.0,,
true_sep_sample,0.5,compact_cnn_probability,ml,0.95,70,70,0,1.0,,,,,,
true_sep_sample,0.75,bounded_template_fit_score,trad,-0.2,58,58,42,0.27586206896551724,17.92700084284604,3.344226298510388,-0.02633738131766055,0.15211019257095643,,
true_sep_sample,0.75,bounded_template_fit_score,trad,-0.1,58,58,42,0.27586206896551724,17.92700084284604,3.344226298510388,-0.02633738131766055,0.15211019257095643,,
true_sep_sample,0.75,bounded_template_fit_score,trad,0.0,58,58,42,0.27586206896551724,17.92700084284604,3.344226298510388,-0.02633738131766055,0.15211019257095643,,
true_sep_sample,0.75,bounded_template_fit_score,trad,0.05,58,58,39,0.3275862068965517,18.569464957095775,4.048593556880722,-0.022416827745206692,0.14707802480020613,,
true_sep_sample,0.75,bounded_template_fit_score,trad,0.1,58,58,28,0.5172413793103448,21.785157159208485,15.276767559634798,-0.02633738131766055,0.1396515068768484,,
true_sep_sample,0.75,bounded_template_fit_score,trad,0.15,58,58,25,0.5689655172413793,21.783292692887482,15.383080654865477,-0.030257934890114406,0.1355711073728515,,
true_sep_sample,0.75,bounded_template_fit_score,trad,0.2,58,58,21,0.6379310344827587,23.574830338475397,19.947940597015183,-0.022416827745206692,0.13866212222274982,,
true_sep_sample,0.75,bounded_template_fit_score,trad,0.25,58,58,20,0.6551724137931034,24.15701246279509,21.730827859940582,0.0006183921282444729,0.14143940717190864,,
true_sep_sample,0.75,bounded_template_fit_score,trad,0.3,58,58,17,0.7068965517241379,25.04142103684702,21.906294984099326,0.024484136444303552,0.15999289193034988,,
true_sep_sample,0.75,bounded_template_fit_score,trad,0.35,58,58,15,0.7413793103448276,26.642661224815846,24.567152613743858,0.06726369711763514,0.17786499508721926,,
true_sep_sample,0.75,bounded_template_fit_score,trad,0.4,58,58,13,0.7758620689655172,24.176927072548406,17.49647061049278,0.024484136444303552,0.15316443100699118,,
true_sep_sample,0.75,bounded_template_fit_score,trad,0.45,58,58,10,0.8275862068965517,26.860686625012065,23.380869991487295,0.10613699710964283,0.19811959444711136,,
true_sep_sample,0.75,bounded_template_fit_score,trad,0.5,58,58,7,0.8793103448275862,28.62473671999581,23.135107490255976,0.19333100145923926,0.25218635233195164,,
true_sep_sample,0.75,bounded_template_fit_score,trad,0.6,58,58,1,0.9827586206896551,14.64206538327439,7.650000000000002,-0.11335684925951987,0.0,,
true_sep_sample,0.75,bounded_template_fit_score,trad,0.7,58,58,1,0.9827586206896551,14.64206538327439,7.650000000000002,-0.11335684925951987,0.0,,
true_sep_sample,0.75,bounded_template_fit_score,trad,0.8,58,58,0,1.0,,,,,,
true_sep_sample,0.75,compact_cnn_probability,ml,0.05,58,58,56,0.03448275862068961,8.967148452562155,8.378484075793112,0.006255898936041063,0.09242189292154296,,
true_sep_sample,0.75,compact_cnn_probability,ml,0.1,58,58,56,0.03448275862068961,8.967148452562155,8.378484075793112,0.006255898936041063,0.09242189292154296,,
true_sep_sample,0.75,compact_cnn_probability,ml,0.15,58,58,52,0.10344827586206895,9.208440214547597,8.28697029949833,0.004928798835692975,0.08688626185435172,,
true_sep_sample,0.75,compact_cnn_probability,ml,0.2,58,58,46,0.2068965517241379,9.413265432393409,8.25688688735417,0.006255898936041063,0.08475496151225473,,
true_sep_sample,0.75,compact_cnn_probability,ml,0.25,58,58,45,0.22413793103448276,9.486394633481547,8.18815401700074,0.0074713589362026865,0.08402045919571413,,
true_sep_sample,0.75,compact_cnn_probability,ml,0.3,58,58,44,0.24137931034482762,9.499109968903117,8.318811620406523,0.006255898936041063,0.08244646355645788,,
true_sep_sample,0.75,compact_cnn_probability,ml,0.35,58,58,42,0.27586206896551724,9.702659290249152,8.49709543882826,0.008664570761738731,0.08169260302791592,,
true_sep_sample,0.75,compact_cnn_probability,ml,0.4,58,58,40,0.31034482758620685,9.85512646098927,8.68598199756692,0.008664570761738731,0.07733750821947946,,
true_sep_sample,0.75,compact_cnn_probability,ml,0.45,58,58,39,0.3275862068965517,9.860177773121382,8.743149862549938,0.0074713589362026865,0.07892775512532017,,
true_sep_sample,0.75,compact_cnn_probability,ml,0.5,58,58,36,0.3793103448275862,10.138325931137588,8.772227743928479,0.012409429448822333,0.08042596094178324,,
true_sep_sample,0.75,compact_cnn_probability,ml,0.55,58,58,35,0.39655172413793105,10.149761809261435,8.840930356369514,0.014961076310369891,0.08081459057564308,,
true_sep_sample,0.75,compact_cnn_probability,ml,0.6,58,58,33,0.43103448275862066,10.308533059382897,8.9653248146978,0.016125814386151814,0.08118870653012569,,
true_sep_sample,0.75,compact_cnn_probability,ml,0.65,58,58,29,0.5,10.436599612231454,9.356144507167837,0.014961076310369891,0.09426379137924518,,
true_sep_sample,0.75,compact_cnn_probability,ml,0.7,58,58,25,0.5689655172413793,10.780446882336735,9.523503617625478,0.014961076310369891,0.10693788751329358,,
true_sep_sample,0.75,compact_cnn_probability,ml,0.75,58,58,21,0.6379310344827587,10.99635506828068,9.469377536201414,0.0074713589362026865,0.10974540036092531,,
true_sep_sample,0.75,compact_cnn_probability,ml,0.8,58,58,11,0.8103448275862069,13.527637265400648,13.05666283463112,0.10267597933256081,0.1118552748420395,,
true_sep_sample,0.75,compact_cnn_probability,ml,0.85,58,58,6,0.896551724137931,15.829390781364962,14.446087867802138,0.18476394935314466,0.06723261527626323,,
true_sep_sample,0.75,compact_cnn_probability,ml,0.9,58,58,4,0.9310344827586207,17.226385236745795,16.147909425028125,0.18476394935314466,0.03761416530369775,,
true_sep_sample,0.75,compact_cnn_probability,ml,0.95,58,58,0,1.0,,,,,,
true_sep_sample,1.0,bounded_template_fit_score,trad,-0.2,74,74,56,0.2432432432432432,13.03616285517735,7.443771596308729,-0.005972570381946623,0.08896411322383288,,
true_sep_sample,1.0,bounded_template_fit_score,trad,-0.1,74,74,56,0.2432432432432432,13.03616285517735,7.443771596308729,-0.005972570381946623,0.08896411322383288,,
true_sep_sample,1.0,bounded_template_fit_score,trad,0.0,74,74,53,0.28378378378378377,12.73618928904559,7.431645454078003,-0.006388527892826134,0.08891936391806031,,
true_sep_sample,1.0,bounded_template_fit_score,trad,0.05,74,74,39,0.472972972972973,14.544094616443,8.223622414316791,-0.005237795780496462,0.07467824817933676,,
true_sep_sample,1.0,bounded_template_fit_score,trad,0.1,74,74,36,0.5135135135135135,14.673500518398365,8.514647923132948,-0.004857965357674231,0.08032733407878773,,
true_sep_sample,1.0,bounded_template_fit_score,trad,0.15,74,74,33,0.5540540540540541,15.24850441533002,9.401443311710489,-0.005237795780496462,0.08704739620463503,,
true_sep_sample,1.0,bounded_template_fit_score,trad,0.2,74,74,29,0.6081081081081081,14.54756402036764,8.327735410201104,-0.0055566128710671115,0.08058107188906555,,
true_sep_sample,1.0,bounded_template_fit_score,trad,0.25,74,74,25,0.6621621621621622,15.466157908901597,9.268828758010079,-0.004478134934852,0.07898592722025291,,
true_sep_sample,1.0,bounded_template_fit_score,trad,0.3,74,74,22,0.7027027027027026,16.392944863628475,10.112182284810828,-0.004240403501205109,0.09321753228091267,,
true_sep_sample,1.0,bounded_template_fit_score,trad,0.35,74,74,21,0.7162162162162162,16.73101595392894,10.411335044306364,-0.004002672067558218,0.08992729486485974,,
true_sep_sample,1.0,bounded_template_fit_score,trad,0.4,74,74,18,0.7567567567567568,15.346132484068052,10.438920918615786,-0.004857965357674231,0.06030016924743155,,
true_sep_sample,1.0,bounded_template_fit_score,trad,0.45,74,74,16,0.7837837837837838,16.237892641494366,11.220953892302674,-0.004857965357674231,0.05493513525325129,,
true_sep_sample,1.0,bounded_template_fit_score,trad,0.5,74,74,16,0.7837837837837838,16.237892641494366,11.220953892302674,-0.004857965357674231,0.05493513525325129,,
true_sep_sample,1.0,bounded_template_fit_score,trad,0.6,74,74,14,0.8108108108108107,17.02080345576718,13.071151910807657,-0.004857965357674231,0.05679523362925687,,
true_sep_sample,1.0,bounded_template_fit_score,trad,0.7,74,74,5,0.9324324324324325,9.253688356227965,9.312853999006533,-0.004478134934852,0.03544182651604742,,
true_sep_sample,1.0,bounded_template_fit_score,trad,0.8,74,74,1,0.9864864864864865,13.896544351114212,6.8,-0.1363817055753606,0.0,,
true_sep_sample,1.0,compact_cnn_probability,ml,0.05,74,74,73,0.013513513513513487,9.408006972611943,7.413432805027291,0.010177406147695385,0.08048159776197449,,
true_sep_sample,1.0,compact_cnn_probability,ml,0.1,74,74,69,0.06756756756756754,9.502187218039209,7.425377820341575,0.011402531578782129,0.08326994540101501,,
true_sep_sample,1.0,compact_cnn_probability,ml,0.15,74,74,67,0.09459459459459463,9.559543293403767,7.403287162196191,0.011402531578782129,0.08386933057149425,,
true_sep_sample,1.0,compact_cnn_probability,ml,0.2,74,74,65,0.1216216216216216,9.683044143277264,7.503851239818478,0.012520589827691081,0.08354325529280825,,
true_sep_sample,1.0,compact_cnn_probability,ml,0.25,74,74,59,0.20270270270270274,9.809133882472542,7.464149581646543,0.011402531578782129,0.08154782331681909,,
true_sep_sample,1.0,compact_cnn_probability,ml,0.3,74,74,57,0.22972972972972971,9.966743661403433,7.582103919166664,0.012520589827691081,0.083133095468504,,
true_sep_sample,1.0,compact_cnn_probability,ml,0.35,74,74,54,0.2702702702702703,10.229939265290279,7.803684789110585,0.011348997987693232,0.0829954760125745,,
true_sep_sample,1.0,compact_cnn_probability,ml,0.4,74,74,50,0.32432432432432434,10.409079180522378,7.938055438011539,0.011348997987693232,0.08290652125191578,,
true_sep_sample,1.0,compact_cnn_probability,ml,0.45,74,74,46,0.3783783783783784,10.757455513399982,8.495661772917495,0.013495325864759114,0.08168817696342884,,
true_sep_sample,1.0,compact_cnn_probability,ml,0.5,74,74,45,0.3918918918918919,10.872314408579099,8.509873892287388,0.014470061901827147,0.08235694570478314,,
true_sep_sample,1.0,compact_cnn_probability,ml,0.55,74,74,44,0.4054054054054054,10.977114550146654,8.571586285584626,0.013495325864759114,0.08267052563497371,,
true_sep_sample,1.0,compact_cnn_probability,ml,0.6,74,74,39,0.472972972972973,11.351207850580831,8.584297260331361,0.012520589827691081,0.08231620028539824,,
true_sep_sample,1.0,compact_cnn_probability,ml,0.65,74,74,37,0.5,11.62375403373488,8.862247023603095,0.012520589827691081,0.08416542006055612,,
true_sep_sample,1.0,compact_cnn_probability,ml,0.7,74,74,34,0.5405405405405406,12.04494034665017,9.218769774132735,0.013495325864759114,0.0787299730438801,,
true_sep_sample,1.0,compact_cnn_probability,ml,0.75,74,74,28,0.6216216216216216,12.916241200646056,10.423202105090237,0.023060840574079238,0.07449738135543121,,
true_sep_sample,1.0,compact_cnn_probability,ml,0.8,74,74,21,0.7162162162162162,14.299492073534692,11.987758025300344,0.02724160320868452,0.0717005791812428,,
true_sep_sample,1.0,compact_cnn_probability,ml,0.85,74,74,16,0.7837837837837838,15.714068319906673,15.382723458696095,0.060852037239966364,0.06375863082538072,,
true_sep_sample,1.0,compact_cnn_probability,ml,0.9,74,74,11,0.8513513513513513,17.3387663351448,17.39815052572406,0.08915939164326961,0.058171580379239404,,
true_sep_sample,1.0,compact_cnn_probability,ml,0.95,74,74,5,0.9324324324324325,19.956847097531497,19.710270751290906,0.08915939164326961,0.13507343952698925,,
true_sep_sample,1.5,bounded_template_fit_score,trad,-0.2,63,63,42,0.33333333333333337,15.304080657922238,9.476043305451064,-0.0038803481522113256,0.08388410970636481,,
true_sep_sample,1.5,bounded_template_fit_score,trad,-0.1,63,63,42,0.33333333333333337,15.304080657922238,9.476043305451064,-0.0038803481522113256,0.08388410970636481,,
true_sep_sample,1.5,bounded_template_fit_score,trad,0.0,63,63,41,0.3492063492063492,15.444947649050365,9.375257462619642,-0.005096484336215578,0.08497394390337118,,
true_sep_sample,1.5,bounded_template_fit_score,trad,0.05,63,63,39,0.38095238095238093,15.683697691232346,9.404655328530248,-0.005096484336215578,0.08309583891308672,,
true_sep_sample,1.5,bounded_template_fit_score,trad,0.1,63,63,37,0.4126984126984127,15.966408043147272,9.395699084782695,-0.005096484336215578,0.08252181696010688,,
true_sep_sample,1.5,bounded_template_fit_score,trad,0.15,63,63,34,0.46031746031746035,16.562167382607726,9.417904253274983,-0.0038803481522113256,0.08258309324991447,,
true_sep_sample,1.5,bounded_template_fit_score,trad,0.2,63,63,31,0.5079365079365079,16.412349156430242,9.067924119522235,-0.0026642119682070736,0.07165146506475407,,
true_sep_sample,1.5,bounded_template_fit_score,trad,0.25,63,63,29,0.5396825396825398,15.924035404574918,8.859751706512366,-0.0026642119682070736,0.06753153091096802,,
true_sep_sample,1.5,bounded_template_fit_score,trad,0.3,63,63,28,0.5555555555555556,16.10981329599906,9.042483130544271,-0.0038803481522113256,0.06794654101960516,,
true_sep_sample,1.5,bounded_template_fit_score,trad,0.35,63,63,27,0.5714285714285714,16.398374310995585,9.246011042367979,-0.0026642119682070736,0.06836155112824231,,
true_sep_sample,1.5,bounded_template_fit_score,trad,0.4,63,63,25,0.6031746031746033,17.015176436937942,9.276496084888386,-0.0026642119682070736,0.07107648429917915,,
true_sep_sample,1.5,bounded_template_fit_score,trad,0.45,63,63,23,0.6349206349206349,15.824499052411856,8.041991196620316,-0.005096484336215578,0.07386919681297721,,
true_sep_sample,1.5,bounded_template_fit_score,trad,0.5,63,63,17,0.7301587301587302,12.474822242069015,4.932170105573283,-0.005096484336215578,0.042728537892026436,,
true_sep_sample,1.5,bounded_template_fit_score,trad,0.6,63,63,13,0.7936507936507937,14.07402198901188,7.681665858586948,-0.005096484336215578,0.06339772280204707,,
true_sep_sample,1.5,bounded_template_fit_score,trad,0.7,63,63,8,0.873015873015873,7.079958609914661,4.334574576594234,-0.008001209018165482,0.016564028913816864,,
true_sep_sample,1.5,bounded_template_fit_score,trad,0.8,63,63,5,0.9206349206349207,7.631233577529463,6.6749822206586416,-0.0057601819294602246,0.043392432412504865,,
true_sep_sample,1.5,compact_cnn_probability,ml,0.05,63,63,61,0.031746031746031744,11.323903916144035,10.213342255358548,0.028309389128432685,0.07551955266350155,,
true_sep_sample,1.5,compact_cnn_probability,ml,0.1,63,63,60,0.04761904761904767,11.386033251799237,10.23846321594343,0.029249965401591322,0.07694114218440587,,
true_sep_sample,1.5,compact_cnn_probability,ml,0.15,63,63,58,0.07936507936507942,11.499307289270678,10.006416236580392,0.027730661511630565,0.07397040188311683,,
true_sep_sample,1.5,compact_cnn_probability,ml,0.2,63,63,56,0.11111111111111116,11.307194372193749,9.703740585156893,0.027730661511630565,0.07128462381347642,,
true_sep_sample,1.5,compact_cnn_probability,ml,0.25,63,63,53,0.15873015873015872,11.075198437196144,9.669557385711759,0.027151933894828444,0.06917193287292334,,
true_sep_sample,1.5,compact_cnn_probability,ml,0.3,63,63,50,0.2063492063492064,10.846319023766029,9.6944814978294,0.02601527216701654,0.06702245402486741,,
true_sep_sample,1.5,compact_cnn_probability,ml,0.35,63,63,50,0.2063492063492064,10.846319023766029,9.6944814978294,0.02601527216701654,0.06702245402486741,,
true_sep_sample,1.5,compact_cnn_probability,ml,0.4,63,63,49,0.2222222222222222,10.859258209453264,9.477678960168607,0.024878610439204633,0.06633587098446306,,
true_sep_sample,1.5,compact_cnn_probability,ml,0.45,63,63,47,0.25396825396825395,10.504300277862532,9.292435061495553,0.027151933894828444,0.06371972466755749,,
true_sep_sample,1.5,compact_cnn_probability,ml,0.5,63,63,47,0.25396825396825395,10.504300277862532,9.292435061495553,0.027151933894828444,0.06371972466755749,,
true_sep_sample,1.5,compact_cnn_probability,ml,0.55,63,63,42,0.33333333333333337,10.411404103571426,9.19276201537364,0.030863629021445103,0.05810841128271255,,
true_sep_sample,1.5,compact_cnn_probability,ml,0.6,63,63,40,0.3650793650793651,10.564022669046826,9.36228154588182,0.030863629021445103,0.054775882193043884,,
true_sep_sample,1.5,compact_cnn_probability,ml,0.65,63,63,40,0.3650793650793651,10.564022669046826,9.36228154588182,0.030863629021445103,0.054775882193043884,,
true_sep_sample,1.5,compact_cnn_probability,ml,0.7,63,63,38,0.39682539682539686,10.788767961406402,9.54853883757853,0.030863629021445103,0.055078461681898463,,
true_sep_sample,1.5,compact_cnn_probability,ml,0.75,63,63,31,0.5079365079365079,11.383524640755592,10.036120714026632,0.03304232957898153,0.05404706841343504,,
true_sep_sample,1.5,compact_cnn_probability,ml,0.8,63,63,30,0.5238095238095238,11.20723751794177,9.822562785854533,0.032970748162349614,0.05471410198474785,,
true_sep_sample,1.5,compact_cnn_probability,ml,0.85,63,63,24,0.6190476190476191,11.414540471937656,10.488619658884508,0.04688359491058367,0.056728670668834955,,
true_sep_sample,1.5,compact_cnn_probability,ml,0.9,63,63,16,0.746031746031746,12.052987426741053,11.460935757113786,0.05075655131006067,0.05571465234171705,,
true_sep_sample,1.5,compact_cnn_probability,ml,0.95,63,63,7,0.8888888888888888,14.658304566661085,15.238600175603523,0.055350194938127185,0.042903591248430906,,
true_sep_sample,2.0,bounded_template_fit_score,trad,-0.2,69,69,56,0.18840579710144922,14.407767197357627,8.39213228927838,-0.018707952775362344,0.08555445586111039,,
true_sep_sample,2.0,bounded_template_fit_score,trad,-0.1,69,69,56,0.18840579710144922,14.407767197357627,8.39213228927838,-0.018707952775362344,0.08555445586111039,,
true_sep_sample,2.0,bounded_template_fit_score,trad,0.0,69,69,55,0.2028985507246377,14.419327972090862,8.434378990584715,-0.016381769497386293,0.0793436206973873,,
true_sep_sample,2.0,bounded_template_fit_score,trad,0.05,69,69,51,0.26086956521739135,14.756513623199993,8.427687256629202,-0.014322649190257766,0.08423360284693672,,
true_sep_sample,2.0,bounded_template_fit_score,trad,0.1,69,69,48,0.30434782608695654,15.046311690899259,8.04123362163195,-0.01350518289218532,0.08201271614579173,,
true_sep_sample,2.0,bounded_template_fit_score,trad,0.15,69,69,47,0.3188405797101449,15.108044698678977,7.942744617570675,-0.012687716594112872,0.08332183943997333,,
true_sep_sample,2.0,bounded_template_fit_score,trad,0.2,69,69,47,0.3188405797101449,15.108044698678977,7.942744617570675,-0.012687716594112872,0.08332183943997333,,
true_sep_sample,2.0,bounded_template_fit_score,trad,0.25,69,69,46,0.33333333333333337,15.269661224671095,8.138787430263607,-0.011175839336150493,0.07930746572814806,,
true_sep_sample,2.0,bounded_template_fit_score,trad,0.3,69,69,43,0.37681159420289856,15.000826222428673,8.408862214408172,-0.009663962078188112,0.0771971899240334,,
true_sep_sample,2.0,bounded_template_fit_score,trad,0.35,69,69,42,0.3913043478260869,15.164217559073732,8.603252769757237,-0.004010957321994769,0.07784650555606867,,
true_sep_sample,2.0,bounded_template_fit_score,trad,0.4,69,69,38,0.4492753623188406,15.03005553124909,9.03051153924844,0.0039634175275683045,0.08132268545110291,,
true_sep_sample,2.0,bounded_template_fit_score,trad,0.45,69,69,36,0.4782608695652174,14.991412901055202,8.94995107184814,0.008626807091878831,0.08613698618274594,,
true_sep_sample,2.0,bounded_template_fit_score,trad,0.5,69,69,32,0.536231884057971,15.57288296683247,9.256504474904547,0.0039634175275683045,0.08072089785964753,,
true_sep_sample,2.0,bounded_template_fit_score,trad,0.6,69,69,24,0.6521739130434783,14.937984308707092,10.353598846932318,-0.011175839336150493,0.10667880170108499,,
true_sep_sample,2.0,bounded_template_fit_score,trad,0.7,69,69,16,0.7681159420289855,12.074976644822682,9.881596901790683,-0.04472855059921542,0.08509449059992237,,
true_sep_sample,2.0,bounded_template_fit_score,trad,0.8,69,69,12,0.8260869565217391,9.638940519098192,8.306590494133257,-0.06335479865324414,0.06963469419228126,,
true_sep_sample,2.0,compact_cnn_probability,ml,0.05,69,69,69,0.0,8.241824499335815,6.831072759738741,0.010051698481116585,0.09406486901610323,,
true_sep_sample,2.0,compact_cnn_probability,ml,0.1,69,69,69,0.0,8.241824499335815,6.831072759738741,0.010051698481116585,0.09406486901610323,,
true_sep_sample,2.0,compact_cnn_probability,ml,0.15,69,69,68,0.01449275362318836,8.273045882565892,6.819107906693748,0.01053227412785189,0.09284186586576149,,
true_sep_sample,2.0,compact_cnn_probability,ml,0.2,69,69,68,0.01449275362318836,8.273045882565892,6.819107906693748,0.01053227412785189,0.09284186586576149,,
true_sep_sample,2.0,compact_cnn_probability,ml,0.25,69,69,65,0.05797101449275366,8.03962142454938,6.816778611245253,0.009524524731475716,0.09161681880629637,,
true_sep_sample,2.0,compact_cnn_probability,ml,0.3,69,69,63,0.08695652173913049,8.099104729238121,6.854988213162305,0.010051698481116585,0.08848968876586161,,
true_sep_sample,2.0,compact_cnn_probability,ml,0.35,69,69,59,0.14492753623188404,8.167833884735293,6.79663933724101,0.010051698481116585,0.0875200059521032,,
true_sep_sample,2.0,compact_cnn_probability,ml,0.4,69,69,56,0.18840579710144922,8.258862196678008,6.8852659476040365,0.01053227412785189,0.08421732289161483,,
true_sep_sample,2.0,compact_cnn_probability,ml,0.45,69,69,54,0.21739130434782605,8.309084650142806,6.859460739565818,0.012306602312812654,0.083726563996492,,
true_sep_sample,2.0,compact_cnn_probability,ml,0.5,69,69,49,0.28985507246376807,8.657082689956223,6.928300903787029,0.022803171047449146,0.08495507397159659,,
true_sep_sample,2.0,compact_cnn_probability,ml,0.55,69,69,49,0.28985507246376807,8.657082689956223,6.928300903787029,0.022803171047449146,0.08495507397159659,,
true_sep_sample,2.0,compact_cnn_probability,ml,0.6,69,69,48,0.30434782608695654,8.745588066861577,6.953674715054117,0.026307415270343207,0.08246506378544806,,
true_sep_sample,2.0,compact_cnn_probability,ml,0.65,69,69,45,0.34782608695652173,8.581613260759967,6.87889703409766,0.022803171047449146,0.08839362725868052,,
true_sep_sample,2.0,compact_cnn_probability,ml,0.7,69,69,44,0.3623188405797102,8.639109983547394,6.910505774309104,0.018201762949243628,0.08362499774398455,,
true_sep_sample,2.0,compact_cnn_probability,ml,0.75,69,69,43,0.37681159420289856,8.708919993442723,6.940558895882479,0.022803171047449146,0.08483602515076837,,
true_sep_sample,2.0,compact_cnn_probability,ml,0.8,69,69,39,0.4347826086956522,8.98476488069324,6.961969901785237,0.022803171047449146,0.08220354646999299,,
