bin,bin_value,method,method_prefix,threshold,n_events,n_positive,n_accepted_positive,failure_rate,time_rms_ns,time_sigma68_ns,charge_fractional_bias,charge_fractional_res68,detection_ap,detection_auc
true_ratio,0.25,bounded_template_fit_score,trad,-0.2,122,122,100,0.180327868852459,18.818434201913533,9.777049087262089,-0.014112697423221288,0.10592595160507695,,
true_ratio,0.25,bounded_template_fit_score,trad,-0.1,122,122,98,0.19672131147540983,18.06751300526933,9.648721862287294,-0.012397370005568746,0.10538554614609674,,
true_ratio,0.25,bounded_template_fit_score,trad,0.0,122,122,92,0.24590163934426235,18.115690297336,9.707112680240193,-0.012397370005568746,0.10516919544407281,,
true_ratio,0.25,bounded_template_fit_score,trad,0.05,122,122,77,0.3688524590163934,17.88085817976873,9.880777059431217,-0.009944441097946585,0.11566133372588289,,
true_ratio,0.25,bounded_template_fit_score,trad,0.1,122,122,65,0.4672131147540983,18.06234335322787,10.721325208674859,-0.009944441097946585,0.12438958350950363,,
true_ratio,0.25,bounded_template_fit_score,trad,0.15,122,122,61,0.5,18.562621080269327,11.240594933807893,-0.009663962078188112,0.13202823785583634,,
true_ratio,0.25,bounded_template_fit_score,trad,0.2,122,122,53,0.5655737704918034,17.695842968277923,11.579257490896891,-0.009663962078188112,0.1331641962218793,,
true_ratio,0.25,bounded_template_fit_score,trad,0.25,122,122,48,0.6065573770491803,16.971397983903053,11.590598808108936,-0.009804201588067349,0.10449859002657563,,
true_ratio,0.25,bounded_template_fit_score,trad,0.3,122,122,45,0.6311475409836065,17.34743630150141,11.550358079834238,-0.009663962078188112,0.10531874323384496,,
true_ratio,0.25,bounded_template_fit_score,trad,0.35,122,122,44,0.639344262295082,17.511160688442793,11.811395510974727,-0.009804201588067349,0.10949303940001606,,
true_ratio,0.25,bounded_template_fit_score,trad,0.4,122,122,42,0.6557377049180328,17.777725669422693,11.840051699286208,-0.009303039188736682,0.12010010303140632,,
true_ratio,0.25,bounded_template_fit_score,trad,0.45,122,122,42,0.6557377049180328,17.777725669422693,11.840051699286208,-0.009303039188736682,0.12010010303140632,,
true_ratio,0.25,bounded_template_fit_score,trad,0.5,122,122,41,0.6639344262295082,17.976254659617382,12.036715718136373,-0.008942116299285251,0.12540363484710157,,
true_ratio,0.25,bounded_template_fit_score,trad,0.6,122,122,30,0.7540983606557377,14.638567340136019,10.522050249974455,-0.009303039188736682,0.08383329416766126,,
true_ratio,0.25,bounded_template_fit_score,trad,0.7,122,122,14,0.8852459016393442,12.452572930339286,7.96781473099538,-0.04317826876812614,0.07008387468577582,,
true_ratio,0.25,bounded_template_fit_score,trad,0.8,122,122,8,0.9344262295081968,12.731150489546152,8.085472867328036,-0.04317826876812614,0.09405358001647529,,
true_ratio,0.25,compact_cnn_probability,ml,0.05,122,122,121,0.008196721311475419,12.107277892388419,9.786322937496848,0.0007372187322544009,0.07594156997165423,,
true_ratio,0.25,compact_cnn_probability,ml,0.1,122,122,115,0.05737704918032782,12.267306625824714,9.943927146240044,0.0013585056319927427,0.07834076181134406,,
true_ratio,0.25,compact_cnn_probability,ml,0.15,122,122,112,0.08196721311475408,12.316278701755735,9.964743067767099,0.0010478621821235717,0.0781621822231072,,
true_ratio,0.25,compact_cnn_probability,ml,0.2,122,122,106,0.1311475409836066,12.428695307657042,9.789311139499091,0.00359503065289846,0.07560135944294749,,
true_ratio,0.25,compact_cnn_probability,ml,0.25,122,122,97,0.20491803278688525,11.97514909489194,9.658858903147085,0.004391788191452697,0.07336060561693183,,
true_ratio,0.25,compact_cnn_probability,ml,0.3,122,122,95,0.2213114754098361,12.056565398508582,9.77034291014121,0.004391788191452697,0.07273905487052693,,
true_ratio,0.25,compact_cnn_probability,ml,0.35,122,122,89,0.2704918032786885,12.11542551139483,10.37577812391502,0.0077225300023764255,0.07284368042707665,,
true_ratio,0.25,compact_cnn_probability,ml,0.4,122,122,82,0.3278688524590164,12.110437371707214,10.278224186144996,0.006588514005556147,0.07185928803612432,,
true_ratio,0.25,compact_cnn_probability,ml,0.45,122,122,79,0.35245901639344257,12.101140157031654,10.351932067901263,0.008330354323110394,0.06906117659001632,,
true_ratio,0.25,compact_cnn_probability,ml,0.5,122,122,77,0.3688524590163934,12.21716052477025,10.705610694247012,0.008717783694544599,0.06892382125997006,,
true_ratio,0.25,compact_cnn_probability,ml,0.55,122,122,74,0.39344262295081966,12.39054436208223,11.043550726416605,0.008524069008827496,0.06994944164748723,,
true_ratio,0.25,compact_cnn_probability,ml,0.6,122,122,70,0.42622950819672134,12.445740299383948,10.8036732366217,0.009581414450063417,0.06979641008628609,,
true_ratio,0.25,compact_cnn_probability,ml,0.65,122,122,67,0.4508196721311475,12.210894599922876,9.91061416151844,0.008717783694544599,0.07247995462019632,,
true_ratio,0.25,compact_cnn_probability,ml,0.7,122,122,62,0.4918032786885246,12.43769819763961,10.25473586379413,0.008524069008827496,0.071215465256421,,
true_ratio,0.25,compact_cnn_probability,ml,0.75,122,122,55,0.5491803278688525,12.19554556018005,9.81160473196205,0.005454498008735868,0.07052380627432442,,
true_ratio,0.25,compact_cnn_probability,ml,0.8,122,122,48,0.6065573770491803,12.528096185456512,10.181060144501398,0.011730339741829608,0.05887856115888833,,
true_ratio,0.25,compact_cnn_probability,ml,0.85,122,122,37,0.6967213114754098,12.605435111324798,9.329158895761413,0.0002257392575159429,0.06572599261924045,,
true_ratio,0.25,compact_cnn_probability,ml,0.9,122,122,28,0.7704918032786885,12.504749863841205,8.262166921156286,0.0007921224447543429,0.07122226315091085,,
true_ratio,0.25,compact_cnn_probability,ml,0.95,122,122,17,0.860655737704918,12.43970938524009,7.909897334196109,0.005454498008735868,0.07121778933434161,,
true_ratio,0.5,bounded_template_fit_score,trad,-0.2,168,168,129,0.2321428571428571,13.684582028370464,7.8390581962620445,-0.029220263214718385,0.10162376565646913,,
true_ratio,0.5,bounded_template_fit_score,trad,-0.1,168,168,129,0.2321428571428571,13.684582028370464,7.8390581962620445,-0.029220263214718385,0.10162376565646913,,
true_ratio,0.5,bounded_template_fit_score,trad,0.0,168,168,128,0.23809523809523814,13.721823933743222,7.8313227534733665,-0.0302792588323355,0.10168576192943757,,
true_ratio,0.5,bounded_template_fit_score,trad,0.05,168,168,116,0.30952380952380953,14.197345096448565,8.31399925685069,-0.02429662594172327,0.10805421205913071,,
true_ratio,0.5,bounded_template_fit_score,trad,0.1,168,168,110,0.34523809523809523,14.487005088543434,8.185928148095702,-0.0302792588323355,0.1078948460892833,,
