bin,bin_value,method,method_prefix,threshold,n_events,n_positive,n_accepted_positive,failure_rate,time_rms_ns,time_sigma68_ns,charge_fractional_bias,charge_fractional_res68,detection_ap,detection_auc
true_ratio,0.5,bounded_template_fit_score,trad,0.15,168,168,107,0.36309523809523814,14.111554692630573,8.141777990871054,-0.03133825444995261,0.10582308848126672,,
true_ratio,0.5,bounded_template_fit_score,trad,0.2,168,168,102,0.3928571428571429,14.157496572243971,8.116179149828533,-0.0302792588323355,0.09873224021155022,,
true_ratio,0.5,bounded_template_fit_score,trad,0.25,168,168,99,0.4107142857142857,13.435981111288735,8.001875810545549,-0.02322415756284133,0.10106859597914652,,
true_ratio,0.5,bounded_template_fit_score,trad,0.3,168,168,97,0.42261904761904767,13.5562393594365,8.026156220074892,-0.021034136053338395,0.1033991029836693,,
true_ratio,0.5,bounded_template_fit_score,trad,0.35,168,168,92,0.45238095238095233,13.223520476311919,8.074600224778564,-0.02622221038877986,0.10229061864318775,,
true_ratio,0.5,bounded_template_fit_score,trad,0.4,168,168,86,0.48809523809523814,12.57357954168901,8.774854495347089,-0.03455691662713868,0.0942448664463516,,
true_ratio,0.5,bounded_template_fit_score,trad,0.45,168,168,82,0.5119047619047619,12.731889922410955,8.714401616739302,-0.03948988136733439,0.0991470654055801,,
true_ratio,0.5,bounded_template_fit_score,trad,0.5,168,168,71,0.5773809523809523,11.68433354717131,9.478328997262672,-0.04120418393034402,0.0788566099857804,,
true_ratio,0.5,bounded_template_fit_score,trad,0.6,168,168,62,0.6309523809523809,10.76072983028204,9.963506791277052,-0.055653251767381014,0.082256669584292,,
true_ratio,0.5,bounded_template_fit_score,trad,0.7,168,168,46,0.7261904761904762,9.941413970398328,8.675277295611712,-0.06184162732220594,0.07994106313075099,,
true_ratio,0.5,bounded_template_fit_score,trad,0.8,168,168,31,0.8154761904761905,8.047920891554545,5.808841123310209,-0.0622569128913049,0.0706234171312682,,
true_ratio,0.5,compact_cnn_probability,ml,0.05,168,168,164,0.023809523809523836,9.902156090872884,7.703834062985091,-0.00917297316137567,0.09844777882482358,,
true_ratio,0.5,compact_cnn_probability,ml,0.1,168,168,162,0.0357142857142857,9.953658230463894,7.929408150777135,-0.007970564913103429,0.09788089847394588,,
true_ratio,0.5,compact_cnn_probability,ml,0.15,168,168,156,0.0714285714285714,10.032892484648078,8.198890337829164,-0.010363423741012234,0.09620803868756866,,
true_ratio,0.5,compact_cnn_probability,ml,0.2,168,168,154,0.08333333333333337,10.047898804449913,8.208117380121372,-0.010363423741012234,0.09653282736194896,,
true_ratio,0.5,compact_cnn_probability,ml,0.25,168,168,148,0.11904761904761907,9.7756965091694,7.699686050003047,-0.01098933674999006,0.09527075584045941,,
true_ratio,0.5,compact_cnn_probability,ml,0.3,168,168,143,0.14880952380952384,9.863523661713447,8.22524023954385,-0.010752921619597205,0.09541757676183944,,
true_ratio,0.5,compact_cnn_probability,ml,0.35,168,168,131,0.22023809523809523,9.682437408697105,7.309099684392218,-0.009622108080110497,0.09836889939531557,,
true_ratio,0.5,compact_cnn_probability,ml,0.4,168,168,126,0.25,9.714814857754915,7.420587777914387,-0.007970564913103429,0.09183899390223864,,
true_ratio,0.5,compact_cnn_probability,ml,0.45,168,168,122,0.27380952380952384,9.732456164491802,7.540915828260406,-0.0056460077900787765,0.09036988534794349,,
true_ratio,0.5,compact_cnn_probability,ml,0.5,168,168,114,0.3214285714285714,9.77510612239192,7.700514467342264,-0.0033936410373145514,0.09113962157469288,,
true_ratio,0.5,compact_cnn_probability,ml,0.55,168,168,107,0.36309523809523814,9.91861424838256,8.04159546841969,0.0048417087956335,0.08666761749572838,,
true_ratio,0.5,compact_cnn_probability,ml,0.6,168,168,100,0.40476190476190477,9.633367927390912,7.7381486854470625,-0.0033936410373145514,0.08565038620303304,,
true_ratio,0.5,compact_cnn_probability,ml,0.65,168,168,96,0.4285714285714286,9.613040386108075,7.660127722038229,-0.0033936410373145514,0.08612091459822588,,
true_ratio,0.5,compact_cnn_probability,ml,0.7,168,168,90,0.4642857142857143,9.749292730639098,8.1471020491628,-0.0033936410373145514,0.08604830252189949,,
true_ratio,0.5,compact_cnn_probability,ml,0.75,168,168,85,0.49404761904761907,9.82120826338662,8.611024570851775,-0.003753810975609756,0.08646043653758281,,
true_ratio,0.5,compact_cnn_probability,ml,0.8,168,168,78,0.5357142857142857,9.513428890798645,8.554577287971085,0.005121195837790547,0.08592587269348002,,
true_ratio,0.5,compact_cnn_probability,ml,0.85,168,168,71,0.5773809523809523,9.703064741432401,8.703222896201964,0.0048417087956335,0.08951992506134013,,
true_ratio,0.5,compact_cnn_probability,ml,0.9,168,168,62,0.6309523809523809,8.66995099480317,8.245430846215521,-0.004541232042883958,0.08260506845118679,,
true_ratio,0.5,compact_cnn_probability,ml,0.95,168,168,45,0.7321428571428572,8.204463606223966,8.14669109367907,0.0054006828799475935,0.08069868094476673,,
true_ratio,0.75,bounded_template_fit_score,trad,-0.2,155,155,134,0.13548387096774195,12.108595982586403,6.108351337199748,-0.02066798978204657,0.08217519824676074,,
true_ratio,0.75,bounded_template_fit_score,trad,-0.1,155,155,134,0.13548387096774195,12.108595982586403,6.108351337199748,-0.02066798978204657,0.08217519824676074,,
true_ratio,0.75,bounded_template_fit_score,trad,0.0,155,155,133,0.14193548387096777,12.095351338906616,6.036216247962672,-0.02058205643234114,0.08161695745814285,,
true_ratio,0.75,bounded_template_fit_score,trad,0.05,155,155,129,0.16774193548387095,12.246850579813989,5.977338933970571,-0.018225816030919537,0.08238175068386516,,
true_ratio,0.75,bounded_template_fit_score,trad,0.1,155,155,122,0.2129032258064516,12.432840091296825,6.185195417838412,-0.01784930444143086,0.08183093834798125,,
true_ratio,0.75,bounded_template_fit_score,trad,0.15,155,155,118,0.2387096774193549,12.632998934727825,6.199150576106231,-0.01784930444143086,0.08481264837221679,,
true_ratio,0.75,bounded_template_fit_score,trad,0.2,155,155,114,0.2645161290322581,12.387084038448611,6.200185335364625,-0.01671382430485606,0.08736524147384858,,
true_ratio,0.75,bounded_template_fit_score,trad,0.25,155,155,112,0.2774193548387097,12.479233798753356,6.2116663545100135,-0.01671382430485606,0.08855013711999907,,
true_ratio,0.75,bounded_template_fit_score,trad,0.3,155,155,107,0.3096774193548387,11.94343984150542,6.199938005439472,-0.015954855757769938,0.08809705451823023,,
true_ratio,0.75,bounded_template_fit_score,trad,0.35,155,155,103,0.3354838709677419,12.098409436890478,6.198411462350235,-0.015954855757769938,0.08664275793115488,,
true_ratio,0.75,bounded_template_fit_score,trad,0.4,155,155,98,0.367741935483871,11.672964434063548,6.2217440898379905,-0.01671382430485606,0.08998306640386385,,
true_ratio,0.75,bounded_template_fit_score,trad,0.45,155,155,95,0.3870967741935484,11.638061282113208,6.18528001734535,-0.017472792851942184,0.09118662232598823,,
true_ratio,0.75,bounded_template_fit_score,trad,0.5,155,155,90,0.4193548387096774,11.133527787618462,6.350210415109782,-0.01671382430485606,0.08972815188459801,,
true_ratio,0.75,bounded_template_fit_score,trad,0.6,155,155,73,0.5290322580645161,10.72930845762237,5.758866374218263,-0.020530666913328593,0.08762256145032266,,
true_ratio,0.75,bounded_template_fit_score,trad,0.7,155,155,64,0.5870967741935484,8.357367859385475,5.131802516588383,-0.026459077347432688,0.07896104511781404,,
true_ratio,0.75,bounded_template_fit_score,trad,0.8,155,155,50,0.6774193548387097,5.6412265302477085,4.300877943037927,-0.03060666324820878,0.08654176386118978,,
true_ratio,0.75,compact_cnn_probability,ml,0.05,155,155,152,0.01935483870967747,9.501604994679953,8.095662981547505,0.020045745730692864,0.08232791001021389,,
true_ratio,0.75,compact_cnn_probability,ml,0.1,155,155,151,0.02580645161290318,9.485113607819226,8.092348218655365,0.021622518556213506,0.08255370165591454,,
true_ratio,0.75,compact_cnn_probability,ml,0.15,155,155,151,0.02580645161290318,9.485113607819226,8.092348218655365,0.021622518556213506,0.08255370165591454,,
true_ratio,0.75,compact_cnn_probability,ml,0.2,155,155,150,0.032258064516129004,9.50376424808,8.132048208712899,0.020045745730692864,0.08195021195073321,,
true_ratio,0.75,compact_cnn_probability,ml,0.25,155,155,147,0.05161290322580647,9.43311543814576,8.048937051740968,0.018468972905172226,0.0806704902341795,,
true_ratio,0.75,compact_cnn_probability,ml,0.3,155,155,144,0.07096774193548383,9.503889906063298,8.130814706953059,0.022212844801831326,0.08004091042540055,,
true_ratio,0.75,compact_cnn_probability,ml,0.35,155,155,141,0.0903225806451613,9.5545807967583,8.119057265779148,0.021622518556213506,0.08019678979884393,,
true_ratio,0.75,compact_cnn_probability,ml,0.4,155,155,140,0.09677419354838712,9.568629965593614,8.153699780269154,0.020045745730692864,0.07916651429084318,,
true_ratio,0.75,compact_cnn_probability,ml,0.45,155,155,139,0.10322580645161294,9.595783489141644,8.10575826870265,0.021622518556213506,0.07948622752752489,,
true_ratio,0.75,compact_cnn_probability,ml,0.5,155,155,136,0.1225806451612903,9.564124964083126,8.068036216231047,0.022879391217309433,0.08003099547828485,,
true_ratio,0.75,compact_cnn_probability,ml,0.55,155,155,134,0.13548387096774195,9.611370044363898,8.098819798086877,0.022992654927172805,0.08018694663602187,,
true_ratio,0.75,compact_cnn_probability,ml,0.6,155,155,128,0.17419354838709677,9.558941153227885,8.18263472004427,0.025320801155281653,0.08144370200356499,,
true_ratio,0.75,compact_cnn_probability,ml,0.65,155,155,123,0.20645161290322578,9.468259649368111,8.13398489113001,0.02981165949323727,0.08155728083570976,,
true_ratio,0.75,compact_cnn_probability,ml,0.7,155,155,121,0.21935483870967742,9.473727688085209,8.063492947397677,0.02981165949323727,0.08175687607718125,,
true_ratio,0.75,compact_cnn_probability,ml,0.75,155,155,115,0.25806451612903225,9.392948093886885,8.002529297917565,0.0314999354742581,0.07882712811112946,,
true_ratio,0.75,compact_cnn_probability,ml,0.8,155,155,108,0.3032258064516129,9.3082210479737,7.748821482912341,0.03248682944917185,0.0789567218351335,,
true_ratio,0.75,compact_cnn_probability,ml,0.85,155,155,94,0.3935483870967742,9.437277804890611,7.719531393818337,0.03281434578504276,0.07760125061064621,,
true_ratio,0.75,compact_cnn_probability,ml,0.9,155,155,82,0.47096774193548385,9.5775183804065,7.662980866602649,0.03281434578504276,0.0775045846153977,,
true_ratio,0.75,compact_cnn_probability,ml,0.95,155,155,56,0.6387096774193548,9.348243293297953,6.91407122529481,0.032598648862490726,0.0787596940259325,,
true_ratio,1.0,bounded_template_fit_score,trad,-0.2,155,155,129,0.16774193548387095,10.755330452002223,4.229381738352449,-0.04734055350172921,0.06742296565833748,,
true_ratio,1.0,bounded_template_fit_score,trad,-0.1,155,155,129,0.16774193548387095,10.755330452002223,4.229381738352449,-0.04734055350172921,0.06742296565833748,,
true_ratio,1.0,bounded_template_fit_score,trad,0.0,155,155,128,0.17419354838709677,10.796965834804102,4.286524058928917,-0.04724300315790017,0.06653032196570122,,
true_ratio,1.0,bounded_template_fit_score,trad,0.05,155,155,120,0.22580645161290325,11.133987350480592,4.54154873346996,-0.042249842770020474,0.06786449485944496,,
true_ratio,1.0,bounded_template_fit_score,trad,0.1,155,155,117,0.2451612903225806,11.27454246483795,4.646686616393143,-0.04170470424662131,0.06678280998658737,,
true_ratio,1.0,bounded_template_fit_score,trad,0.15,155,155,114,0.2645161290322581,11.41773143046276,4.751051569547469,-0.044970217053745376,0.0669315585152375,,
true_ratio,1.0,bounded_template_fit_score,trad,0.2,155,155,111,0.28387096774193543,11.55469606643533,4.792077058741279,-0.04279498129341963,0.06834338211347528,,
true_ratio,1.0,bounded_template_fit_score,trad,0.25,155,155,103,0.3354838709677419,11.573381799482183,4.833333731749308,-0.04170470424662131,0.07682000776818647,,
true_ratio,1.0,bounded_template_fit_score,trad,0.3,155,155,99,0.3612903225806452,11.757770650837356,4.842948717070708,-0.04170470424662131,0.08396841924934054,,
true_ratio,1.0,bounded_template_fit_score,trad,0.35,155,155,95,0.3870967741935484,11.154822336660704,4.852563702392109,-0.04279498129341963,0.07992152881491765,,
true_ratio,1.0,bounded_template_fit_score,trad,0.4,155,155,90,0.4193548387096774,10.072513348948632,4.801860660401509,-0.04925715878045894,0.06774614267139327,,
true_ratio,1.0,bounded_template_fit_score,trad,0.45,155,155,85,0.4516129032258065,9.319456048245167,4.717722276744183,-0.051041993266196656,0.06710460721122544,,
true_ratio,1.0,bounded_template_fit_score,trad,0.5,155,155,79,0.4903225806451613,8.339166973762948,4.848581460365091,-0.06219387863098392,0.06744953351230232,,
true_ratio,1.0,bounded_template_fit_score,trad,0.6,155,155,74,0.5225806451612903,8.02031889134903,4.647834715692749,-0.06494914778559946,0.05937687985931984,,
true_ratio,1.0,bounded_template_fit_score,trad,0.7,155,155,67,0.567741935483871,6.932685347726131,4.552793244120959,-0.0692439619848434,0.06115208130919357,,
true_ratio,1.0,bounded_template_fit_score,trad,0.8,155,155,55,0.6451612903225806,5.463738089649907,4.325700621543334,-0.06865703904829815,0.052366502595555135,,
true_ratio,1.0,compact_cnn_probability,ml,0.05,155,155,155,0.0,9.441523249330736,7.902138132155711,0.0083110704334504,0.07048271343803644,,
true_ratio,1.0,compact_cnn_probability,ml,0.1,155,155,155,0.0,9.441523249330736,7.902138132155711,0.0083110704334504,0.07048271343803644,,
true_ratio,1.0,compact_cnn_probability,ml,0.15,155,155,151,0.02580645161290318,9.522489868644351,7.964510482674851,0.0083110704334504,0.06907233982527294,,
true_ratio,1.0,compact_cnn_probability,ml,0.2,155,155,150,0.032258064516129004,9.531680160628888,8.016117964161246,0.008917797582463059,0.06931435452950041,,
true_ratio,1.0,compact_cnn_probability,ml,0.25,155,155,148,0.04516129032258065,9.586850949155851,8.05182155579555,0.009691153659375246,0.0690534096370634,,
true_ratio,1.0,compact_cnn_probability,ml,0.3,155,155,146,0.058064516129032295,9.37989551382487,7.8790723477883775,0.009691153659375246,0.06884846758975346,,
true_ratio,1.0,compact_cnn_probability,ml,0.35,155,155,145,0.06451612903225812,9.405013918487933,7.935935307868009,0.009857782587274775,0.06902839263993141,,
true_ratio,1.0,compact_cnn_probability,ml,0.4,155,155,142,0.08387096774193548,9.343745737862331,7.9288274378580565,0.009691153659375246,0.06744181699123944,,
true_ratio,1.0,compact_cnn_probability,ml,0.45,155,155,138,0.10967741935483866,9.202314370041416,7.971473929707851,0.009691153659375246,0.06733149631232715,,
true_ratio,1.0,compact_cnn_probability,ml,0.5,155,155,136,0.1225806451612903,9.219396775236708,8.006589429686436,0.01001759436748508,0.067360041333928,,
true_ratio,1.0,compact_cnn_probability,ml,0.55,155,155,130,0.16129032258064513,8.746748077127714,7.422160718856301,0.01001759436748508,0.0678613182510498,,
true_ratio,1.0,compact_cnn_probability,ml,0.6,155,155,122,0.2129032258064516,8.792047178810853,7.378656959928911,0.008917797582463059,0.06959458381599998,,
true_ratio,1.0,compact_cnn_probability,ml,0.65,155,155,118,0.2387096774193549,8.733245073763237,7.4288763517498,0.007891214684826543,0.06965862974824436,,
true_ratio,1.0,compact_cnn_probability,ml,0.7,155,155,112,0.2774193548387097,8.68452403002856,7.3532336436933905,0.008917797582463059,0.070819726408646,,
true_ratio,1.0,compact_cnn_probability,ml,0.75,155,155,104,0.3290322580645161,8.770847978086035,7.357389986388393,0.008917797582463059,0.07229053009555839,,
true_ratio,1.0,compact_cnn_probability,ml,0.8,155,155,93,0.4,8.857226254385312,7.186416415396222,0.0074713589362026865,0.07239488797717386,,
true_ratio,1.0,compact_cnn_probability,ml,0.85,155,155,82,0.47096774193548385,8.710600415071227,7.02443917599391,0.007891214684826543,0.07138685329319658,,
true_ratio,1.0,compact_cnn_probability,ml,0.9,155,155,71,0.5419354838709678,8.500624986830934,6.7486115597115255,-0.003667175133759189,0.07220026924828964,,
true_ratio,1.0,compact_cnn_probability,ml,0.95,155,155,52,0.6645161290322581,7.7270684817684705,6.493907963064164,-0.009453725228076462,0.06897608523437596,,
