method,family,n,bias_frac,res68_frac,mae_mev,res68_ci95,bias_ci95,mae_mev_ci95
geant4_birks_lookup,traditional_geant4_birks,332852,-0.02309863561869246,0.040243978309137673,1.0824359599765987,"[0.038875465193291964, 0.04172506053113311]","[-0.026800786368623764, -0.01827097607337531]","[0.9532844910522955, 1.2545136477676626]"
gradient_boosted_trees,ml_tree,332852,-0.017275408034420188,0.05321025022780252,0.953952502514497,"[0.045368553864080646, 0.06616009888064636]","[-0.020751440518541237, -0.011599316927621693]","[0.8454247829743262, 1.0653769514339564]"
physics_residual_mlp,neural_physics_residual,332852,0.004773796244462073,0.05833800048343544,0.9556386915525216,"[0.0479286916464445, 0.0702561976455981]","[-0.001687227388831758, 0.010113805628340907]","[0.8463183456710451, 1.0966313813552604]"
ridge,ml_linear,332852,-0.017116954966867694,0.090238886038165,1.3295913065721552,"[0.07947510263102939, 0.11641371405800592]","[-0.028059592456755676, 0.0033202143262952358]","[1.2179700582723985, 1.4955464970028747]"
1d_cnn,neural_waveform,332852,-0.1841439508141008,0.2514370452741083,3.8163722238055824,"[0.2442343759198823, 0.2650389338147679]","[-0.19502822928165328, -0.1649543222829743]","[3.5489724232237334, 4.018731828810863]"
old_power_law,traditional_empirical,332852,-0.2976286676105966,0.4623579585257029,7.862802886004956,"[0.4444323132172778, 0.5503432951667282]","[-0.3508743779767923, -0.14513120595342927]","[7.420115676414602, 8.265444354735767]"
mlp,neural_tabular,332852,-0.7379777810540377,0.7640562309263929,12.310046587558787,"[0.7529290217571692, 0.7761228966598616]","[-0.7493511196960705, -0.6628610143026387]","[10.356260054446006, 13.853620351576515]"
