energy_bin_mev,energy_lo_mev,energy_hi_mev,method,n,median_truth_target_mev,bias_frac,res68_frac,mae_mev,res68_ci95,bias_ci95,mae_mev_ci95
"[16.885, 21.297)",16.884817046828253,21.297208999452813,geant4_birks_lookup,66574,19.522017635692162,-0.029957560821255287,0.03423506077820838,0.7200361756760643,"[0.033412608091695044, 0.03592478309906194]","[-0.03140417519385057, -0.028716964680996295]","[0.6383351269788329, 0.8741486320042103]"
"[16.885, 21.297)",16.884817046828253,21.297208999452813,ridge,66574,19.522017635692162,-0.03843771874577335,0.07596470886575189,1.3003253802812833,"[0.07410101277724467, 0.07965066925934049]","[-0.05164877451845843, -0.004759024638987493]","[1.2007743819022973, 1.4755659274872954]"
"[16.885, 21.297)",16.884817046828253,21.297208999452813,gradient_boosted_trees,66574,19.522017635692162,-0.019247966909660744,0.03082446340453114,0.5982360574917928,"[0.029480593540354413, 0.032958527674290666]","[-0.021338203072117663, -0.017121719824536707]","[0.5512087702653783, 0.6711360079606646]"
"[16.885, 21.297)",16.884817046828253,21.297208999452813,mlp,66574,19.522017635692162,-0.7989617552147538,0.8135855936502697,14.816008394678756,"[0.803330104964088, 0.8174661618131915]","[-0.8052792416152386, -0.7812626239706139]","[14.035686588829353, 15.312283241488183]"
"[16.885, 21.297)",16.884817046828253,21.297208999452813,1d_cnn,66574,19.522017635692162,-0.22785753262409636,0.2481621706901793,4.378449987443792,"[0.241309527574164, 0.2528692976991202]","[-0.23570459293545631, -0.2111935025236973]","[4.171111520508699, 4.543999833364399]"
"[16.885, 21.297)",16.884817046828253,21.297208999452813,physics_residual_mlp,66574,19.522017635692162,-0.00936350211231899,0.03721306655985467,0.7327422511422664,"[0.025951361436154022, 0.045068880111667334]","[-0.01197994657849081, -0.005032434910495106]","[0.6434670995570363, 0.8511493427154146]"
"[21.297, 24.077)",21.297208999452813,24.07708026981923,old_power_law,66568,22.75174669728805,-0.39733390304169114,0.41000792832306965,9.021540557577733,"[0.4084601549269088, 0.4109800732177004]","[-0.39850936345870674, -0.3955933789283395]","[8.977081834310674, 9.04986060526919]"
"[21.297, 24.077)",21.297208999452813,24.07708026981923,geant4_birks_lookup,66568,22.75174669728805,-0.03542935848000353,0.04117014742919851,0.8129035418079901,"[0.04046175849684472, 0.04375736945442587]","[-0.03687989782038252, -0.03366187702998355]","[0.7684709554899521, 0.9283527309190065]"
"[21.297, 24.077)",21.297208999452813,24.07708026981923,ridge,66568,22.75174669728805,-0.010279741233766748,0.05219590691252728,1.0471222101573288,"[0.047958514560998616, 0.061322931114502946]","[-0.012291907406987322, -0.005632621271868742]","[0.9560330781694409, 1.2463491721096074]"
"[21.297, 24.077)",21.297208999452813,24.07708026981923,gradient_boosted_trees,66568,22.75174669728805,-0.019491695940102048,0.026984976801195996,0.535584166420566,"[0.026420117029809426, 0.028418094445416254]","[-0.020772100085555092, -0.01860989206258406]","[0.5117509342081852, 0.5952738859354025]"
"[21.297, 24.077)",21.297208999452813,24.07708026981923,mlp,66568,22.75174669728805,-0.7490147563311818,0.7551676364598242,16.833192194628854,"[0.7528527339755122, 0.7569015933649811]","[-0.7497622409657173, -0.7458635090549576]","[16.174725860759274, 17.156208543288447]"
"[21.297, 24.077)",21.297208999452813,24.07708026981923,1d_cnn,66568,22.75174669728805,-0.1520545692863437,0.1830830636446982,3.889565160183181,"[0.1807237051363243, 0.18718671282805988]","[-0.15346595256340514, -0.14763656216686236]","[3.806931041027095, 4.007711800437068]"
"[21.297, 24.077)",21.297208999452813,24.07708026981923,physics_residual_mlp,66568,22.75174669728805,0.005504089004695625,0.022356131873893223,0.6742517286345824,"[0.01826007124296968, 0.04615273631980971]","[0.004418450995133349, 0.006843355674742695]","[0.6171202671182523, 0.8617497776129521]"
"[24.077, 76.126]",24.07708026981923,76.126068118855,old_power_law,66573,25.487702031607288,-0.4620265540325666,0.4764716724378001,13.112932032998838,"[0.46995186590506605, 0.4967875313111363]","[-0.4717545048664757, -0.45814370673323357]","[12.464380387211563, 14.222413586416591]"
"[24.077, 76.126]",24.07708026981923,76.126068118855,geant4_birks_lookup,66573,25.487702031607288,-0.04329077404701972,0.05124783678998154,1.4442083061698046,"[0.05056346709498043, 0.05189635862820481]","[-0.045459093145327346, -0.038189089810050016]","[1.3615245072106157, 1.6169450415059714]"
"[24.077, 76.126]",24.07708026981923,76.126068118855,ridge,66573,25.487702031607288,-0.0390037677254976,0.06515598446190042,1.6682478947004185,"[0.06094183504381443, 0.07598946428191607]","[-0.0409341300470523, -0.03515967677869892]","[1.4549203637712702, 2.1244916571893264]"
"[24.077, 76.126]",24.07708026981923,76.126068118855,gradient_boosted_trees,66573,25.487702031607288,-0.06297166937643536,0.08267343497588303,2.3517782175567943,"[0.07440637506272745, 0.10768448679077593]","[-0.07672143821356164, -0.05651842107878686]","[2.025886642986535, 2.9376298849160927]"
"[24.077, 76.126]",24.07708026981923,76.126068118855,mlp,66573,25.487702031607288,-0.744699467319964,0.7532477534172398,18.046499058369,"[0.7483802705151353, 0.7543458395353773]","[-0.7488695473757735, -0.7299077404399793]","[16.479583201200374, 18.805392952002435]"
"[24.077, 76.126]",24.07708026981923,76.126068118855,1d_cnn,66573,25.487702031607288,-0.1744385127540352,0.21015106500843403,5.526613704786009,"[0.20467059341573338, 0.2261819742692326]","[-0.17879163496875058, -0.16171748993200424]","[5.206269948836477, 6.198629700418617]"
"[24.077, 76.126]",24.07708026981923,76.126068118855,physics_residual_mlp,66573,25.487702031607288,0.0107831044853069,0.046982441333388754,1.5482526395635496,"[0.0361488053589362, 0.06333753845838272]","[0.005619174967032816, 0.012044729419398999]","[1.2620349876326187, 2.009688771146038]"
