energy_bin_mev,energy_lo_mev,energy_hi_mev,method,n,median_truth_target_mev,bias_frac,res68_frac,mae_mev,res68_ci95,bias_ci95,mae_mev_ci95
"[0.038, 8.472)",0.03778117155677375,8.47166087604521,old_power_law,66571,4.5472071430113035,2.0154108468371272,3.16679886074913,9.285956227214077,"[2.942398709022247, 3.456264012203265]","[1.9056280852198693, 2.150166165124321]","[9.130002558084717, 9.441619959932762]"
"[0.038, 8.472)",0.03778117155677375,8.47166087604521,geant4_birks_lookup,66571,4.5472071430113035,-0.005236531463566088,0.17363787493149832,1.5208720108214178,"[0.036037852417353834, 0.3434576249643525]","[-0.00773761262877589, -0.0005848991421890238]","[1.247631455046756, 1.7737017255114982]"
"[0.038, 8.472)",0.03778117155677375,8.47166087604521,ridge,66571,4.5472071430113035,0.018277223492177225,0.24304268234104237,1.1399745092900355,"[0.21410256828280214, 0.3019692782860425]","[-0.017949756461231477, 0.04115469786108538]","[1.054924178425939, 1.2210264020605155]"
"[0.038, 8.472)",0.03778117155677375,8.47166087604521,gradient_boosted_trees,66571,4.5472071430113035,0.06408576204360154,0.16493724569088358,0.6349524746027086,"[0.14133007314695606, 0.18942615679978395]","[0.06060189916200334, 0.06786137163569939]","[0.5856725262374353, 0.6794646647806971]"
"[0.038, 8.472)",0.03778117155677375,8.47166087604521,mlp,66571,4.5472071430113035,-0.12472855931355056,0.6153558854225507,2.9275776217175657,"[0.5855349081431005, 0.6388825355871713]","[-0.19238057376846138, -0.06152818742874669]","[2.82343660179432, 3.069988732952624]"
"[0.038, 8.472)",0.03778117155677375,8.47166087604521,1d_cnn,66571,4.5472071430113035,-0.019202742142690285,0.41028469500408893,1.8853697080024538,"[0.3761204090469184, 0.43353336479688076]","[-0.07677849693656497, 0.03472944603785718]","[1.7424016953171975, 2.0387501595685094]"
"[0.038, 8.472)",0.03778117155677375,8.47166087604521,physics_residual_mlp,66571,4.5472071430113035,0.04771289092624134,0.16860360854474704,0.9031924950692627,"[0.12722168367766182, 0.2720706258457546]","[0.0300222265576378, 0.05835424323057724]","[0.8080860209443022, 0.997239054428629]"
"[8.472, 16.885)",8.47166087604521,16.884817046828253,old_power_law,66566,12.929203199035143,0.06052192368204586,0.21102641262860367,2.2182072683158496,"[0.194490241054786, 0.22817158915915456]","[0.0461822827323179, 0.07435679158011328]","[2.1868274462216784, 2.252422181238675]"
"[8.472, 16.885)",8.47166087604521,16.884817046828253,geant4_birks_lookup,66566,12.929203199035143,-0.017648150960052095,0.027196351598621993,0.914140441374924,"[0.02644807529272557, 0.028199819456329028]","[-0.01896227903492069, -0.01653634167399644]","[0.734608811797966, 1.1281135516489336]"
"[8.472, 16.885)",8.47166087604521,16.884817046828253,ridge,66566,12.929203199035143,0.0285246385142513,0.12005682272879281,1.4922771725913826,"[0.11063264491591228, 0.13139050015021383]","[0.005361099616540584, 0.04686758303440463]","[1.373302385906713, 1.6569086081866682]"
"[8.472, 16.885)",8.47166087604521,16.884817046828253,gradient_boosted_trees,66566,12.929203199035143,0.00511366140471948,0.04006214015742092,0.6491438845811236,"[0.03804546567449178, 0.04207559875535938]","[0.0031665246716625676, 0.007307502242706195]","[0.580805654541332, 0.7132958831662448]"
"[8.472, 16.885)",8.47166087604521,16.884817046828253,mlp,66566,12.929203199035143,-0.6639952092746202,0.7602793627801034,8.926620109583892,"[0.7378258071363721, 0.7766832699860179]","[-0.7227572892147448, -0.6384883126094213]","[8.587814994315037, 9.280635450240323]"
"[8.472, 16.885)",8.47166087604521,16.884817046828253,1d_cnn,66566,12.929203199035143,-0.22807891213302622,0.2949008383403549,3.4017580054506564,"[0.2744550734885288, 0.30799385544096464]","[-0.2513734858696443, -0.20560709751449185]","[3.2059603465578883, 3.578127134835541]"
"[8.472, 16.885)",8.47166087604521,16.884817046828253,physics_residual_mlp,66566,12.929203199035143,0.005529097139593833,0.056099235820149015,0.9197312065983798,"[0.05071442646344185, 0.06234367706590923]","[-0.008930897115061202, 0.019658851393287886]","[0.8005901049462377, 1.0283112963935979]"
"[16.885, 21.297)",16.884817046828253,21.297208999452813,old_power_law,66574,19.522017635692162,-0.2976286660686289,0.3215237936505766,5.674947473762641,"[0.3159192465471992, 0.32472480184929986]","[-0.30279312216497417, -0.2893487699437567]","[5.516038480286893, 5.779482091690843]"
