direction,heldout_run,check,value,pass
sample_i_to_sample_ii,58,train_heldout_run_overlap,0.0,True
sample_i_to_sample_ii,58,train_target_sample_overlap,0.0,True
sample_i_to_sample_ii,58,train_heldout_event_id_overlap,0.0,True
sample_i_to_sample_ii,58,ml_train_rows,3780.0,True
sample_i_to_sample_ii,59,train_heldout_run_overlap,0.0,True
sample_i_to_sample_ii,59,train_target_sample_overlap,0.0,True
sample_i_to_sample_ii,59,train_heldout_event_id_overlap,0.0,True
sample_i_to_sample_ii,59,ml_train_rows,3780.0,True
sample_i_to_sample_ii,60,train_heldout_run_overlap,0.0,True
sample_i_to_sample_ii,60,train_target_sample_overlap,0.0,True
sample_i_to_sample_ii,60,train_heldout_event_id_overlap,0.0,True
sample_i_to_sample_ii,60,ml_train_rows,3780.0,True
sample_i_to_sample_ii,61,train_heldout_run_overlap,0.0,True
sample_i_to_sample_ii,61,train_target_sample_overlap,0.0,True
sample_i_to_sample_ii,61,train_heldout_event_id_overlap,0.0,True
sample_i_to_sample_ii,61,ml_train_rows,3780.0,True
sample_i_to_sample_ii,62,train_heldout_run_overlap,0.0,True
sample_i_to_sample_ii,62,train_target_sample_overlap,0.0,True
sample_i_to_sample_ii,62,train_heldout_event_id_overlap,0.0,True
sample_i_to_sample_ii,62,ml_train_rows,3780.0,True
sample_i_to_sample_ii,63,train_heldout_run_overlap,0.0,True
sample_i_to_sample_ii,63,train_target_sample_overlap,0.0,True
sample_i_to_sample_ii,63,train_heldout_event_id_overlap,0.0,True
sample_i_to_sample_ii,63,ml_train_rows,3780.0,True
sample_i_to_sample_ii,65,train_heldout_run_overlap,0.0,True
sample_i_to_sample_ii,65,train_target_sample_overlap,0.0,True
sample_i_to_sample_ii,65,train_heldout_event_id_overlap,0.0,True
sample_i_to_sample_ii,65,ml_train_rows,3780.0,True
sample_ii_to_sample_i,44,train_heldout_run_overlap,0.0,True
sample_ii_to_sample_i,44,train_target_sample_overlap,0.0,True
sample_ii_to_sample_i,44,train_heldout_event_id_overlap,0.0,True
sample_ii_to_sample_i,44,ml_train_rows,12090.0,True
sample_ii_to_sample_i,45,train_heldout_run_overlap,0.0,True
sample_ii_to_sample_i,45,train_target_sample_overlap,0.0,True
sample_ii_to_sample_i,45,train_heldout_event_id_overlap,0.0,True
sample_ii_to_sample_i,45,ml_train_rows,12090.0,True
sample_ii_to_sample_i,46,train_heldout_run_overlap,0.0,True
sample_ii_to_sample_i,46,train_target_sample_overlap,0.0,True
sample_ii_to_sample_i,46,train_heldout_event_id_overlap,0.0,True
sample_ii_to_sample_i,46,ml_train_rows,12090.0,True
sample_ii_to_sample_i,47,train_heldout_run_overlap,0.0,True
sample_ii_to_sample_i,47,train_target_sample_overlap,0.0,True
sample_ii_to_sample_i,47,train_heldout_event_id_overlap,0.0,True
sample_ii_to_sample_i,47,ml_train_rows,12090.0,True
sample_ii_to_sample_i,48,train_heldout_run_overlap,0.0,True
sample_ii_to_sample_i,48,train_target_sample_overlap,0.0,True
sample_ii_to_sample_i,48,train_heldout_event_id_overlap,0.0,True
sample_ii_to_sample_i,48,ml_train_rows,12090.0,True
sample_ii_to_sample_i,49,train_heldout_run_overlap,0.0,True
sample_ii_to_sample_i,49,train_target_sample_overlap,0.0,True
sample_ii_to_sample_i,49,train_heldout_event_id_overlap,0.0,True
sample_ii_to_sample_i,49,ml_train_rows,12090.0,True
sample_ii_to_sample_i,50,train_heldout_run_overlap,0.0,True
sample_ii_to_sample_i,50,train_target_sample_overlap,0.0,True
sample_ii_to_sample_i,50,train_heldout_event_id_overlap,0.0,True
sample_ii_to_sample_i,50,ml_train_rows,12090.0,True
sample_ii_to_sample_i,51,train_heldout_run_overlap,0.0,True
sample_ii_to_sample_i,51,train_target_sample_overlap,0.0,True
sample_ii_to_sample_i,51,train_heldout_event_id_overlap,0.0,True
sample_ii_to_sample_i,51,ml_train_rows,12090.0,True
sample_ii_to_sample_i,52,train_heldout_run_overlap,0.0,True
sample_ii_to_sample_i,52,train_target_sample_overlap,0.0,True
sample_ii_to_sample_i,52,train_heldout_event_id_overlap,0.0,True
sample_ii_to_sample_i,52,ml_train_rows,12090.0,True
sample_ii_to_sample_i,53,train_heldout_run_overlap,0.0,True
sample_ii_to_sample_i,53,train_target_sample_overlap,0.0,True
sample_ii_to_sample_i,53,train_heldout_event_id_overlap,0.0,True
sample_ii_to_sample_i,53,ml_train_rows,12090.0,True
sample_ii_to_sample_i,54,train_heldout_run_overlap,0.0,True
sample_ii_to_sample_i,54,train_target_sample_overlap,0.0,True
sample_ii_to_sample_i,54,train_heldout_event_id_overlap,0.0,True
sample_ii_to_sample_i,54,ml_train_rows,12090.0,True
sample_ii_to_sample_i,55,train_heldout_run_overlap,0.0,True
sample_ii_to_sample_i,55,train_target_sample_overlap,0.0,True
sample_ii_to_sample_i,55,train_heldout_event_id_overlap,0.0,True
sample_ii_to_sample_i,55,ml_train_rows,12090.0,True
sample_ii_to_sample_i,56,train_heldout_run_overlap,0.0,True
sample_ii_to_sample_i,56,train_target_sample_overlap,0.0,True
sample_ii_to_sample_i,56,train_heldout_event_id_overlap,0.0,True
sample_ii_to_sample_i,56,ml_train_rows,12090.0,True
sample_ii_to_sample_i,57,train_heldout_run_overlap,0.0,True
sample_ii_to_sample_i,57,train_target_sample_overlap,0.0,True
sample_ii_to_sample_i,57,train_heldout_event_id_overlap,0.0,True
sample_ii_to_sample_i,57,ml_train_rows,12090.0,True
sample_i_to_sample_ii,58,ml_not_implausibly_better_than_raw,0.8386541407027748,True
sample_i_to_sample_ii,58,shuffled_target_not_better_than_ml,0.8903820785161045,True
sample_i_to_sample_ii,59,ml_not_implausibly_better_than_raw,1.2280676053567647,False
sample_i_to_sample_ii,59,shuffled_target_not_better_than_ml,1.18952760627065,True
sample_i_to_sample_ii,60,ml_not_implausibly_better_than_raw,1.0498684021441171,False
sample_i_to_sample_ii,60,shuffled_target_not_better_than_ml,1.0350166204845834,True
sample_i_to_sample_ii,61,ml_not_implausibly_better_than_raw,0.4428966019991196,True
sample_i_to_sample_ii,61,shuffled_target_not_better_than_ml,0.3731020055290837,True
sample_i_to_sample_ii,62,ml_not_implausibly_better_than_raw,1.2332342586521536,False
sample_i_to_sample_ii,62,shuffled_target_not_better_than_ml,1.1990874064128378,True
sample_i_to_sample_ii,63,ml_not_implausibly_better_than_raw,1.4934161181974612,False
sample_i_to_sample_ii,63,shuffled_target_not_better_than_ml,1.4156871143081584,True
sample_i_to_sample_ii,65,ml_not_implausibly_better_than_raw,0.77122058786588,True
