direction,source_sample,target_sample,heldout_run,method,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf
sample_i_to_sample_ii,sample_i,sample_ii,58,cfd20,219,-3.2272342149502435,3.1154211816170307,4.88610097512565,0.0730593607305936,314.71073303563577,1.4965312275034803
sample_i_to_sample_ii,sample_i,sample_ii,58,adaptive_lowered_cfd20,219,-3.729968253968245,3.1946254163534937,15.664060985183752,0.1187214611872146,297.8666063169965,2.297015769826884
sample_i_to_sample_ii,sample_i,sample_ii,58,traditional_lowering_strata,219,1.1655241078418044,1.8171639528666574,4.417214042142831,0.0182648401826484,1.9400538289654123,0.9757758567213018
sample_i_to_sample_ii,sample_i,sample_ii,58,ml_lowering_rf,219,1.366738420587133,2.276767040914256,5.28785251189175,0.0593607305936073,2.3299893669571397,0.873638111106132
sample_i_to_sample_ii,sample_i,sample_ii,58,ml_shuffled_target_control,219,-3.167666245369503,3.1671491194303605,4.872957755361732,0.0639269406392694,287.0446832538681,1.7907640649443748
sample_i_to_sample_ii,sample_i,sample_ii,59,cfd20,2289,-3.037298141121923,3.1903942554003875,5.795444490088401,0.07077326343381389,273.53146208229157,5.9841453726004925
sample_i_to_sample_ii,sample_i,sample_ii,59,adaptive_lowered_cfd20,2289,-3.600181528662425,3.2655644808779325,6.201149541312104,0.11708169506334644,1.1610469505764984,9.307155470727828
sample_i_to_sample_ii,sample_i,sample_ii,59,traditional_lowering_strata,2289,1.2378072595667824,1.7846878965379818,5.3448442510684915,0.01834862385321101,1.7861802947950318,1.5101681375107847
sample_i_to_sample_ii,sample_i,sample_ii,59,ml_lowering_rf,2289,1.502599119462971,1.9623266500436227,5.610113441775822,0.03494975972040192,1.9719338937183992,2.202291308258466
sample_i_to_sample_ii,sample_i,sample_ii,59,ml_shuffled_target_control,2289,-3.1709702178540446,3.1518542563142726,5.7985789103609715,0.07863695937090433,289.3351869550278,5.751903947647897
sample_i_to_sample_ii,sample_i,sample_ii,60,cfd20,2424,-2.8184186273716314,3.138618995026782,7.2620101671075705,0.0594059405940594,304.07450481318807,4.948351630043332
sample_i_to_sample_ii,sample_i,sample_ii,60,adaptive_lowered_cfd20,2424,-3.6117750237678745,3.2168080072868652,7.58573869233942,0.1183993399339934,1.3234944550648928,11.79105289330202
sample_i_to_sample_ii,sample_i,sample_ii,60,traditional_lowering_strata,2424,1.161528716481012,1.8713807079587146,6.768367208391578,0.02145214521452145,1.8768138279884667,0.9929991085086203
sample_i_to_sample_ii,sample_i,sample_ii,60,ml_lowering_rf,2424,1.3354051504410727,2.088750592882665,6.523071863825,0.04909240924092409,2.179381287066705,2.2639369082788203
sample_i_to_sample_ii,sample_i,sample_ii,60,ml_shuffled_target_control,2424,-2.9939182230806782,3.1237672133672483,7.1791026017958,0.055693069306930694,301.2572137987955,5.433438769629883
sample_i_to_sample_ii,sample_i,sample_ii,61,cfd20,2799,-2.4509304544313295,2.9140833320178547,6.59865538327557,0.04858878170775277,221.27481865690828,3.5477527537742177
sample_i_to_sample_ii,sample_i,sample_ii,61,adaptive_lowered_cfd20,2799,-3.0729352669053114,2.975183887670541,7.169323084442226,0.07574133619149696,229.79647744240793,9.347671988803206
sample_i_to_sample_ii,sample_i,sample_ii,61,traditional_lowering_strata,2799,1.4986263910261783,2.092710872090112,6.353837018376373,0.019649874955341193,2.306972626007752,1.1314274182328485
sample_i_to_sample_ii,sample_i,sample_ii,61,ml_lowering_rf,2799,2.026752824105138,2.471186730018735,6.498377369502305,0.05394783851375491,3.531418350359598,2.9853440143259555
sample_i_to_sample_ii,sample_i,sample_ii,61,ml_shuffled_target_control,2799,-2.5132550737098853,2.844288735547819,6.609451002883937,0.04537334762415148,224.1212918756546,3.811149173222085
sample_i_to_sample_ii,sample_i,sample_ii,62,cfd20,2421,-2.9104041865078614,3.2316856378650773,4.955452322869143,0.06319702602230483,305.59152938302867,5.227346682931456
sample_i_to_sample_ii,sample_i,sample_ii,62,adaptive_lowered_cfd20,2421,-3.5837949333447554,3.358931363112916,6.275623362181489,0.11854605534902933,1.5405024364705868,12.745791082705079
sample_i_to_sample_ii,sample_i,sample_ii,62,traditional_lowering_strata,2421,1.1603708964365254,1.8220495717990945,4.4721135265947005,0.010326311441553077,1.8163056832504452,2.4355318130914787
sample_i_to_sample_ii,sample_i,sample_ii,62,ml_lowering_rf,2421,1.4105454649658284,1.9984513792129237,4.545767231689131,0.03139198678232136,2.1031654898445846,2.521487728647293
sample_i_to_sample_ii,sample_i,sample_ii,62,ml_shuffled_target_control,2421,-2.987655161701042,3.1975387856257615,4.963118772573735,0.06856670797191243,287.0165356795377,4.14188548931236
sample_i_to_sample_ii,sample_i,sample_ii,63,cfd20,1110,-3.0056042907040226,3.4035141628299086,6.5830265869175175,0.07207207207207207,316.9725770697338,4.393756259298289
sample_i_to_sample_ii,sample_i,sample_ii,63,adaptive_lowered_cfd20,1110,-3.656937508422608,3.423102700672088,6.584566597892528,0.12072072072072072,1.0950273996034636,5.751616010095093
sample_i_to_sample_ii,sample_i,sample_ii,63,traditional_lowering_strata,1110,1.0213322073506301,1.7206966142695506,6.155796190744186,0.016216216216216217,1.6202000834130625,1.572165589573415
sample_i_to_sample_ii,sample_i,sample_ii,63,ml_lowering_rf,1110,1.2785970326703193,1.9100980446324474,6.039233019969497,0.04144144144144144,1.7496425168097052,1.2948483503412545
sample_i_to_sample_ii,sample_i,sample_ii,63,ml_shuffled_target_control,1110,-3.2421236469943473,3.325785158940606,6.521496501113015,0.07837837837837838,363.9458908615711,4.217429007822683
sample_i_to_sample_ii,sample_i,sample_ii,65,cfd20,198,-3.53533965096263,2.9933861916712807,2.7426839288126446,0.06565656565656566,1.080252995353314,0.9151422810042005
sample_i_to_sample_ii,sample_i,sample_ii,65,adaptive_lowered_cfd20,198,-3.590853511533128,2.9933861916712807,2.7474345952732886,0.0707070707070707,1.1130141745929722,0.9156132039731845
sample_i_to_sample_ii,sample_i,sample_ii,65,traditional_lowering_strata,198,1.0808914403853684,2.0766635623482523,1.93095395004348,0.0,1.5723615109551659,0.9969331713642937
sample_i_to_sample_ii,sample_i,sample_ii,65,ml_lowering_rf,198,1.5428292503216454,2.2221656038054007,2.1529852770632885,0.020202020202020204,2.5845220677431286,0.7725233380042482
sample_i_to_sample_ii,sample_i,sample_ii,65,ml_shuffled_target_control,198,-3.706832598920716,3.276236805514916,2.8492911893817383,0.08080808080808081,1.5125255079985764,1.2890055956503224
sample_ii_to_sample_i,sample_ii,sample_i,44,cfd20,21,-3.136316777041941,3.265483093818788,3.2228904838933476,0.047619047619047616,,
sample_ii_to_sample_i,sample_ii,sample_i,44,adaptive_lowered_cfd20,21,-3.136316777041941,3.265483093818788,3.2228904838933476,0.047619047619047616,,
sample_ii_to_sample_i,sample_ii,sample_i,44,traditional_lowering_strata,21,0.8885553839687077,1.6348413557298422,2.354286479075097,0.09523809523809523,,
sample_ii_to_sample_i,sample_ii,sample_i,44,ml_lowering_rf,21,2.396203592675832,2.0538687569507825,3.0630604175387988,0.09523809523809523,,
sample_ii_to_sample_i,sample_ii,sample_i,44,ml_shuffled_target_control,21,-2.9829363284885346,3.199044119311789,3.274992223943826,0.09523809523809523,,
sample_ii_to_sample_i,sample_ii,sample_i,45,cfd20,282,-3.0529569211277465,3.2428376149839124,5.708074312721937,0.08865248226950355,0.7359580073984157,2.0207849650532386
sample_ii_to_sample_i,sample_ii,sample_i,45,adaptive_lowered_cfd20,282,-3.3806070160416652,3.219353415485671,6.1354369217612,0.10638297872340426,1.1238709127803648,1.6629623258042006
sample_ii_to_sample_i,sample_ii,sample_i,45,traditional_lowering_strata,282,1.1143688776520957,2.0409767610055596,5.329490631128829,0.02127659574468085,1.882717810655732,1.1718950869051667
sample_ii_to_sample_i,sample_ii,sample_i,45,ml_lowering_rf,282,2.1184200924951497,2.8274025166582337,5.885174063583335,0.08865248226950355,3.4049128986927792,1.4802120555043423
sample_ii_to_sample_i,sample_ii,sample_i,45,ml_shuffled_target_control,282,-2.984780976019591,3.302493301897063,5.693703782064722,0.09929078014184398,1.0069000814667024,1.6519541103258126
sample_ii_to_sample_i,sample_ii,sample_i,46,cfd20,3,-7.297273084479372,2.6599865809721956,3.627603886120655,0.3333333333333333,,
sample_ii_to_sample_i,sample_ii,sample_i,46,adaptive_lowered_cfd20,3,-7.297273084479372,2.6599865809721956,3.627603886120655,0.3333333333333333,,
sample_ii_to_sample_i,sample_ii,sample_i,46,traditional_lowering_strata,3,-0.8732126951337733,0.29689231634548297,0.36714541211533414,0.0,,
sample_ii_to_sample_i,sample_ii,sample_i,46,ml_lowering_rf,3,0.033818921997500695,0.14979177154869305,0.1800360648376728,0.0,,
sample_ii_to_sample_i,sample_ii,sample_i,46,ml_shuffled_target_control,3,-7.751639688043028,2.852412497084278,3.8818413249994412,0.3333333333333333,,
sample_ii_to_sample_i,sample_ii,sample_i,47,cfd20,27,-3.407038187861886,2.4440640382862333,2.3916799522499925,0.037037037037037035,,
sample_ii_to_sample_i,sample_ii,sample_i,47,adaptive_lowered_cfd20,27,-3.407038187861886,2.4440640382862333,2.3916216684709855,0.037037037037037035,,
sample_ii_to_sample_i,sample_ii,sample_i,47,traditional_lowering_strata,27,1.8336487345905397,1.9045709731065745,1.8923886719018503,0.0,,
sample_ii_to_sample_i,sample_ii,sample_i,47,ml_lowering_rf,27,2.2647049318269694,2.4547465810992266,2.5307226641356158,0.07407407407407407,,
sample_ii_to_sample_i,sample_ii,sample_i,47,ml_shuffled_target_control,27,-3.257273240553161,2.503015827414077,2.551038356481744,0.07407407407407407,,
sample_ii_to_sample_i,sample_ii,sample_i,48,cfd20,174,-2.839786622864567,3.03075036734893,2.8348056631153438,0.05747126436781609,282.9094881336957,1.3432049011223828
sample_ii_to_sample_i,sample_ii,sample_i,48,adaptive_lowered_cfd20,174,-3.5261693721604637,3.0819271573666778,2.8392794253340163,0.08620689655172414,0.9230849443028737,1.1292655442427604
sample_ii_to_sample_i,sample_ii,sample_i,48,traditional_lowering_strata,174,1.3953137499934538,1.7883887206548765,1.6882205880163719,0.0,1.7114143178150742,0.7313390353379996
sample_ii_to_sample_i,sample_ii,sample_i,48,ml_lowering_rf,174,1.9701051504648568,2.576869590059311,3.5949697198583763,0.09195402298850575,1.6271151515433748,0.8896916605151327
sample_ii_to_sample_i,sample_ii,sample_i,48,ml_shuffled_target_control,174,-2.6867117515207415,3.101937974582282,2.9534061967256067,0.08045977011494253,262.3839742322903,1.5818663626348288
sample_ii_to_sample_i,sample_ii,sample_i,49,cfd20,168,-2.5871821358943734,3.0117243859829834,3.7375161511725357,0.05952380952380952,120.57128447567884,1.271931123535837
sample_ii_to_sample_i,sample_ii,sample_i,49,adaptive_lowered_cfd20,168,-3.9153433909189417,3.1581185870457538,4.025236838363884,0.15476190476190477,0.0262303243016282,1.5560534176770346
sample_ii_to_sample_i,sample_ii,sample_i,49,traditional_lowering_strata,168,0.9079074571638408,1.8025277225701508,2.714046912716918,0.023809523809523808,1.896325141031645,1.2389870445762623
