method,heldout_run,pileup_ap,pileup_auc,pid_auc,pid_efficiency,pid_purity,pid_balanced_accuracy,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive
1d_cnn,58,0.8302975638320147,0.7938775510204081,0.896484375,0.3333333333333333,0.8,0.6627604166666666,3.5328766183976246,12.281204400334815,0.23958333333333334,0.3142857142857143,0.2571428571428571,-0.011057958470371377,0.10550956887529184,140,70
1d_cnn,60,0.7754460634760968,0.7524489795918368,0.6362666666666666,0.0,0.0,0.5,6.1298027115453335,13.898997791425476,0.2727272727272727,0.37142857142857144,0.2571428571428571,0.017570499644434176,0.08962530130124902,140,70
1d_cnn,62,0.7613408739303666,0.753673469387755,0.8044354838709677,0.125,0.6666666666666666,0.5584677419354839,1.917154105267267,13.195910912392128,0.23958333333333334,0.3142857142857143,0.3142857142857143,-0.01960799896829283,0.09524082022972657,140,70
1d_cnn,64,0.7857077014788122,0.7610204081632652,0.8059895833333333,0.3333333333333333,1.0,0.6666666666666666,2.7374533831980186,10.791605597765315,0.15384615384615385,0.44285714285714284,0.17142857142857143,-0.0034978634709023335,0.09417648257380912,140,70
1d_cnn,65,0.8138831248384232,0.7877551020408162,0.9146666666666667,0.4,1.0,0.7,1.6653864170345223,11.14115539254836,0.17391304347826086,0.34285714285714286,0.2571428571428571,-0.03544443300454732,0.08952227722291897,140,70
deltaE_over_E_likelihood_template,58,0.6837090306964808,0.6281632653061223,0.9420572916666666,0.5,0.4,0.71484375,1.6501887345613264,11.943368826128115,0.19117647058823528,0.5142857142857142,0.2,0.015798142033409023,0.09273280754595065,140,70
deltaE_over_E_likelihood_template,60,0.670435410815915,0.6352040816326531,0.7925333333333333,0.2,0.21428571428571427,0.556,2.572178660793867,12.08867127358743,0.22580645161290322,0.5571428571428572,0.21428571428571427,0.0705907395871533,0.09217592742841355,140,70
deltaE_over_E_likelihood_template,62,0.7047961436938764,0.6644897959183673,0.8623991935483871,0.25,0.25,0.5766129032258065,1.4392200345311323,8.380732000178975,0.16129032258064516,0.5571428571428572,0.14285714285714285,0.019010034096937738,0.07871217818891625,140,70
deltaE_over_E_likelihood_template,64,0.7052481595491413,0.6297959183673469,0.8430989583333333,0.25,0.3,0.59765625,-1.2251399692783504,8.329614373070108,0.1896551724137931,0.5857142857142857,0.14285714285714285,0.008779005129178282,0.09691503605734077,140,70
deltaE_over_E_likelihood_template,65,0.6013077489482903,0.553265306122449,0.9391999999999999,0.6666666666666666,0.5,0.7933333333333333,0.1889438117996045,9.240658565438462,0.125,0.6,0.21428571428571427,0.008721395073003159,0.07030081664616562,140,70
gradient_boosted_trees,58,0.8489850217601657,0.8210204081632653,0.998046875,0.8333333333333334,1.0,0.9166666666666667,-0.14695438596551647,7.514140686675915,0.12244897959183673,0.3,0.2571428571428571,0.003131438529364528,0.08193736607936788,140,70
gradient_boosted_trees,60,0.8606248548102207,0.843469387755102,0.9984,0.9333333333333333,0.9333333333333333,0.9626666666666667,0.32314097159783284,7.747548812462815,0.10784313725490197,0.2714285714285714,0.18571428571428572,0.020129695091655832,0.06714706280444438,140,70
gradient_boosted_trees,62,0.8325442902269543,0.8073469387755102,0.9969758064516129,0.75,1.0,0.875,0.48224731848771185,8.179791947748653,0.09,0.2857142857142857,0.3142857142857143,0.004591690849664076,0.06597488721364722,140,70
gradient_boosted_trees,64,0.8341016496427776,0.8014285714285714,0.9970703125,0.9166666666666666,0.8461538461538461,0.9505208333333333,0.4403398547943471,6.0710748490604445,0.07446808510638298,0.32857142857142857,0.18571428571428572,0.0036695443273130285,0.08348841053756509,140,70
gradient_boosted_trees,65,0.8116364158638039,0.8163265306122449,0.9962666666666666,0.8666666666666667,1.0,0.9333333333333333,-2.7400292482439292,6.945284474195973,0.07272727272727272,0.21428571428571427,0.21428571428571427,-0.02250391172205724,0.0770240701145967,140,70
joint_sequence_transformer,58,0.7989040097690692,0.7679591836734694,0.8307291666666667,0.4166666666666667,0.23809523809523808,0.6458333333333334,0.8761224806774459,13.356154380340215,0.28431372549019607,0.2714285714285714,0.4142857142857143,0.05236486964829581,0.11945119284293237,140,70
joint_sequence_transformer,60,0.7765417630835463,0.7581632653061224,0.7157333333333333,0.26666666666666666,0.25,0.5853333333333334,1.591500322628172,12.746408707624203,0.2647058823529412,0.2714285714285714,0.4,0.035676380341297574,0.13279386217351455,140,70
joint_sequence_transformer,62,0.7600228005696713,0.7428571428571429,0.783266129032258,0.3125,0.3333333333333333,0.6159274193548387,2.1815862517927975,11.419703455582756,0.24561403508771928,0.18571428571428572,0.45714285714285713,0.04351709899325821,0.10542665896191489,140,70
