sideband,value,method,n,timing_pull_sigma68,pileup_miss_rate,false_split_rate,energy_fractional_sigma68,pid_balanced_accuracy
curvature_band,mid_curvature,mlp,214,8.948461537731584,0.4144144144144144,0.2815533980582524,0.15401282106287312,0.8284352313478527
curvature_band,mid_curvature,ridge,213,6.524741823622017,0.35454545454545455,0.2912621359223301,0.10046478722692803,0.7880406001765226
curvature_band,mid_curvature,template_residual_boosted_stack_new,213,5.422933052652295,0.3181818181818182,0.2815533980582524,0.11410582004001003,0.8744038155802862
energy_residual_band,high_abs_energy_resid,1d_cnn,241,9.915168037887447,0.609375,0.12429378531073447,0.32485900257391476,0.7448275862068966
energy_residual_band,high_abs_energy_resid,deltaE_over_E_likelihood_template,43,8.427668824714143,0.20833333333333334,0.5263157894736842,0.3254841338393354,0.7171052631578947
energy_residual_band,high_abs_energy_resid,gradient_boosted_trees,196,7.536786849197663,0.5476190476190477,0.07792207792207792,0.3722486632863059,0.8238333855308487
energy_residual_band,high_abs_energy_resid,joint_sequence_transformer,235,10.076329122808033,0.46875,0.14619883040935672,0.3923843345521624,0.5510307781649245
energy_residual_band,high_abs_energy_resid,mlp,238,15.144602333233948,0.4375,0.13291139240506328,0.40122401897545645,0.7599206349206349
energy_residual_band,high_abs_energy_resid,ridge,211,7.875665252420225,0.6304347826086957,0.11515151515151516,0.35725524046296864,0.7094545782914936
energy_residual_band,high_abs_energy_resid,template_residual_boosted_stack_new,183,9.388654017956668,0.5263157894736842,0.08275862068965517,0.36977917590361276,0.8452751196172249
energy_residual_band,low_abs_energy_resid,1d_cnn,185,8.978938081888053,0.14285714285714285,0.3389830508474576,0.044108898481545616,0.7714637579169599
energy_residual_band,low_abs_energy_resid,deltaE_over_E_likelihood_template,94,8.578977701020657,0.21333333333333335,0.47368421052631576,0.04190456355535183,0.8404255319148937
energy_residual_band,low_abs_energy_resid,gradient_boosted_trees,234,5.854592144598345,0.21893491124260356,0.38461538461538464,0.041120962555927495,0.8998022412656559
energy_residual_band,low_abs_energy_resid,joint_sequence_transformer,190,8.371537367705947,0.2537313432835821,0.4107142857142857,0.04651753159203195,0.49331550802139035
energy_residual_band,low_abs_energy_resid,mlp,152,8.517522665935084,0.3404255319148936,0.3103448275862069,0.04681783926332758,0.8281358281358281
energy_residual_band,low_abs_energy_resid,ridge,243,7.21743607931089,0.2222222222222222,0.4027777777777778,0.04191364932129888,0.7899674840807479
energy_residual_band,low_abs_energy_resid,template_residual_boosted_stack_new,249,5.427968687579513,0.19101123595505617,0.39436619718309857,0.04564997653720483,0.8943218689162882
energy_residual_band,mid_abs_energy_resid,1d_cnn,214,9.546914942890059,0.4307692307692308,0.23809523809523808,0.13046328565344842,0.7616822429906542
energy_residual_band,mid_abs_energy_resid,deltaE_over_E_likelihood_template,63,8.629573641356227,0.1282051282051282,0.5833333333333334,0.14559993381564684,0.843939393939394
energy_residual_band,mid_abs_energy_resid,gradient_boosted_trees,210,5.367178309564473,0.3211009174311927,0.25742574257425743,0.13793452522527305,0.8757256894049347
energy_residual_band,mid_abs_energy_resid,joint_sequence_transformer,215,9.648266244173822,0.32786885245901637,0.3010752688172043,0.14021870769814632,0.4997835497835498
energy_residual_band,mid_abs_energy_resid,mlp,250,8.944878343101811,0.363013698630137,0.2980769230769231,0.1384231816519472,0.8240384615384615
energy_residual_band,mid_abs_energy_resid,ridge,186,7.2082900272974175,0.30097087378640774,0.24096385542168675,0.13469530700702542,0.7894158473105841
energy_residual_band,mid_abs_energy_resid,template_residual_boosted_stack_new,208,4.98622840741208,0.33653846153846156,0.25,0.1438502677530843,0.8548163227537706
pedestal_drift_band,high_pedestal,1d_cnn,213,8.437362746606794,0.23529411764705882,0.23423423423423423,0.1181717172972723,0.733468882602546
pedestal_drift_band,high_pedestal,deltaE_over_E_likelihood_template,213,5.682038190630081,0.5196078431372549,0.10810810810810811,0.12605659366705108,0.7681223479490806
pedestal_drift_band,high_pedestal,gradient_boosted_trees,213,4.933556045513439,0.23529411764705882,0.21621621621621623,0.08321042443369321,0.8612093352192363
pedestal_drift_band,high_pedestal,joint_sequence_transformer,214,8.107982198660821,0.22549019607843138,0.2767857142857143,0.13679768943289827,0.4831057422969187
pedestal_drift_band,high_pedestal,mlp,213,8.258376407695655,0.29411764705882354,0.1891891891891892,0.1332479195838211,0.8091849363507779
pedestal_drift_band,high_pedestal,ridge,213,7.055391983385695,0.22549019607843138,0.23423423423423423,0.0853845914382409,0.7532708628005658
pedestal_drift_band,high_pedestal,template_residual_boosted_stack_new,214,4.972734596193913,0.21568627450980393,0.22321428571428573,0.09191088587312937,0.8719362745098039
pedestal_drift_band,low_pedestal,1d_cnn,213,11.387016483916824,0.42201834862385323,0.15384615384615385,0.16395431978214225,0.7778219395866455
pedestal_drift_band,low_pedestal,deltaE_over_E_likelihood_template,214,10.29096269418081,0.7339449541284404,0.11428571428571428,0.1275311357281428,0.8014705882352942
pedestal_drift_band,low_pedestal,gradient_boosted_trees,214,6.680503319441234,0.3394495412844037,0.1619047619047619,0.1389409599978328,0.8760504201680672
pedestal_drift_band,low_pedestal,joint_sequence_transformer,213,9.18446751498525,0.3944954128440367,0.21153846153846154,0.19117761803703065,0.5568362480127187
pedestal_drift_band,low_pedestal,mlp,213,11.278557784148527,0.3944954128440367,0.28846153846153844,0.25556995650366915,0.7803391626921039
pedestal_drift_band,low_pedestal,ridge,214,8.899042191471292,0.3577981651376147,0.20952380952380953,0.14780142784336742,0.7644432773109244
pedestal_drift_band,low_pedestal,template_residual_boosted_stack_new,213,6.171768569223063,0.3302752293577982,0.20192307692307693,0.13948328318553915,0.8863275039745628
pedestal_drift_band,mid_pedestal,1d_cnn,214,9.001229643014852,0.3944954128440367,0.19047619047619047,0.1227594727872943,0.7650422237860661
pedestal_drift_band,mid_pedestal,deltaE_over_E_likelihood_template,213,6.294733603301573,0.6880733944954128,0.08653846153846154,0.06424654053922772,0.8236313544258798
pedestal_drift_band,mid_pedestal,gradient_boosted_trees,213,6.453962613749871,0.3119266055045872,0.21153846153846154,0.0995351381581476,0.8682456452186278
pedestal_drift_band,mid_pedestal,joint_sequence_transformer,213,9.412786629318502,0.3486238532110092,0.22115384615384615,0.13162116165491206,0.511464628510487
pedestal_drift_band,mid_pedestal,mlp,214,11.189287928341633,0.43119266055045874,0.18095238095238095,0.14088493502051494,0.8184377199155524
pedestal_drift_band,mid_pedestal,ridge,213,6.453318530813273,0.3302752293577982,0.19230769230769232,0.11756331714343696,0.7746178457163171
pedestal_drift_band,mid_pedestal,template_residual_boosted_stack_new,213,6.664968307630382,0.28440366972477066,0.19230769230769232,0.12380222897000653,0.8466939210806967
pid_separation,deuteron,1d_cnn,310,7.398835112904976,0.3082191780821918,0.21341463414634146,0.12941645146279082,0.6870967741935484
pid_separation,deuteron,deltaE_over_E_likelihood_template,310,8.030463920133252,0.5958904109589042,0.10365853658536585,0.11326239653547152,0.7580645161290323
pid_separation,deuteron,gradient_boosted_trees,310,5.637202469127831,0.2602739726027397,0.20121951219512196,0.10233648865722905,0.9161290322580645
pid_separation,deuteron,joint_sequence_transformer,310,8.256839241241263,0.3082191780821918,0.23780487804878048,0.14603602129144042,0.38387096774193546
pid_separation,deuteron,mlp,310,9.642499380396362,0.3150684931506849,0.23780487804878048,0.1535843257796645,0.8064516129032258
pid_separation,deuteron,ridge,310,6.627578652002386,0.2671232876712329,0.22560975609756098,0.10405148151927587,0.7096774193548387
pid_separation,deuteron,template_residual_boosted_stack_new,310,5.373049228151682,0.23972602739726026,0.22560975609756098,0.10524707215334486,0.9193548387096774
pid_separation,proton,1d_cnn,330,10.113118223733744,0.39080459770114945,0.17307692307692307,0.14594692151807634,0.8303030303030303
pid_separation,proton,deltaE_over_E_likelihood_template,330,9.443241189877622,0.6954022988505747,0.10256410256410256,0.13130704433368365,0.8363636363636363
pid_separation,proton,gradient_boosted_trees,330,6.4266236178962695,0.3275862068965517,0.19230769230769232,0.12195144920782047,0.8212121212121212
pid_separation,proton,joint_sequence_transformer,330,10.7340725029897,0.3390804597701149,0.23717948717948717,0.1390378594934706,0.6484848484848484
pid_separation,proton,mlp,330,10.594684206734648,0.42528735632183906,0.1987179487179487,0.16997873608711375,0.796969696969697
pid_separation,proton,ridge,330,7.938348921538321,0.3390804597701149,0.1987179487179487,0.12704669866768287,0.8181818181818182
pid_separation,proton,template_residual_boosted_stack_new,330,5.67453667757055,0.3103448275862069,0.1858974358974359,0.1262500755146917,0.8151515151515152
pileup_spacing_band,merged,1d_cnn,138,6.9162110044986855,0.4782608695652174,,0.12604786235211574,0.7863119502252736
pileup_spacing_band,merged,deltaE_over_E_likelihood_template,138,8.962899192997893,0.7536231884057971,,0.09811732967199197,0.8562540227419009
pileup_spacing_band,merged,gradient_boosted_trees,138,6.030920461094403,0.42028985507246375,,0.09379751596078297,0.9217978974468998
pileup_spacing_band,merged,joint_sequence_transformer,138,7.942911195661309,0.43478260869565216,,0.1399608425088655,0.5349710362583137
pileup_spacing_band,merged,mlp,138,10.054860501008937,0.5072463768115942,,0.1944746854118044,0.8329757562754774
pileup_spacing_band,merged,ridge,138,6.590159047575413,0.39855072463768115,,0.08062829656009946,0.8180647929628835
pileup_spacing_band,merged,template_residual_boosted_stack_new,138,6.214988208773665,0.37681159420289856,,0.09951431260252201,0.9028105556747479
pileup_spacing_band,near,1d_cnn,61,6.559572302238728,0.4262295081967213,,0.1266707304531263,0.7373626373626374
pileup_spacing_band,near,deltaE_over_E_likelihood_template,61,9.613486100812658,0.7213114754098361,,0.08381307265415797,0.760989010989011
pileup_spacing_band,near,gradient_boosted_trees,61,6.492673203318972,0.3114754098360656,,0.09506824999057945,0.9087912087912088
pileup_spacing_band,near,joint_sequence_transformer,61,9.749037110415303,0.3442622950819672,,0.13009186748799212,0.6269230769230769
pileup_spacing_band,near,mlp,61,9.70942006682458,0.47540983606557374,,0.147279530997981,0.798901098901099
pileup_spacing_band,near,ridge,61,6.48830723577288,0.3770491803278688,,0.10643873861871132,0.7752747252747253
pileup_spacing_band,near,template_residual_boosted_stack_new,61,6.61796964477859,0.36065573770491804,,0.09956903192888383,0.9137362637362637
pileup_spacing_band,separated,1d_cnn,121,7.988787042356446,0.17355371900826447,,0.14791145775396625,0.737736900780379
pileup_spacing_band,separated,deltaE_over_E_likelihood_template,121,6.447758554033792,0.49586776859504134,,0.13715678441687087,0.7977982162764772
pileup_spacing_band,separated,gradient_boosted_trees,121,5.248466205363228,0.1487603305785124,,0.1191998270797551,0.8769509476031215
pileup_spacing_band,separated,joint_sequence_transformer,121,9.605799358876018,0.19008264462809918,,0.15402688057818026,0.47700668896321075
pileup_spacing_band,separated,mlp,121,9.632799608705671,0.17355371900826447,,0.16271885481187146,0.7784280936454849
pileup_spacing_band,separated,ridge,121,7.977341132687483,0.1652892561983471,,0.11391637915104275,0.7352285395763657
pileup_spacing_band,separated,template_residual_boosted_stack_new,121,5.5598373096891915,0.12396694214876033,,0.1178561493526325,0.910674470457079
saturation_onset,saturated,1d_cnn,236,9.354709415753854,0.4642857142857143,0.17708333333333334,0.12635978984580623,0.7660590277777778
saturation_onset,saturated,deltaE_over_E_likelihood_template,236,10.574151871828109,0.75,0.125,0.10962355469958171,0.8068576388888888
saturation_onset,saturated,gradient_boosted_trees,236,6.044560503835579,0.29285714285714287,0.28125,0.07768748875495496,0.8861400462962963
saturation_onset,saturated,joint_sequence_transformer,236,9.015036869243403,0.4142857142857143,0.25,0.1327702429733882,0.5147569444444444
saturation_onset,saturated,mlp,236,9.65740041814556,0.37857142857142856,0.3020833333333333,0.1939994858312875,0.7709780092592593
saturation_onset,saturated,ridge,236,7.096650783524172,0.29285714285714287,0.2708333333333333,0.07943556962623387,0.7287326388888888
saturation_onset,saturated,template_residual_boosted_stack_new,236,5.792182563471389,0.2785714285714286,0.3229166666666667,0.08146111969850192,0.8580729166666667
saturation_onset,unsaturated,1d_cnn,404,8.966636917290884,0.26666666666666666,0.20089285714285715,0.15613031566375177,0.7508415008415008
saturation_onset,unsaturated,deltaE_over_E_likelihood_template,404,6.442530290425491,0.5722222222222222,0.09375,0.13632270174298713,0.7840807840807842
saturation_onset,unsaturated,gradient_boosted_trees,404,5.7014106905905155,0.3,0.16071428571428573,0.147176536752577,0.8587021087021087
saturation_onset,unsaturated,joint_sequence_transformer,404,9.04701561178275,0.25555555555555554,0.23214285714285715,0.17743466997846746,0.5161370161370161
saturation_onset,unsaturated,mlp,404,10.304210170131292,0.37222222222222223,0.18303571428571427,0.14622834526544898,0.8202405702405703
saturation_onset,unsaturated,ridge,404,7.246026174444099,0.31666666666666665,0.1875,0.13884142648288827,0.7843035343035343
saturation_onset,unsaturated,template_residual_boosted_stack_new,404,5.2410566353588735,0.2777777777777778,0.15625,0.14443690273811385,0.8756806256806257
timing_pull_band,high_abs_pull,1d_cnn,275,15.284118264978972,0.44761904761904764,0.14705882352941177,0.15437566343727174,0.7561091716915265
timing_pull_band,high_abs_pull,deltaE_over_E_likelihood_template,65,15.75811615081183,0.3055555555555556,0.3793103448275862,0.1266510070965572,0.8461174242424243
timing_pull_band,high_abs_pull,gradient_boosted_trees,142,16.236364395074443,0.5106382978723404,0.11578947368421053,0.11427973727922087,0.9295774647887325
timing_pull_band,high_abs_pull,joint_sequence_transformer,261,16.212214155877817,0.3474576271186441,0.14685314685314685,0.14484315728195446,0.47275641025641024
timing_pull_band,high_abs_pull,mlp,280,18.994239942796696,0.46846846846846846,0.1834319526627219,0.2580538571104211,0.8127476712469764
timing_pull_band,high_abs_pull,ridge,178,16.41407733208895,0.38571428571428573,0.1111111111111111,0.14463000600775797,0.7497786211258697
timing_pull_band,high_abs_pull,template_residual_boosted_stack_new,146,14.527825329933385,0.5192307692307693,0.11702127659574468,0.11758843238297834,0.9041095890410958
timing_pull_band,low_abs_pull,1d_cnn,161,2.415867941094289,0.3177570093457944,0.25925925925925924,0.13686620461630075,0.7248452012383901
timing_pull_band,low_abs_pull,deltaE_over_E_likelihood_template,62,2.712338782005685,0.17307692307692307,0.7,0.09376726155038057,0.8197916666666667
timing_pull_band,low_abs_pull,gradient_boosted_trees,272,2.4391070285825682,0.2545454545454545,0.2336448598130841,0.11530472204347925,0.8754004887320119
timing_pull_band,low_abs_pull,joint_sequence_transformer,189,2.503332072290512,0.2653061224489796,0.37362637362637363,0.13904736068864992,0.5515151515151515
timing_pull_band,low_abs_pull,mlp,155,2.6037258347561107,0.35294117647058826,0.2571428571428571,0.16219150805280652,0.7308141474808141
timing_pull_band,low_abs_pull,ridge,244,2.749231580968267,0.3023255813953488,0.21739130434782608,0.12681740005799857,0.7697067527576003
timing_pull_band,low_abs_pull,template_residual_boosted_stack_new,264,2.39708990339727,0.25161290322580643,0.23853211009174313,0.11345571640969748,0.8680863309352518
timing_pull_band,mid_abs_pull,1d_cnn,204,7.796649877907367,0.2962962962962963,0.23958333333333334,0.1343730063954576,0.7903605015673981
timing_pull_band,mid_abs_pull,deltaE_over_E_likelihood_template,73,6.698311283050506,0.12,0.6521739130434783,0.14136474271686453,0.7884024577572966
timing_pull_band,mid_abs_pull,gradient_boosted_trees,226,7.1694945861694785,0.26851851851851855,0.2288135593220339,0.10071778740510424,0.8233082706766917
timing_pull_band,mid_abs_pull,joint_sequence_transformer,190,6.7124968442744315,0.3557692307692308,0.2441860465116279,0.13661495075989993,0.524822695035461
timing_pull_band,mid_abs_pull,mlp,205,7.333758245676091,0.3064516129032258,0.25925925925925924,0.12631977522429205,0.8439939082429089
timing_pull_band,mid_abs_pull,ridge,218,7.031395790881283,0.2644628099173554,0.31958762886597936,0.08783668067989003,0.769217815946788
timing_pull_band,mid_abs_pull,template_residual_boosted_stack_new,230,6.266350931987312,0.20353982300884957,0.24786324786324787,0.09181265593893723,0.8442796610169492
