method,n_pair_residuals,timing_sigma68_ns,timing_sigma68_ci_low,timing_sigma68_ci_high,median_residual_ns,median_residual_ci_low,median_residual_ci_high,shape_phase_bias_ns,shape_phase_bias_ci_low,shape_phase_bias_ci_high,rise_time_bias_ns,rise_time_bias_ci_low,rise_time_bias_ci_high,energy_drift_area_norm,energy_drift_ci_low,energy_drift_ci_high
cfd20,1224,3.1884502039551736,3.114082473635672,3.30807221841812,-3.2236692969799066,-3.47183789634704,-3.0990075815319997,-3.1274071484804367,-3.6356171759795437,-2.2992319796321414,0.0,0.0,0.0,0.0,0.0,0.0
trapezoid_template,1224,2.153699101187471,2.0232181251049006,2.373883504541346,-3.7976503350354953,-3.9906968836784387,-3.568668753330524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cfd_spline_matched_template_residual,1224,1.5432089398234639,1.4286073517189166,1.5986325226175186,1.4977221850914582,1.290531958182516,1.6911923972721574,0.5958892959284903,0.037979259811448784,1.3784245426943542,0.0,0.0,0.0,0.0,0.0,0.0
ridge,1224,1.5453600485138894,1.329369464715984,1.6470679764028469,1.3254813950661983,1.1028823843614717,1.4767521302286752,0.9044518706517195,-0.012144593829411576,1.894579981587981,0.0,0.0,0.0,0.0,0.0,0.0
gradient_boosted_trees,1224,1.2843813469314445,1.1959713552696913,1.4109230173954934,1.5269308104680022,1.2806130962580689,1.7675335584377478,-1.6814881626037845,-1.935116875303752,-1.2020343733991652,0.0,0.0,0.0,0.0,0.0,0.0
mlp,1224,1.4446253980328594,1.3001050782075154,1.4634236578979944,1.6051875080278464,1.537042996277357,1.7785588869929576,1.1514404065921795,0.6252106732430462,1.5669442348902223,0.0,0.0,0.0,0.0,0.0,0.0
cnn_1d,1224,1.6137490741537728,1.3605504545705782,1.6985999665828544,1.4029472703933692,1.169699462938361,1.5633974303069422,7.912674773520081,7.912674773520081,7.912674773520081,0.0,0.0,0.0,0.0,0.0,0.0
compact_waveform_transformer,1224,1.6314022570896154,1.4343798812442614,1.7226795093925866,1.3745368129325293,1.1385905561447132,1.554139825344084,-7.874344128298514,-7.874344128298514,-7.87434412829851,0.0,0.0,0.0,0.0,0.0,0.0
saturation_phase_fusion_new,1224,1.3545307936903765,1.207929846131961,1.4172462209008239,1.5083209576257879,1.2508702643576122,1.7136964107416723,-0.4563047823837607,-0.8057765858144634,-0.13837883154404196,0.0,0.0,0.0,0.0,0.0,0.0
