method,event_id,pair,run,residual_ns
cfd20,42:21012,B4-B8,42,-2.1998041038513207
cfd20,42:21199,B4-B8,42,-3.6483658020496392
cfd20,42:22230,B4-B8,42,-2.535827076911925
cfd20,42:22307,B4-B8,42,-0.9841944419657835
cfd20,42:22649,B4-B8,42,-7.40453473377228
cfd20,42:22925,B4-B8,42,-3.5393906300067925
cfd20,42:2429,B4-B8,42,-3.9422376741766954
cfd20,42:24344,B4-B8,42,-5.69226256656647
cfd20,42:26038,B4-B8,42,-1.9104406152963627
cfd20,42:26794,B4-B8,42,-0.8607935075759876
cfd20,42:26929,B4-B8,42,-0.17137638378142128
cfd20,42:27290,B4-B8,42,-1.482734448194492
cfd20,42:28405,B4-B8,42,-3.890244244515884
cfd20,42:28810,B4-B8,42,-4.281574404716494
cfd20,42:28878,B4-B8,42,-6.404123037040222
cfd20,42:29338,B4-B8,42,-7.107444322586062
cfd20,42:29582,B4-B8,42,-3.2789345746040226
cfd20,42:29588,B4-B8,42,0.22691734981536982
cfd20,42:30318,B4-B8,42,-2.64793573963642
cfd20,42:31268,B4-B8,42,-3.6237161521911645
cfd20,42:31748,B4-B8,42,-3.5366298918724084
cfd20,42:31887,B4-B8,42,-3.6539231156110787
cfd20,42:32112,B4-B8,42,-4.461735105991352
cfd20,42:32704,B4-B8,42,-5.262080124497402
cfd20,42:32936,B4-B8,42,-3.122823900461185
cfd20,42:33796,B4-B8,42,-5.8432146077156055
cfd20,42:4436,B4-B8,42,-3.2386954789161564
cfd20,42:4846,B4-B8,42,-4.395771241664875
cfd20,42:5183,B4-B8,42,-5.458265161991118
cfd20,42:557,B4-B8,42,-6.328163660049441
cfd20,42:5667,B4-B8,42,-3.2396989976167703
cfd20,42:6401,B4-B8,42,-3.6687176589965844
cfd20,42:6851,B4-B8,42,-4.573087311267855
cfd20,42:7002,B4-B8,42,-0.204154915094378
cfd20,42:873,B4-B8,42,-6.669020569801319
cfd20,42:9021,B4-B8,42,-2.03177980232239
cfd20,42:9921,B4-B8,42,0.5307103033065808
cfd20,42:9983,B4-B8,42,-5.202737367630007
cfd20,57:10080,B4-B8,57,-4.453254333615305
cfd20,57:10114,B4-B8,57,-1.814684971153735
cfd20,57:10191,B4-B8,57,-3.4127252464294457
cfd20,57:10734,B4-B8,57,-5.273347041487696
cfd20,57:11058,B4-B8,57,-2.0501962964534783
cfd20,57:11636,B4-B8,57,-4.496434545993793
cfd20,57:15136,B4-B8,57,-6.610825574874866
cfd20,57:15266,B4-B8,57,-1.9807764058113122
cfd20,57:1567,B4-B8,57,-2.78958431529999
cfd20,57:16053,B4-B8,57,-1.7689958875179315
cfd20,57:17772,B4-B8,57,-3.956240034580233
cfd20,57:1875,B4-B8,57,-3.561623609542849
cfd20,57:19024,B4-B8,57,-4.390106565237048
cfd20,57:19119,B4-B8,57,-4.532059348106387
cfd20,57:19272,B4-B8,57,-2.598067141056063
cfd20,57:20326,B4-B8,57,-5.125029600143421
cfd20,57:20416,B4-B8,57,-0.6905405883789051
cfd20,57:20435,B4-B8,57,-4.942553928971293
cfd20,57:2124,B4-B8,57,-4.487759685993197
cfd20,57:21342,B4-B8,57,-3.2882284288406254
cfd20,57:22161,B4-B8,57,-2.9141198759079003
cfd20,57:22322,B4-B8,57,-5.924763745546343
cfd20,57:22338,B4-B8,57,-4.318564749240878
cfd20,57:22363,B4-B8,57,-3.0380766754150272
cfd20,57:22372,B4-B8,57,-3.502589679241183
cfd20,57:22435,B4-B8,57,-7.275363030761483
cfd20,57:22894,B4-B8,57,-5.94225457954407
cfd20,57:22971,B4-B8,57,-2.24205128002167
cfd20,57:2458,B4-B8,57,-3.6634153788089776
cfd20,57:24670,B4-B8,57,-3.079450941562655
cfd20,57:24754,B4-B8,57,-3.9100559716224694
cfd20,57:25168,B4-B8,57,-6.615879373542967
cfd20,57:25706,B4-B8,57,-5.213679886341083
cfd20,57:26194,B4-B8,57,-6.87859079885483
cfd20,57:26422,B4-B8,57,-4.109989619731891
cfd20,57:27715,B4-B8,57,-0.28746388006210566
