method,event_id,pair,run,residual_ns
cfd20,42:10191,B4-B6,42,-5.847747731447214
cfd20,42:1026,B4-B6,42,-6.105923909187311
cfd20,42:10657,B4-B6,42,-6.239844221115106
cfd20,42:10890,B4-B6,42,-5.145618427038194
cfd20,42:11263,B4-B6,42,-6.988074738025659
cfd20,42:1170,B4-B6,42,-6.820074278354646
cfd20,42:12097,B4-B6,42,-3.610932785511018
cfd20,42:12319,B4-B6,42,-6.2276514949798525
cfd20,42:12816,B4-B6,42,-5.701193022966386
cfd20,42:13119,B4-B6,42,-2.4008491220474255
cfd20,42:13761,B4-B6,42,-3.597063976764673
cfd20,42:14001,B4-B6,42,-5.6768601717948854
cfd20,42:14021,B4-B6,42,-2.012676406145097
cfd20,42:14905,B4-B6,42,-6.605734485626215
cfd20,42:1500,B4-B6,42,-6.562525569885963
cfd20,42:15033,B4-B6,42,-4.191916841506959
cfd20,42:15076,B4-B6,42,-4.127512383699418
cfd20,42:16086,B4-B6,42,-5.076389271259302
cfd20,42:16123,B4-B6,42,-4.634002703666681
cfd20,42:16305,B4-B6,42,-3.9017962994575512
cfd20,42:1719,B4-B6,42,-7.238155114889146
cfd20,42:17856,B4-B6,42,-3.1631224932670605
cfd20,42:1792,B4-B6,42,-4.698303896427156
cfd20,42:18142,B4-B6,42,-4.5533483805656445
cfd20,42:1927,B4-B6,42,-4.256683187983931
cfd20,42:19411,B4-B6,42,-5.954052876174451
cfd20,42:20372,B4-B6,42,-5.5337689402103365
cfd20,42:20511,B4-B6,42,-5.203695404767991
cfd20,42:20658,B4-B6,42,-3.85815914297104
cfd20,42:20903,B4-B6,42,-6.645520287990564
cfd20,42:21012,B4-B6,42,-3.9578872504234326
cfd20,42:21199,B4-B6,42,-4.636851209640504
cfd20,42:22230,B4-B6,42,-3.324276465415956
cfd20,42:22307,B4-B6,42,-2.3334481379305885
cfd20,42:22649,B4-B6,42,-5.83070929670334
cfd20,42:22925,B4-B6,42,-6.473128605127329
cfd20,42:2429,B4-B6,42,-4.089954118669027
cfd20,42:24344,B4-B6,42,-5.2798603060245455
cfd20,42:26038,B4-B6,42,-3.297176170587541
cfd20,42:26794,B4-B6,42,-1.3396551790237439
cfd20,42:26929,B4-B6,42,-1.6630649151802004
cfd20,42:27290,B4-B6,42,-3.9319403054714144
cfd20,42:28405,B4-B6,42,-5.859812158584589
cfd20,42:28810,B4-B6,42,-4.558151620864862
cfd20,42:28878,B4-B6,42,-6.301526320591563
cfd20,42:29338,B4-B6,42,-6.184634524822229
cfd20,42:29582,B4-B6,42,-2.3771830978393496
cfd20,42:29588,B4-B6,42,-1.5191217842102063
cfd20,42:30318,B4-B6,42,-2.90374341928959
cfd20,42:31268,B4-B6,42,-5.048156339168543
cfd20,42:31748,B4-B6,42,-4.342931169509889
cfd20,42:31887,B4-B6,42,-5.460565346717836
cfd20,42:32112,B4-B6,42,-3.7856858553886354
cfd20,42:32704,B4-B6,42,-5.482057440519327
cfd20,42:32936,B4-B6,42,-4.640254187822336
cfd20,42:33796,B4-B6,42,-6.175318467855455
cfd20,42:4436,B4-B6,42,-5.145932692527765
cfd20,42:4846,B4-B6,42,-5.227141562342638
cfd20,42:5183,B4-B6,42,-2.6133113684654248
cfd20,42:557,B4-B6,42,-5.8200287404060305
cfd20,42:5667,B4-B6,42,-3.9951280089616787
cfd20,42:6401,B4-B6,42,-6.193410414695741
cfd20,42:6851,B4-B6,42,-7.173470515251161
cfd20,42:7002,B4-B6,42,-2.81224157238006
cfd20,42:873,B4-B6,42,-6.427570390939707
cfd20,42:9021,B4-B6,42,-5.002105418086053
cfd20,42:9921,B4-B6,42,-1.1448177280426037
cfd20,42:9983,B4-B6,42,-3.774150866508478
cfd20,57:10080,B4-B6,57,-6.535473424434663
cfd20,57:10114,B4-B6,57,-0.8502438622117054
cfd20,57:10191,B4-B6,57,-3.7674668016433657
cfd20,57:10734,B4-B6,57,-5.650968361139299
cfd20,57:11058,B4-B6,57,-3.266563076019281
cfd20,57:11636,B4-B6,57,-3.532124120235437
cfd20,57:15136,B4-B6,57,-6.845518011093134
cfd20,57:15266,B4-B6,57,-3.1989854159355104
cfd20,57:1567,B4-B6,57,-3.5392567100524914
cfd20,57:16053,B4-B6,57,-3.7692907037734926
cfd20,57:17772,B4-B6,57,-4.753733533859254
cfd20,57:1875,B4-B6,57,-3.5278412284851086
cfd20,57:19024,B4-B6,57,-2.56250422024727
cfd20,57:19119,B4-B6,57,-4.437889713287355
cfd20,57:19272,B4-B6,57,-2.379092532634729
cfd20,57:20326,B4-B6,57,-3.329430181026453
cfd20,57:20416,B4-B6,57,-1.763274926185609
cfd20,57:20435,B4-B6,57,-6.8014642181396425
cfd20,57:2124,B4-B6,57,-6.182579952716829
cfd20,57:21342,B4-B6,57,-4.95661880397796
cfd20,57:22161,B4-B6,57,-2.101717549800874
cfd20,57:22322,B4-B6,57,-3.452310967683786
cfd20,57:22338,B4-B6,57,-3.089123624801637
cfd20,57:22363,B4-B6,57,-2.284047264099115
cfd20,57:22372,B4-B6,57,-6.452312986791135
cfd20,57:22435,B4-B6,57,-4.942835676908494
cfd20,57:22894,B4-B6,57,-4.328072625637056
cfd20,57:22971,B4-B6,57,-4.48441501283645
cfd20,57:2458,B4-B6,57,-3.189313221216196
cfd20,57:24670,B4-B6,57,-6.425729874014856
cfd20,57:24754,B4-B6,57,-4.984444338321687
cfd20,57:25168,B4-B6,57,-7.107518534600729
cfd20,57:25706,B4-B6,57,-3.0591296734809816
cfd20,57:26194,B4-B6,57,-4.4941564979553235
cfd20,57:26422,B4-B6,57,-6.930998224258417
cfd20,57:27715,B4-B6,57,-5.434962320566179
cfd20,57:27858,B4-B6,57,-6.65125008249283
cfd20,57:28109,B4-B6,57,-4.245649832725526
cfd20,57:28244,B4-B6,57,-7.021881523966783
cfd20,57:2835,B4-B6,57,-3.9070377270281256
cfd20,57:28464,B4-B6,57,-6.870974260807031
cfd20,57:28495,B4-B6,57,-6.00608985447883
cfd20,57:28498,B4-B6,57,-3.7104692640304577
cfd20,57:29168,B4-B6,57,-4.707928854465479
cfd20,57:30799,B4-B6,57,-1.9808789672851574
cfd20,57:30818,B4-B6,57,-7.502747406676413
cfd20,57:30826,B4-B6,57,-3.2636970611810696
cfd20,57:30911,B4-B6,57,-4.696048046886922
cfd20,57:31165,B4-B6,57,-6.789146173238748
cfd20,57:3416,B4-B6,57,-4.631375181913377
cfd20,57:4047,B4-B6,57,-4.732574481010431
cfd20,57:4300,B4-B6,57,-2.452461384661497
cfd20,57:4330,B4-B6,57,-6.176057863473893
cfd20,57:4906,B4-B6,57,-3.9663010420799196
cfd20,57:5414,B4-B6,57,-6.650618571281427
cfd20,57:5621,B4-B6,57,-5.618760097265245
cfd20,57:6247,B4-B6,57,-4.361764402553433
cfd20,57:6470,B4-B6,57,-6.34950700724125
cfd20,57:7205,B4-B6,57,-3.6728171589374483
cfd20,57:7972,B4-B6,57,-2.973166513681413
cfd20,57:8647,B4-B6,57,-5.596864778041834
cfd20,57:8696,B4-B6,57,-4.399432796478273
cfd20,57:9270,B4-B6,57,-3.3061289372444165
cfd20,57:9671,B4-B6,57,-6.464449423789979
cfd20,64:10023,B4-B6,64,-8.051120373845102
cfd20,64:10250,B4-B6,64,-7.540817219257356
cfd20,64:10317,B4-B6,64,-4.085215288639063
cfd20,64:10390,B4-B6,64,-4.839670169591905
cfd20,64:10473,B4-B6,64,-6.814035433769227
cfd20,64:10514,B4-B6,64,-4.054951179265977
cfd20,64:10659,B4-B6,64,-6.153136599302293
cfd20,64:1093,B4-B6,64,-5.077917925506831
cfd20,64:11013,B4-B6,64,-5.116484719753267
cfd20,64:1109,B4-B6,64,-3.5185260655879986
cfd20,64:11163,B4-B6,64,-3.474155744031073
cfd20,64:11177,B4-B6,64,-2.800446409225465
cfd20,64:11357,B4-B6,64,-4.401150155305864
cfd20,64:11560,B4-B6,64,-2.9329645218849194
cfd20,64:118,B4-B6,64,-6.089797239243985
cfd20,64:11807,B4-B6,64,-6.734110969543458
cfd20,64:12122,B4-B6,64,-3.166984576225282
cfd20,64:12234,B4-B6,64,-5.6351138236522615
cfd20,64:12418,B4-B6,64,-2.1976048084497464
cfd20,64:12504,B4-B6,64,-0.673012989997865
cfd20,64:12603,B4-B6,64,-5.551371958997102
cfd20,64:12757,B4-B6,64,-3.4165326836109102
cfd20,64:12777,B4-B6,64,-4.029545854270452
cfd20,64:13006,B4-B6,64,-0.9154113712310803
cfd20,64:13082,B4-B6,64,-4.766004342079164
cfd20,64:13583,B4-B6,64,-3.1900500091314328
cfd20,64:13592,B4-B6,64,-5.456201988697053
cfd20,64:13731,B4-B6,64,-3.801549482584001
cfd20,64:14142,B4-B6,64,-3.121416229248048
cfd20,64:14454,B4-B6,64,-5.365442145109178
cfd20,64:14837,B4-B6,64,-6.561156916856767
cfd20,64:15028,B4-B6,64,-6.840070295572282
cfd20,64:15046,B4-B6,64,-5.719561237335206
cfd20,64:15465,B4-B6,64,-1.2485655727386487
cfd20,64:15547,B4-B6,64,-4.018467036500574
cfd20,64:15579,B4-B6,64,-3.5404002251625
cfd20,64:1581,B4-B6,64,-3.5110368909835827
cfd20,64:1582,B4-B6,64,-5.243488285183908
cfd20,64:15820,B4-B6,64,-2.7873980584144604
cfd20,64:16194,B4-B6,64,-4.2537638130188
cfd20,64:16263,B4-B6,64,-5.091626379132272
cfd20,64:16299,B4-B6,64,-2.670386243104936
cfd20,64:16338,B4-B6,64,-2.560544046998025
cfd20,64:16446,B4-B6,64,-3.530698600649835
cfd20,64:16496,B4-B6,64,-2.7436151685714734
cfd20,64:16500,B4-B6,64,-1.4316770019531262
cfd20,64:16847,B4-B6,64,-3.260986018419267
cfd20,64:16959,B4-B6,64,-4.686634946107866
cfd20,64:16978,B4-B6,64,-8.406805801630021
cfd20,64:17400,B4-B6,64,-3.0944002004861773
cfd20,64:1754,B4-B6,64,-4.941605288028718
cfd20,64:17610,B4-B6,64,-2.7030145707130444
cfd20,64:17635,B4-B6,64,-4.37790108421445
cfd20,64:18023,B4-B6,64,-4.601023155689241
cfd20,64:18116,B4-B6,64,-4.075244325637819
cfd20,64:18240,B4-B6,64,-4.979790780186654
cfd20,64:18486,B4-B6,64,-3.116483050823213
cfd20,64:187,B4-B6,64,-6.142331208527089
cfd20,64:18897,B4-B6,64,-4.474433917045587
cfd20,64:19320,B4-B6,64,-1.7648741188049328
cfd20,64:19581,B4-B6,64,-2.2724689128398907
cfd20,64:19637,B4-B6,64,-5.369994300842286
cfd20,64:19750,B4-B6,64,-3.2181098642349184
cfd20,64:19963,B4-B6,64,-4.034798103809358
cfd20,64:20031,B4-B6,64,-6.157845813274385
cfd20,64:20049,B4-B6,64,-6.230823058128358
cfd20,64:20121,B4-B6,64,-1.4549782457351697
cfd20,64:20139,B4-B6,64,-4.60272576236725
cfd20,64:20412,B4-B6,64,-5.021219957113267
cfd20,64:20421,B4-B6,64,-7.297294098377229
cfd20,64:20446,B4-B6,64,-3.1899535241127026
cfd20,64:20481,B4-B6,64,-6.426742854952806
cfd20,64:20793,B4-B6,64,-3.2926961364746106
cfd20,64:20852,B4-B6,64,-3.267149585723878
cfd20,64:21046,B4-B6,64,-4.639596599578859
cfd20,64:21627,B4-B6,64,-7.096321094274522
cfd20,64:21705,B4-B6,64,-6.334322947502137
cfd20,64:21809,B4-B6,64,-3.298384207725526
cfd20,64:22058,B4-B6,64,-3.9528160872459424
cfd20,64:22290,B4-B6,64,-3.8614641460180295
cfd20,64:22803,B4-B6,64,-3.181829411029817
cfd20,64:22841,B4-B6,64,-1.252391594886781
cfd20,64:23070,B4-B6,64,-6.970163989305497
cfd20,64:23174,B4-B6,64,-3.7454223590493214
cfd20,64:23247,B4-B6,64,-3.7251647891998303
cfd20,64:23352,B4-B6,64,-59.35545052909851
cfd20,64:23394,B4-B6,64,-0.3455915632247937
cfd20,64:23684,B4-B6,64,-3.5086378040313733
cfd20,64:2375,B4-B6,64,-3.4687095465660107
cfd20,64:24026,B4-B6,64,-3.469452220439912
cfd20,64:24379,B4-B6,64,-2.1742162438631
cfd20,64:24636,B4-B6,64,-4.183659176766874
cfd20,64:24817,B4-B6,64,-3.911112207412714
cfd20,64:2499,B4-B6,64,-4.7462531509399355
cfd20,64:25023,B4-B6,64,-7.411063868045808
cfd20,64:25123,B4-B6,64,-6.8450014437138975
cfd20,64:25250,B4-B6,64,-4.207154619932169
cfd20,64:25883,B4-B6,64,-5.117356288671495
cfd20,64:26036,B4-B6,64,-5.48056970858574
cfd20,64:26140,B4-B6,64,-5.193104702472688
cfd20,64:26142,B4-B6,64,-2.069865423679353
cfd20,64:26205,B4-B6,64,-3.5361179294586194
cfd20,64:26300,B4-B6,64,-2.59308944964409
cfd20,64:26312,B4-B6,64,-5.356680709362031
cfd20,64:26497,B4-B6,64,-4.03099622154236
cfd20,64:26509,B4-B6,64,-3.359034168958658
cfd20,64:26674,B4-B6,64,-7.9311477723121655
cfd20,64:2680,B4-B6,64,-3.9669148209095013
cfd20,64:26957,B4-B6,64,-6.243176716804506
cfd20,64:26973,B4-B6,64,-4.918850618839265
cfd20,64:27242,B4-B6,64,-6.661626859992744
cfd20,64:27254,B4-B6,64,-4.191379505634309
cfd20,64:27402,B4-B6,64,-1.748382258653642
cfd20,64:27491,B4-B6,64,-6.0406443061828625
cfd20,64:27590,B4-B6,64,-6.768176812171937
cfd20,64:27733,B4-B6,64,-3.0771000454723847
cfd20,64:27984,B4-B6,64,-5.527119446039201
cfd20,64:28063,B4-B6,64,-3.9956107320785534
cfd20,64:28091,B4-B6,64,-1.455023545265199
cfd20,64:28149,B4-B6,64,-1.1598464431762707
cfd20,64:28300,B4-B6,64,-5.771126826718451
cfd20,64:29046,B4-B6,64,-6.4870559009313595
cfd20,64:29072,B4-B6,64,-2.3823639335632265
cfd20,64:29460,B4-B6,64,-6.249908167362214
cfd20,64:29519,B4-B6,64,-5.799287069082254
cfd20,64:29529,B4-B6,64,-3.4956916751861584
cfd20,64:2969,B4-B6,64,-6.3091918411254895
cfd20,64:29703,B4-B6,64,-4.30686827325821
cfd20,64:29785,B4-B6,64,-2.8442093315124524
cfd20,64:29838,B4-B6,64,-5.146677303552629
cfd20,64:29910,B4-B6,64,-4.589098054409028
cfd20,64:30227,B4-B6,64,-2.632328528404237
cfd20,64:30572,B4-B6,64,-4.539287570357324
cfd20,64:30725,B4-B6,64,-6.421240526676172
cfd20,64:30941,B4-B6,64,-3.9915585103034985
cfd20,64:31023,B4-B6,64,-5.996034997940058
cfd20,64:31079,B4-B6,64,-6.8183485748767865
cfd20,64:31157,B4-B6,64,-3.595322478055948
cfd20,64:31263,B4-B6,64,-6.231031264603139
cfd20,64:31338,B4-B6,64,-4.548425297677518
cfd20,64:31377,B4-B6,64,-3.8486367049217236
cfd20,64:31450,B4-B6,64,-2.698166924953462
cfd20,64:31718,B4-B6,64,-2.8707082899808896
cfd20,64:31758,B4-B6,64,-5.6975316307097685
cfd20,64:31773,B4-B6,64,-5.19587661647796
cfd20,64:32099,B4-B6,64,0.4585471419095981
cfd20,64:32168,B4-B6,64,-2.8319194498062146
cfd20,64:32271,B4-B6,64,-5.597275305032731
cfd20,64:32746,B4-B6,64,-5.114188450813295
cfd20,64:32912,B4-B6,64,-5.2346701505184186
cfd20,64:33163,B4-B6,64,-4.247862059116365
cfd20,64:33174,B4-B6,64,-4.859850663185121
cfd20,64:333,B4-B6,64,-6.310958895325662
cfd20,64:33350,B4-B6,64,-1.9122753622531903
cfd20,64:33466,B4-B6,64,-5.196016389369959
cfd20,64:3391,B4-B6,64,-4.012586134910578
cfd20,64:33927,B4-B6,64,-52.729625660419465
cfd20,64:3423,B4-B6,64,-6.567105758428575
cfd20,64:34845,B4-B6,64,-5.338986921548845
cfd20,64:35087,B4-B6,64,-3.6052538039684308
cfd20,64:35169,B4-B6,64,-4.788221079349519
cfd20,64:35267,B4-B6,64,-4.831497813999654
cfd20,64:35364,B4-B6,64,-1.5255993003547204
cfd20,64:35397,B4-B6,64,-5.325144785881044
cfd20,64:35471,B4-B6,64,-5.000770646572107
cfd20,64:3565,B4-B6,64,-4.438423472881318
cfd20,64:35736,B4-B6,64,-4.680539030075074
cfd20,64:3612,B4-B6,64,-3.3336016120910656
cfd20,64:3677,B4-B6,64,-6.221795636653901
cfd20,64:38,B4-B6,64,-3.0619784774780285
cfd20,64:3834,B4-B6,64,-6.140386420726777
cfd20,64:4054,B4-B6,64,-4.472264456987375
cfd20,64:4527,B4-B6,64,-5.9788463594913495
cfd20,64:4595,B4-B6,64,-3.2497819843292177
cfd20,64:4686,B4-B6,64,-5.233863252639772
cfd20,64:4941,B4-B6,64,-6.077027577400209
cfd20,64:5001,B4-B6,64,-6.166144865989686
cfd20,64:5169,B4-B6,64,-6.52610342526436
cfd20,64:5253,B4-B6,64,-3.3211743416786206
cfd20,64:537,B4-B6,64,-1.8309585335254681
cfd20,64:5588,B4-B6,64,-6.650785054504873
cfd20,64:5674,B4-B6,64,-7.029941301286222
cfd20,64:58,B4-B6,64,-3.8238447489738476
cfd20,64:5877,B4-B6,64,-4.6087401690483105
cfd20,64:6339,B4-B6,64,-3.6080234827995312
cfd20,64:640,B4-B6,64,-5.88735442185402
cfd20,64:6407,B4-B6,64,-3.0339000704288424
cfd20,64:6720,B4-B6,64,-5.7517125787735
cfd20,64:6836,B4-B6,64,-5.323430705308915
cfd20,64:7109,B4-B6,64,-6.020244467496873
cfd20,64:7181,B4-B6,64,-6.398576158523561
cfd20,64:722,B4-B6,64,-6.350253927946092
cfd20,64:7592,B4-B6,64,-7.456872570753099
cfd20,64:7635,B4-B6,64,-3.3414488615989697
cfd20,64:7829,B4-B6,64,-3.0731610538959515
cfd20,64:7945,B4-B6,64,-5.479699182748796
cfd20,64:8245,B4-B6,64,-5.939090508461
cfd20,64:8385,B4-B6,64,-3.1061711492538464
cfd20,64:8441,B4-B6,64,-4.942673105239869
cfd20,64:8604,B4-B6,64,-3.642334300518037
cfd20,64:8622,B4-B6,64,-4.974858751945199
cfd20,64:866,B4-B6,64,-5.179602611303331
cfd20,64:8699,B4-B6,64,-1.2772038164138806
cfd20,64:8750,B4-B6,64,-6.061788159847261
cfd20,64:9001,B4-B6,64,-5.453799623489381
cfd20,64:9143,B4-B6,64,-6.041960376739503
cfd20,64:9170,B4-B6,64,-2.659477252006532
cfd20,64:9735,B4-B6,64,-5.147220152854921
cfd20,64:986,B4-B6,64,-2.7661975803375256
cfd20,64:9994,B4-B6,64,-6.901154178619386
cfd20,65:11082,B4-B6,65,-7.446078053168954
cfd20,65:11569,B4-B6,65,-6.416564393281938
cfd20,65:11904,B4-B6,65,-5.489202547311777
cfd20,65:12036,B4-B6,65,-2.927515763282777
cfd20,65:12080,B4-B6,65,-4.608588773250581
cfd20,65:13528,B4-B6,65,-4.993091184139253
cfd20,65:13614,B4-B6,65,-5.096218954265119
cfd20,65:14129,B4-B6,65,-3.9506599637269915
cfd20,65:15232,B4-B6,65,-6.97108279490471
cfd20,65:1561,B4-B6,65,-3.47183789634704
cfd20,65:15900,B4-B6,65,-6.765308636665345
cfd20,65:16280,B4-B6,65,-2.512803930282587
cfd20,65:16830,B4-B6,65,-6.455430644989015
cfd20,65:16882,B4-B6,65,-4.220559704542154
cfd20,65:17092,B4-B6,65,-6.975735086441041
cfd20,65:17187,B4-B6,65,-7.535592574119569
cfd20,65:17996,B4-B6,65,-6.332554179668428
cfd20,65:18679,B4-B6,65,-2.7866563531160367
cfd20,65:19577,B4-B6,65,-4.688855591654779
cfd20,65:20520,B4-B6,65,-6.199630937032403
cfd20,65:20718,B4-B6,65,-3.5134978177547396
cfd20,65:20873,B4-B6,65,-1.0018744649887097
cfd20,65:21342,B4-B6,65,-2.9703215839862764
cfd20,65:21966,B4-B6,65,-3.8290786328315676
cfd20,65:22081,B4-B6,65,-5.656339037656785
cfd20,65:23129,B4-B6,65,-5.015973258256913
cfd20,65:23612,B4-B6,65,-3.991319793701173
cfd20,65:24263,B4-B6,65,-4.450088623404497
cfd20,65:25450,B4-B6,65,-3.870634693145753
cfd20,65:25628,B4-B6,65,-7.017738777637483
cfd20,65:25990,B4-B6,65,-5.967481690883638
cfd20,65:26057,B4-B6,65,-5.495267245411874
cfd20,65:2714,B4-B6,65,-2.737340289592744
cfd20,65:27444,B4-B6,65,-3.3799358787536633
cfd20,65:28563,B4-B6,65,-7.311686533927919
cfd20,65:29596,B4-B6,65,-6.834626305341715
cfd20,65:3004,B4-B6,65,-3.5571817638874066
cfd20,65:30192,B4-B6,65,-2.5311712505817425
cfd20,65:31729,B4-B6,65,-3.945190268993379
cfd20,65:32575,B4-B6,65,-3.583931955933572
cfd20,65:3313,B4-B6,65,-2.7521469774246228
cfd20,65:33657,B4-B6,65,-5.5652879694998205
cfd20,65:34037,B4-B6,65,-5.679313200950624
cfd20,65:34113,B4-B6,65,-3.8077574553489626
cfd20,65:34244,B4-B6,65,-4.150043386459352
cfd20,65:34847,B4-B6,65,-4.307085234165186
cfd20,65:34914,B4-B6,65,-6.527889627456666
cfd20,65:36359,B4-B6,65,-7.60499056005478
cfd20,65:3686,B4-B6,65,-5.608154791831971
cfd20,65:36980,B4-B6,65,-2.0361546012163174
cfd20,65:37072,B4-B6,65,-5.226305830717088
cfd20,65:3802,B4-B6,65,-3.847530591726297
cfd20,65:38297,B4-B6,65,-2.5383813264369977
cfd20,65:38343,B4-B6,65,-4.989077183842653
cfd20,65:3985,B4-B6,65,-5.4583710017204226
cfd20,65:5306,B4-B6,65,-3.8186617153286875
cfd20,65:542,B4-B6,65,-2.585900831460947
cfd20,65:5972,B4-B6,65,-4.517627465963365
cfd20,65:6631,B4-B6,65,-6.446468192577363
cfd20,65:6829,B4-B6,65,-5.822997349739076
cfd20,65:7114,B4-B6,65,-4.3633378953263176
cfd20,65:7373,B4-B6,65,-3.2522582592964184
cfd20,65:7835,B4-B6,65,-3.5977747621536196
cfd20,65:8444,B4-B6,65,-4.769340861082078
cfd20,65:8863,B4-B6,65,-5.130172628402711
cfd20,65:9362,B4-B6,65,-6.654401082038881
cfd20,42:10191,B4-B8,42,-5.381807825446131
cfd20,42:1026,B4-B8,42,-6.897055721759784
cfd20,42:10657,B4-B8,42,-5.615794948220255
cfd20,42:10890,B4-B8,42,-5.958479410886767
cfd20,42:11263,B4-B8,42,-5.230502123862493
cfd20,42:1170,B4-B8,42,-5.31291446733475
cfd20,42:12097,B4-B8,42,-3.020573473453524
cfd20,42:12319,B4-B8,42,-4.109666115522373
cfd20,42:12816,B4-B8,42,-5.305148950695994
cfd20,42:13119,B4-B8,42,-2.0451082949638355
cfd20,42:13761,B4-B8,42,-2.5172483091354394
cfd20,42:14001,B4-B8,42,-5.806668615818026
cfd20,42:14021,B4-B8,42,-1.078879303216933
cfd20,42:14905,B4-B8,42,-4.874472088098528
cfd20,42:1500,B4-B8,42,-6.20671561072767
cfd20,42:15033,B4-B8,42,-3.4189870123863244
cfd20,42:15076,B4-B8,42,-6.656364864587786
cfd20,42:16086,B4-B8,42,-3.663961506366732
cfd20,42:16123,B4-B8,42,-4.098755634307864
cfd20,42:16305,B4-B8,42,-3.122897363185885
cfd20,42:1719,B4-B8,42,-4.33829299259186
cfd20,42:17856,B4-B8,42,-5.362058496952059
cfd20,42:1792,B4-B8,42,-2.885494447231295
cfd20,42:18142,B4-B8,42,-2.862801617860793
cfd20,42:1927,B4-B8,42,-3.4211575155258167
cfd20,42:19411,B4-B8,42,-7.177747554063799
cfd20,42:20372,B4-B8,42,-3.2458162968158746
cfd20,42:20511,B4-B8,42,-7.469339287757876
cfd20,42:20658,B4-B8,42,-3.404259300708773
cfd20,42:20903,B4-B8,42,-6.524592555046084
