method,n_pair_residuals,timing_sigma68_ns,timing_sigma68_ci_low,timing_sigma68_ci_high,median_residual_ns,median_residual_ci_low,median_residual_ci_high,shape_phase_bias_ns,shape_phase_bias_ci_low,shape_phase_bias_ci_high,rise_time_bias_ns,rise_time_bias_ci_low,rise_time_bias_ci_high,energy_drift_area_norm,energy_drift_ci_low,energy_drift_ci_high
trapezoid_template,1224,2.153698749520067,2.023217678070065,2.371520791979833,-3.7976503350354953,-3.9906971817016625,-3.568669051353748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ridge,1224,1.5453598445921388,1.3293694307644686,1.6470678193294266,1.3254814119752432,1.1028827609012808,1.5249021734148087,0.9044518127249646,0.05004298392951867,1.8790403850684199,0.0,0.0,0.0,0.0,0.0,0.0
gradient_boosted_trees,1224,1.3783702837150718,1.260943319445283,1.4644924584398211,1.5183002331303612,1.2752445383536184,1.8324290824718474,-1.5932099949076601,-1.9596643212148877,-0.905977706506274,0.0,0.0,0.0,0.0,0.0,0.0
mlp,1224,1.3513123326976382,1.220582311473564,1.4622189705730406,1.530664342663897,1.350277041933687,1.7428045164607937,1.4550977942607481,0.9997573442728367,1.8833160726680873,0.0,0.0,0.0,0.0,0.0,0.0
cnn_1d,1224,1.5577508873729289,1.3862255087395745,1.675891082086963,1.235853244087842,1.1223230090141314,1.3246847958326207,7.912674773520081,7.912674773520081,7.912674773520081,0.0,0.0,0.0,0.0,0.0,0.0
compact_waveform_transformer,1224,1.6091686146429862,1.415619737893799,1.7190099497587386,1.366364385083898,1.2280137176513648,1.5843601352810848,-7.874344027715676,-7.874344027715676,-7.874344027715672,0.0,0.0,0.0,0.0,0.0,0.0
phase_conditioned_residual_fusion,1224,1.3832128033555036,1.2103666438102216,1.459162992362231,1.5246705827373788,1.27709135898629,1.7191489360466434,-0.7250652438409944,-1.0644159396159196,-0.37545763944576116,0.0,0.0,0.0,0.0,0.0,0.0
