run,run_group,sample_ii,current_nA,eventno,evt,stave,stave_idx,event_b_n_selected,event_b_downstream_any,event_b2_selected,event_b_max_amp,even_amp,even_peak,even_pos_charge,even_baseline,even_baseline_rms,q_tail,half_width,saturation_depth,target_odd_neg_amp,target_odd_pos_charge,target_rate,pred_rate_traditional,rate_residual_pp,rate_residual_shuffled_pp,b_multi_frac,b_downstream_frac,b2_share,log_even_amp,log_even_pos_charge,log_event_b_max_amp,saturation_bin,q_template_bin,baseline_taxon,geometry_support
44,sample_i_analysis,0,20.0,466,59,B2,0,1,0,1,1333.5,1333.5,7,9199.0,6774.5,18.255136,0.3637352,7,0.0,1316.5,9014.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,7.1955624,9.12685,7.195562343622068,none,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,467,60,B2,0,1,0,1,1202.5,1202.5,1,1440.0,12386.5,815.51654,0.0,1,0.0,1608.5,2252.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,7.092158,7.2723985,7.092158001979916,none,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,468,61,B2,0,1,0,1,4494.0,4494.0,7,40064.0,6730.0,3.2403703,0.5423073,9,694.0,4493.5,41204.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.410499,10.598233,8.410498452745275,mid,q4,mid,B2_n1
44,sample_i_analysis,0,20.0,477,69,B2,0,1,0,1,6257.5,6257.5,6,53651.0,6735.5,4.1533117,0.50705487,11,2457.5,6253.5,55550.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.741536,10.890255,8.74153602330593,high,q3,mid,B2_n1
44,sample_i_analysis,0,20.0,480,72,B2,0,1,0,1,1083.0,1083.0,8,7482.0,6754.0,5.267827,0.41272387,7,0.0,1082.0,7531.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,6.98749,8.920256,6.9874902470009905,none,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,481,73,B2,0,1,0,1,2545.0,2545.0,1,2762.0,12209.0,6237.6055,0.0,1,0.0,2545.0,2762.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,7.841886,7.9237103,7.841885928984624,none,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,483,75,B2,0,1,0,1,7002.0,7002.0,6,56378.0,6790.0,14.05347,0.5062436,8,3202.0,7002.0,58948.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.853951,10.939835,8.85395110151461,high,q3,wide,B2_n1
44,sample_i_analysis,0,20.0,485,77,B2,0,1,0,1,3697.5,3697.5,6,35001.0,6768.5,109.81461,0.43081626,9,0.0,3587.5,33760.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.215412,10.463132,8.215412194584955,none,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,488,79,B2,0,1,0,1,2235.5,2235.5,3,13185.5,8671.5,1716.8574,0.02916082,8,0.0,722.5,1432.5,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,7.71222,9.486873,7.7122201956740355,none,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,490,81,B2,0,1,0,1,2198.5,2198.5,7,15507.0,6738.5,9.287087,0.41065326,7,0.0,2189.5,15528.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,7.6955304,9.649047,7.695530588620865,none,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,492,83,B2,0,1,0,1,2266.0,2266.0,8,16449.0,6767.0,27.685736,0.5177214,8,0.0,2249.0,16404.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,7.7257714,9.70802,7.725771441587952,none,q3,wide,B2_n1
44,sample_i_analysis,0,20.0,496,87,B2,0,1,0,1,3140.0,3140.0,7,24924.0,6752.0,5.59017,0.4581929,7,0.0,3134.5,25238.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.051978,10.123587,8.0519780789023,none,q2,wide,B2_n1
44,sample_i_analysis,0,20.0,499,90,B2,0,1,0,1,3083.5,3083.5,3,9355.0,12712.5,3745.8677,0.0,3,0.0,880.0,2932.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.033821,9.143666,8.033820594431548,none,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,507,98,B2,0,1,0,1,4533.0,4533.0,7,38603.0,6797.0,9.987493,0.5907572,9,733.0,4544.5,39962.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.419139,10.561086,8.41913925094085,mid,q4,wide,B2_n1
44,sample_i_analysis,0,20.0,508,99,B2,0,1,0,1,1705.5,1705.5,7,12248.0,6740.5,25.372229,0.33727956,7,0.0,1681.0,11992.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,7.4416137,9.413118,7.441613601858701,none,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,509,100,B2,0,1,0,1,9574.5,9574.5,7,63286.0,6757.5,16.147755,0.4899346,5,5774.5,9558.5,66698.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,9.166859,11.05542,9.166858593364221,high,q3,wide,B2_n1
44,sample_i_analysis,0,20.0,511,102,B2,0,1,0,1,2031.5,2031.5,6,13940.0,6745.5,13.047988,0.32460546,7,0.0,2021.0,13924.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,7.61653,9.542518,7.616529715427782,none,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,512,103,B2,0,1,0,1,4469.5,4469.5,7,23953.0,9170.5,514.36395,0.40850833,3,669.5,4879.0,29345.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.405032,10.083849,8.405031824527907,mid,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,514,105,B2,0,1,0,1,1660.5,1660.5,8,11330.5,6748.5,17.5,0.4705,7,0.0,1672.0,11595.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,7.414874,9.335254,7.414874040816802,none,q2,wide,B2_n1
44,sample_i_analysis,0,20.0,516,107,B2,0,1,0,1,7582.5,7582.5,5,63135.0,6753.5,103.33562,0.4573533,8,3782.5,7477.0,64117.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.9335985,11.053031,8.933598239562736,high,q2,wide,B2_n1
44,sample_i_analysis,0,20.0,517,108,B2,0,1,0,1,2311.5,2311.5,5,13982.5,7220.5,864.68854,0.078347936,6,0.0,1333.0,5647.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,7.745652,9.545562,7.745651943428281,none,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,518,108,B2,0,1,0,1,6684.0,6684.0,6,53846.0,6765.0,13.72953,0.5132786,9,2884.0,6684.0,55929.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.807472,10.893884,8.807471889715284,high,q3,wide,B2_n1
44,sample_i_analysis,0,20.0,519,109,B2,0,1,0,1,3438.0,3438.0,7,26992.0,6731.0,4.1231055,0.53082395,8,0.0,3438.0,27484.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.142645,10.203296,8.142645185942794,none,q4,mid,B2_n1
44,sample_i_analysis,0,20.0,520,110,B2,0,3,1,1,7842.5,7842.5,6,60378.0,6773.5,9.733961,0.48653483,8,4042.5,7842.5,63766.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.967313,11.00838,8.967312940064833,high,q3,wide,B2_n3
44,sample_i_analysis,0,20.0,520,110,B4,1,3,1,1,7842.5,2699.0,7,20419.0,6987.0,1.9364917,0.41402614,8,0.0,2699.0,20724.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,7.9006367,9.924221,8.967312940064833,none,q1,quiet,B4_n3
44,sample_i_analysis,0,20.0,520,110,B6,2,3,1,1,7842.5,3120.0,10,25485.0,6902.0,3.4278274,0.50873065,8,0.0,3120.0,25939.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.0455885,10.145845,8.967312940064833,none,q3,mid,B6_n3
44,sample_i_analysis,0,20.0,521,111,B2,0,1,0,1,2504.5,2504.5,5,16257.0,7117.5,813.64197,0.12616104,7,0.0,1580.5,7510.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,7.8258443,9.696279,7.825844392797672,none,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,522,112,B2,0,1,0,1,9201.5,9201.5,7,59740.0,6970.5,123.34606,0.4870606,5,5401.5,9215.0,63187.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,9.127122,10.997757,9.12712179322525,high,q3,wide,B2_n1
44,sample_i_analysis,0,20.0,523,113,B2,0,1,0,1,6612.0,6612.0,13,67191.0,6743.0,265.0269,0.59841347,14,2812.0,6348.0,67105.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.796641,11.115294,8.796641458940915,high,q4,wide,B2_n1
44,sample_i_analysis,0,20.0,525,115,B2,0,1,0,1,5731.5,5731.5,5,52667.0,6836.5,86.004364,0.478459,12,1931.5,5673.0,53319.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.653732,10.871744,8.653732555555065,high,q2,wide,B2_n1
44,sample_i_analysis,0,20.0,526,116,B2,0,1,0,1,2661.0,2661.0,8,18334.0,6821.0,10.618381,0.45085633,7,0.0,2657.0,18481.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,7.8864574,9.816512,7.886457270977689,none,q2,wide,B2_n1
44,sample_i_analysis,0,20.0,528,118,B2,0,1,0,1,1060.0,1060.0,7,7573.0,6735.0,8.13941,0.3739601,7,0.0,1060.0,7693.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,6.9660244,8.932344,6.966024187106113,none,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,529,118,B2,0,1,0,1,3442.0,3442.0,10,29305.0,6759.0,5.267827,0.48268214,8,0.0,3440.0,29765.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.143808,10.285514,8.143807976771484,none,q3,wide,B2_n1
44,sample_i_analysis,0,20.0,531,120,B2,0,1,0,1,5531.0,5531.0,3,29352.0,9185.0,3375.443,0.18704006,3,1731.0,2010.0,3408.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.618124,10.287116,8.618123909994678,high,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,532,121,B2,0,1,0,1,1115.5,1115.5,1,1541.0,13665.5,1358.607,0.0,1,0.0,2421.0,3301.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,7.017058,7.340187,7.017058013872587,none,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,534,122,B2,0,1,0,1,3716.5,3716.5,7,31644.0,6733.5,2.8722813,0.5800152,8,0.0,3716.0,32462.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.220538,10.362304,8.220537644165347,none,q4,mid,B2_n1
44,sample_i_analysis,0,20.0,537,125,B2,0,1,0,1,4584.0,4584.0,3,28596.0,8684.0,2731.8652,0.22121975,5,784.0,1626.0,2979.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.430327,10.261023,8.430327258394575,mid,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,545,133,B2,0,1,0,1,3756.0,3756.0,6,32747.0,6717.0,43.330128,0.42602375,8,0.0,3710.5,32467.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.23111,10.396566,8.231109840328154,none,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,548,136,B2,0,1,0,1,4542.5,4542.5,6,40162.0,6732.5,1.9364917,0.52191126,10,742.5,4542.5,41268.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.421233,10.600677,8.421232800270326,mid,q4,quiet,B2_n1
44,sample_i_analysis,0,20.0,551,139,B2,0,1,0,1,5884.5,5884.5,5,53052.0,6774.5,119.59202,0.47381815,12,2084.5,5769.5,52748.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.680077,10.879028,8.680077054317717,high,q2,wide,B2_n1
44,sample_i_analysis,0,20.0,555,142,B2,0,1,0,1,8690.5,8690.5,5,60689.5,6784.5,28.831406,0.49339673,5,4890.5,9574.0,73537.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,9.069985,11.013526,9.069985754003534,high,q3,wide,B2_n1
44,sample_i_analysis,0,20.0,556,143,B2,0,1,0,1,2210.0,2210.0,7,16193.0,6748.0,3.8405728,0.4110418,8,0.0,2206.0,16308.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,7.700748,9.692334,7.700747794511798,none,q1,mid,B2_n1
44,sample_i_analysis,0,20.0,560,147,B2,0,1,0,1,4842.0,4842.0,7,29695.0,8679.0,187.0695,0.4789695,4,1042.0,5049.0,33683.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.485084,10.298734,8.485083137498004,mid,q2,wide,B2_n1
44,sample_i_analysis,0,20.0,563,150,B2,0,1,0,1,4315.5,4315.5,7,41068.0,6746.5,2.3979158,0.5502338,9,515.5,4314.5,42258.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.369968,10.622985,8.369968471659712,mid,q4,mid,B2_n1
44,sample_i_analysis,0,20.0,567,154,B2,0,1,0,1,3145.0,3145.0,5,20191.0,8767.0,696.743,0.2876529,7,0.0,3145.0,19047.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.053569,9.9129925,8.053569169134542,none,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,569,156,B2,0,1,0,1,3253.5,3253.5,7,25142.5,6742.5,2.3979158,0.52787113,8,0.0,3254.5,25590.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.087486,10.132315,8.087486618935039,none,q4,mid,B2_n1
44,sample_i_analysis,0,20.0,574,160,B2,0,1,0,1,8094.0,8094.0,5,63936.0,6745.0,70.510635,0.45271835,7,4294.0,8023.0,65423.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.9988785,11.065638,8.998878325435811,high,q2,wide,B2_n1
44,sample_i_analysis,0,20.0,577,163,B2,0,1,0,1,3103.0,3103.0,6,25321.0,6756.0,152.04688,0.36681014,7,0.0,2950.0,23438.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.040125,10.139389,8.040124664448381,none,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,583,169,B2,0,1,0,1,6391.0,6391.0,6,53485.0,6751.0,4.974937,0.5136206,10,2591.0,6388.5,55479.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.762646,10.8871565,8.76264602965028,high,q3,mid,B2_n1
44,sample_i_analysis,0,20.0,585,171,B2,0,1,0,1,7398.5,7398.5,7,56248.0,6732.5,1.8027756,0.5305966,7,3598.5,7396.5,59340.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.909033,10.937526,8.909032555942588,high,q4,quiet,B2_n1
44,sample_i_analysis,0,20.0,586,172,B2,0,1,0,1,3706.0,3706.0,7,29897.0,6732.0,3.6055512,0.53968626,8,0.0,3702.0,30292.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.217709,10.305513,8.217708406845304,none,q4,mid,B2_n1
44,sample_i_analysis,0,20.0,589,175,B2,0,1,0,1,6474.0,6474.0,5,55433.0,6734.0,287.5839,0.45350242,10,2674.0,6189.5,52382.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.77555,10.922931,8.775549434486189,high,q2,wide,B2_n1
44,sample_i_analysis,0,20.0,590,176,B2,0,1,0,1,2932.0,2932.0,7,22607.0,7066.0,880.61115,0.20529039,8,0.0,1958.0,11794.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,7.98344,10.026015,7.983440063006542,none,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,591,176,B2,0,1,0,1,3341.0,3341.0,7,27760.0,6750.0,6.819091,0.46657062,7,0.0,3341.0,28220.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.114025,10.231352,8.114025442356757,none,q2,wide,B2_n1
44,sample_i_analysis,0,20.0,592,177,B2,0,1,0,1,2467.0,2467.0,8,17454.0,6751.0,38.08215,0.45588404,7,0.0,2469.0,17655.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,7.810758,9.767324,7.810758116529357,none,q2,wide,B2_n1
44,sample_i_analysis,0,20.0,593,178,B2,0,1,0,1,5680.5,5680.5,6,49690.0,6732.5,16.830032,0.5196015,11,1880.5,5663.0,51128.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.644794,10.813559,8.64479453600996,high,q4,wide,B2_n1
44,sample_i_analysis,0,20.0,595,180,B2,0,1,0,1,1277.5,1277.5,7,9024.0,6744.5,2.7838821,0.39406028,6,0.0,1277.0,9143.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,7.1526604,9.107643,7.1526603220778595,none,q1,mid,B2_n1
44,sample_i_analysis,0,20.0,596,181,B2,0,1,0,1,7234.0,7234.0,5,60760.0,6799.0,175.1735,0.4517775,8,3434.0,7057.5,60026.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.886547,11.014687,8.886547412512044,high,q2,wide,B2_n1
44,sample_i_analysis,0,20.0,598,183,B2,0,1,0,1,1076.5,1076.5,0,1239.0,10831.5,558.3899,0.0,1,0.0,338.0,351.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,6.98147,7.12206,6.981470316804418,none,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,600,184,B2,0,1,0,1,6541.0,6541.0,5,56703.0,6801.0,69.55393,0.47265577,10,2741.0,6470.5,57436.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.785846,10.945582,8.785845337961211,high,q2,wide,B2_n1
44,sample_i_analysis,0,20.0,602,186,B2,0,1,0,1,6088.5,6088.5,6,52739.0,6760.5,9.124144,0.53535336,11,2288.5,6088.5,55015.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.714157,10.873111,8.714157024947061,high,q4,wide,B2_n1
44,sample_i_analysis,0,20.0,603,187,B2,0,1,0,1,2200.0,2200.0,6,16316.0,6790.0,54.518345,0.31821525,7,0.0,2146.0,15556.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,7.696213,9.699902,7.696212639346407,none,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,607,191,B2,0,1,0,1,3876.5,3876.5,7,31631.0,6741.5,3.2787192,0.5293225,8,76.5,3876.5,32279.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.262688,10.361893,8.262687963659014,low,q4,mid,B2_n1
44,sample_i_analysis,0,20.0,608,192,B2,0,1,0,1,5517.0,5517.0,6,48562.0,6769.0,9.420722,0.51898605,11,1717.0,5517.0,50144.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.615589,10.790597,8.61558951327243,high,q4,wide,B2_n1
44,sample_i_analysis,0,20.0,609,193,B2,0,1,0,1,6936.5,6936.5,7,54317.0,6752.5,5.267827,0.54748976,9,3136.5,6936.5,57400.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.844553,10.902593,8.84455260352078,high,q4,wide,B2_n1
44,sample_i_analysis,0,20.0,610,194,B2,0,1,0,1,8108.5,8108.5,7,61501.0,6746.5,7.29726,0.4959269,7,4308.5,8108.5,65131.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,9.000669,11.026809,9.00066817315943,high,q3,wide,B2_n1
44,sample_i_analysis,0,20.0,612,196,B2,0,1,0,1,6016.0,6016.0,6,52425.0,6748.0,38.762096,0.47956127,10,2216.0,5975.5,53391.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.702178,10.867139,8.702177865629675,high,q3,wide,B2_n1
44,sample_i_analysis,0,20.0,617,201,B2,0,1,0,1,7198.5,7198.5,7,57582.0,6775.5,11.124298,0.513077,7,3398.5,7189.5,60707.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.881628,10.960965,8.88162794996641,high,q3,wide,B2_n1
44,sample_i_analysis,0,20.0,618,202,B2,0,1,0,1,3369.0,3369.0,7,27522.0,6732.0,13.946325,0.48092434,8,0.0,3354.5,27724.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.122372,10.222741,8.122371243406553,none,q3,wide,B2_n1
44,sample_i_analysis,0,20.0,620,204,B2,0,1,0,1,5083.0,5083.0,6,43770.0,6737.0,6.576473,0.5027416,10,1283.0,5076.5,44878.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.533657,10.686704,8.533656917446903,mid,q3,wide,B2_n1
44,sample_i_analysis,0,20.0,621,205,B2,0,1,0,1,1318.0,1318.0,3,5851.0,9833.0,1796.2261,0.0,3,0.0,702.5,1163.5,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,7.183871,8.674368,7.183870715062453,none,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,622,206,B2,0,1,0,1,2957.5,2957.5,6,8692.0,11920.5,1054.4355,0.0,4,0.0,3436.0,9520.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,7.9921,9.070158,7.992099595852541,none,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,625,209,B2,0,1,0,1,6303.5,6303.5,4,54975.0,6967.5,1905.8712,0.40125513,9,2503.5,4320.5,25567.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.74886,10.914634,8.748860313671322,high,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,629,213,B2,0,1,0,1,5281.0,5281.0,4,43800.0,7435.0,2316.829,0.3599315,8,1481.0,2709.5,9646.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.571871,10.687389,8.571870752706934,mid,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,630,214,B2,0,1,0,1,3130.0,3130.0,7,24233.0,6760.0,15.033297,0.4571452,7,0.0,3113.0,24255.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.048788,10.09547,8.048788283534199,none,q2,wide,B2_n1
44,sample_i_analysis,0,20.0,631,215,B2,0,1,0,1,3248.0,3248.0,5,27574.0,6836.0,715.44727,0.2766374,8,0.0,2495.5,17454.5,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.085794,10.224628,8.085794701281568,none,q1,wide,B2_n1
44,sample_i_analysis,0,20.0,633,217,B2,0,1,0,1,7797.5,7797.5,6,60589.0,6806.5,9.810708,0.47658816,7,3997.5,7797.5,63456.0,0.039466806063774174,0.02068583562283118,1.8780970440942995,0.31935259809312094,0.02095947834187238,0.060669456066945605,0.9853556485355649,8.961558,11.0118685,8.96155844848196,high,q2,wide,B2_n1
