n_eval,res68_frac,signed_bias_frac,rms_frac,method,support_loss,conformal_coverage_90,energy_ordering_flip_rate,res68_ci_low_frac,res68_ci_high_frac,bias_ci_low_frac,bias_ci_high_frac,flip_ci_low,flip_ci_high
377273,0.00882021356820029,-0.0004689977374395318,0.11349397082291436,extra_trees_with_rate,0.0,0.894355016128904,0.00948073701842546,0.0073279134411565515,0.010973738020918179,-0.0006790214723342821,-0.00030546049856301685,0.007812350879221717,0.010746728729246788
321315,0.01375406706380908,0.0002576788488498224,0.07466276059270031,new_rate_support_gated_hgb,0.1483223024176127,0.8943815221338394,0.010382301571899864,0.012168895116685294,0.01612956521841784,-6.286950156260758e-05,0.0007231721924084698,0.008865259499282241,0.012012863058455078
377273,0.015314178404855243,0.00023159924740536885,0.08945515954902017,hgb_with_rate,0.0,0.8955636899539591,0.00949748743718593,0.013955891763960896,0.017311948793737927,-0.00016729172056957728,0.0008230534601356285,0.007947138654831721,0.01064178067077746
377273,0.015362728305121125,0.00021217058608357446,0.08828801956278459,hgb_shuffled_rate_control,0.0,0.895147545676473,0.009530988274706867,0.013823433667760709,0.017428045346067244,-0.00021504997547080765,0.0007400499501053914,0.008161493160917641,0.010634597940805391
377273,0.015382244532979388,0.00022361022525215298,0.0871619928041288,hgb_no_rate,0.0,0.895078630063641,0.010033500837520939,0.013849219795075392,0.017641888697753603,-0.00017663894230600933,0.0007931669929364598,0.008199101369586131,0.011361145109972963
377273,0.025956220771928003,0.008193051274191029,0.3098980340429442,mlp_with_rate,0.0,0.8652487721093214,0.011943048576214406,0.021367735497719646,0.03457811334018116,0.0009446598327413865,0.012647763502492027,0.010015959040543594,0.014495715983913587
377273,0.046769067485439075,-0.00028741120726795844,0.8653721054938395,traditional_stratified_charge,0.0,0.8943788715333458,0.06485762144053601,0.03004172778431021,0.07120759983494732,-0.0010419221062653926,0.000714093633781198,0.06144606200156412,0.07291023457378958
377273,0.052532831490243126,0.002613245934667838,0.3270692847330383,ridge_no_rate,0.0,0.8946995941930644,0.02968174204355109,0.040893735748598586,0.08270911783535212,-0.00788160710869829,0.008127308078510184,0.025987600537545823,0.03245155778007526
377273,0.053771119140186535,0.0018807714934130262,0.32706798435320616,ridge_with_rate,0.0,0.8941429680894206,0.029614740368509213,0.043005900958802676,0.08144318084643415,-0.008613854834608376,0.006873855557965326,0.02611060219972131,0.03246478493358827
377273,0.16372500242786803,-0.005082302619753752,107.15978861092887,cnn_1d_with_rate,0.0,0.8840547826110006,0.14534338358458962,0.14462460330512028,0.19106240241364084,-0.014477960037177346,0.005029790851651401,0.12311718986214881,0.163252996783067
377273,0.4559148184069293,-0.26767780007244146,9.305773382919188,run_only_control,0.0,0.8968465805928333,1.0,0.423810471554979,0.5702436706372112,-0.3181024789278299,-0.1483304487868387,1.0,1.0
377273,0.48123649149104025,-0.199744569533364,7.648736203473053,topology_only_control,0.0,0.8983441698716844,0.3255778894472362,0.38722661850588447,0.5575050513556098,-0.2713590221414684,-0.16268473259193084,0.29362837402242636,0.34165853168621974
