method,n_aligned_pairs,median_ns,robust_width_ns,robust_ci_low_ns,robust_ci_high_ns,full_rms_ns,tail_abs_gt_5ns
ridge,20,0.0,5.38768264434262,1.921472902483238,24.85807263848746,16.040736975379822,0.35
mlp,20,0.0,5.89183190789905,2.6296845149902914,23.599582026441603,15.778764125307452,0.45
gradient_boosted_trees,20,0.0,9.97890365442109,3.575127091498456,31.23968013124899,23.933334620286562,0.45
phase_gated_cnn_new,20,0.0,12.27950248616311,5.358470868019807,35.67283613529278,26.916127764215496,0.75
cnn_1d,20,0.0,14.52175404638367,7.394892231564656,27.9658027532588,20.585731875772154,0.75
traditional_phase_timewalk,20,0.0,15.617677490969523,6.959381691353691,37.80946438837064,26.67617210809987,0.8
